df_hash,22ZHK4.XSPGQY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.Y4L3
person_label,V125
date_time_start,2026-04-07_16-37-59.228000_+03
date_time_start_unix,1775561879.228
date_time_end,2026-04-07_16-45-15.946000_+03
length_difference_noticed,no

time,rr_int
-51.090,4140
-50.408,565
-50.116,640
-49.726,270
-49.140,420
-48.312,650
-47.775,735
-47.480,640
-47.044,270
-46.508,340
-45.968,585
-45.288,600
-44.558,635
-43.580,780
-43.044,785
-42.461,680
-41.924,610
-41.240,590
-40.657,610
-39.821,680
-39.000,745
-38.317,810
-37.634,785
-36.903,730
-36.366,650
-35.683,630
-34.952,675
-33.831,660
-33.441,1055
-32.076,500
-31.343,1430
-30.660,645
-29.972,725
-28.855,745
-28.417,770
-27.737,750
-27.200,665
-26.367,615
-25.787,635
-25.104,675
-24.808,745
-24.275,255
-23.593,510
-22.858,780
-22.128,690
-21.202,690
-20.668,745
-19.985,785
-19.251,735
-18.572,725
-17.889,705
-17.158,685
-16.329,720
-15.496,790
-14.671,820
-13.989,805
-13.306,730
-12.478,760
-11.600,795
-10.917,785
-10.235,785
-9.552,720
-8.820,630
-8.136,660
-7.456,715
-6.627,755
-5.944,770
-5.359,710
-4.677,650
-3.979,645
-3.263,715
-2.434,745
-1.750,800
-1.312,660
-0.482,520
0.637,765
0.882,1070
1.032,480
2.587,1075
3.124,510
3.807,545
4.537,660
5.366,745
6.060,775
6.585,670
7.173,615
7.853,595
8.389,605
8.977,600
9.218,605
9.234,235
9.515,15
10.096,330
10.634,570
11.168,545
11.899,590
12.631,650
13.264,700
13.947,730
14.678,705
15.361,660
16.048,660
16.682,675
17.360,670
17.993,670
18.609,635
19.262,610
19.797,620
20.529,660
21.211,665
21.899,680
22.433,685
23.161,630
23.697,600
24.383,610
24.965,650
25.648,675
25.948,715
26.383,175
27.062,505
27.744,725
28.427,650
29.052,640
29.550,625
30.230,605
30.767,590
31.383,580
31.893,590
32.619,605
33.302,635
33.843,645
34.423,630
35.106,600
35.642,590
36.324,635
36.910,655
37.741,650
38.129,590
38.721,560
39.835,645
40.225,1030
40.810,550
41.395,560
41.931,515
42.467,520
43.004,550
43.589,585
44.125,570
44.710,570
45.246,545
45.784,570
46.526,585
47.587,620
47.891,1140
48.171,265
48.708,285
49.001,560
49.293,325
50.658,250
50.660,1220
51.116,245
51.633,340
52.316,635
52.900,630
53.583,620
54.125,605
54.708,595
55.387,605
56.076,665
56.752,670
57.386,700
58.019,665
58.556,610
59.273,585
59.726,580
60.359,585
61.094,620
61.773,710
62.638,790
63.287,720
63.969,705
64.698,710
65.527,750
66.247,805
67.039,795
67.624,720
68.306,650
68.843,620
69.428,595
69.964,625
70.647,565
71.378,690
72.207,705
72.452,800
72.889,235
74.010,445
74.547,1170
75.913,480
76.499,1385
77.235,655
77.862,680
78.447,620
78.992,555
79.619,585
80.105,545
80.641,600
81.374,595
81.762,640
82.499,520
83.029,685
83.716,520
84.297,625
84.980,690
85.713,570
85.809,720
86.247,225
86.930,450
87.497,635
88.149,590
89.562,620
91.074,1385
91.366,1605
91.823,255
92.341,415
93.024,645
93.609,620
94.146,550
94.684,590
95.267,595
95.986,590
96.534,590
97.070,590
97.607,555
98.191,535
98.585,540
99.189,540
99.702,555
100.288,555
100.970,570
101.509,600
101.946,645
102.240,635
103.457,610
104.041,610
104.578,615
105.261,615
105.845,605
106.479,570
106.918,565
107.508,565
108.185,585
108.770,645
109.453,690
110.136,655
110.720,630
111.403,660
112.134,670
112.622,665
113.207,605
113.889,580
114.426,580
115.012,605
115.742,635
116.278,640
116.963,630
117.643,655
118.326,680
118.911,665
119.594,645
120.276,665
120.861,655
121.690,615
121.938,775
122.665,340
123.350,655
124.180,485
124.615,1115
125.298,415
125.835,680
126.370,615
126.962,470
127.496,535
128.320,550
128.906,890
129.587,615
130.032,625
130.563,425
131.248,600
131.539,535
132.513,495
132.903,890
134.183,445
134.707,1260
135.145,515
136.120,435
136.559,1005
137.096,490
137.676,505
138.217,530
138.753,535
139.051,580
139.883,285
140.265,725
140.703,515
141.240,480
141.832,540
142.364,570
143.336,505
143.630,1090
144.019,215
144.607,395
145.286,615
146.264,675
146.407,680
147.533,455
148.086,1115
148.601,545
149.186,535
149.868,645
150.701,700
151.380,755
152.111,710
152.940,765
153.622,740
154.305,735
154.890,670
155.435,570
156.012,570
156.695,570
157.523,735
158.351,815
159.055,790
159.870,770
160.594,800
161.130,755
161.671,560
162.941,510
163.373,1025
164.057,690
164.746,755
165.420,700
166.006,635
166.688,620
167.371,605
167.958,690
168.638,640
169.466,690
169.613,975
170.734,830
171.416,330
172.099,585
172.546,690
173.513,535
173.768,950
174.342,275
175.025,560
175.565,640
176.145,570
176.838,655
177.365,670
177.804,475
178.490,510
178.929,675
179.900,455
180.192,865
180.875,415
181.265,570
181.849,525
182.386,545
182.971,550
183.653,560
183.897,665
184.189,305
184.776,275
185.457,610
186.432,580
186.969,1055
187.553,620
188.530,440
188.919,1025
189.212,425
190.186,330
190.484,885
190.723,340
191.162,270
191.844,480
192.380,595
193.355,555
193.945,1070
194.479,530
195.061,495
195.744,635
196.572,745
196.719,770
197.255,210
198.523,515
198.913,1305
199.205,380
199.888,255
200.472,655
201.155,605
201.838,685
