df_hash,22ZHK4.XSPGQY
202.569,680
203.300,700
203.934,720
204.622,695
205.347,740
206.040,650
206.718,760
207.400,600
208.129,750
208.371,720
208.809,250
209.495,485
210.076,610
210.470,600
210.761,500
211.209,210
211.881,485
212.417,580
213.246,670
213.977,740
214.532,715
215.196,660
215.879,630
216.610,640
217.292,750
217.586,780
217.828,480
219.388,910
219.778,585
221.195,420
222.850,1365
222.996,1715
223.000,220
223.289,10
223.824,300
224.117,570
224.364,265
225.094,250
225.628,620
226.313,635
227.042,665
227.188,685
227.432,205
227.871,300
228.153,370
228.749,270
229.480,605
229.967,625
230.504,615
231.186,590
231.771,595
232.015,625
232.990,290
233.575,910
234.712,555
235.379,1220
235.625,655
236.061,275
236.892,440
237.718,830
238.402,785
239.132,730
239.970,730
240.503,685
240.957,735
241.619,455
242.306,645
242.742,730
243.135,350
243.569,405
243.861,490
244.546,270
245.226,725
246.105,665
246.348,815
246.641,330
247.323,270
248.005,630
248.032,670
248.200,205
248.203,10
248.206,25
248.690,285
248.980,295
250.102,280
251.369,1150
252.052,1215
252.588,665
252.880,635
252.884,235
253.173,10
253.856,250
254.538,770
255.123,625
255.659,585
256.284,570
256.803,560
257.171,530
257.463,475
257.756,300
258.439,260
259.120,635
259.657,725
260.388,540
260.924,710
261.606,520
262.047,695
262.878,430
263.320,810
263.849,530
264.389,520
264.532,615
265.361,145
266.092,760
266.488,760
267.457,310
268.578,1110
269.115,1075
269.699,555
270.236,480
270.382,570
270.677,185
271.212,315
271.650,470
272.332,535
273.015,590
273.697,725
274.136,790
274.672,410
275.257,505
275.658,545
276.086,475
276.232,590
276.917,305
277.452,360
277.748,475
277.892,325
278.044,10
279.255,300
280.523,1185
281.683,1385
281.794,1040
281.894,235
283.154,615
283.984,665
285.545,935
286.082,1530
287.201,580
287.496,1115
287.744,505
289.688,1680
290.271,310
290.661,510
291.493,415
291.782,1130
293.050,620
293.586,635
294.025,635
294.271,330
294.951,305
295.682,665
296.364,680
296.656,735
296.809,250
297.632,220
297.777,975
299.289,465
299.586,990
300.263,280
301.388,805
301.775,1020
302.214,500
302.359,365
303.042,165
303.334,680
304.553,350
304.845,1210
306.652,265
306.662,1885
306.941,205
308.843,1740
308.891,215
308.895,30
309.136,10
309.720,285
310.257,585
310.939,550
311.621,630
311.914,700
312.706,285
313.571,785
314.021,900
316.105,475
317.080,2095
317.617,990
318.055,490
319.128,410
319.274,1365
320.102,330
321.094,430
321.906,1005
323.323,850
323.612,1280
324.295,405
324.605,950
325.561,355
325.823,635
326.640,305
327.219,845
327.465,525
327.613,465
328.877,975
329.559,200
329.997,810
330.388,345
331.806,420
332.076,1430
333.020,215
333.898,1025
334.151,880
334.287,390
335.262,500
336.399,500
337.066,1085
337.358,690
338.186,335
338.625,790
339.311,485
339.454,835
340.283,305
340.526,490
341.111,300
341.940,525
342.780,880
343.597,770
344.279,835
344.572,745
344.963,315
345.400,360
345.693,750
346.376,680
347.351,580
347.643,455
348.033,250
348.618,365
348.861,595
349.154,230
349.983,340
350.471,805
350.957,485
352.226,550
352.761,1180
352.765,280
352.929,295
353.447,175
354.029,515
354.857,660
355.399,725
355.842,620
356.809,430
357.197,965
357.635,470
358.119,415
359.297,355
359.829,1250
360.561,600
361.535,655
361.929,1035
362.550,345
363.339,665
363.488,745
364.021,220
364.557,495
365.532,540
366.126,1105
366.366,515
366.946,215
367.336,610
368.311,375
368.463,1190
368.769,230
369.313,540
370.845,1145
371.239,445
371.382,510
373.868,1080
375.135,1495
375.677,1205
376.257,610
376.938,570
377.475,630
378.060,615
378.596,555
379.232,530
379.717,550
380.254,585
380.692,530
380.838,640
382.058,250
382.886,1045
384.445,770
384.592,1575
385.811,125
387.616,1230
387.835,1980
388.589,555
388.881,340
389.174,470
390.539,1490
393.317,1430
394.150,1370
395.121,595
395.414,1205
395.706,220
396.242,355
396.778,565
397.518,560
398.046,585
398.630,595
399.167,595
399.850,570
400.535,615
401.284,735
402.335,740
402.482,1125
403.749,135
404.286,1275
404.870,535
405.553,610
406.090,575
406.715,580
407.356,620
408.039,695
408.867,720
409.599,795
410.427,765
411.256,725
411.646,965
412.328,340
413.066,705
413.453,665
413.741,740
414.716,800
415.165,235
415.434,445
415.838,205
416.374,435
416.959,595
417.642,575
418.178,605
418.860,570
419.597,680
419.744,740
420.273,205
421.249,530
422.906,990
423.588,1625
424.271,700
424.856,655
425.149,655
425.538,280
426.233,365
426.815,655
427.493,650
428.171,710
428.853,715
429.588,670
430.120,645
431.096,650
