df_hash,22ZHK4.C8ZX7D
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.LYCG
person_label,V151
date_time_start,2026-06-08_18-21-38.649000_+03
date_time_start_unix,1780924898.649
date_time_end,2026-06-08_18-32-21.394000_+03
length_difference_noticed,no

time,battery
11.988,87
21.952,87
31.925,87
42.015,87
51.987,87
61.905,87
71.910,87
81.897,87
91.934,87
101.880,87
111.873,87
122.013,87
131.915,87
141.908,87
151.923,87
161.891,87
171.884,87
181.878,86
191.969,86
201.865,86
211.859,86
221.960,86
232.041,86
241.986,86
251.883,86
261.876,86
271.916,86
282.047,86
292.012,86
301.923,86
311.945,86
321.887,86
331.881,86
341.973,86
351.868,86
361.911,86
371.856,86
381.903,86
391.892,86
401.838,86
411.883,86
421.907,86
431.868,86
441.871,86
451.855,86
461.849,86
471.940,86
481.869,86
491.833,86
501.824,86
511.877,86
521.875,86
531.854,85
541.851,85
551.945,85
561.836,85
571.957,85
581.823,85
591.963,85
601.859,85
611.821,85
621.849,85
631.851,85
