df_hash,22ZHK4.C8ZX7D
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.LYCG
person_label,V151
date_time_start,2026-06-08_18-21-38.649000_+03
date_time_start_unix,1780924898.649
date_time_end,2026-06-08_18-32-21.394000_+03
length_difference_noticed,no

time,temperature
5.068,32.812
5.991,32.875
7.071,32.969
7.988,33.000
9.405,33.000
9.987,33.062
11.011,33.094
12.181,33.125
13.160,33.156
13.984,33.188
15.008,33.250
15.986,33.250
17.011,33.250
18.030,33.250
19.054,33.312
20.029,33.250
21.004,33.312
22.030,33.344
23.003,33.375
24.417,33.375
25.007,33.469
26.085,33.531
27.104,33.562
28.121,33.625
29.245,33.625
30.023,33.750
31.049,33.781
32.025,33.812
32.997,33.875
34.043,33.875
35.193,33.844
36.021,33.812
37.244,33.781
38.017,33.844
39.002,33.844
40.017,33.844
41.194,33.844
42.019,33.875
42.990,33.906
44.016,33.969
45.307,34.000
46.019,34.062
46.988,34.125
48.065,34.094
48.986,34.125
50.059,34.125
50.985,34.188
52.030,34.219
52.984,34.219
54.008,34.219
55.183,34.219
56.007,34.219
56.981,34.250
58.005,34.312
58.980,34.375
60.053,34.406
60.979,34.406
62.002,34.406
62.978,34.406
64.001,34.438
65.074,34.375
66.001,34.375
67.172,34.406
68.194,34.375
69.078,34.375
70.049,34.344
71.022,34.250
71.996,34.219
73.044,34.281
73.996,34.281
75.021,34.375
76.047,34.375
77.115,34.469
77.992,34.469
79.166,34.469
79.991,34.500
81.015,34.625
82.038,34.625
83.014,34.625
84.020,34.656
85.012,34.656
86.027,34.688
87.011,34.594
88.007,34.625
89.009,34.625
89.994,34.625
91.009,34.625
91.986,34.656
93.007,34.656
93.984,34.656
95.006,34.656
96.231,34.656
97.005,34.719
97.980,34.719
99.250,34.719
99.978,34.719
101.002,34.750
101.977,34.781
103.001,34.781
103.985,34.750
105.006,34.781
106.074,34.781
107.058,34.781
108.079,34.750
108.997,34.781
109.972,34.750
111.001,34.750
111.971,34.750
113.043,34.719
114.027,34.750
115.003,34.750
116.025,34.750
117.193,34.750
118.243,34.781
119.043,34.781
120.063,34.812
121.032,34.812
122.018,34.812
122.988,34.875
124.013,34.906
124.992,34.906
126.010,34.938
126.999,34.938
128.010,34.969
129.033,35.000
130.011,35.031
130.987,35.031
132.007,35.062
132.982,35.062
134.038,35.062
135.029,35.062
136.114,35.062
136.979,35.094
138.003,35.094
139.027,35.062
140.007,35.031
140.977,35.000
142.248,35.000
143.027,34.969
143.999,34.969
145.039,34.969
146.044,34.969
146.973,35.000
147.997,35.000
148.973,35.031
149.996,35.062
151.019,35.094
151.994,35.125
153.213,35.094
153.993,35.094
154.979,35.125
156.138,35.156
157.267,35.094
158.001,35.125
158.966,35.125
159.989,35.156
160.964,35.156
161.988,35.125
162.970,35.156
164.353,35.188
165.020,35.188
165.989,35.188
167.124,35.156
168.008,35.188
169.008,35.188
170.032,35.156
171.007,35.219
172.179,35.250
173.006,35.281
173.983,35.250
175.015,35.281
176.032,35.250
177.003,35.344
178.086,35.344
179.002,35.281
179.977,35.312
181.002,35.250
181.997,35.219
183.022,35.219
184.023,35.219
185.047,35.219
185.973,35.188
187.096,35.125
188.020,35.156
188.997,35.156
189.970,35.188
190.994,35.219
192.115,35.250
193.081,35.188
194.073,35.188
194.995,35.188
195.967,35.219
196.990,35.250
197.965,35.219
199.038,35.219
200.159,35.219
200.991,35.219
202.015,35.219
203.084,35.281
204.013,35.281
204.986,35.312
205.963,35.281
206.984,35.281
208.008,35.312
208.983,35.312
209.958,35.344
210.985,35.344
212.054,35.375
213.129,35.344
213.978,35.281
215.078,35.250
216.100,35.344
216.978,35.344
218.300,35.250
219.006,35.250
220.004,35.250
220.975,35.281
222.028,35.406
223.031,35.406
224.046,35.469
224.973,35.500
225.996,35.469
227.120,35.469
227.995,35.531
229.018,35.531
230.051,35.531
231.018,35.500
232.046,35.375
233.263,35.406
233.992,35.406
234.966,35.438
236.050,35.406
236.978,35.438
238.138,35.438
238.964,35.438
239.990,35.406
241.015,35.438
241.990,35.469
243.013,35.438
244.015,35.438
244.961,35.438
246.079,35.438
247.056,35.438
248.266,35.438
249.107,35.438
250.066,35.438
251.006,35.375
252.086,35.375
252.956,35.375
254.033,35.406
254.954,35.438
255.978,35.438
256.953,35.406
258.222,35.406
258.954,35.438
260.027,35.438
261.005,35.500
261.973,35.469
263.069,35.438
263.973,35.406
265.012,35.375
265.971,35.375
266.995,35.406
267.972,35.406
268.995,35.375
269.969,35.375
270.993,35.375
271.975,35.375
273.383,35.469
273.966,35.500
274.990,35.500
276.160,35.531
277.479,35.531
277.964,35.500
279.238,35.562
280.045,35.562
280.986,35.531
282.158,35.562
283.044,35.469
284.421,35.469
284.984,35.438
286.254,35.438
287.031,35.406
288.350,35.438
289.030,35.406
289.956,35.438
290.980,35.406
292.016,35.406
292.979,35.469
294.246,35.438
295.026,35.438
296.152,35.438
297.034,35.469
297.951,35.469
298.975,35.500
300.004,35.500
301.169,35.500
301.949,35.469
303.070,35.438
303.958,35.469
305.021,35.500
305.950,35.500
306.970,35.500
307.945,35.531
309.118,35.531
309.993,35.531
311.267,35.562
312.040,35.562
313.065,35.562
313.990,35.531
314.967,35.531
316.281,35.594
316.964,35.562
