df_hash,22ZHK4.PQKCV4
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.1AT4
person_label,v132
date_time_start,2026-04-07_18-21-14.430000_+03
date_time_start_unix,1775568074.43
date_time_end,2026-04-07_18-29-30.496000_+03
length_difference_noticed,no

time,battery
8.418,46
18.464,46
28.454,46
38.447,46
48.394,46
58.437,46
68.429,46
78.423,46
88.417,46
98.428,45
108.404,45
118.501,45
128.392,45
138.386,45
148.380,45
158.437,45
168.416,45
178.515,45
188.404,45
198.397,45
208.395,45
218.488,45
228.415,45
238.422,45
248.415,45
258.409,45
268.403,45
278.397,45
288.390,45
298.384,45
308.378,45
318.372,45
328.371,45
338.359,45
348.406,45
358.396,45
368.390,45
378.402,45
388.377,45
398.371,44
408.365,44
418.358,44
428.352,44
438.347,44
448.440,44
458.396,44
468.376,44
478.370,44
488.364,44
