df_hash,22ZHK4.YPQ43H
111.752,1.013
111.782,1.011
111.812,1.004
111.842,1.015
111.872,1.017
111.902,1.015
111.932,1.013
111.962,1.011
111.992,1.009
112.022,1.011
112.052,1.011
112.082,1.014
112.112,1.013
112.142,1.009
112.172,1.011
112.202,1.011
112.232,1.013
112.262,1.011
112.292,1.017
112.322,1.013
112.352,1.013
112.382,1.013
112.412,1.007
112.442,1.011
112.472,1.016
112.502,1.013
112.532,1.011
112.562,1.016
112.592,1.013
112.622,1.012
112.652,1.010
112.682,1.010
112.712,1.014
112.742,1.012
112.772,1.010
112.802,1.016
112.832,1.013
112.862,1.013
112.892,1.011
112.922,1.014
112.952,1.015
112.982,1.016
113.012,1.011
113.042,1.006
113.072,1.013
113.102,1.016
113.132,1.012
113.162,1.013
113.192,1.013
113.222,1.011
113.252,1.017
113.282,1.013
113.312,1.010
113.342,1.011
113.372,1.013
113.402,1.014
113.432,1.012
113.462,1.011
113.492,1.016
113.522,1.012
113.552,1.017
113.582,1.017
113.612,1.010
113.642,1.004
113.672,1.014
113.702,1.016
113.732,1.009
113.762,1.012
113.792,1.011
113.822,1.012
113.852,1.014
113.882,1.014
113.912,1.010
113.942,1.016
113.972,1.014
114.002,1.011
114.032,1.008
114.062,1.013
114.092,1.016
114.122,1.014
114.152,1.011
114.182,1.016
114.212,1.003
114.242,1.005
114.272,1.018
114.302,1.014
114.332,1.013
114.362,1.016
114.392,1.012
114.422,1.012
114.452,1.010
114.482,1.008
114.512,1.017
114.542,1.012
114.572,1.010
114.602,1.011
114.632,1.011
114.662,1.014
114.692,1.012
114.722,1.015
114.752,1.014
114.782,1.006
114.812,1.007
114.842,1.017
114.872,1.015
114.902,1.008
114.932,1.015
114.962,1.010
114.992,1.010
115.022,1.010
115.052,1.014
115.082,1.016
115.112,1.013
115.142,1.011
115.172,1.012
115.202,1.011
115.232,1.016
115.262,1.014
115.292,1.012
115.322,1.014
115.352,1.007
115.382,1.008
115.412,1.017
115.442,1.017
115.472,1.009
115.502,1.014
115.532,1.009
115.562,1.011
115.592,1.014
115.622,1.012
115.652,1.013
115.682,1.015
115.712,1.013
115.742,1.010
115.772,1.013
115.802,1.013
115.832,1.017
115.862,1.014
115.892,1.012
115.922,1.006
115.952,1.008
115.982,1.016
116.012,1.017
116.042,1.008
116.072,1.013
116.102,1.013
116.132,1.010
116.162,1.016
116.192,1.014
116.222,1.011
116.252,1.010
116.282,1.013
116.312,1.008
116.342,1.008
116.372,1.016
116.402,1.011
116.432,1.012
116.462,1.014
116.492,1.011
116.522,1.006
116.552,1.016
116.582,1.012
116.612,1.011
116.642,1.009
116.672,1.008
116.702,1.006
116.732,1.014
116.762,1.014
116.792,1.015
116.822,1.012
116.852,1.014
116.882,1.017
116.912,1.015
116.942,1.012
116.972,1.017
117.002,1.017
117.032,1.013
117.062,1.001
117.092,1.010
117.122,1.018
117.152,1.019
117.182,1.013
117.212,1.015
117.242,1.006
117.272,1.015
117.302,1.007
117.332,1.018
117.362,1.018
117.392,1.017
117.422,1.009
117.452,1.012
117.482,1.004
117.512,1.010
117.542,1.016
117.572,1.018
117.602,1.012
117.632,1.005
117.662,1.016
117.692,1.021
117.722,1.012
117.752,0.999
117.782,1.016
117.812,1.014
117.842,1.012
117.872,1.014
117.902,1.017
117.932,1.015
117.962,1.009
117.992,1.013
118.022,1.011
118.052,1.014
118.082,1.014
118.112,1.014
118.142,1.016
118.172,1.010
118.202,1.004
118.232,1.018
118.262,1.015
118.292,1.011
118.322,1.017
118.352,1.011
118.382,1.005
118.412,1.013
118.442,1.012
118.472,1.015
118.502,1.011
118.532,1.015
118.562,1.008
118.592,1.014
118.622,1.015
118.652,1.013
118.682,1.016
118.712,1.011
118.742,1.004
118.772,1.005
118.802,1.018
118.832,1.015
118.862,1.012
118.892,1.012
118.922,1.013
118.952,1.008
118.982,1.014
119.012,1.014
119.042,1.016
119.072,1.014
119.102,1.013
119.132,1.008
119.162,1.011
119.192,1.014
119.222,1.015
119.252,1.011
119.282,1.013
119.312,1.015
119.342,1.003
119.372,1.004
119.402,1.014
119.432,1.015
119.462,1.013
119.492,1.011
119.522,1.010
119.552,1.009
119.582,1.015
119.612,1.009
119.642,1.015
119.672,1.013
119.702,1.013
119.732,1.011
119.762,1.010
119.792,1.011
119.822,1.017
119.852,1.017
119.882,1.014
119.912,1.012
119.942,1.006
119.972,1.006
120.002,1.014
120.032,1.018
120.062,1.008
120.092,1.016
120.122,1.014
120.152,1.013
120.182,1.014
120.212,1.014
120.242,1.011
120.272,1.013
120.302,1.016
120.332,1.015
120.362,1.010
120.392,1.016
120.422,1.011
120.452,1.015
120.482,1.012
120.512,1.014
120.542,1.008
120.572,1.009
120.602,1.018
120.632,1.016
120.662,1.011
120.692,1.013
120.722,1.010
120.752,1.015
120.782,1.012
120.812,1.015
120.842,1.017
120.872,1.013
120.902,1.009
120.932,1.009
120.962,1.009
120.992,1.015
121.022,1.014
121.052,1.014
121.082,1.016
121.112,1.012
121.142,1.010
121.172,1.014
121.202,1.016
121.232,1.014
121.262,1.016
121.292,1.014
121.322,1.006
121.352,1.012
121.382,1.013
121.412,1.012
121.442,1.014
121.472,1.011
121.502,1.010
121.532,1.009
121.562,1.014
121.592,1.012
121.622,1.012
121.652,1.014
121.682,1.008
121.712,1.009
121.742,1.014
121.772,1.013
121.802,1.013
121.832,1.018
121.862,1.012
121.892,1.008
121.922,1.009
121.952,1.012
121.982,1.015
122.012,1.015
122.042,1.013
122.072,1.008
122.102,1.012
122.132,1.012
122.162,1.015
122.192,1.014
122.222,1.009
122.252,1.005
122.282,1.014
122.312,1.012
122.342,1.016
122.372,1.016
122.402,1.014
122.432,1.010
122.462,1.013
122.492,1.015
122.522,1.017
122.552,1.017
122.582,1.012
122.612,1.012
122.642,1.013
122.672,1.007
122.702,1.014
122.732,1.015
122.762,1.019
122.792,1.008
122.822,1.005
122.852,1.018
122.882,1.015
122.912,1.010
122.942,1.014
122.972,1.013
123.002,1.010
123.032,1.013
123.062,1.008
123.092,1.014
123.122,1.013
123.152,1.012
123.182,1.007
123.212,1.013
123.242,1.015
123.272,1.012
123.302,1.014
123.332,1.011
123.362,1.005
123.392,1.015
123.422,1.013
123.452,1.013
123.482,1.015
123.512,1.006
123.542,1.009
123.572,1.011
123.602,1.012
123.632,1.014
123.662,1.014
123.692,1.009
123.722,1.010
123.752,1.012
123.782,1.010
123.812,1.014
123.842,1.013
123.872,1.016
123.902,1.008
123.932,1.009
123.962,1.021
123.992,1.012
124.022,1.009
124.052,1.016
124.082,1.011
124.112,1.012
124.142,1.014
124.172,1.016
124.202,1.015
124.232,1.014
124.262,1.012
124.292,1.013
124.322,1.014
124.352,1.015
124.382,1.011
124.412,1.014
124.442,1.014
124.472,1.002
124.502,1.014
124.532,1.016
124.562,1.012
124.592,1.012
124.622,1.013
124.652,1.009
124.682,1.014
124.712,1.014
124.742,1.019
124.772,1.015
124.802,1.012
124.832,1.010
124.862,1.011
124.892,1.012
124.922,1.014
124.952,1.012
124.982,1.015
125.012,1.005
125.042,1.010
125.072,1.016
125.102,1.012
125.132,1.016
125.162,1.017
125.192,1.011
125.222,1.014
125.252,1.014
125.282,1.012
125.312,1.015
125.342,1.011
125.372,1.008
125.402,1.012
125.432,1.011
125.462,1.018
125.492,1.015
125.522,1.014
125.552,1.003
125.582,1.006
125.612,1.018
125.642,1.019
125.672,1.009
125.702,1.017
125.732,1.010
125.762,1.009
125.792,1.013
125.822,1.013
125.852,1.020
125.882,1.010
125.912,1.012
125.942,1.008
125.972,1.014
126.002,1.012
126.032,1.019
126.062,1.015
126.092,1.012
126.122,1.006
126.152,1.012
126.182,1.012
126.212,1.012
126.242,1.014
126.272,1.012
126.302,1.009
126.332,1.013
126.362,1.014
126.392,1.011
126.422,1.014
126.452,1.010
126.482,1.016
126.512,1.013
126.542,1.015
126.572,1.012
126.602,1.013
126.632,1.014
126.662,1.014
126.692,1.011
126.722,1.008
126.752,1.019
126.782,1.011
126.812,1.012
126.842,1.014
126.872,1.014
126.902,1.010
126.932,1.014
126.962,1.013
126.992,1.017
127.022,1.014
127.052,1.011
127.082,1.008
127.112,1.019
127.142,1.010
127.172,1.008
127.202,1.022
127.232,1.014
127.262,1.003
127.292,1.008
127.322,1.025
127.352,1.008
127.382,1.002
127.412,1.001
127.442,1.022
127.472,1.021
127.502,1.023
127.532,1.003
127.562,0.995
127.592,1.014
127.622,1.025
127.652,0.997
127.682,1.029
127.712,1.002
127.742,1.007
127.772,1.001
127.802,1.014
127.832,1.003
127.862,1.032
127.892,1.018
127.922,1.041
127.952,1.029
127.982,1.023
128.012,1.036
128.042,1.053
128.072,1.028
128.102,1.014
128.132,1.027
128.162,0.997
128.192,1.004
128.222,1.013
128.252,1.011
128.282,1.003
128.312,1.017
128.342,1.013
128.372,0.995
128.402,0.990
128.432,1.004
128.462,1.021
128.492,1.030
128.522,1.010
128.552,0.994
128.582,0.997
128.612,1.019
128.642,1.026
128.672,1.038
128.702,1.031
128.732,1.024
128.762,1.011
128.792,1.002
128.822,1.010
128.852,1.035
128.882,1.021
128.912,1.017
128.942,1.013
128.972,1.009
129.002,1.019
129.032,1.010
129.062,1.009
129.092,1.003
129.122,1.016
129.152,0.998
129.182,0.994
129.212,0.982
129.242,0.982
129.272,1.013
129.302,1.025
129.332,1.020
129.362,1.021
129.392,1.002
129.422,0.980
129.452,0.985
129.482,0.985
129.512,1.004
129.542,1.020
129.572,1.011
129.602,1.006
129.632,0.997
129.662,1.004
129.692,1.011
129.722,1.019
129.752,1.030
129.782,1.024
129.812,1.016
129.842,1.011
129.872,1.005
129.902,1.001
129.932,1.005
129.962,1.003
129.992,1.010
130.022,1.009
130.052,0.992
130.082,0.995
130.112,1.007
130.142,1.009
130.172,1.016
130.202,1.018
130.232,1.003
130.262,0.995
130.292,1.009
130.322,1.007
130.352,1.010
130.382,1.003
130.412,1.007
130.442,1.005
130.472,1.008
130.502,1.008
130.532,1.006
130.562,1.000
130.592,0.993
130.622,1.002
130.652,1.021
130.682,1.025
130.712,1.020
130.742,1.022
130.772,1.020
130.802,1.008
130.832,1.008
130.862,1.017
130.892,1.016
130.922,0.989
130.952,0.998
130.982,1.018
131.012,1.011
131.042,1.007
131.072,0.995
131.102,0.995
131.132,1.008
131.162,1.008
131.192,1.009
131.222,0.996
131.252,0.995
131.282,1.018
131.312,1.025
131.342,1.027
131.372,1.006
131.402,1.013
131.432,1.008
131.462,1.007
131.492,1.009
131.522,0.998
131.552,1.007
131.582,1.017
131.612,0.997
131.642,0.991
131.672,1.020
131.702,1.015
131.732,1.011
131.762,1.009
131.792,1.006
131.822,0.995
131.852,1.006
131.882,1.001
131.912,1.005
131.942,0.997
131.972,1.004
132.002,1.004
132.032,1.004
132.062,1.009
132.092,1.006
132.122,1.004
132.152,1.007
132.182,1.016
132.212,1.008
132.242,1.004
132.272,1.018
132.302,1.007
132.332,0.997
132.362,0.998
132.392,1.002
132.422,1.006
132.452,1.004
132.482,1.007
132.512,1.004
132.542,1.006
132.572,1.009
132.602,1.006
132.632,1.010
132.662,1.003
132.692,1.009
132.722,1.009
132.752,0.998
132.782,1.006
132.812,1.006
132.842,1.004
132.872,1.007
132.902,1.008
132.932,1.011
132.962,1.004
132.992,1.001
133.022,1.006
133.052,1.007
133.082,1.010
133.112,1.005
133.142,1.007
133.172,1.004
133.202,1.012
133.232,1.006
133.262,1.013
133.292,1.011
133.322,1.007
133.352,0.999
133.382,1.002
133.412,1.006
133.442,1.010
133.472,1.007
133.502,1.008
133.532,1.007
133.562,1.001
133.592,1.005
133.622,1.008
133.652,1.004
133.682,0.999
133.712,1.011
133.742,1.008
133.772,1.002
133.802,1.007
133.832,1.008
133.862,1.002
133.892,1.007
133.922,1.005
133.952,1.009
133.982,1.007
134.012,1.003
134.042,1.007
134.072,1.007
134.102,1.006
134.132,1.007
134.162,1.010
134.192,1.006
134.222,0.999
134.252,1.011
134.282,1.001
134.312,1.009
134.342,1.010
134.372,1.006
134.402,1.006
134.432,1.003
134.462,1.009
134.492,1.008
134.522,1.012
134.552,1.006
134.582,1.008
134.612,1.010
134.642,1.005
134.672,1.010
134.702,1.005
134.732,1.004
134.762,1.000
134.792,1.014
134.822,1.008
134.852,1.004
134.882,1.008
134.912,1.005
134.942,1.005
134.972,1.004
135.002,1.009
135.032,1.007
135.062,1.008
135.092,1.007
135.122,1.007
135.152,1.007
135.182,1.003
135.212,1.014
135.242,1.003
135.272,1.003
135.302,1.012
135.332,1.007
135.362,1.004
135.392,1.008
135.422,1.003
135.452,1.002
135.482,1.004
135.512,1.008
135.542,1.009
135.572,1.002
135.602,1.004
135.632,1.009
135.662,1.006
135.692,1.008
135.722,1.012
135.752,1.005
135.782,1.000
135.812,1.012
135.842,1.009
135.872,1.000
135.902,1.005
135.932,1.008
135.962,1.001
135.992,1.002
136.022,1.010
136.052,1.011
136.082,1.008
136.112,1.006
136.142,1.008
136.172,1.005
136.202,1.009
136.232,1.010
136.262,1.010
136.292,1.004
136.322,1.009
136.352,1.008
136.382,1.005
136.412,1.011
136.442,1.014
136.472,1.008
136.502,1.009
136.532,1.007
136.562,1.012
136.592,1.003
136.622,1.005
136.652,1.008
136.682,1.007
136.712,1.008
136.742,1.012
136.772,1.013
136.802,1.005
136.832,1.002
136.862,1.013
136.892,1.003
136.922,1.007
136.952,1.009
136.982,1.007
137.012,1.007
137.042,1.005
137.072,1.007
137.102,1.009
137.132,1.008
137.162,1.005
137.192,1.007
137.222,1.012
137.252,1.010
137.282,1.007
137.312,1.006
137.342,1.004
137.372,1.004
137.402,1.014
137.432,1.008
137.462,1.011
137.492,1.012
137.522,1.007
137.552,1.009
137.582,1.010
137.612,1.012
137.642,1.010
137.672,1.007
137.702,1.004
137.732,1.009
137.762,1.009
137.792,1.007
137.822,1.009
137.852,1.008
137.882,1.008
137.912,1.004
137.942,1.014
137.972,1.009
138.002,1.009
138.032,1.009
138.062,1.008
138.092,1.008
138.122,1.007
138.152,1.009
138.182,1.009
138.212,1.007
138.242,1.006
138.272,1.007
138.302,1.011
138.332,1.007
138.362,1.009
138.392,1.010
138.422,1.012
138.452,1.002
138.482,1.006
138.512,1.014
138.542,1.006
138.572,1.007
138.602,1.008
138.632,1.009
138.662,1.006
138.692,1.008
138.722,1.012
138.752,1.011
138.782,1.005
138.812,1.006
138.842,1.004
138.872,1.013
138.902,1.010
138.932,1.010
138.962,1.008
138.992,1.010
139.022,1.001
139.052,1.002
139.082,1.014
139.112,1.009
139.142,1.006
139.172,1.013
139.202,1.004
139.232,1.010
139.262,1.006
139.292,1.014
139.322,1.011
139.352,1.009
139.382,1.012
139.412,1.009
139.442,1.013
139.472,1.011
139.502,1.007
139.532,1.011
139.562,1.004
139.592,1.004
139.622,1.010
139.652,1.005
139.682,1.005
139.712,1.010
139.742,1.010
139.772,1.008
139.802,1.007
139.832,1.008
139.862,1.018
139.892,1.011
139.922,1.009
139.952,1.005
139.982,1.008
140.012,1.008
140.042,1.009
140.072,1.008
140.102,1.007
140.132,1.005
140.162,1.008
140.192,1.007
140.222,1.009
140.252,1.010
140.282,1.010
140.312,1.008
140.342,1.007
140.372,1.007
140.402,1.016
140.432,1.011
140.462,1.009
140.492,1.004
140.522,1.006
140.552,1.011
140.582,1.010
140.612,1.013
140.642,1.011
140.672,1.008
140.702,1.003
140.732,1.014
140.762,1.008
140.792,1.006
140.822,1.012
140.852,1.010
140.882,1.008
140.912,1.008
140.942,1.008
140.972,1.014
141.002,1.012
141.032,1.005
141.062,1.008
141.092,1.007
141.122,1.012
141.152,1.010
141.182,1.013
141.212,1.004
141.242,1.004
141.272,1.004
141.302,1.015
141.332,1.007
141.362,1.009
141.392,1.010
141.422,1.007
141.452,1.006
141.482,1.007
141.512,1.011
141.542,1.015
141.572,1.007
141.602,1.007
141.632,1.009
141.662,1.011
141.692,1.012
141.722,1.012
141.752,1.009
141.782,1.008
141.812,1.003
141.842,1.005
141.872,1.013
141.902,1.012
141.932,1.007
141.962,1.011
141.992,1.009
142.022,1.008
142.052,1.006
142.082,1.010
142.112,1.010
142.142,1.006
142.172,1.007
142.202,1.006
142.232,1.010
142.262,1.012
142.292,1.012
142.322,1.009
142.352,1.011
142.382,1.003
142.412,1.004
142.442,1.011
142.472,1.011
142.502,1.005
142.532,1.007
142.562,1.006
142.592,1.007
142.622,1.010
142.652,1.010
142.682,1.010
142.712,1.006
142.742,1.010
142.772,1.008
142.802,1.008
142.832,1.011
142.862,1.015
142.892,1.006
142.922,1.012
142.952,1.000
142.982,1.000
143.012,1.012
143.042,1.008
143.072,1.006
143.102,1.010
143.132,1.006
143.162,1.004
143.192,1.006
143.222,1.006
143.252,1.013
143.282,1.013
143.312,1.004
143.342,1.007
143.372,1.010
143.402,1.012
143.432,1.010
143.462,1.008
143.492,1.014
143.522,1.005
143.552,1.003
143.582,1.012
143.612,1.006
143.642,1.009
143.672,1.010
143.702,1.004
143.732,1.008
143.762,1.005
143.792,1.013
143.822,1.013
143.852,1.006
143.882,1.006
143.912,1.005
143.942,1.011
143.972,1.011
144.002,1.010
144.032,1.007
144.062,1.005
144.092,1.000
144.122,1.014
144.152,1.010
144.182,1.004
144.212,1.008
144.242,1.007
144.272,1.007
144.302,1.008
144.332,1.008
144.362,1.012
144.392,1.010
144.422,1.007
144.452,1.005
144.482,1.008
144.512,1.010
144.542,1.008
144.572,1.011
144.602,1.007
144.632,1.003
144.662,1.012
144.692,1.008
144.722,1.007
144.752,1.014
144.782,1.010
144.812,1.006
144.842,1.006
144.872,1.009
144.902,1.009
144.932,1.007
144.962,1.008
144.992,1.009
145.022,1.014
145.052,1.009
145.082,1.006
145.112,1.010
145.142,1.007
145.172,1.003
145.202,1.012
145.232,1.009
145.262,1.004
145.292,1.010
145.322,1.010
145.352,1.006
145.382,1.005
145.412,1.008
145.442,1.015
145.472,1.010
145.502,1.007
145.532,1.007
145.562,1.012
145.592,1.011
145.622,1.009
145.652,1.010
145.682,1.007
145.712,1.006
145.742,1.006
145.772,1.011
145.802,1.009
145.832,1.006
145.862,1.010
145.892,1.007
145.922,1.008
145.952,1.009
145.982,1.008
146.012,1.010
146.042,1.006
146.072,1.007
146.102,1.006
146.132,1.008
146.162,1.010
146.192,1.010
146.222,1.008
146.252,1.009
146.282,1.006
146.312,1.002
146.342,1.016
146.372,1.008
146.402,1.008
146.432,1.015
146.462,1.007
146.492,1.004
146.522,1.007
146.552,1.008
146.582,1.011
146.612,1.006
146.642,1.006
146.672,1.008
146.702,1.008
146.732,1.014
146.762,1.009
146.792,1.010
146.822,1.009
146.852,1.006
146.882,1.004
146.912,1.013
146.942,1.007
146.972,1.005
147.002,1.011
147.032,1.004
147.062,1.008
147.092,1.009
147.122,1.012
147.152,1.012
147.182,1.012
147.212,1.007
147.242,1.007
147.272,1.006
147.302,1.011
147.332,1.011
147.362,1.013
147.392,1.007
147.422,1.003
147.452,1.001
147.482,1.009
147.512,1.013
147.542,1.007
147.572,1.008
147.602,1.008
147.632,1.008
147.662,1.009
147.692,1.009
147.722,1.011
147.752,1.013
147.782,1.010
147.812,1.010
147.842,1.006
147.872,1.011
147.902,1.009
147.932,1.011
147.962,1.011
147.992,1.006
148.022,1.003
148.052,1.006
148.082,1.013
148.112,1.009
148.142,1.010
148.172,1.009
148.202,1.003
148.232,1.007
148.262,1.008
148.292,1.008
148.322,1.013
148.352,1.006
148.382,1.009
148.412,1.006
148.442,1.010
148.472,1.008
148.502,1.012
148.532,1.009
148.562,1.007
148.592,1.001
148.622,1.009
148.652,1.006
148.682,1.006
148.712,1.011
148.742,1.011
148.772,1.004
148.802,1.006
148.832,1.007
148.862,1.010
148.892,1.013
148.922,1.005
148.952,1.008
148.982,1.007
149.012,1.007
149.042,1.009
149.072,1.008
149.102,1.006
149.132,1.010
149.162,0.999
149.192,1.006
149.222,1.016
149.252,1.010
149.282,1.005
149.312,1.012
149.342,1.007
149.372,1.003
149.402,1.007
149.432,1.005
149.462,1.007
149.492,1.010
149.522,1.012
149.552,1.008
149.582,1.006
149.612,1.011
149.642,1.010
149.672,1.010
149.702,1.010
149.732,1.007
149.762,1.004
149.792,1.002
149.822,1.012
149.852,1.008
149.882,1.006
149.912,1.013
149.942,1.008
149.972,1.007
150.002,1.007
150.032,1.006
150.062,1.009
150.092,1.009
150.122,1.007
150.152,1.005
150.182,1.008
150.212,1.009
150.242,1.012
150.272,1.009
150.302,1.010
150.332,1.008
150.362,1.000
150.392,1.000
150.422,1.014
150.452,1.008
150.482,1.008
150.512,1.009
150.542,1.005
150.572,1.009
150.602,1.006
150.632,1.010
150.662,1.011
150.692,1.009
150.722,1.008
150.752,1.007
150.782,1.004
150.812,1.006
150.842,1.015
150.872,1.011
150.902,1.010
150.932,1.006
150.962,1.008
150.992,1.000
151.022,1.006
151.052,1.014
151.082,1.007
151.112,1.007
151.142,1.009
151.172,1.007
151.202,1.008
151.232,1.007
151.262,1.009
151.292,1.007
151.322,1.005
151.352,1.004
151.382,1.004
151.412,1.007
151.442,1.009
151.472,1.011
151.502,1.012
151.532,1.010
151.562,1.006
151.592,1.007
151.622,1.012
151.652,1.011
151.682,1.004
151.712,1.006
151.742,1.009
151.772,1.005
151.802,1.010
151.832,1.007
151.862,1.008
151.892,1.011
151.922,1.006
151.952,1.006
151.982,1.005
152.012,1.004
152.042,1.010
152.072,1.010
152.102,1.008
152.132,1.010
152.162,1.002
152.192,1.004
152.222,1.015
152.252,1.011
152.282,1.008
152.312,1.008
152.342,1.008
152.372,1.005
152.402,1.008
152.432,1.009
152.462,1.011
152.492,1.009
152.522,1.006
152.552,1.007
152.582,1.007
152.612,1.009
152.642,1.014
152.672,1.008
152.702,1.005
152.732,1.001
152.762,1.004
152.792,1.012
152.822,1.011
152.852,1.005
152.882,1.008
152.912,1.006
152.942,1.008
152.972,1.006
153.002,1.007
153.032,1.012
153.062,1.010
153.092,1.009
153.122,1.005
153.152,1.007
153.182,1.010
153.212,1.008
153.242,1.010
153.272,1.008
153.302,1.003
153.332,1.002
153.362,1.014
153.392,1.012
153.422,1.004
153.452,1.006
153.482,1.008
153.512,1.005
153.542,1.006
153.572,1.008
153.602,1.012
153.632,1.010
153.662,1.008
153.692,1.011
153.722,1.005
153.752,1.005
153.782,1.006
153.812,1.011
153.842,1.004
153.872,1.006
153.902,1.004
153.932,1.004
153.962,1.012
153.992,1.005
154.022,1.005
154.052,1.003
154.082,0.999
154.112,0.996
154.142,1.003
154.172,1.004
154.202,0.988
154.232,0.991
154.262,1.006
154.292,1.009
154.322,1.001
154.352,1.010
154.382,0.998
154.412,0.994
154.442,1.020
154.472,1.007
154.502,1.016
154.532,1.015
154.562,1.018
154.592,1.022
154.622,1.029
154.652,1.013
154.682,1.020
154.712,1.024
154.742,1.018
154.772,1.029
154.802,1.025
154.832,1.020
154.862,1.019
154.892,1.019
154.922,1.014
154.952,1.007
154.982,1.021
155.012,1.023
155.042,1.009
155.072,1.003
155.102,1.013
155.132,1.023
155.162,1.023
155.192,1.015
155.222,1.012
155.252,1.000
155.282,1.002
155.312,1.014
155.342,1.015
155.372,1.021
155.402,1.019
155.432,1.007
155.462,1.011
155.492,1.010
155.522,1.015
155.552,1.011
155.582,1.011
155.612,1.007
155.642,1.000
155.672,1.003
155.702,1.006
155.732,1.008
155.762,1.009
155.792,1.008
155.822,1.008
155.852,1.009
155.882,1.009
155.912,1.004
155.942,1.011
155.972,1.005
156.002,1.005
156.032,1.002
156.062,1.000
156.092,1.005
156.122,1.009
156.152,1.011
156.182,1.011
156.212,1.010
156.242,1.010
156.272,1.018
156.302,1.014
156.332,1.008
156.362,1.018
156.392,1.014
156.422,1.011
156.452,1.013
156.482,1.009
156.512,1.016
156.542,1.010
156.572,1.004
156.602,1.007
156.632,1.008
156.662,1.007
156.692,1.012
156.722,1.012
156.752,1.008
156.782,1.006
156.812,1.004
156.842,1.009
156.872,1.007
156.902,1.005
156.932,1.006
156.962,1.011
156.992,1.013
157.022,1.011
157.052,1.010
157.082,1.012
157.112,1.010
157.142,1.009
157.172,1.010
157.202,1.010
157.232,1.011
157.262,1.013
157.292,1.015
157.322,1.011
157.352,1.004
157.382,1.006
157.412,1.009
157.442,1.010
157.472,1.004
157.502,1.012
157.532,1.014
157.562,1.008
157.592,1.007
157.622,1.003
157.652,1.016
157.682,1.013
157.712,1.011
157.742,1.012
157.772,1.013
157.802,1.013
157.832,1.010
157.862,1.015
157.892,1.013
157.922,1.008
157.952,1.007
157.982,1.012
158.012,1.017
158.042,1.007
158.072,1.013
158.102,1.011
158.132,1.007
158.162,1.002
158.192,1.006
158.222,1.012
158.252,1.010
158.282,1.004
158.312,1.009
158.342,1.009
158.372,1.011
158.402,1.017
158.432,1.009
158.462,1.015
158.492,1.016
158.522,1.007
158.552,1.008
158.582,1.019
158.612,1.015
158.642,1.009
158.672,1.009
158.702,1.004
158.732,1.005
158.762,1.009
158.792,1.011
158.822,1.016
158.852,1.010
158.882,1.012
158.912,1.005
158.942,1.004
158.972,1.012
159.002,1.015
159.032,1.010
159.062,1.009
159.092,1.011
159.122,1.002
159.152,1.009
159.182,1.018
159.212,1.010
159.242,1.012
159.272,1.010
159.302,1.012
159.332,1.012
159.362,1.012
159.392,1.010
159.422,1.013
159.452,1.011
159.482,1.007
159.512,1.008
159.542,1.011
159.572,1.014
159.602,1.014
159.632,1.010
159.662,1.008
159.692,1.006
159.722,1.006
159.752,1.018
159.782,1.012
159.812,1.008
159.842,1.011
159.872,1.007
159.902,1.011
159.932,1.012
159.962,1.008
159.992,1.015
160.022,1.016
160.052,1.011
160.082,1.007
160.112,1.002
160.142,1.011
160.172,1.015
160.202,1.012
160.232,1.008
160.262,1.004
160.292,1.008
160.322,1.011
160.352,1.016
160.382,1.011
160.412,1.014
160.442,1.010
160.472,1.005
160.502,1.010
160.532,1.011
160.562,1.008
160.592,1.012
160.622,1.010
160.652,1.011
160.682,1.010
160.712,1.013
160.742,1.014
160.772,1.012
160.802,1.013
160.832,1.010
160.862,1.003
160.892,1.000
160.922,1.013
160.952,1.016
160.982,1.009
161.012,1.015
161.042,1.009
161.072,1.006
161.102,1.012
161.132,1.015
161.162,1.015
161.192,1.008
161.222,1.010
161.252,1.012
161.282,1.010
161.312,1.009
161.342,1.013
161.372,1.010
161.402,1.017
161.432,1.011
161.462,1.007
161.492,1.003
161.522,1.011
161.552,1.015
161.582,1.009
161.612,1.010
161.642,1.012
161.672,1.008
161.702,1.012
161.732,1.010
161.762,1.010
161.792,1.010
161.822,1.009
161.852,1.011
161.882,1.017
161.912,1.015
161.942,1.015
161.972,1.018
162.002,1.019
162.032,1.008
162.062,1.007
162.092,1.008
162.122,1.013
162.152,1.016
162.182,1.013
162.212,1.016
162.242,1.017
162.272,1.005
162.302,1.011
162.332,1.010
162.362,1.005
162.392,1.010
162.422,1.016
162.452,1.006
162.482,1.019
162.512,1.030
162.542,1.009
162.572,1.019
162.602,1.023
162.632,1.014
162.662,1.001
162.692,1.009
162.722,1.006
162.752,1.005
162.782,0.986
162.812,1.013
162.842,1.012
162.872,1.015
162.902,1.020
162.932,1.016
162.962,1.009
162.992,1.020
163.022,0.995
163.052,0.996
163.082,0.993
163.112,0.997
163.142,0.999
163.172,1.007
163.202,1.020
163.232,1.008
163.262,1.002
163.292,1.020
163.322,1.021
163.352,1.027
163.382,1.023
163.412,1.043
163.442,1.036
163.472,1.023
163.502,1.022
163.532,1.034
163.562,1.034
163.592,1.011
163.622,1.022
163.652,1.025
163.682,1.034
163.712,1.025
163.742,1.023
163.772,1.014
163.802,1.002
163.832,1.009
163.862,1.014
163.892,1.018
163.922,1.012
163.952,1.015
163.982,1.025
164.012,1.017
164.042,1.015
164.072,1.012
164.102,1.014
164.132,1.014
