df_hash,22ZHK4.JCYLLW
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.AJFP
person_label,V26
date_time_start,2025-08-05_12-01-44.304000_+03
date_time_start_unix,1754377304.304
date_time_end,2025-08-05_12-09-59.263000_+03
length_difference_noticed,no

time,spo2
28.050,99
29.025,99
30.095,99
30.974,99
31.736,99
32.488,99
33.467,99
34.437,99
35.411,99
36.387,99
37.362,99
38.190,99
39.019,99
39.848,99
40.831,99
41.853,99
42.773,99
43.650,99
44.504,99
45.455,99
46.283,99
47.355,99
48.331,99
49.109,99
50.732,99
51.697,99
52.669,99
53.645,99
54.482,98
55.312,98
56.278,98
57.252,98
58.227,99
59.202,99
59.885,99
60.901,99
61.838,99
62.809,99
63.787,99
64.613,99
65.344,99
66.127,99
68.120,99
69.052,99
70.073,99
70.853,99
71.829,99
72.851,99
73.779,99
74.754,99
75.728,99
76.558,99
77.386,99
78.361,99
79.336,99
80.458,99
81.433,99
82.261,99
83.135,99
83.919,99
84.894,99
85.869,99
86.698,99
87.527,99
89.477,99
90.353,99
91.280,99
92.255,99
93.230,99
94.059,99
94.888,99
95.864,99
96.838,99
97.666,99
98.641,98
99.470,99
101.422,99
102.105,98
103.517,98
104.638,98
108.533,98
109.229,99
110.196,99
111.025,99
111.999,99
112.876,99
113.803,99
114.639,99
115.756,99
116.289,99
117.166,99
118.139,99
118.922,99
119.899,99
120.874,99
121.702,99
122.531,99
123.404,99
124.237,99
125.210,99
126.137,99
127.112,99
128.132,99
128.916,99
129.793,99
130.622,99
131.451,99
132.668,99
134.474,99
135.448,99
136.715,99
137.400,99
138.374,99
139.350,99
140.179,99
141.007,99
142.152,99
146.711,99
147.442,99
148.270,99
149.241,99
150.220,99
151.049,99
151.878,99
152.856,99
153.824,99
154.754,99
155.635,99
156.460,99
157.292,99
158.265,99
161.287,99
162.163,99
162.993,99
164.062,99
166.461,99
167.282,99
168.014,99
169.622,99
171.426,99
172.158,99
175.619,99
176.455,99
177.422,99
178.105,99
178.937,99
179.908,99
180.738,99
181.569,99
182.444,99
183.273,99
186.880,99
187.757,99
188.687,99
189.513,99
190.488,99
191.320,99
192.438,99
193.365,99
194.387,99
195.412,99
196.194,99
200.043,99
200.872,99
201.847,99
202.821,99
203.942,99
204.918,99
205.940,99
206.784,99
207.699,99
215.888,99
216.862,99
218.520,99
220.323,99
222.569,98
223.736,98
226.611,98
227.394,98
235.729,98
236.508,98
237.288,98
238.264,98
239.092,98
239.969,98
240.214,99
243.092,99
243.968,99
244.650,99
246.455,99
247.476,99
248.257,99
248.940,99
249.915,99
253.232,99
254.109,99
254.939,99
255.865,99
256.742,99
257.568,99
258.552,99
259.420,99
260.250,99
261.182,99
262.005,99
262.833,99
263.664,99
268.002,99
268.835,99
269.707,99
270.490,99
271.356,99
272.145,99
277.020,99
277.903,99
278.532,99
280.094,99
281.075,99
281.897,99
282.869,99
283.553,99
284.532,99
285.358,99
286.232,99
287.014,99
287.697,99
289.354,99
290.231,99
290.962,99
291.745,99
294.376,99
295.207,99
296.033,99
297.784,99
302.596,99
303.394,99
304.223,99
304.955,99
305.685,99
307.294,99
309.243,99
309.974,99
310.904,99
311.586,99
312.413,99
313.973,99
314.805,99
315.639,99
316.460,99
317.289,99
317.972,99
318.798,99
319.584,99
320.359,99
321.042,99
321.724,99
322.553,99
324.258,99
325.088,99
325.916,99
326.892,99
327.720,99
328.550,99
329.429,99
330.353,99
331.327,99
332.017,99
332.839,99
333.570,99
336.056,99
336.886,99
339.518,99
341.175,99
342.004,99
342.979,99
343.817,99
344.782,99
345.612,99
346.586,99
347.270,99
348.098,99
348.945,99
349.805,99
350.487,98
351.316,98
352.144,98
352.988,98
355.364,98
356.382,98
358.245,98
360.773,98
361.748,98
363.406,98
365.940,98
366.574,98
368.671,98
369.794,98
371.644,98
373.253,98
374.230,98
376.178,98
377.153,98
379.346,98
381.736,98
382.711,98
383.686,98
384.515,98
385.343,98
386.318,98
387.342,98
388.027,98
388.806,98
389.633,98
392.083,98
393.001,98
393.919,98
395.486,98
402.016,98
402.901,98
403.675,98
404.502,98
405.332,98
406.162,98
407.135,98
408.109,98
409.111,98
409.913,98
410.942,98
411.717,98
413.424,98
414.349,98
416.445,98
417.961,98
418.980,98
419.809,98
420.491,98
421.320,98
422.978,98
426.294,98
427.413,98
428.243,98
429.218,98
430.193,98
431.412,98
432.042,98
433.020,98
433.850,98
434.532,98
435.361,98
436.287,98
437.310,98
438.142,98
439.069,98
440.086,98
440.966,98
441.890,98
442.722,98
443.891,98
444.623,98
445.708,98
446.618,98
447.552,98
448.425,98
449.355,98
450.184,98
451.058,97
452.033,97
452.960,97
453.936,97
454.812,97
455.738,97
456.656,97
457.152,97
459.396,97
460.223,97
461.098,97
462.032,97
463.002,97
463.977,97
464.808,97
465.637,97
466.319,97
469.244,97
470.899,97
471.922,97
472.850,97
473.825,98
474.800,98
475.629,98
476.603,98
477.433,98
478.114,98
478.943,98
480.747,98
481.722,98
482.699,98
