df_hash,22ZHK4.JCYLLW
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.AJFP
person_label,V26
date_time_start,2025-08-05_12-01-44.304000_+03
date_time_start_unix,1754377304.304
date_time_end,2025-08-05_12-09-59.263000_+03
length_difference_noticed,no

time,temperature
5.140,32.562
6.060,32.594
7.232,32.594
8.059,32.594
9.082,32.625
10.106,32.625
11.085,32.625
12.106,32.625
13.080,32.688
14.104,32.719
15.081,32.719
16.106,32.781
17.078,32.844
18.127,32.875
19.076,32.906
20.100,33.000
21.079,33.062
22.139,33.094
23.074,33.156
24.098,33.188
25.072,33.281
26.106,33.281
27.075,33.312
28.176,33.438
29.076,33.500
30.117,33.500
31.095,33.500
32.390,33.531
33.069,33.562
34.107,33.594
35.067,33.594
36.094,33.594
37.066,33.625
38.089,33.562
39.116,33.594
40.088,33.594
41.074,33.625
42.382,33.656
43.503,33.688
44.086,33.688
45.307,33.719
46.085,33.719
47.060,33.781
48.084,33.781
49.128,33.844
50.083,33.875
51.058,33.844
52.081,33.875
53.056,33.875
54.080,33.875
55.080,33.906
56.079,33.969
57.127,33.969
58.077,33.969
59.053,33.906
60.076,33.938
61.100,33.938
62.075,33.969
63.099,33.969
64.320,34.000
65.098,34.062
66.073,34.094
67.101,34.094
68.071,34.156
69.105,34.250
70.123,34.281
71.094,34.312
72.069,34.312
73.093,34.375
74.074,34.344
75.092,34.312
76.067,34.344
77.090,34.344
78.065,34.344
79.092,34.281
80.064,34.281
81.088,34.312
82.064,34.344
83.086,34.312
84.067,34.312
85.086,34.375
86.061,34.375
87.107,34.375
88.059,34.438
89.083,34.469
90.301,34.469
91.082,34.469
92.060,34.469
93.081,34.500
94.204,34.562
95.079,34.562
96.055,34.531
97.078,34.594
98.106,34.562
99.077,34.562
100.076,34.625
101.079,34.625
102.051,34.625
103.075,34.656
104.098,34.500
105.077,34.500
106.048,34.531
107.077,34.500
108.047,34.531
109.070,34.500
110.095,34.469
111.167,34.500
112.094,34.406
113.068,34.438
114.092,34.562
115.310,34.594
116.094,34.594
117.066,34.625
118.089,34.656
119.211,34.656
120.098,34.656
121.064,34.656
122.087,34.781
123.114,34.750
124.086,34.781
125.061,34.812
126.090,34.781
127.060,34.750
128.084,34.750
129.059,34.781
130.083,34.812
131.058,34.781
132.081,34.781
133.056,34.781
134.080,34.781
135.055,34.781
136.079,34.812
137.158,34.812
138.078,34.844
139.055,34.875
140.077,34.875
141.057,34.875
142.075,34.906
143.099,34.906
144.074,34.906
145.049,34.938
146.079,34.969
147.049,35.000
148.071,34.969
149.105,35.000
150.070,35.031
151.448,35.031
152.079,35.000
153.044,35.031
154.073,35.031
155.192,35.000
156.067,35.000
157.042,35.000
158.066,35.000
159.089,35.000
160.064,34.969
161.088,34.969
162.100,34.938
163.091,35.000
164.069,34.969
165.086,35.000
166.062,35.000
167.084,35.062
168.096,35.062
169.083,35.062
170.114,35.094
171.082,35.094
172.057,35.125
173.080,35.125
174.056,35.094
175.080,35.062
176.300,35.062
177.078,35.031
178.055,35.031
179.078,35.031
180.347,35.031
181.081,35.062
182.051,35.031
183.075,35.062
184.050,35.094
185.073,35.062
186.049,35.062
187.072,35.062
188.054,35.062
189.123,35.062
190.046,35.094
191.070,35.094
192.045,35.094
193.069,35.094
194.043,35.125
195.313,35.156
196.045,35.125
197.108,35.188
198.041,35.188
199.066,35.219
200.093,35.219
201.067,35.219
202.039,35.219
203.090,35.188
204.040,35.219
205.062,35.188
206.426,35.250
207.060,35.250
208.091,35.250
209.059,35.250
210.280,35.250
211.063,35.281
212.087,35.281
213.057,35.281
214.080,35.281
215.055,35.281
216.079,35.406
217.068,35.375
218.079,35.375
219.053,35.375
220.106,35.406
221.051,35.406
222.075,35.406
223.050,35.438
224.099,35.406
225.054,35.438
226.073,35.281
227.058,35.312
228.071,35.375
229.047,35.375
230.073,35.344
231.096,35.281
232.069,35.312
233.045,35.344
234.067,35.281
235.286,35.312
236.066,35.344
237.087,35.281
238.069,35.219
239.040,35.188
240.064,35.156
241.039,35.219
242.108,35.188
243.038,35.156
244.097,35.219
245.062,35.219
246.061,35.219
247.035,35.250
248.059,35.250
249.034,35.281
250.063,35.344
251.186,35.312
252.062,35.312
253.032,35.344
254.055,35.344
255.108,35.344
256.055,35.312
257.085,35.344
258.053,35.375
259.076,35.312
260.197,35.344
261.076,35.375
262.055,35.344
263.103,35.344
264.049,35.344
265.074,35.406
266.058,35.406
267.072,35.469
268.151,35.500
269.071,35.500
270.046,35.531
271.082,35.500
272.044,35.500
273.068,35.531
274.045,35.562
275.066,35.531
276.042,35.500
277.070,35.438
278.041,35.438
279.064,35.438
280.039,35.438
281.309,35.438
282.431,35.469
283.062,35.438
284.037,35.406
285.062,35.406
286.036,35.438
287.064,35.469
288.064,35.500
289.058,35.469
290.084,35.500
291.068,35.531
292.132,35.531
293.062,35.562
294.031,35.562
295.055,35.562
296.471,35.531
297.058,35.500
298.028,35.500
299.052,35.469
300.027,35.438
301.050,35.438
302.026,35.438
303.050,35.438
304.124,35.469
305.054,35.469
306.077,35.469
307.057,35.438
308.071,35.438
309.090,35.469
310.177,35.531
311.437,35.500
312.068,35.562
313.043,35.531
314.067,35.625
315.042,35.594
316.095,35.625
317.041,35.656
318.065,35.688
