df_hash,22ZHK4.JCYLLW
319.040,35.688
320.064,35.656
321.285,35.656
322.063,35.625
323.037,35.656
324.067,35.562
325.049,35.562
326.063,35.531
327.035,35.500
328.059,35.500
329.036,35.469
330.057,35.500
331.032,35.469
332.302,35.500
333.036,35.469
334.077,35.500
335.030,35.438
336.126,35.500
337.033,35.469
338.052,35.469
339.027,35.500
340.061,35.469
341.026,35.469
342.055,35.438
343.317,35.406
344.049,35.406
345.024,35.438
346.048,35.469
347.171,35.500
348.046,35.469
349.021,35.469
350.045,35.500
351.044,35.500
352.048,35.500
353.118,35.531
354.070,35.562
355.073,35.531
356.041,35.562
357.259,35.469
358.040,35.406
359.063,35.406
360.039,35.406
361.083,35.406
362.037,35.438
363.061,35.438
364.085,35.469
365.097,35.469
366.038,35.438
367.059,35.531
368.059,35.531
369.057,35.531
370.043,35.531
371.056,35.500
372.182,35.531
373.054,35.500
374.030,35.500
375.054,35.531
376.054,35.500
377.052,35.500
378.029,35.531
379.099,35.531
380.030,35.531
381.050,35.531
382.271,35.562
383.081,35.531
384.024,35.531
385.048,35.562
386.022,35.562
387.046,35.562
388.122,35.562
389.045,35.594
390.020,35.594
391.190,35.625
392.099,35.594
393.107,35.594
394.024,35.594
395.041,35.594
396.071,35.531
397.040,35.562
398.015,35.562
399.039,35.531
400.014,35.531
401.064,35.531
402.080,35.531
403.069,35.531
404.060,35.500
405.035,35.500
406.059,35.562
407.034,35.562
408.058,35.594
409.039,35.625
410.061,35.625
411.084,35.625
412.055,35.719
413.030,35.719
414.054,35.750
415.028,35.750
416.150,35.750
417.033,35.719
418.051,35.656
419.049,35.656
420.060,35.688
421.025,35.656
422.066,35.625
423.075,35.656
424.062,35.625
425.023,35.625
426.048,35.625
427.265,35.594
428.045,35.625
429.044,35.562
430.043,35.562
431.165,35.594
432.142,35.625
433.264,35.594
434.043,35.562
435.016,35.562
436.040,35.594
437.161,35.625
438.039,35.656
439.014,35.688
440.037,35.656
441.110,35.688
442.037,35.656
443.011,35.625
444.035,35.656
445.010,35.625
446.034,35.656
447.009,35.625
448.033,35.625
449.008,35.625
450.051,35.625
451.006,35.594
452.236,35.594
453.059,35.594
454.042,35.562
455.053,35.594
456.029,35.625
457.052,35.656
458.026,35.656
459.050,35.656
460.025,35.656
461.048,35.688
462.073,35.719
463.245,35.781
464.027,35.812
465.046,35.812
466.021,35.844
467.049,35.750
468.020,35.750
469.044,35.750
470.019,35.781
471.054,35.750
472.018,35.719
473.041,35.688
474.024,35.688
475.041,35.656
476.019,35.656
477.233,35.719
478.014,35.719
479.043,35.719
480.013,35.719
481.046,35.719
482.160,35.750
483.038,35.750
484.010,35.750
485.034,35.688
486.012,35.594
487.038,35.469
488.251,35.375
489.032,35.250
