df_hash,22ZHK4.Z5RDGQ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F750
person_label,V82(2)
date_time_start,2025-11-03_16-41-10.212000_+03
date_time_start_unix,1762173670.212
date_time_end,2025-11-03_16-49-55.970000_+03
length_difference_noticed,no

time,rr_int
8.596,3730
9.004,225
9.713,450
10.396,715
11.078,685
11.761,645
12.492,685
13.027,685
13.710,655
14.298,630
14.977,665
15.669,655
16.244,670
16.927,615
17.609,660
18.242,650
18.951,655
19.460,640
20.143,635
20.826,675
21.512,685
22.190,715
22.921,675
23.457,650
24.143,660
24.872,655
25.406,640
26.089,620
26.674,625
27.356,650
28.087,710
28.770,675
29.362,645
30.002,620
30.573,650
31.255,650
32.049,675
32.771,665
33.205,645
33.887,660
34.716,695
35.279,740
35.984,635
36.519,665
37.201,645
37.957,650
38.469,615
39.155,630
39.833,640
40.272,625
40.954,620
41.734,635
42.222,655
42.904,665
43.684,625
44.175,655
45.051,670
45.585,720
46.267,655
46.999,665
47.493,640
48.078,640
48.753,610
49.338,610
50.024,615
50.606,635
51.142,610
51.824,615
52.506,640
53.091,640
53.774,645
54.408,610
54.992,635
55.580,640
56.260,655
56.868,625
57.527,615
58.063,620
58.794,635
59.331,640
59.867,620
60.670,600
61.135,605
61.719,600
62.450,605
62.938,585
63.523,585
64.209,610
64.749,635
65.424,620
66.158,630
66.727,690
67.383,675
68.105,665
68.666,620
69.228,615
69.908,600
70.691,630
71.131,620
71.713,620
72.402,655
73.105,680
73.662,670
74.344,645
75.026,640
75.799,670
76.294,685
76.977,650
77.586,625
78.301,620
78.780,645
79.511,635
80.048,625
80.584,605
81.319,600
81.851,605
82.533,615
83.118,610
83.684,590
84.239,610
84.977,610
85.489,620
86.145,615
86.726,610
87.408,610
87.993,640
88.676,630
89.225,635
89.943,625
90.625,670
91.362,685
91.990,750
92.721,665
93.404,690
94.074,670
94.671,675
95.403,665
95.890,650
96.572,620
97.255,615
97.840,635
98.425,660
99.107,620
99.790,590
100.132,705
100.333,295
101.447,275
102.033,1200
102.715,585
103.261,590
103.836,590
104.131,605
104.138,235
104.575,10
105.106,395
105.786,645
106.322,635
107.006,640
107.591,625
108.321,635
108.960,645
109.539,645
110.222,670
110.904,680
111.587,675
111.929,680
112.319,310
112.854,330
113.150,635
113.489,235
114.122,380
115.099,635
115.341,645
116.073,645
116.608,630
117.242,605
117.876,600
118.412,600
119.008,600
119.533,605
120.215,590
120.873,595
121.337,610
122.020,615
122.702,625
123.250,605
123.823,595
124.408,595
125.013,615
125.675,610
126.215,620
126.894,610
127.577,650
128.161,670
128.844,665
129.481,640
130.111,630
130.794,670
131.476,645
132.061,670
132.744,645
133.426,680
134.165,695
134.840,715
135.523,695
136.205,655
136.936,675
137.473,680
138.160,680
138.886,665
139.045,640
139.423,240
140.128,390
140.691,645
141.373,645
142.006,625
142.640,595
143.177,635
143.864,630
144.032,660
144.155,230
145.175,385
145.273,620
145.663,235
146.297,320
146.541,610
146.931,230
147.518,400
148.055,605
148.590,600
149.319,595
149.856,630
150.538,610
151.126,630
151.860,635
152.488,655
153.073,660
153.755,650
154.291,620
155.034,635
155.710,645
156.244,650
156.983,640
157.509,655
158.191,650
158.776,605
159.459,630
159.996,640
160.728,640
161.410,640
161.964,665
162.677,660
163.213,640
163.895,620
164.481,630
165.212,630
165.699,610
166.284,600
166.995,595
167.508,600
168.088,605
168.770,595
169.306,610
169.898,610
170.630,640
171.257,680
171.988,660
172.679,675
173.353,750
174.084,710
174.766,680
175.449,720
176.137,685
176.863,700
177.497,670
178.130,625
178.764,660
179.495,650
180.032,675
180.763,665
181.348,625
181.982,640
182.664,630
183.398,725
184.082,710
184.823,705
185.541,665
186.028,645
186.716,630
187.295,635
188.027,640
188.563,660
189.246,650
189.823,635
190.464,620
191.151,640
191.732,650
192.414,660
193.053,635
193.536,610
194.218,580
194.803,620
195.340,580
195.737,585
195.740,205
195.876,10
196.610,360
197.160,605
197.728,595
198.411,575
198.801,590
199.536,605
200.216,695
200.995,680
201.483,655
202.167,625
202.848,655
203.535,705
204.262,715
204.943,680
205.485,675
206.211,635
206.928,635
207.430,655
208.161,660
208.843,665
209.380,650
210.111,635
210.940,685
211.622,765
212.305,730
212.988,680
213.718,735
214.405,725
215.084,685
215.815,665
216.352,715
217.131,635
217.619,640
218.305,605
218.628,660
218.984,320
219.277,420
219.716,240
220.934,415
221.616,1300
222.351,665
222.884,660
223.566,635
224.250,670
224.981,680
225.370,665
225.663,180
226.204,495
226.784,635
227.620,610
227.654,620
228.051,225
228.734,370
228.880,615
229.276,210
229.416,420
229.465,100
230.537,15
231.074,1150
231.805,575
232.049,695
232.051,230
232.341,10
233.027,350
233.613,615
234.291,605
234.876,605
235.413,600
235.948,580
236.533,560
237.118,570
237.606,565
238.191,540
238.776,580
239.410,600
240.089,610
240.580,575
241.220,605
241.799,650
242.481,680
243.212,680
243.944,710
244.614,695
245.291,645
245.844,665
246.551,645
247.063,630
247.796,625
248.482,635
249.017,595
249.598,625
250.139,625
250.817,625
251.401,620
252.085,620
252.767,665
253.449,690
254.180,670
254.863,700
255.401,660
256.130,650
256.667,655
257.349,650
257.938,625
258.474,600
259.204,585
259.299,610
259.302,175
259.350,10
259.738,15
260.274,405
