df_hash,22ZHK4.Z5RDGQ
428.022,92
428.900,92
429.777,93
431.022,93
431.873,93
432.751,92
433.970,92
434.847,92
435.725,93
436.943,92
437.821,92
438.771,95
439.917,93
440.801,93
441.736,91
442.891,90
443.768,90
444.695,90
445.865,91
446.889,92
447.669,92
448.848,93
449.768,93
450.647,93
451.812,92
452.744,92
453.616,91
454.786,91
455.714,92
456.590,92
457.809,92
458.686,92
459.564,91
460.782,91
461.686,90
462.538,89
463.853,89
464.634,89
465.856,90
466.737,91
467.612,91
468.534,91
469.704,91
470.630,91
471.556,91
472.734,91
473.604,90
474.482,89
475.654,88
476.578,88
477.455,88
478.625,90
479.552,91
480.436,92
481.648,92
482.525,93
483.405,93
484.622,93
485.499,93
486.455,94
487.595,94
488.522,95
489.350,96
490.570,96
491.496,96
492.373,95
493.543,95
494.421,95
495.349,96
496.518,96
497.443,95
498.360,95
499.491,95
500.417,95
501.295,95
502.464,95
503.635,95
504.320,95
505.491,95
506.560,95
507.246,95
508.461,95
509.338,95
510.216,90
511.459,92
512.394,91
513.190,93
514.511,93
515.286,94
516.212,94
517.382,94
518.260,94
519.190,94
520.356,94
