df_hash,22ZHK4.Z5RDGQ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F750
person_label,V82(2)
date_time_start,2025-11-03_16-41-10.212000_+03
date_time_start_unix,1762173670.212
date_time_end,2025-11-03_16-49-55.970000_+03
length_difference_noticed,no

time,heart_rate
13.856,90
14.684,90
15.596,91
16.780,92
17.657,92
18.583,94
19.753,94
20.630,94
21.578,92
22.726,91
23.898,90
24.529,90
25.701,90
26.625,90
27.502,91
28.672,91
29.620,91
30.475,91
32.035,91
32.624,91
33.451,92
34.667,91
35.544,91
36.422,90
37.688,90
38.522,90
39.395,90
40.613,91
41.491,92
42.712,93
43.587,93
44.464,93
45.390,93
46.560,92
47.463,92
48.363,91
49.582,91
50.459,92
51.346,93
52.704,94
53.438,94
54.310,95
55.480,95
56.423,95
57.289,95
58.506,95
59.626,95
60.257,95
61.475,95
62.401,96
63.230,96
64.468,97
65.326,98
66.304,98
67.593,97
68.313,96
69.521,95
70.444,95
71.326,95
72.224,95
73.418,95
74.295,95
75.228,94
76.393,93
77.269,92
78.292,92
79.331,92
80.242,93
81.120,93
82.338,94
83.268,95
84.093,96
85.312,96
86.436,97
87.072,97
88.334,97
89.166,97
90.089,97
91.340,96
92.286,95
93.063,94
94.252,92
95.110,91
96.042,90
97.453,90
98.133,91
99.010,92
100.237,92
101.108,93
101.983,92
103.159,92
104.080,95
104.957,96
106.176,96
107.094,96
107.935,96
109.149,95
110.027,95
110.972,94
112.123,93
113.001,92
113.927,92
115.146,92
115.974,92
116.905,93
118.070,93
118.949,94
119.874,95
121.046,96
121.922,97
122.848,98
124.018,98
124.981,99
125.848,98
127.007,98
127.920,98
128.795,97
130.014,96
130.901,95
131.769,94
132.990,93
133.913,93
134.743,92
136.035,91
136.839,90
137.771,90
138.940,89
139.825,89
140.739,89
141.909,90
142.835,91
143.713,92
144.883,93
145.809,93
146.726,94
147.856,95
148.783,96
149.660,97
150.879,97
151.807,97
152.634,97
153.857,96
155.023,96
155.611,95
156.826,95
157.704,95
158.679,95
159.800,95
160.678,95
161.604,95
162.774,95
163.723,95
164.578,95
165.752,95
166.674,95
167.553,96
168.721,96
169.692,97
170.528,98
171.891,97
172.623,97
173.794,95
174.718,93
175.600,91
176.473,90
177.692,89
178.569,89
179.447,89
180.665,89
181.548,90
182.469,91
183.639,91
184.810,91
185.492,90
186.623,90
187.539,90
188.514,90
189.587,91
190.760,92
191.448,92
193.010,93
193.487,93
194.367,94
195.683,94
196.461,95
197.338,96
198.607,97
199.435,98
200.317,99
201.558,98
202.408,97
203.335,95
204.508,94
205.386,93
206.652,92
207.483,91
208.411,91
209.282,91
210.452,92
211.378,91
212.256,91
213.475,90
214.352,88
215.240,87
216.449,86
217.326,87
218.204,87
219.460,88
220.350,88
221.177,87
222.405,87
223.274,88
224.200,89
225.380,89
226.248,89
227.271,89
228.344,90
229.233,91
230.151,92
231.332,93
232.243,94
233.121,94
234.316,95
235.217,96
236.095,96
237.317,95
238.490,98
239.068,99
240.287,100
241.169,101
242.052,101
243.261,100
244.433,98
245.016,96
246.234,94
247.117,93
248.041,93
249.208,93
250.085,94
251.012,94
252.182,95
253.059,95
253.985,95
255.155,94
256.081,93
257.106,92
258.133,92
259.078,93
259.961,93
261.151,94
262.029,96
262.906,97
264.125,98
265.002,99
265.880,98
267.124,98
267.976,97
268.853,97
270.076,97
270.950,97
271.882,97
273.047,97
273.923,99
274.850,99
276.121,99
276.948,98
277.898,97
279.025,96
280.020,95
280.797,95
282.016,94
282.942,93
283.771,93
284.993,93
285.879,93
286.744,93
287.963,93
288.849,91
289.768,89
290.937,88
291.814,87
292.789,87
293.911,86
294.813,86
295.714,85
296.884,85
297.764,85
298.689,86
299.858,86
300.784,87
301.710,87
302.875,87
303.758,87
304.635,88
305.854,89
306.732,89
307.611,89
308.829,89
309.705,89
310.583,89
311.802,89
312.679,89
313.560,89
314.775,90
315.948,91
316.530,92
317.749,93
318.626,93
319.568,93
320.723,93
321.991,92
322.527,92
323.727,91
324.630,90
325.500,90
326.670,90
327.596,90
328.474,90
329.644,90
330.596,89
331.448,89
332.644,90
333.544,91
334.499,92
335.640,92
336.567,92
337.395,92
338.614,91
339.491,91
340.429,91
341.588,91
342.490,91
343.445,92
344.582,92
345.472,93
346.365,93
347.535,92
348.461,92
349.342,91
350.509,90
351.484,90
352.339,90
353.873,90
354.409,91
355.297,92
356.651,93
357.383,92
358.260,92
359.528,91
360.356,90
361.283,90
362.453,90
363.428,90
364.234,90
365.426,89
366.304,89
367.184,88
368.401,88
369.278,88
370.204,88
371.374,89
372.315,90
373.178,91
374.348,91
375.276,90
376.151,90
377.370,90
378.248,94
379.177,95
380.415,95
381.223,95
382.153,94
383.318,93
384.195,92
385.073,92
386.294,92
387.169,92
388.046,93
389.267,93
390.145,92
391.069,91
392.239,90
393.121,90
394.043,90
395.262,90
396.139,92
397.017,93
398.187,94
399.116,94
399.990,94
401.209,93
402.087,92
402.966,91
404.183,90
405.060,89
405.938,88
407.181,88
408.034,88
408.912,88
410.134,89
411.047,89
411.934,90
413.139,91
413.982,90
414.913,92
416.129,93
416.956,94
417.882,95
419.053,96
419.979,96
420.856,97
422.051,96
422.952,96
423.832,96
424.999,95
425.975,94
426.803,93
