df_hash,22ZHK4.Z5RDGQ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.F750
person_label,V82(2)
date_time_start,2025-11-03_16-41-10.212000_+03
date_time_start_unix,1762173670.212
date_time_end,2025-11-03_16-49-55.970000_+03
length_difference_noticed,no

time,temperature
5.181,36.656
6.156,36.688
7.179,36.625
8.154,36.594
9.178,36.625
10.201,36.625
11.176,36.625
12.150,36.625
13.174,36.625
14.295,36.625
15.172,36.656
16.147,36.625
17.319,36.625
18.145,36.688
19.168,36.656
20.146,36.656
21.507,36.688
22.178,36.688
23.165,36.656
24.196,36.688
25.187,36.688
26.238,36.688
27.162,36.719
28.383,36.719
29.159,36.719
30.193,36.750
31.161,36.750
32.133,36.750
33.156,36.812
34.131,36.781
35.155,36.750
36.179,36.719
37.153,36.750
38.197,36.719
39.151,36.781
40.175,36.719
41.208,36.719
42.175,36.781
43.148,36.719
44.172,36.781
45.222,36.812
46.170,36.906
47.437,36.875
48.188,36.875
49.192,36.875
50.208,36.969
51.337,36.969
52.269,36.938
53.357,37.000
54.164,36.938
55.171,36.969
56.163,36.938
57.283,36.938
58.170,36.938
59.136,36.906
60.160,36.938
61.281,36.906
62.207,36.938
63.133,36.906
64.205,36.938
65.133,36.938
66.212,36.938
67.376,36.875
68.301,36.875
69.129,36.875
70.350,36.875
71.127,36.906
72.209,36.875
73.276,36.875
74.150,36.844
75.221,36.812
76.148,36.844
77.123,36.875
78.149,36.875
79.322,36.938
80.150,36.938
81.315,36.906
82.180,36.906
83.264,36.906
84.142,36.938
85.220,36.938
86.141,36.938
87.362,36.969
88.182,37.000
89.163,37.000
90.141,36.938
91.199,36.938
92.140,36.969
93.165,37.094
94.244,37.094
95.159,37.125
96.224,37.094
97.206,37.094
98.281,37.062
99.170,37.062
100.231,37.094
101.162,37.125
102.130,37.125
103.153,37.031
104.424,37.031
105.201,37.062
106.131,37.094
107.151,37.094
108.275,37.031
109.250,37.031
110.125,37.031
111.149,37.000
112.175,36.969
113.147,36.969
114.125,36.938
115.157,36.906
116.121,36.906
117.225,36.906
118.120,36.969
119.246,36.969
120.118,36.969
121.148,36.938
122.117,37.000
123.154,37.062
124.122,37.062
125.150,37.031
126.211,37.031
127.143,37.031
128.121,37.031
129.137,37.000
130.553,37.031
131.136,37.062
132.159,37.031
133.134,37.031
134.158,37.000
135.136,37.000
136.157,36.938
137.134,36.906
138.155,36.906
139.172,36.906
140.400,36.875
141.129,36.906
142.218,36.938
143.128,36.906
144.151,36.906
145.179,36.906
146.151,36.969
147.126,36.969
148.152,37.000
149.173,37.000
150.148,37.031
151.467,37.062
152.147,37.031
153.129,37.031
154.187,37.062
155.148,37.094
156.168,37.094
157.119,37.125
158.143,37.094
159.134,37.094
160.142,37.062
161.117,37.031
162.141,37.000
163.154,37.031
164.139,37.000
165.116,37.000
166.138,37.000
167.113,37.062
168.137,37.062
169.112,37.031
170.161,37.094
171.111,37.125
172.332,37.125
173.158,37.125
174.138,37.156
175.354,37.156
176.132,37.125
177.451,37.094
178.240,37.125
179.108,37.125
180.135,37.094
181.153,37.094
182.128,37.094
183.201,37.031
184.127,37.062
185.151,37.031
186.148,37.062
187.149,37.125
188.125,37.125
189.148,37.125
190.124,37.125
191.147,37.156
192.122,37.156
193.196,37.188
194.121,37.188
195.150,37.188
196.168,37.156
197.143,37.094
198.365,37.094
199.142,37.094
200.166,37.125
201.141,37.125
202.149,37.094
203.140,37.094
204.115,37.062
205.382,37.094
206.114,37.094
207.186,37.094
208.113,37.094
209.185,37.094
210.165,37.062
211.135,37.062
212.143,37.062
213.135,37.062
214.158,37.031
215.232,37.062
216.107,37.094
217.137,37.094
218.107,37.094
219.168,37.125
220.107,37.125
221.129,37.094
222.347,37.125
223.128,37.156
224.103,37.188
225.375,37.188
226.199,37.156
227.126,37.188
228.100,37.156
229.124,37.125
230.147,37.062
231.123,37.062
232.147,37.062
233.418,37.031
234.149,37.000
235.120,36.938
236.144,36.938
237.313,36.906
238.142,36.938
239.117,36.938
240.163,36.969
241.164,37.000
242.146,36.969
243.115,37.000
244.208,37.062
245.119,37.125
246.142,37.125
247.112,37.125
248.136,37.125
249.111,37.125
250.134,37.156
251.110,37.125
252.133,37.156
253.108,37.125
254.132,37.125
255.137,37.125
256.377,37.094
257.114,37.094
258.129,37.031
259.159,37.094
260.128,37.094
261.103,37.125
262.324,37.094
263.102,37.094
264.323,37.062
265.149,37.062
266.124,37.094
267.255,37.094
268.123,37.125
269.099,37.094
270.127,37.062
271.145,37.062
272.157,37.031
273.488,37.062
274.119,37.094
275.094,37.094
276.132,37.094
277.099,37.094
278.181,37.031
279.147,37.062
280.115,37.031
281.141,37.094
282.114,37.156
283.138,37.156
284.359,37.125
285.136,37.125
286.154,37.125
287.166,37.125
288.500,37.156
289.133,37.188
290.109,37.188
291.181,37.125
292.107,37.094
293.131,37.062
294.203,37.062
295.154,37.125
296.105,37.125
297.128,37.125
298.250,37.125
299.127,37.094
300.112,37.094
301.126,37.094
302.149,37.094
303.127,37.094
304.248,37.094
305.167,37.062
306.098,37.062
307.122,37.062
308.099,37.062
309.367,37.062
310.097,37.094
311.119,37.062
312.095,37.125
313.120,37.125
314.327,37.031
315.120,37.000
316.092,37.000
317.121,36.969
