df_hash,22ZHK4.Z5RDGQ
318.091,36.969
319.114,36.969
320.113,36.969
321.113,36.969
322.183,36.906
323.112,36.906
324.087,36.969
325.114,36.969
326.086,36.969
327.110,37.031
328.133,37.062
329.108,37.094
330.370,37.062
331.107,37.094
332.131,37.125
333.114,37.125
334.129,37.156
335.302,37.125
336.131,37.156
337.126,37.156
338.127,37.125
339.108,37.125
340.126,37.062
341.308,37.031
342.124,37.031
343.099,37.000
344.126,37.000
345.098,37.000
346.122,37.000
347.097,36.969
348.120,36.938
349.144,36.969
350.168,37.000
351.146,37.031
352.334,37.031
353.093,37.031
354.141,37.062
355.092,37.062
356.288,37.000
357.239,37.031
358.114,37.062
359.097,37.062
360.213,37.031
361.137,36.969
362.120,37.000
363.109,37.000
364.111,37.000
365.092,37.031
366.109,37.094
367.127,37.062
368.134,37.062
369.083,37.031
370.107,37.062
371.107,37.094
372.106,37.062
373.081,37.062
374.127,37.031
375.131,37.000
376.103,37.000
377.127,37.000
378.112,37.000
379.174,36.969
380.101,37.000
381.124,37.000
382.148,37.031
383.123,37.062
384.098,37.094
385.122,37.094
386.097,37.062
387.120,37.062
388.339,37.125
389.122,37.125
390.095,37.125
391.118,37.094
392.093,37.094
393.117,37.094
394.092,37.094
395.116,37.062
396.091,37.062
397.115,37.031
398.092,37.000
399.362,36.969
400.094,37.000
401.112,37.000
402.136,37.000
403.116,37.031
404.086,37.031
405.117,37.062
406.085,37.094
407.108,37.125
408.083,37.125
409.107,37.156
410.130,37.125
411.111,37.125
412.081,37.062
413.105,37.031
414.278,37.031
415.104,37.031
416.142,37.062
417.102,37.062
418.077,37.094
419.108,37.094
420.273,37.125
421.100,37.125
422.099,37.156
423.099,37.156
424.135,37.125
425.097,37.125
426.121,37.125
427.096,37.094
428.120,37.062
429.095,37.125
430.121,37.031
431.364,37.031
432.117,37.094
433.093,37.094
434.121,37.156
435.116,37.156
436.117,37.125
437.090,37.156
438.113,37.156
439.127,37.125
440.113,37.125
441.088,37.156
442.111,37.094
443.086,37.094
444.138,37.062
445.137,37.031
446.110,37.031
447.189,37.031
448.108,37.031
449.085,37.031
450.106,37.062
451.081,37.031
452.105,37.062
453.142,37.094
454.104,37.125
455.079,37.125
456.110,37.125
457.078,37.125
458.102,37.125
459.077,37.125
460.100,37.125
461.098,37.094
462.099,37.094
463.074,37.062
464.098,37.062
465.073,37.062
466.120,37.062
467.368,37.062
468.439,37.062
469.071,37.094
470.123,37.062
471.069,37.094
472.094,37.094
473.117,37.062
474.092,37.031
475.115,37.000
476.090,37.031
477.118,36.969
478.089,37.000
479.113,37.000
480.186,37.031
481.112,37.031
482.281,37.031
483.111,37.062
484.088,37.094
485.112,37.125
486.085,37.125
487.109,37.156
488.084,37.125
489.107,37.156
490.085,37.156
491.106,37.156
492.081,37.125
493.105,37.125
494.082,37.125
495.152,37.125
496.127,37.094
497.102,37.094
498.077,37.062
499.111,37.062
500.129,37.031
501.122,37.031
502.075,37.062
503.394,37.031
504.317,37.031
505.097,37.000
506.371,37.031
507.096,37.031
508.197,36.969
509.095,36.969
510.071,37.000
511.094,37.000
512.151,37.031
513.094,37.031
514.119,37.062
515.091,37.062
516.066,37.062
517.161,37.062
518.065,37.156
519.186,37.125
520.201,37.094
