df_hash,22ZHK4.Z7HMM1
133.552,0.955
133.582,0.947
133.612,0.945
133.642,0.954
133.672,0.968
133.702,0.964
133.732,0.952
133.762,0.962
133.792,0.961
133.822,0.951
133.852,0.954
133.882,0.963
133.912,0.965
133.942,0.965
133.972,0.972
134.002,0.959
134.032,0.957
134.062,0.964
134.092,0.952
134.122,0.952
134.152,0.966
134.182,0.966
134.212,0.950
134.242,0.953
134.272,0.973
134.302,0.973
134.332,0.970
134.362,0.969
134.392,0.937
134.422,0.941
134.452,0.949
134.482,0.963
134.512,1.008
134.542,0.978
134.572,0.947
134.602,1.013
134.632,1.036
134.662,1.006
134.692,1.001
134.722,0.992
134.752,0.927
134.782,0.913
134.812,0.891
134.842,0.910
134.872,0.973
134.902,0.995
134.932,1.013
134.962,1.002
134.992,0.990
135.022,0.972
135.052,0.974
135.082,0.983
135.112,0.958
135.142,0.972
135.172,0.965
135.202,0.965
135.232,0.976
135.262,0.972
135.292,0.963
135.322,0.960
135.352,0.970
135.382,0.966
135.412,0.951
135.442,0.970
135.472,0.984
135.502,0.975
135.532,0.988
135.562,0.983
135.592,0.980
135.622,0.969
135.652,0.970
135.682,0.965
135.712,0.959
135.742,0.962
135.772,0.963
135.802,0.969
135.832,0.972
135.862,0.968
135.892,0.962
135.922,0.970
135.952,0.969
135.982,0.967
136.012,0.973
136.042,0.978
136.072,0.964
136.102,0.969
136.132,0.970
136.162,0.971
136.192,0.979
136.222,0.972
136.252,0.967
136.282,0.963
136.312,0.965
136.342,0.967
136.372,0.972
136.402,0.979
136.432,0.964
136.462,0.962
136.492,0.971
136.522,0.971
136.552,0.968
136.582,0.971
136.612,0.968
136.642,0.958
136.672,0.959
136.702,0.966
136.732,0.964
136.762,0.982
136.792,0.979
136.822,0.969
136.852,0.958
136.882,0.961
136.912,0.960
136.942,0.960
136.972,0.967
137.002,0.959
137.032,0.955
137.062,0.985
137.092,0.988
137.122,0.985
137.152,0.973
137.182,0.974
137.212,0.960
137.242,0.962
137.272,0.951
137.302,0.971
137.332,0.972
137.362,0.952
137.392,0.970
137.422,0.997
137.452,1.007
137.482,0.982
137.512,0.978
137.542,1.034
137.572,0.996
137.602,0.971
137.632,0.977
137.662,0.926
137.692,0.918
137.722,0.956
137.752,0.929
137.782,0.937
137.812,0.957
137.842,0.918
137.872,0.931
137.902,0.938
137.932,0.945
137.962,0.981
137.992,0.962
138.022,0.962
138.052,0.959
138.082,0.954
138.112,0.956
138.142,0.968
138.172,0.965
138.202,0.955
138.232,0.967
138.262,0.985
138.292,0.978
138.322,0.988
138.352,0.960
138.382,0.912
138.412,0.925
138.442,0.946
138.472,0.956
138.502,0.969
138.532,0.971
138.562,0.952
138.592,0.959
138.622,0.957
138.652,0.960
138.682,0.955
138.712,0.893
138.742,0.977
138.772,0.953
138.802,0.979
138.832,0.976
138.862,0.971
138.892,0.988
138.922,0.970
138.952,0.956
138.982,0.965
139.012,0.955
139.042,0.991
139.072,0.999
139.102,0.953
139.132,0.956
139.162,0.958
139.192,0.955
139.222,0.979
139.252,0.964
139.282,0.989
139.312,0.970
139.342,0.962
139.372,0.978
139.402,0.970
139.432,0.950
139.462,0.950
139.492,0.951
139.522,0.965
139.552,0.977
139.582,0.962
139.612,0.968
139.642,0.978
139.672,0.975
139.702,0.965
139.732,0.989
139.762,1.006
139.792,0.927
139.822,0.881
139.852,0.984
139.882,0.962
139.912,0.945
139.942,1.009
139.972,1.028
140.002,0.970
140.032,0.919
140.062,0.913
140.092,0.943
140.122,0.947
140.152,0.936
140.182,0.971
140.212,0.958
140.242,0.949
140.272,0.964
140.302,0.975
140.332,0.985
140.362,0.959
140.392,0.932
140.422,0.999
140.452,0.997
140.482,0.969
140.512,0.945
140.542,0.948
140.572,0.941
140.602,0.972
140.632,0.985
140.662,0.951
140.692,0.951
140.722,0.954
140.752,0.941
140.782,0.959
140.812,0.973
140.842,0.960
140.872,0.987
140.902,1.001
140.932,0.958
140.962,0.949
140.992,0.917
141.022,0.928
141.052,0.941
141.082,0.969
141.112,0.989
141.142,1.006
141.172,0.985
141.202,0.957
141.232,0.938
141.262,0.951
141.292,0.958
141.322,0.939
141.352,1.003
141.382,1.015
141.412,1.012
141.442,1.010
141.472,0.962
141.502,0.923
141.532,0.896
141.562,0.909
141.592,0.835
141.622,0.893
141.652,0.907
141.682,0.968
141.712,0.989
141.742,0.964
141.772,0.950
141.802,0.921
141.832,0.962
141.862,1.006
141.892,0.979
141.922,0.991
141.952,0.996
141.982,0.958
142.012,0.992
142.042,1.007
142.072,0.978
142.102,0.951
142.132,0.940
142.162,0.948
142.192,0.994
142.222,0.988
142.252,0.970
142.282,0.913
142.312,0.917
142.342,0.927
142.372,0.968
142.402,0.994
142.432,0.990
142.462,0.937
142.492,0.919
142.522,0.974
142.552,0.915
142.582,0.835
142.612,0.967
142.642,1.028
142.672,0.955
142.702,0.961
142.732,0.998
142.762,0.986
142.792,0.871
142.822,0.895
142.852,0.889
142.882,0.916
142.912,0.917
142.942,0.946
142.972,0.927
143.002,0.929
143.032,1.055
143.062,1.090
143.092,1.039
143.122,1.030
143.152,1.049
143.182,1.005
143.212,0.915
143.242,0.944
143.272,0.949
143.302,0.901
143.332,0.937
143.362,0.914
143.392,0.923
143.422,0.960
143.452,0.974
143.482,0.981
143.512,0.960
143.542,0.947
143.572,0.924
143.602,0.930
143.632,0.930
143.662,0.965
143.692,0.968
143.722,0.971
143.752,0.955
143.782,0.958
143.812,0.989
143.842,0.974
143.872,0.982
143.902,0.973
143.932,0.968
143.962,0.968
143.992,0.962
144.022,0.963
144.052,0.964
144.082,0.951
144.112,0.958
144.142,0.951
144.172,0.946
144.202,0.967
144.232,0.959
144.262,0.961
144.292,0.958
144.322,0.955
144.352,0.946
144.382,0.954
144.412,0.948
144.442,0.944
144.472,0.948
144.502,0.957
144.532,0.958
144.562,0.958
144.592,0.954
144.622,0.931
144.652,0.940
144.682,0.941
144.712,0.955
144.742,0.972
144.772,0.967
144.802,0.965
144.832,0.955
144.862,0.942
144.892,0.949
144.922,0.950
144.952,0.946
144.982,0.941
145.012,0.968
145.042,0.969
145.072,0.964
145.102,0.969
145.132,0.962
145.162,0.954
145.192,0.950
145.222,0.956
145.252,0.956
145.282,0.958
145.312,0.964
145.342,0.963
145.372,0.958
145.402,0.966
145.432,0.961
145.462,0.956
145.492,0.958
145.522,0.957
145.552,0.965
145.582,0.963
145.612,0.958
145.642,0.958
145.672,0.946
145.702,0.947
145.732,0.957
145.762,0.957
145.792,0.963
145.822,0.958
145.852,0.957
145.882,0.959
145.912,0.949
145.942,0.959
145.972,0.959
146.002,0.949
146.032,0.959
146.062,0.960
146.092,0.951
146.122,0.960
146.152,0.963
146.182,0.956
146.212,0.958
146.242,0.959
146.272,0.953
146.302,0.956
146.332,0.958
146.362,0.953
146.392,0.967
146.422,0.954
146.452,0.973
146.482,0.943
146.512,0.984
146.542,0.969
146.572,0.988
146.602,0.980
146.632,0.959
146.662,0.917
146.692,0.935
146.722,0.921
146.752,0.953
146.782,0.956
146.812,0.955
146.842,0.978
146.872,0.973
146.902,0.962
146.932,0.966
146.962,0.944
146.992,0.970
147.022,0.989
147.052,0.966
147.082,0.964
147.112,0.967
147.142,0.951
147.172,0.942
147.202,0.966
147.232,0.974
147.262,0.965
147.292,0.964
147.322,0.963
147.352,0.955
147.382,0.952
147.412,0.953
147.442,0.960
147.472,0.959
147.502,0.972
147.532,0.976
147.562,0.956
147.592,0.966
147.622,0.963
147.652,0.956
147.682,0.953
147.712,0.965
147.742,0.963
147.772,0.961
147.802,0.993
147.832,0.970
147.862,0.973
147.892,1.036
147.922,1.010
147.952,1.105
147.982,1.018
148.012,0.981
148.042,0.915
148.072,0.894
148.102,1.007
148.132,0.995
148.162,0.971
148.192,1.027
148.222,1.062
148.252,1.055
148.282,0.979
148.312,0.957
148.342,0.847
148.372,0.859
148.402,0.822
148.432,0.912
148.462,0.927
148.492,0.930
148.522,1.006
148.552,1.001
148.582,0.998
148.612,1.000
148.642,0.984
148.672,0.920
148.702,0.941
148.732,0.945
148.762,0.894
148.792,0.951
148.822,0.948
148.852,0.917
148.882,0.933
148.912,0.930
148.942,0.908
148.972,0.968
149.002,0.953
149.032,0.970
149.062,0.968
149.092,0.944
149.122,0.950
149.152,0.986
149.182,1.015
149.212,0.976
149.242,0.997
149.272,1.031
149.302,1.048
149.332,1.026
149.362,0.964
149.392,0.928
149.422,0.977
149.452,0.990
149.482,0.973
149.512,0.945
149.542,0.963
149.572,0.947
149.602,0.933
149.632,0.945
149.662,0.949
149.692,0.975
149.722,0.988
149.752,0.988
149.782,0.964
149.812,0.944
149.842,0.937
149.872,0.936
149.902,0.938
149.932,0.955
149.962,0.970
149.992,0.972
150.022,0.971
150.052,0.974
150.082,0.961
150.112,0.945
150.142,0.949
150.172,0.960
150.202,0.971
150.232,0.972
150.262,0.961
150.292,0.948
150.322,0.950
150.352,0.961
150.382,0.972
150.412,0.972
150.442,0.964
150.472,0.954
150.502,0.952
150.532,0.946
150.562,0.955
150.592,0.962
150.622,0.958
150.652,0.952
150.682,0.959
150.712,0.954
150.742,0.961
150.772,0.966
150.802,0.960
150.832,0.951
150.862,0.957
150.892,0.956
150.922,0.956
150.952,0.956
150.982,0.954
151.012,0.958
151.042,0.963
151.072,0.970
151.102,0.964
151.132,0.949
151.162,0.950
151.192,0.953
151.222,0.956
151.252,0.964
151.282,0.964
151.312,0.958
151.342,0.963
151.372,0.960
151.402,0.957
151.432,0.959
151.462,0.959
151.492,0.966
151.522,0.958
151.552,0.964
151.582,0.950
151.612,0.958
151.642,0.944
151.672,0.944
151.702,0.966
151.732,0.970
151.762,0.960
151.792,0.972
151.822,1.031
151.852,1.043
151.882,1.164
151.912,1.162
151.942,0.938
151.972,0.790
152.002,0.698
152.032,0.631
152.062,0.776
152.092,1.028
152.122,1.115
152.152,1.145
152.182,1.088
152.212,1.021
152.242,0.985
152.272,0.935
152.302,0.967
152.332,0.900
152.362,0.890
152.392,0.919
152.422,0.938
152.452,1.010
152.482,1.009
152.512,0.978
152.542,0.920
152.572,0.937
152.602,0.949
152.632,0.864
152.662,0.917
152.692,0.979
152.722,1.016
152.752,1.032
152.782,0.973
152.812,0.978
152.842,0.996
152.872,0.995
152.902,0.986
152.932,0.941
152.962,0.943
152.992,0.967
153.022,0.968
153.052,0.958
153.082,0.964
153.112,0.960
153.142,0.964
153.172,0.974
153.202,0.966
153.232,0.957
153.262,0.959
153.292,0.957
153.322,0.953
153.352,0.969
153.382,0.967
153.412,0.966
153.442,0.975
153.472,0.967
153.502,0.977
153.532,0.982
153.562,0.942
153.592,0.937
153.622,0.949
153.652,0.947
153.682,0.965
153.712,0.960
153.742,0.953
153.772,0.971
153.802,0.968
153.832,0.977
153.862,0.932
153.892,0.957
153.922,0.987
153.952,0.981
153.982,0.958
154.012,0.959
154.042,0.954
154.072,0.965
154.102,0.969
154.132,0.958
154.162,0.958
154.192,0.982
154.222,0.967
154.252,0.955
154.282,0.950
154.312,0.956
154.342,0.975
154.372,0.965
154.402,0.953
154.432,0.964
154.462,0.962
154.492,0.949
154.522,0.959
154.552,0.963
154.582,0.960
154.612,0.966
154.642,0.964
154.672,0.963
154.702,0.961
154.732,0.960
154.762,0.974
154.792,0.981
154.822,0.971
154.852,0.977
154.882,1.006
154.912,0.982
154.942,0.926
154.972,0.907
155.002,0.916
155.032,0.945
155.062,0.978
155.092,0.998
155.122,0.998
155.152,0.966
155.182,0.932
155.212,0.918
155.242,0.952
155.272,0.970
155.302,0.965
155.332,0.987
155.362,0.988
155.392,0.975
155.422,0.968
155.452,0.954
155.482,0.945
155.512,0.967
155.542,0.962
155.572,0.964
155.602,0.963
155.632,0.962
155.662,0.965
155.692,0.967
155.722,0.967
155.752,0.964
155.782,0.970
155.812,0.957
155.842,0.948
155.872,0.958
155.902,0.970
155.932,0.967
155.962,0.973
155.992,0.971
156.022,0.959
156.052,0.951
156.082,0.974
156.112,0.958
156.142,0.974
156.172,0.971
156.202,0.904
156.232,0.944
156.262,0.990
156.292,0.999
156.322,0.987
156.352,0.959
156.382,0.966
156.412,0.953
156.442,0.944
156.472,0.950
156.502,0.948
156.532,0.969
156.562,0.984
156.592,0.975
156.622,0.975
156.652,0.982
156.682,0.975
156.712,0.966
156.742,0.954
156.772,0.946
156.802,0.955
156.832,0.967
156.862,0.961
156.892,0.967
156.922,0.962
156.952,0.960
156.982,0.962
157.012,0.961
157.042,0.958
157.072,0.959
157.102,0.968
157.132,0.969
157.162,0.969
157.192,0.964
157.222,0.959
157.252,0.957
157.282,0.957
157.312,0.971
157.342,0.958
157.372,0.958
157.402,0.973
157.432,0.974
157.462,0.972
157.492,0.963
157.522,0.960
157.552,0.957
157.582,0.960
157.612,0.954
157.642,0.957
157.672,0.963
157.702,0.970
157.732,0.962
157.762,0.959
157.792,0.967
157.822,0.960
157.852,0.968
157.882,0.961
157.912,0.962
157.942,0.964
157.972,0.964
158.002,0.964
158.032,0.967
158.062,0.965
158.092,0.951
158.122,0.950
158.152,0.974
158.182,0.973
158.212,0.962
158.242,0.960
158.272,0.961
158.302,0.960
158.332,0.964
158.362,0.960
158.392,0.969
158.422,0.967
158.452,0.962
158.482,0.964
158.512,0.958
158.542,0.960
158.572,0.964
158.602,0.960
158.632,0.961
158.662,0.970
158.692,0.963
158.722,0.958
158.752,0.968
158.782,0.959
158.812,0.958
158.842,0.967
158.872,0.969
158.902,0.963
158.932,0.963
158.962,0.954
158.992,0.958
159.022,0.963
159.052,0.960
159.082,0.965
159.112,0.965
159.142,0.961
159.172,0.965
159.202,0.963
159.232,0.958
159.262,0.960
159.292,0.962
159.322,0.966
159.352,0.963
159.382,0.962
159.412,0.961
159.442,0.965
159.472,0.970
159.502,0.958
159.532,0.958
159.562,0.972
159.592,0.967
159.622,0.967
159.652,0.961
159.682,0.961
159.712,0.957
159.742,0.960
159.772,0.956
159.802,0.956
159.832,0.965
159.862,0.964
159.892,0.961
159.922,0.961
159.952,0.958
159.982,0.959
160.012,0.960
160.042,0.961
160.072,0.964
160.102,0.960
160.132,0.961
160.162,0.965
160.192,0.965
160.222,0.965
160.252,0.965
160.282,0.962
160.312,0.960
160.342,0.962
160.372,0.964
160.402,0.967
160.432,0.960
160.462,0.957
160.492,0.964
160.522,0.950
160.552,0.962
160.582,0.967
160.612,0.971
160.642,0.969
160.672,0.955
160.702,0.953
160.732,0.963
160.762,0.967
160.792,0.966
160.822,0.953
160.852,0.938
160.882,0.957
160.912,0.979
160.942,0.979
160.972,0.967
161.002,0.966
161.032,0.946
161.062,0.961
161.092,0.958
161.122,0.970
161.152,0.966
161.182,0.961
161.212,0.966
161.242,0.964
161.272,0.958
161.302,0.961
161.332,0.969
161.362,0.955
161.392,0.965
161.422,0.959
161.452,0.951
161.482,0.965
161.512,0.968
161.542,0.965
161.572,0.956
161.602,0.943
161.632,0.956
161.662,0.971
161.692,0.959
161.722,0.968
161.752,0.977
161.782,0.979
161.812,0.973
161.842,0.923
161.872,0.942
161.902,0.954
161.932,0.963
161.962,0.970
161.992,0.973
162.022,0.952
162.052,0.964
162.082,0.970
162.112,0.968
162.142,0.975
162.172,0.952
162.202,0.946
162.232,0.953
162.262,0.965
162.292,0.951
162.322,0.964
162.352,0.969
162.382,0.965
162.412,0.964
162.442,0.959
162.472,0.953
162.502,0.973
162.532,0.970
162.562,0.981
162.592,0.989
162.622,0.989
162.652,0.868
162.682,0.861
162.712,0.943
162.742,0.981
162.772,0.979
162.802,0.986
162.832,0.977
162.862,0.971
162.892,0.918
162.922,0.949
162.952,0.983
162.982,0.968
163.012,0.969
163.042,0.978
163.072,0.986
163.102,0.969
163.132,0.934
163.162,0.933
163.192,0.965
163.222,0.955
163.252,0.969
163.282,0.974
163.312,0.961
163.342,0.969
163.372,0.990
163.402,0.963
163.432,0.960
163.462,0.948
163.492,0.940
163.522,0.969
163.552,0.980
163.582,0.968
163.612,0.959
163.642,0.947
163.672,0.940
163.702,0.944
163.732,0.952
163.762,0.993
163.792,0.975
163.822,0.964
163.852,0.946
163.882,0.958
163.912,0.950
163.942,0.959
163.972,0.955
164.002,0.941
164.032,0.975
164.062,0.969
164.092,0.967
164.122,0.973
164.152,0.967
164.182,0.945
164.212,0.938
164.242,0.951
164.272,0.921
164.302,0.963
164.332,0.983
164.362,0.971
164.392,0.955
164.422,0.985
164.452,1.001
164.482,0.994
164.512,0.932
164.542,0.921
164.572,0.936
164.602,0.991
164.632,0.987
164.662,1.024
164.692,0.956
164.722,0.962
164.752,0.913
164.782,0.901
164.812,0.918
164.842,0.964
164.872,0.987
164.902,1.010
164.932,0.979
164.962,0.951
164.992,0.925
165.022,0.950
165.052,0.931
165.082,0.948
165.112,0.959
165.142,0.939
165.172,0.882
165.202,0.855
165.232,1.008
165.262,1.067
165.292,0.996
165.322,0.963
165.352,0.978
165.382,0.921
165.412,0.873
165.442,0.944
165.472,1.035
165.502,0.963
165.532,0.974
165.562,0.989
165.592,0.944
165.622,0.888
165.652,0.914
165.682,0.928
165.712,0.937
165.742,0.987
165.772,1.053
165.802,1.022
165.832,1.009
165.862,0.983
165.892,1.034
165.922,0.951
165.952,0.924
165.982,0.894
166.012,0.936
166.042,0.940
166.072,0.956
166.102,1.047
166.132,1.031
166.162,0.996
166.192,0.938
166.222,0.882
166.252,0.905
166.282,0.922
166.312,0.938
166.342,0.967
166.372,0.969
166.402,0.984
166.432,1.025
166.462,1.010
166.492,1.009
166.522,0.997
166.552,0.956
166.582,0.977
166.612,0.956
166.642,0.930
166.672,0.972
166.702,0.934
166.732,0.966
166.762,0.985
166.792,0.977
166.822,0.947
166.852,0.940
166.882,0.953
166.912,0.957
166.942,0.947
166.972,0.999
167.002,0.991
167.032,0.989
167.062,0.947
167.092,0.944
167.122,0.941
167.152,0.950
167.182,0.967
167.212,0.987
167.242,0.943
167.272,0.951
167.302,0.949
167.332,0.937
167.362,0.974
167.392,0.979
167.422,0.991
167.452,0.990
167.482,1.030
167.512,0.978
167.542,0.901
167.572,0.903
167.602,0.930
167.632,0.919
167.662,0.936
167.692,1.002
167.722,1.084
167.752,0.950
167.782,0.949
167.812,0.926
167.842,0.938
167.872,0.928
167.902,0.937
167.932,0.992
167.962,0.979
167.992,0.993
168.022,0.998
168.052,0.936
168.082,0.910
168.112,0.947
168.142,0.912
168.172,0.968
168.202,1.000
168.232,0.960
168.262,1.005
168.292,1.015
168.322,0.975
168.352,0.983
168.382,0.971
168.412,0.953
168.442,0.943
168.472,0.920
168.502,0.927
168.532,0.940
168.562,0.943
168.592,0.958
168.622,1.001
168.652,1.001
168.682,0.965
168.712,0.978
168.742,0.951
168.772,0.907
168.802,0.940
168.832,0.977
168.862,0.982
168.892,0.963
168.922,0.970
168.952,0.953
168.982,1.004
169.012,0.977
169.042,0.956
169.072,0.952
169.102,0.942
169.132,0.958
169.162,0.982
169.192,0.956
169.222,0.957
169.252,0.923
169.282,0.947
169.312,0.947
169.342,0.951
169.372,0.968
169.402,0.962
169.432,0.970
169.462,0.986
169.492,0.973
169.522,0.986
169.552,0.970
169.582,0.950
169.612,0.968
169.642,1.012
169.672,0.916
169.702,0.932
169.732,0.923
169.762,0.933
169.792,0.950
169.822,0.955
169.852,0.975
169.882,1.004
169.912,0.977
169.942,0.969
169.972,0.939
170.002,0.972
170.032,0.990
170.062,0.920
170.092,0.924
170.122,0.982
170.152,1.010
170.182,0.999
170.212,1.038
170.242,1.070
170.272,0.958
170.302,0.825
170.332,0.905
170.362,0.908
170.392,0.972
170.422,0.970
170.452,0.970
170.482,0.975
170.512,0.974
170.542,0.905
170.572,0.963
170.602,0.995
170.632,1.034
170.662,0.940
170.692,0.965
170.722,0.980
170.752,0.958
170.782,0.922
170.812,0.933
170.842,0.929
170.872,0.966
170.902,0.937
170.932,0.955
170.962,0.986
170.992,0.983
171.022,0.971
171.052,0.982
171.082,0.989
171.112,0.989
171.142,0.927
171.172,0.894
171.202,0.939
171.232,0.868
171.262,0.930
171.292,0.987
171.322,0.997
171.352,0.995
171.382,0.958
171.412,0.960
171.442,0.902
171.472,0.978
171.502,0.979
171.532,0.926
171.562,0.944
171.592,0.953
171.622,0.966
171.652,0.998
171.682,0.979
171.712,1.000
171.742,0.987
171.772,0.936
171.802,0.918
171.832,0.944
171.862,1.012
171.892,1.064
171.922,0.982
171.952,0.965
171.982,0.944
172.012,0.885
172.042,0.901
172.072,0.912
172.102,0.942
172.132,0.963
172.162,0.958
172.192,0.979
172.222,0.964
172.252,0.952
172.282,0.963
172.312,0.972
172.342,0.939
172.372,0.966
172.402,0.962
172.432,0.940
172.462,0.962
172.492,0.975
172.522,0.943
172.552,0.967
172.582,0.972
172.612,0.938
172.642,0.977
172.672,0.992
172.702,0.990
172.732,0.977
172.762,0.976
172.792,0.959
172.822,0.930
172.852,0.940
172.882,0.962
172.912,0.951
172.942,0.947
172.972,0.952
173.002,0.957
173.032,0.978
173.062,0.963
173.092,0.951
173.122,0.956
173.152,0.956
173.182,0.940
173.212,0.953
173.242,0.970
173.272,0.935
173.302,0.941
173.332,0.959
173.362,0.959
173.392,0.974
173.422,0.960
173.452,0.947
173.482,0.962
173.512,0.965
173.542,0.950
173.572,0.944
173.602,0.955
173.632,0.958
173.662,0.964
173.692,0.958
173.722,0.960
173.752,0.959
173.782,0.959
173.812,0.957
173.842,0.950
173.872,0.962
173.902,0.960
173.932,0.955
173.962,0.964
173.992,0.962
174.022,0.966
174.052,0.963
174.082,0.968
174.112,0.964
174.142,0.964
174.172,0.962
174.202,0.956
174.232,0.950
174.262,0.957
174.292,0.958
174.322,0.962
174.352,0.978
174.382,1.016
174.412,1.045
174.442,0.959
174.472,0.978
174.502,0.932
174.532,0.891
174.562,0.872
174.592,0.881
174.622,0.862
174.652,0.899
174.682,0.975
174.712,0.941
174.742,0.973
174.772,0.979
174.802,1.025
174.832,1.062
174.862,1.053
174.892,1.042
174.922,1.064
174.952,1.032
174.982,1.009
175.012,0.989
175.042,0.952
175.072,1.000
175.102,0.979
175.132,1.000
175.162,0.976
175.192,0.991
175.222,1.006
175.252,0.995
175.282,0.997
175.312,0.974
175.342,0.976
175.372,0.978
175.402,0.958
175.432,0.979
175.462,0.979
175.492,0.976
175.522,0.986
175.552,0.992
175.582,1.000
175.612,0.991
175.642,1.019
175.672,1.020
175.702,1.059
175.732,1.028
175.762,0.971
175.792,0.945
175.822,0.954
175.852,0.991
175.882,0.994
175.912,0.978
175.942,0.990
175.972,0.974
176.002,0.961
176.032,0.955
176.062,0.937
176.092,0.955
176.122,0.949
176.152,0.906
176.182,0.960
176.212,0.936
176.242,0.947
176.272,0.967
176.302,0.977
176.332,0.974
176.362,0.986
176.392,0.954
176.422,0.957
176.452,0.918
176.482,0.945
176.512,0.946
176.542,0.919
176.572,0.944
176.602,0.915
176.632,0.958
176.662,0.987
176.692,0.972
176.722,0.975
176.752,0.933
176.782,0.970
176.812,0.988
176.842,0.967
176.872,0.962
176.902,0.979
176.932,0.977
176.962,0.879
176.992,0.944
177.022,0.974
177.052,0.976
177.082,0.986
177.112,0.962
177.142,0.950
177.172,0.944
177.202,0.965
177.232,0.913
177.262,0.927
177.292,0.929
177.322,0.962
177.352,0.947
177.382,0.974
177.412,0.962
177.442,0.955
177.472,0.964
177.502,0.951
177.532,0.952
177.562,0.942
177.592,0.989
177.622,0.979
177.652,0.958
177.682,0.959
177.712,0.999
177.742,0.947
177.772,0.981
177.802,0.977
177.832,0.969
177.862,0.941
177.892,0.907
177.922,0.925
177.952,0.953
177.982,0.944
178.012,0.947
178.042,0.948
178.072,0.967
178.102,0.962
178.132,0.970
178.162,0.976
178.192,0.952
178.222,0.946
178.252,0.951
178.282,0.936
178.312,0.950
178.342,0.978
178.372,0.986
178.402,0.988
178.432,0.975
178.462,0.967
178.492,0.946
178.522,0.927
178.552,0.938
178.582,0.951
178.612,0.958
178.642,0.965
178.672,0.981
178.702,0.970
178.732,0.952
178.762,0.949
178.792,0.959
178.822,0.960
178.852,0.957
178.882,0.959
178.912,0.958
178.942,0.971
178.972,0.958
179.002,0.951
179.032,0.958
179.062,0.962
179.092,0.957
179.122,0.960
179.152,0.963
179.182,0.960
179.212,0.955
179.242,0.950
179.272,0.955
179.302,0.956
179.332,0.962
179.362,0.971
179.392,0.970
179.422,0.967
179.452,0.955
179.482,0.955
179.512,0.952
179.542,0.951
179.572,0.954
179.602,0.959
179.632,0.957
179.662,0.958
179.692,0.963
179.722,0.978
179.752,0.976
179.782,0.969
179.812,0.969
179.842,0.979
179.872,0.971
179.902,0.913
179.932,0.875
179.962,0.936
179.992,0.997
180.022,1.044
180.052,0.996
180.082,0.961
180.112,0.953
180.142,0.956
180.172,0.936
180.202,0.954
180.232,0.967
180.262,0.972
180.292,0.962
180.322,0.939
180.352,0.936
180.382,0.940
180.412,0.941
180.442,0.951
180.472,0.950
180.502,0.965
180.532,0.975
180.562,0.960
180.592,0.966
180.622,0.969
180.652,0.958
180.682,0.963
180.712,0.967
180.742,0.962
180.772,0.963
180.802,0.959
180.832,0.954
180.862,0.948
180.892,0.945
180.922,0.966
180.952,0.949
180.982,0.959
181.012,0.970
181.042,0.959
181.072,0.959
181.102,0.958
181.132,0.952
181.162,0.958
181.192,0.968
181.222,0.955
181.252,0.963
181.282,0.958
181.312,0.955
181.342,0.955
181.372,0.958
181.402,0.952
181.432,0.960
181.462,0.968
181.492,0.958
181.522,0.956
181.552,0.955
181.582,0.965
181.612,0.953
181.642,0.956
181.672,0.966
181.702,0.963
181.732,0.959
181.762,0.957
181.792,0.955
181.822,0.953
181.852,0.956
181.882,0.958
181.912,0.965
181.942,0.962
181.972,0.960
182.002,0.964
182.032,0.959
182.062,0.957
182.092,0.959
182.122,0.957
182.152,0.962
182.182,0.963
182.212,0.960
182.242,0.965
182.272,0.957
182.302,0.953
182.332,0.963
182.362,0.962
182.392,0.959
182.422,0.958
182.452,0.956
182.482,0.954
182.512,0.961
182.542,0.957
182.572,0.958
182.602,0.965
182.632,0.958
182.662,0.959
182.692,0.958
182.722,0.953
182.752,0.958
182.782,0.956
182.812,0.955
182.842,0.955
182.872,0.957
182.902,0.955
182.932,0.963
182.962,0.962
182.992,0.958
183.022,0.961
183.052,0.963
183.082,0.952
183.112,0.957
183.142,0.956
183.172,0.952
183.202,0.958
183.232,0.957
183.262,0.958
183.292,0.966
183.322,0.960
183.352,0.958
183.382,0.957
183.412,0.959
183.442,0.956
183.472,0.958
183.502,0.958
183.532,0.960
183.562,0.964
183.592,0.959
183.622,0.958
183.652,0.961
183.682,0.961
183.712,0.953
183.742,0.961
183.772,0.955
183.802,0.957
183.832,0.965
183.862,0.961
183.892,0.956
183.922,0.956
183.952,0.952
183.982,0.962
184.012,0.961
184.042,0.957
184.072,0.961
184.102,0.961
184.132,0.952
184.162,0.960
184.192,0.960
184.222,0.960
184.252,0.959
184.282,0.958
184.312,0.960
184.342,0.958
184.372,0.959
184.402,0.960
184.432,0.960
184.462,0.961
184.492,0.963
184.522,0.959
184.552,0.957
184.582,0.955
184.612,0.953
184.642,0.970
184.672,0.978
184.702,0.962
184.732,0.958
184.762,0.959
184.792,0.962
184.822,0.950
184.852,0.948
184.882,0.952
184.912,0.945
184.942,0.958
184.972,0.954
185.002,0.958
185.032,0.955
185.062,0.960
185.092,0.951
185.122,0.953
185.152,0.945
185.182,0.945
185.212,0.958
185.242,0.952
185.272,0.958
185.302,0.975
185.332,0.974
185.362,0.977
185.392,0.961
185.422,0.973
185.452,0.991
185.482,0.975
185.512,0.972
185.542,0.970
185.572,0.957
185.602,0.954
185.632,0.947
185.662,0.948
185.692,0.957
185.722,0.974
185.752,1.000
185.782,0.978
185.812,0.973
185.842,0.966
185.872,0.964
185.902,0.963
185.932,0.967
