df_hash,22ZHK4.P47WVA
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.G7T5
person_label,v134
date_time_start,2026-04-07_18-55-51.502000_+03
date_time_start_unix,1775570151.502
date_time_end,2026-04-07_19-04-08.964000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.462,-0.699,0.631,-0.098
4.472,-0.703,0.629,-0.096
4.482,-0.707,0.635,-0.100
4.492,-0.711,0.635,-0.102
4.502,-0.717,0.635,-0.102
4.512,-0.713,0.635,-0.104
4.522,-0.715,0.629,-0.100
4.532,-0.715,0.629,-0.098
4.542,-0.711,0.627,-0.102
4.552,-0.711,0.629,-0.102
4.561,-0.711,0.625,-0.100
4.571,-0.715,0.623,-0.098
4.581,-0.715,0.627,-0.100
4.591,-0.717,0.627,-0.102
4.601,-0.717,0.629,-0.100
4.611,-0.717,0.631,-0.104
4.621,-0.719,0.621,-0.102
4.631,-0.719,0.623,-0.098
4.641,-0.713,0.623,-0.102
4.651,-0.713,0.631,-0.102
4.661,-0.715,0.635,-0.102
4.671,-0.717,0.637,-0.098
4.681,-0.713,0.629,-0.100
4.691,-0.713,0.625,-0.098
4.701,-0.713,0.627,-0.100
4.710,-0.715,0.631,-0.098
4.720,-0.715,0.625,-0.100
4.730,-0.715,0.621,-0.098
4.740,-0.721,0.625,-0.100
4.750,-0.721,0.625,-0.100
4.760,-0.721,0.627,-0.105
4.770,-0.725,0.619,-0.102
4.780,-0.729,0.617,-0.104
4.790,-0.719,0.605,-0.102
4.800,-0.719,0.617,-0.094
4.810,-0.727,0.629,-0.102
4.820,-0.721,0.627,-0.098
4.830,-0.717,0.635,-0.094
4.840,-0.715,0.633,-0.096
4.849,-0.713,0.631,-0.094
4.859,-0.711,0.631,-0.098
4.869,-0.705,0.627,-0.092
4.879,-0.707,0.629,-0.090
4.889,-0.713,0.635,-0.094
4.899,-0.711,0.629,-0.094
4.909,-0.711,0.625,-0.092
4.919,-0.713,0.627,-0.098
4.929,-0.709,0.627,-0.096
4.939,-0.715,0.627,-0.096
4.949,-0.715,0.631,-0.098
4.959,-0.715,0.631,-0.100
4.969,-0.721,0.635,-0.100
4.979,-0.719,0.631,-0.100
4.989,-0.709,0.631,-0.102
4.998,-0.707,0.635,-0.096
5.008,-0.707,0.631,-0.100
5.018,-0.699,0.625,-0.096
5.028,-0.707,0.633,-0.100
5.038,-0.711,0.631,-0.104
5.048,-0.715,0.635,-0.100
5.058,-0.713,0.633,-0.102
5.068,-0.709,0.629,-0.098
5.078,-0.709,0.629,-0.102
5.088,-0.709,0.631,-0.102
5.098,-0.711,0.629,-0.102
5.108,-0.711,0.627,-0.100
