df_hash,22ZHK4.P47WVA
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.G7T5
person_label,v134
date_time_start,2026-04-07_18-55-51.502000_+03
date_time_start_unix,1775570151.502
date_time_end,2026-04-07_19-04-08.964000_+03
length_difference_noticed,no

time,heart_rate
27.425,111
28.595,110
29.522,110
30.399,110
31.646,110
32.496,110
33.373,110
34.600,109
35.469,109
36.370,108
37.565,108
38.446,107
39.369,107
40.539,107
41.417,107
42.392,107
43.513,106
44.683,105
45.338,104
46.491,103
47.413,103
48.290,103
49.460,103
50.436,104
51.264,105
52.438,105
53.558,105
54.238,104
55.457,104
56.334,104
57.374,104
58.432,104
59.308,104
60.189,104
61.428,104
62.282,104
63.208,105
64.378,106
65.256,106
66.182,106
67.352,105
68.229,105
69.156,105
70.327,105
71.252,106
72.129,106
73.299,107
74.233,107
75.103,108
76.327,108
77.199,108
78.077,108
79.296,108
80.173,108
81.051,108
82.270,108
83.147,110
84.048,111
85.244,111
86.121,111
87.047,110
88.217,110
89.094,109
90.021,109
91.194,109
92.068,109
92.994,108
94.164,107
95.091,107
95.968,106
97.138,105
98.064,104
98.942,103
100.112,102
101.038,101
101.916,101
103.135,101
104.012,101
104.933,101
106.108,101
107.016,97
107.863,95
109.086,94
109.959,95
110.837,97
112.056,95
112.935,95
113.864,95
115.050,94
115.924,93
116.833,93
118.005,93
118.881,93
119.807,94
120.977,95
121.879,96
122.781,97
124.237,98
124.877,97
125.793,97
126.925,97
127.851,97
128.945,97
129.898,97
130.825,101
131.702,103
132.921,104
133.840,105
134.676,105
135.896,105
136.772,105
137.698,105
138.868,105
139.746,105
140.627,105
141.846,105
142.963,101
143.646,100
144.819,99
145.693,99
146.718,99
147.790,100
148.667,100
149.593,99
150.797,98
151.690,98
152.567,97
153.738,97
154.664,97
155.541,97
156.711,98
157.642,99
158.515,100
159.733,100
160.612,100
161.489,100
162.707,99
163.833,99
164.462,99
165.681,99
166.558,100
167.497,100
168.655,100
169.592,100
170.459,99
171.653,99
172.559,98
173.436,98
174.626,98
175.529,99
176.406,100
177.576,100
178.510,101
179.380,102
180.550,103
181.483,103
182.354,103
183.572,103
184.473,104
185.327,105
186.546,106
187.424,107
188.304,107
189.520,106
190.398,105
191.324,104
192.564,104
193.374,104
194.303,104
195.467,104
196.345,103
197.271,103
198.441,102
199.319,102
200.245,102
201.415,102
202.292,102
203.219,102
204.393,105
205.359,105
206.196,106
207.363,106
208.293,106
209.166,105
210.336,104
211.267,104
212.140,104
213.335,104
214.236,104
215.114,103
216.287,103
217.210,103
218.088,103
219.307,103
220.187,103
221.061,102
222.280,102
223.161,101
224.094,100
225.264,100
226.133,99
227.009,98
228.230,98
229.105,98
229.983,98
231.201,98
232.082,98
233.005,98
234.202,98
235.053,98
235.979,98
237.149,98
238.026,98
238.961,102
240.123,104
241.000,106
241.926,108
243.096,110
244.023,111
244.901,112
246.070,111
247.002,111
247.874,111
249.044,111
249.970,112
250.851,111
252.020,111
252.944,110
253.823,110
255.016,110
255.921,110
256.795,110
257.974,107
258.895,105
259.769,104
260.988,102
261.865,101
262.743,101
263.961,101
264.839,102
265.717,104
266.935,105
267.816,106
268.729,105
269.909,105
270.787,103
271.666,102
272.883,101
273.760,101
274.638,100
276.150,99
276.734,98
277.612,98
278.830,98
279.723,100
280.638,98
281.804,102
282.682,103
283.608,104
284.778,105
285.655,106
286.607,105
287.752,105
288.653,105
289.555,105
290.764,105
291.652,108
292.529,106
293.699,107
294.626,106
295.505,106
296.722,106
297.600,106
298.477,106
299.696,106
300.582,106
301.451,106
302.669,104
303.547,104
304.474,104
305.643,104
306.521,104
307.447,108
308.617,109
309.838,111
310.421,111
311.591,111
312.468,111
313.394,110
314.564,110
315.491,110
316.372,110
317.831,110
318.490,110
319.342,107
320.512,106
321.438,106
322.316,106
323.486,107
324.412,108
325.289,107
326.508,107
327.386,107
328.314,107
329.482,107
330.365,107
331.237,107
332.456,107
333.333,109
334.211,109
335.429,109
336.335,109
337.187,108
338.403,108
339.290,108
340.161,108
341.426,108
342.269,108
343.184,107
344.351,107
345.229,106
346.154,106
347.325,106
348.202,107
349.133,106
350.298,109
351.225,109
352.102,108
353.272,108
354.198,103
355.076,106
356.246,105
357.221,105
358.050,104
359.268,104
360.150,104
361.023,104
362.247,104
363.120,105
363.997,106
365.216,107
366.095,107
366.971,107
368.193,107
369.067,107
369.993,107
371.174,107
372.041,107
372.967,107
374.137,107
375.063,107
375.943,107
377.111,107
377.988,109
378.917,107
380.109,107
381.011,107
381.892,106
383.060,106
383.985,108
384.862,109
386.032,111
387.156,109
387.885,109
389.006,109
389.932,110
390.810,109
392.030,111
392.947,110
393.783,111
395.002,111
395.880,111
396.786,111
397.981,112
399.004,111
431.706,64
432.587,62
433.485,62
434.679,62
435.557,63
436.483,65
438.095,65
438.531,64
439.457,64
440.627,64
441.504,64
442.480,64
443.601,64
444.527,64
445.404,64
446.574,64
447.501,64
448.401,64
449.548,64
450.475,64
451.352,64
452.522,64
453.448,64
454.326,61
455.496,62
456.493,62
457.349,62
458.567,61
459.400,61
460.273,79
461.493,89
462.370,95
463.247,95
464.466,96
465.343,95
466.221,95
467.440,95
468.318,95
469.247,96
470.450,97
471.291,98
472.223,97
473.387,101
474.265,101
475.191,100
476.363,100
477.290,100
478.217,100
479.338,100
480.261,100
481.140,102
482.319,100
483.235,100
484.112,100
485.282,100
486.208,100
487.086,100
488.256,103
489.182,104
490.105,106
491.278,106
492.165,106
