df_hash,22ZHK4.M833G2
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.3VJX
person_label,V59
date_time_start,2025-10-31_15-29-03.527000_+03
date_time_start_unix,1761910143.527
date_time_end,2025-10-31_15-37-19.121000_+03
length_difference_noticed,no

time,acc_mag
144.463,1.053
144.493,1.050
144.523,1.068
144.553,1.069
144.583,1.062
144.613,1.055
144.643,1.046
144.673,1.054
144.703,1.053
144.733,1.050
144.763,1.052
144.793,1.052
144.823,1.062
144.853,1.063
144.883,1.052
144.913,1.055
144.943,1.061
144.973,1.053
145.003,1.048
145.033,1.057
145.063,1.058
145.093,1.061
145.123,1.058
145.153,1.055
145.183,1.057
145.213,1.050
145.243,1.055
145.273,1.052
145.303,1.058
145.333,1.058
145.363,1.055
145.393,1.062
145.423,1.058
145.453,1.056
145.483,1.056
145.513,1.057
145.543,1.053
145.573,1.058
145.603,1.053
145.633,1.052
145.663,1.062
145.693,1.051
145.723,1.054
145.753,1.056
145.783,1.047
145.813,1.058
145.843,1.062
145.873,1.056
145.903,1.048
145.933,1.045
145.963,1.054
145.993,1.061
146.023,1.063
146.053,1.057
146.083,1.056
146.113,1.056
146.143,1.051
146.173,1.052
146.203,1.055
146.233,1.064
146.263,1.057
146.293,1.057
146.323,1.058
146.353,1.061
146.383,1.062
146.413,1.062
146.443,1.034
146.473,1.042
146.503,1.049
146.533,1.062
146.563,1.065
146.593,1.061
146.623,1.053
146.653,1.053
146.683,1.055
146.713,1.057
146.743,1.054
146.773,1.058
146.803,1.059
146.833,1.060
146.863,1.059
146.893,1.064
146.923,1.053
146.953,1.044
146.983,1.058
147.013,1.061
147.043,1.062
147.073,1.057
147.103,1.044
147.133,1.043
147.163,1.048
147.193,1.062
147.223,1.071
147.253,1.051
147.283,1.045
147.313,1.057
147.343,1.065
147.373,1.098
147.403,1.067
147.433,1.047
147.463,1.040
147.493,1.040
147.523,1.047
147.553,1.056
147.583,1.059
147.613,1.057
147.643,1.055
147.673,1.060
147.703,1.059
147.733,1.050
147.763,1.051
147.793,1.065
147.823,1.065
147.853,1.059
147.883,1.053
147.913,1.052
147.943,1.049
147.973,1.053
148.003,1.064
148.033,1.059
148.063,1.058
148.093,1.062
148.123,1.051
148.153,1.056
148.183,1.053
148.213,1.062
148.243,1.059
148.273,1.053
148.303,1.058
148.333,1.057
148.363,1.053
148.393,1.054
148.423,1.061
148.453,1.057
148.483,1.058
148.513,1.048
148.543,1.059
148.573,1.065
148.603,1.052
148.633,1.059
148.663,1.058
148.693,1.053
148.723,1.056
148.753,1.054
148.783,1.057
148.813,1.057
148.843,1.056
148.873,1.062
148.903,1.057
148.933,1.054
148.963,1.057
148.993,1.056
149.023,1.058
149.053,1.050
149.083,1.062
149.113,1.060
149.143,1.053
149.173,1.056
149.203,1.057
149.233,1.057
149.263,1.050
149.293,1.052
149.323,1.055
149.353,1.057
149.383,1.059
149.413,1.053
149.443,1.052
149.473,1.059
149.503,1.059
149.533,1.059
149.563,1.057
149.593,1.050
149.623,1.057
149.653,1.055
149.683,1.059
149.713,1.062
149.743,1.056
149.773,1.050
149.803,1.057
149.833,1.050
149.863,1.058
149.893,1.061
149.923,1.054
149.953,1.052
149.983,1.057
150.013,1.058
150.043,1.053
150.073,1.056
150.103,1.060
150.133,1.055
150.163,1.046
150.193,1.052
150.223,1.055
150.253,1.063
150.283,1.060
150.313,1.050
150.343,1.049
150.373,1.056
150.403,1.060
150.433,1.056
150.463,1.055
150.493,1.058
150.523,1.055
150.553,1.056
150.583,1.056
150.613,1.057
150.643,1.056
150.673,1.057
150.703,1.054
150.733,1.051
150.763,1.063
150.793,1.054
150.823,1.057
150.853,1.054
150.883,1.052
150.913,1.055
150.943,1.056
150.973,1.059
151.003,1.060
151.033,1.054
151.063,1.057
151.093,1.055
151.123,1.055
151.153,1.057
151.183,1.059
151.213,1.062
151.243,1.058
151.273,1.052
151.303,1.053
151.333,1.062
151.363,1.057
151.393,1.053
151.423,1.057
151.453,1.054
151.483,1.050
151.513,1.056
151.543,1.058
151.573,1.059
151.603,1.054
151.633,1.051
151.663,1.049
151.693,1.052
151.723,1.058
151.753,1.060
151.783,1.058
151.813,1.058
151.843,1.051
151.873,1.048
151.903,1.058
151.933,1.058
151.963,1.058
151.993,1.057
152.023,1.054
152.053,1.056
152.083,1.054
152.113,1.057
152.143,1.062
152.173,1.057
152.203,1.050
152.233,1.049
152.263,1.053
152.293,1.056
152.323,1.056
152.353,1.052
152.383,1.059
152.413,1.053
152.443,1.058
152.473,1.057
152.503,1.054
152.533,1.058
152.563,1.055
152.593,1.052
152.623,1.054
152.653,1.051
152.683,1.061
152.713,1.055
152.743,1.056
152.773,1.059
152.803,1.058
152.833,1.050
152.863,1.053
152.893,1.059
152.923,1.060
152.953,1.051
152.983,1.056
153.013,1.064
153.043,1.048
153.073,1.058
153.103,1.056
153.133,1.054
153.163,1.047
153.193,1.052
153.223,1.057
153.253,1.060
153.283,1.055
153.313,1.052
153.343,1.054
153.373,1.056
153.403,1.051
153.433,1.058
153.463,1.062
153.493,1.056
153.523,1.053
153.553,1.062
153.583,1.052
153.613,1.060
153.643,1.056
153.673,1.050
153.703,1.054
153.733,1.056
153.763,1.057
153.793,1.057
153.823,1.052
153.853,1.054
153.883,1.052
153.913,1.054
153.943,1.058
153.973,1.052
154.003,1.056
154.033,1.057
154.063,1.054
154.093,1.057
154.123,1.055
154.153,1.054
154.183,1.054
154.213,1.050
154.243,1.050
154.273,1.058
154.303,1.057
154.333,1.061
154.363,1.056
154.393,1.049
154.423,1.055
154.453,1.052
154.483,1.055
154.513,1.058
154.543,1.056
154.573,1.058
154.603,1.052
154.633,1.059
154.663,1.055
154.693,1.055
154.723,1.054
154.753,1.056
154.783,1.050
154.813,1.049
154.843,1.057
154.873,1.066
154.903,1.058
154.933,1.046
154.963,1.053
154.993,1.055
155.023,1.061
155.053,1.057
155.083,1.051
155.113,1.053
155.143,1.054
155.173,1.047
155.203,1.060
155.233,1.059
155.263,1.055
155.293,1.057
155.323,1.052
155.353,1.049
155.383,1.055
155.413,1.060
155.443,1.059
155.473,1.056
155.503,1.053
155.533,1.055
155.563,1.062
155.593,1.057
155.623,1.058
155.653,1.054
155.683,1.055
155.713,1.054
155.743,1.055
155.773,1.050
155.803,1.046
155.833,1.060
155.863,1.064
155.893,1.062
155.923,1.056
155.953,1.046
155.983,1.050
156.013,1.053
156.043,1.052
156.073,1.054
156.103,1.055
156.133,1.056
156.163,1.050
156.193,1.054
156.223,1.056
156.253,1.059
156.283,1.051
156.313,1.047
156.343,1.044
156.373,1.054
156.403,1.052
156.433,1.052
156.463,1.062
156.493,1.081
156.523,1.058
156.553,1.048
156.583,1.054
156.613,1.055
156.643,1.050
156.673,1.051
156.703,1.056
156.733,1.059
156.763,1.056
156.793,1.053
156.823,1.056
156.853,1.049
156.883,1.052
156.913,1.055
156.943,1.052
156.973,1.056
157.003,1.055
157.033,1.049
157.063,1.049
157.093,1.055
157.123,1.060
157.153,1.062
157.183,1.049
157.213,1.051
157.243,1.054
157.273,1.057
157.303,1.057
157.333,1.058
157.363,1.058
157.393,1.054
157.423,1.053
157.453,1.059
157.483,1.052
157.513,1.056
157.543,1.056
157.573,1.051
157.603,1.048
157.633,1.052
157.663,1.055
157.693,1.059
157.723,1.053
157.753,1.050
157.783,1.053
157.813,1.053
157.843,1.052
157.873,1.058
157.903,1.056
157.933,1.056
157.963,1.048
157.993,1.051
158.023,1.061
158.053,1.054
158.083,1.055
158.113,1.053
158.143,1.051
158.173,1.052
158.203,1.054
158.233,1.055
158.263,1.058
158.293,1.053
158.323,1.051
158.353,1.050
158.383,1.055
158.413,1.055
158.443,1.053
158.473,1.055
158.503,1.055
158.533,1.054
158.563,1.050
158.593,1.058
158.623,1.059
158.653,1.053
158.683,1.055
158.713,1.055
158.743,1.050
158.773,1.053
158.803,1.050
158.833,1.061
158.863,1.056
158.893,1.056
158.923,1.051
158.953,1.054
158.983,1.060
159.013,1.054
159.043,1.055
159.073,1.055
159.103,1.053
159.133,1.053
159.163,1.054
159.193,1.058
159.223,1.061
159.253,1.051
159.283,1.058
159.313,1.049
159.343,1.052
159.373,1.054
159.403,1.051
159.433,1.058
159.463,1.058
159.493,1.052
159.523,1.057
159.553,1.058
159.583,1.052
159.613,1.053
159.643,1.058
159.673,1.059
159.703,1.050
159.733,1.048
159.763,1.053
159.793,1.062
159.823,1.053
159.853,1.050
159.883,1.054
159.913,1.051
159.943,1.050
159.973,1.054
160.003,1.055
160.033,1.059
160.063,1.056
160.093,1.049
160.123,1.049
160.153,1.054
160.183,1.053
160.213,1.055
160.243,1.055
160.273,1.054
160.303,1.053
160.333,1.055
160.363,1.061
160.393,1.049
160.423,1.053
160.453,1.057
160.483,1.051
160.513,1.053
160.543,1.054
160.573,1.057
160.603,1.059
160.633,1.052
160.663,1.054
160.693,1.051
160.723,1.054
160.753,1.052
160.783,1.057
160.813,1.057
160.843,1.059
160.873,1.051
160.903,1.050
160.933,1.062
160.963,1.056
160.993,1.058
161.023,1.055
161.053,1.048
161.083,1.048
161.113,1.053
161.143,1.056
161.173,1.061
161.203,1.057
161.233,1.051
161.263,1.047
161.293,1.056
161.323,1.055
161.353,1.054
161.383,1.057
161.413,1.062
161.443,1.054
161.473,1.047
161.503,1.057
161.533,1.053
161.563,1.058
161.593,1.054
161.623,1.049
161.653,1.049
161.683,1.051
161.713,1.056
161.743,1.062
161.773,1.051
161.803,1.051
161.833,1.053
161.863,1.056
161.893,1.050
161.923,1.054
161.953,1.056
161.983,1.056
162.013,1.054
162.043,1.050
162.073,1.056
162.103,1.057
162.133,1.052
162.163,1.057
162.193,1.053
162.223,1.046
162.253,1.048
162.283,1.053
162.313,1.060
162.343,1.059
162.373,1.060
162.403,1.048
162.433,1.050
162.463,1.054
162.493,1.054
162.523,1.054
162.553,1.058
162.583,1.052
162.613,1.050
162.643,1.058
162.673,1.059
162.703,1.053
162.733,1.054
162.763,1.054
162.793,1.049
162.823,1.054
162.853,1.049
162.883,1.070
162.913,1.072
162.943,1.071
162.973,1.074
163.003,1.069
163.033,1.048
163.063,1.033
163.093,1.044
163.123,1.043
163.153,1.032
163.183,1.038
163.213,1.053
163.243,1.057
163.273,1.042
163.303,1.053
163.333,1.063
163.363,1.059
163.393,1.054
163.423,1.045
163.453,1.049
163.483,1.049
163.513,1.045
163.543,1.057
163.573,1.062
163.603,1.056
163.633,1.048
163.663,1.046
163.693,1.047
163.723,1.059
163.753,1.053
163.783,1.062
163.813,1.061
163.843,1.061
163.873,1.066
163.903,1.039
163.933,1.042
163.963,1.052
163.993,1.042
164.023,1.057
164.053,1.059
164.083,1.046
164.113,1.051
164.143,1.055
164.173,1.056
164.203,1.056
164.233,1.054
164.263,1.059
164.293,1.057
164.323,1.047
164.353,1.055
164.383,1.061
164.413,1.065
164.443,1.067
164.473,1.062
164.503,1.063
164.533,1.056
164.563,1.033
164.593,1.042
164.623,1.059
164.653,1.057
164.683,1.051
164.713,1.035
164.743,1.021
164.773,1.039
164.803,1.055
164.833,1.075
164.863,1.090
164.893,1.087
164.923,1.061
164.953,1.054
164.983,1.036
165.013,1.043
165.043,1.047
165.073,1.054
165.103,1.061
165.133,1.065
165.163,1.061
165.193,1.046
165.223,1.046
165.253,1.052
165.283,1.059
165.313,1.064
165.343,1.060
165.373,1.060
165.403,1.054
165.433,1.044
165.463,1.045
165.493,1.061
165.523,1.054
165.553,1.057
165.583,1.056
165.613,1.047
165.643,1.044
165.673,1.047
165.703,1.061
165.733,1.059
165.763,1.056
165.793,1.051
165.823,1.053
165.853,1.055
165.883,1.051
165.913,1.049
165.943,1.054
165.973,1.059
166.003,1.050
166.033,1.055
166.063,1.054
166.093,1.052
166.123,1.059
166.153,1.062
166.183,1.055
166.213,1.052
166.243,1.049
166.273,1.052
166.303,1.056
166.333,1.058
166.363,1.055
166.393,1.055
166.423,1.052
166.453,1.053
166.483,1.057
166.513,1.053
166.543,1.053
166.573,1.051
166.603,1.061
166.633,1.057
166.663,1.048
166.693,1.060
166.723,1.055
166.753,1.050
166.783,1.054
166.813,1.051
166.843,1.055
166.873,1.056
166.903,1.055
166.933,1.050
166.963,1.053
166.993,1.056
167.023,1.053
167.053,1.054
167.083,1.054
167.113,1.048
167.143,1.050
167.173,1.057
167.203,1.054
167.233,1.053
167.263,1.056
167.293,1.052
167.323,1.047
167.353,1.049
167.383,1.052
167.413,1.060
167.443,1.057
167.473,1.056
167.503,1.051
167.533,1.051
167.563,1.057
167.593,1.057
167.623,1.055
167.653,1.053
167.683,1.053
167.713,1.047
167.743,1.056
167.773,1.060
167.803,1.053
167.833,1.050
167.863,1.053
167.893,1.053
167.923,1.052
167.953,1.050
167.983,1.061
168.013,1.054
168.043,1.054
168.073,1.052
168.103,1.055
168.133,1.055
168.163,1.050
168.193,1.053
168.223,1.055
168.253,1.051
168.283,1.048
168.313,1.059
168.343,1.054
168.373,1.051
168.403,1.053
168.433,1.052
168.463,1.049
168.493,1.049
168.523,1.055
168.553,1.059
168.583,1.051
168.613,1.051
168.643,1.051
168.673,1.055
168.703,1.054
168.733,1.050
168.763,1.055
168.793,1.052
168.823,1.054
168.853,1.047
168.883,1.056
168.913,1.058
168.943,1.054
168.973,1.056
169.003,1.055
169.033,1.049
169.063,1.050
169.093,1.052
169.123,1.055
169.153,1.058
169.183,1.055
169.213,1.049
169.243,1.055
169.273,1.055
169.303,1.052
169.333,1.057
169.363,1.054
169.393,1.050
169.423,1.052
169.453,1.058
169.483,1.054
169.513,1.052
169.543,1.054
169.573,1.049
169.603,1.050
169.633,1.047
169.663,1.052
169.693,1.055
169.723,1.056
169.753,1.052
169.783,1.050
169.813,1.054
169.843,1.056
169.873,1.051
169.903,1.054
169.933,1.057
169.963,1.052
169.993,1.053
170.023,1.060
170.053,1.051
170.083,1.056
170.113,1.058
170.143,1.050
170.173,1.051
170.203,1.054
170.233,1.056
170.263,1.060
170.293,1.052
170.323,1.054
170.353,1.055
170.383,1.053
170.413,1.053
170.443,1.056
170.473,1.053
170.503,1.057
170.533,1.052
170.563,1.049
170.593,1.059
170.623,1.053
170.653,1.054
170.683,1.055
170.713,1.045
170.743,1.052
170.773,1.055
170.803,1.058
170.833,1.061
170.863,1.051
170.893,1.056
170.923,1.076
170.953,1.069
170.983,1.065
171.013,1.045
171.043,1.021
171.073,1.024
171.103,1.054
171.133,1.047
171.163,0.984
171.193,1.003
171.223,1.012
171.253,1.012
171.283,0.989
171.313,1.030
171.343,1.096
171.373,1.062
171.403,1.041
171.433,1.035
171.463,1.030
171.493,1.034
171.523,1.037
171.553,1.030
171.583,1.034
171.613,1.040
171.643,1.002
171.673,1.002
171.703,1.021
171.733,1.051
171.763,1.032
171.793,1.031
171.823,1.022
171.853,1.025
171.883,1.025
171.913,1.082
171.943,1.050
171.973,0.992
172.003,1.007
172.033,1.014
172.063,1.004
172.093,1.030
172.123,1.031
172.153,1.036
172.183,1.014
172.213,1.048
172.243,1.003
172.273,1.035
172.303,1.071
172.333,1.058
172.363,1.047
172.393,1.045
172.423,1.026
172.453,1.056
172.483,1.067
172.513,1.059
172.543,1.035
172.573,1.024
172.603,1.034
172.633,1.030
172.663,1.038
172.693,1.044
172.723,1.022
172.753,1.037
172.783,1.042
172.813,1.033
172.843,1.033
172.873,1.034
172.903,1.043
172.933,1.046
172.963,1.072
172.993,1.063
173.023,1.044
173.053,1.044
173.083,1.058
173.113,1.059
173.143,1.046
173.173,1.051
173.203,1.055
173.233,1.066
173.263,1.062
173.293,1.059
173.323,1.064
173.353,1.078
173.383,1.066
173.413,1.058
173.443,1.064
173.473,1.049
173.503,1.051
173.533,1.053
173.563,1.050
173.593,1.060
173.623,1.066
173.653,1.062
173.683,1.064
173.713,1.065
173.743,1.068
173.773,1.068
173.803,1.065
173.833,1.056
173.863,1.062
173.893,1.057
173.923,1.063
173.953,1.054
173.983,1.061
174.013,1.067
174.043,1.060
174.073,1.062
174.103,1.070
174.133,1.061
174.163,1.056
174.193,1.056
174.223,1.060
174.253,1.062
174.283,1.062
174.313,1.061
174.343,1.062
174.373,1.058
174.403,1.062
174.433,1.063
174.463,1.062
174.493,1.057
174.523,1.062
174.553,1.055
174.583,1.067
174.613,1.066
174.643,1.057
174.673,1.060
174.703,1.066
174.733,1.067
174.763,1.094
174.793,1.087
174.823,1.058
174.853,1.053
174.883,1.044
174.913,1.027
174.943,1.041
174.973,1.055
175.003,1.049
175.033,1.044
175.063,1.063
175.093,1.070
175.123,1.073
175.153,1.059
175.183,1.070
175.213,1.075
175.243,1.045
175.273,1.044
175.303,1.056
175.333,1.060
175.363,1.060
175.393,1.066
175.423,1.062
175.453,1.061
175.483,1.054
175.513,1.058
175.543,1.062
175.573,1.062
175.603,1.059
175.633,1.056
175.663,1.059
175.693,1.062
175.723,1.062
175.753,1.058
175.783,1.056
175.813,1.062
175.843,1.060
175.873,1.058
175.903,1.064
175.933,1.056
175.963,1.054
175.993,1.056
176.023,1.058
176.053,1.062
176.083,1.063
176.113,1.063
176.143,1.054
176.173,1.061
176.203,1.063
176.233,1.062
176.263,1.056
176.293,1.066
176.323,1.060
176.353,1.055
176.383,1.062
176.413,1.061
176.443,1.062
176.473,1.062
176.503,1.057
176.533,1.058
176.563,1.059
176.593,1.059
176.623,1.062
176.653,1.062
176.683,1.060
176.713,1.057
176.743,1.062
176.773,1.057
176.803,1.061
176.833,1.066
176.863,1.058
176.893,1.060
176.923,1.056
176.953,1.067
176.983,1.062
177.013,1.054
177.043,1.058
177.073,1.060
177.103,1.060
177.133,1.055
177.163,1.057
177.193,1.058
177.223,1.062
177.253,1.059
177.283,1.059
177.313,1.057
177.343,1.059
177.373,1.060
177.403,1.059
177.433,1.062
177.463,1.062
177.493,1.059
177.523,1.057
177.553,1.061
177.583,1.062
177.613,1.060
177.643,1.064
177.673,1.057
177.703,1.057
177.733,1.055
177.763,1.060
177.793,1.063
177.823,1.060
177.853,1.057
177.883,1.060
177.913,1.056
177.943,1.062
177.973,1.062
178.003,1.062
178.033,1.064
178.063,1.062
178.093,1.051
178.123,1.058
178.153,1.064
178.183,1.059
178.213,1.056
178.243,1.057
178.273,1.059
178.303,1.061
178.333,1.061
178.363,1.068
178.393,1.065
178.423,1.063
178.453,1.060
178.483,1.057
178.513,1.061
178.543,1.057
178.573,1.059
178.603,1.065
178.633,1.070
178.663,1.053
178.693,1.051
178.723,1.064
178.753,1.063
178.783,1.057
178.813,1.066
178.843,1.052
178.873,1.059
178.903,1.060
178.933,1.059
178.963,1.063
178.993,1.063
179.023,1.061
179.053,1.061
179.083,1.059
179.113,1.058
179.143,1.067
179.173,1.064
179.203,1.067
179.233,1.058
179.263,1.054
179.293,1.061
179.323,1.057
179.353,1.054
179.383,1.063
179.413,1.061
179.443,1.059
179.473,1.060
179.503,1.062
179.533,1.061
179.563,1.061
179.593,1.061
179.623,1.062
179.653,1.062
179.683,1.060
179.713,1.059
179.743,1.062
179.773,1.065
179.803,1.059
179.833,1.061
179.863,1.061
179.893,1.062
179.923,1.060
179.953,1.062
179.983,1.060
180.013,1.059
180.043,1.059
180.073,1.060
180.103,1.065
180.133,1.065
180.163,1.062
180.193,1.062
180.223,1.059
180.253,1.056
180.283,1.060
180.313,1.061
180.343,1.065
180.373,1.062
180.403,1.049
180.433,1.063
180.463,1.063
180.493,1.062
180.523,1.064
180.553,1.055
180.583,1.054
180.613,1.057
180.643,1.059
180.673,1.061
180.703,1.065
180.733,1.056
180.763,1.055
180.793,1.062
180.823,1.062
180.853,1.064
180.883,1.062
180.913,1.057
180.943,1.059
180.973,1.060
181.003,1.066
181.033,1.067
181.063,1.059
181.093,1.056
181.123,1.061
181.153,1.056
181.183,1.057
181.213,1.059
181.243,1.065
181.273,1.062
181.303,1.060
181.333,1.062
181.363,1.063
181.393,1.061
181.423,1.057
181.453,1.061
181.483,1.062
181.513,1.060
181.543,1.056
181.573,1.068
181.603,1.062
181.633,1.058
181.663,1.060
181.693,1.060
181.723,1.062
181.753,1.057
181.783,1.058
181.813,1.067
181.843,1.062
181.873,1.059
181.903,1.057
181.933,1.056
181.963,1.055
181.993,1.062
182.023,1.062
182.053,1.062
182.083,1.051
182.113,1.065
182.143,1.063
182.173,1.060
182.203,1.058
182.233,1.062
182.263,1.061
182.293,1.058
182.323,1.057
182.353,1.061
182.383,1.064
182.413,1.062
182.443,1.056
182.473,1.056
182.503,1.062
182.533,1.062
182.563,1.063
182.593,1.062
182.623,1.062
182.653,1.057
182.683,1.064
182.713,1.062
182.743,1.062
182.773,1.062
182.803,1.056
182.833,1.060
182.863,1.061
182.893,1.061
182.923,1.067
182.953,1.061
182.983,1.059
183.013,1.059
183.043,1.062
183.073,1.061
183.103,1.064
183.133,1.062
183.163,1.060
183.193,1.051
183.223,1.054
183.253,1.065
183.283,1.065
183.313,1.062
183.343,1.061
183.373,1.059
183.403,1.057
183.433,1.056
183.463,1.059
183.493,1.065
183.523,1.064
183.553,1.060
183.583,1.058
183.613,1.056
183.643,1.062
183.673,1.060
183.703,1.062
183.733,1.065
183.763,1.061
183.793,1.047
183.823,1.047
183.853,1.056
183.883,1.062
183.913,1.062
183.943,1.059
183.973,1.062
184.003,1.067
184.033,1.067
184.063,1.068
184.093,1.064
184.123,1.062
184.153,1.062
184.183,1.056
184.213,1.058
184.243,1.054
184.273,1.060
184.303,1.065
184.333,1.053
184.363,1.054
184.393,1.055
184.423,1.063
184.453,1.073
184.483,1.070
184.513,1.068
184.543,1.069
184.573,1.061
184.603,1.060
184.633,1.059
184.663,1.059
184.693,1.056
184.723,1.056
184.753,1.058
184.783,1.063
184.813,1.061
184.843,1.048
184.873,1.056
184.903,1.061
184.933,1.068
184.963,1.070
184.993,1.063
185.023,1.058
185.053,1.073
185.083,1.069
185.113,1.054
185.143,1.051
185.173,1.053
185.203,1.057
185.233,1.062
185.263,1.062
185.293,1.058
185.323,1.053
185.353,1.050
185.383,1.056
185.413,1.064
185.443,1.068
185.473,1.067
185.503,1.064
185.533,1.064
185.563,1.063
185.593,1.057
185.623,1.061
185.653,1.061
185.683,1.050
185.713,1.055
185.743,1.057
185.773,1.056
185.803,1.057
185.833,1.065
185.863,1.069
185.893,1.063
185.923,1.058
185.953,1.057
185.983,1.059
186.013,1.055
186.043,1.057
186.073,1.063
186.103,1.065
186.133,1.065
186.163,1.063
186.193,1.057
186.223,1.057
186.253,1.061
186.283,1.063
186.313,1.071
186.343,1.062
186.373,1.055
186.403,1.074
186.433,1.051
186.463,1.046
186.493,1.041
186.523,1.033
186.553,1.032
186.583,1.042
186.613,1.040
186.643,1.044
186.673,1.056
186.703,1.058
186.733,1.043
186.763,1.054
186.793,1.066
186.823,1.073
186.853,1.077
186.883,1.080
186.913,1.068
186.943,1.062
186.973,1.066
187.003,1.062
187.033,1.062
187.063,1.079
187.093,1.077
187.123,1.056
187.153,1.051
187.183,1.046
187.213,1.048
187.243,1.058
187.273,1.061
187.303,1.047
187.333,1.067
187.363,1.066
187.393,1.059
187.423,1.056
187.453,1.047
187.483,1.055
187.513,1.059
187.543,1.069
187.573,1.066
187.603,1.063
187.633,1.073
187.663,1.061
187.693,1.060
187.723,1.062
187.753,1.062
187.783,1.060
187.813,1.072
187.843,1.069
187.873,1.055
187.903,1.034
187.933,1.069
187.963,1.091
187.993,1.068
188.023,1.056
188.053,1.060
188.083,1.066
188.113,1.072
188.143,1.067
188.173,1.067
188.203,1.065
188.233,1.057
188.263,1.059
188.293,1.061
188.323,1.058
188.353,1.057
188.383,1.060
188.413,1.054
188.443,1.054
188.473,1.063
188.503,1.066
188.533,1.067
188.563,1.062
188.593,1.061
188.623,1.064
188.653,1.066
188.683,1.049
188.713,1.063
188.743,1.066
188.773,1.072
188.803,1.056
188.833,1.057
188.863,1.057
188.893,1.063
188.923,1.062
188.953,1.066
188.983,1.066
189.013,1.067
189.043,1.060
189.073,1.056
189.103,1.063
189.133,1.069
189.163,1.067
189.193,1.058
189.223,1.062
189.253,1.077
189.283,1.069
189.313,1.055
189.343,1.061
189.373,1.057
189.403,1.053
189.433,1.048
189.463,1.056
189.493,1.058
189.523,1.059
189.553,1.060
189.583,1.052
189.613,1.054
189.643,1.061
189.673,1.063
189.703,1.061
189.733,1.057
189.763,1.055
189.793,1.064
189.823,1.057
189.853,1.062
189.883,1.063
189.913,1.062
189.943,1.064
189.973,1.061
190.003,1.057
190.033,1.056
190.063,1.061
190.093,1.069
190.123,1.064
190.153,1.065
190.183,1.059
190.213,1.060
190.243,1.067
190.273,1.066
190.303,1.064
190.333,1.051
190.363,1.052
190.393,1.063
190.423,1.065
190.453,1.049
190.483,1.052
190.513,1.058
190.543,1.071
190.573,1.071
190.603,1.057
190.633,1.072
190.663,1.073
190.693,1.072
190.723,1.062
190.753,1.056
190.783,1.051
190.813,1.055
190.843,1.056
190.873,1.060
190.903,1.059
190.933,1.063
190.963,1.060
190.993,1.055
191.023,1.053
191.053,1.070
191.083,1.062
191.113,1.060
191.143,1.060
191.173,1.062
191.203,1.054
191.233,1.064
191.263,1.072
191.293,1.060
191.323,1.060
191.353,1.066
191.383,1.055
191.413,1.057
191.443,1.070
191.473,1.071
191.503,1.066
191.533,1.057
191.563,1.055
191.593,1.063
191.623,1.067
191.653,1.065
191.683,1.060
191.713,1.057
191.743,1.063
191.773,1.065
191.803,1.061
191.833,1.053
191.863,1.063
191.893,1.072
191.923,1.055
191.953,1.062
191.983,1.062
192.013,1.061
192.043,1.056
192.073,1.058
192.103,1.062
192.133,1.065
192.163,1.062
192.193,1.061
192.223,1.063
192.253,1.065
192.283,1.058
192.313,1.059
192.343,1.063
192.373,1.059
192.403,1.063
192.433,1.064
192.463,1.062
192.493,1.053
192.523,1.061
192.553,1.068
192.583,1.061
192.613,1.062
192.643,1.059
192.673,1.067
192.703,1.062
192.733,1.052
192.763,1.060
192.793,1.070
192.823,1.063
192.853,1.065
192.883,1.063
192.913,1.061
192.943,1.058
192.973,1.064
193.003,1.065
193.033,1.062
193.063,1.070
193.093,1.066
193.123,1.058
193.153,1.055
193.183,1.064
193.213,1.066
193.243,1.062
193.273,1.058
193.303,1.062
193.333,1.056
193.363,1.057
193.393,1.064
193.423,1.065
193.453,1.062
193.483,1.055
193.513,1.057
193.543,1.057
193.573,1.053
193.603,1.063
193.633,1.067
193.663,1.062
193.693,1.062
193.723,1.067
193.753,1.059
193.783,1.061
193.813,1.059
193.843,1.050
193.873,1.063
193.903,1.068
193.933,1.062
193.963,1.063
193.993,1.063
194.023,1.062
194.053,1.057
194.083,1.057
194.113,1.062
194.143,1.061
194.173,1.058
194.203,1.059
194.233,1.062
194.263,1.062
194.293,1.065
194.323,1.056
194.353,1.057
194.383,1.064
194.413,1.062
194.443,1.058
194.473,1.063
194.503,1.061
194.533,1.057
194.563,1.067
194.593,1.067
194.623,1.063
194.653,1.063
194.683,1.064
194.713,1.059
194.743,1.056
194.773,1.061
194.803,1.065
194.833,1.063
194.863,1.060
194.893,1.062
194.923,1.054
194.953,1.068
194.983,1.064
195.013,1.062
195.043,1.060
195.073,1.058
195.103,1.055
195.133,1.057
195.163,1.063
195.193,1.065
195.223,1.064
195.253,1.062
195.283,1.065
195.313,1.061
195.343,1.058
195.373,1.062
195.403,1.065
195.433,1.063
195.463,1.057
195.493,1.059
195.523,1.060
195.553,1.063
195.583,1.062
195.613,1.061
195.643,1.062
195.673,1.061
195.703,1.059
195.733,1.057
195.763,1.059
195.793,1.065
195.823,1.064
195.853,1.060
195.883,1.059
195.913,1.060
195.943,1.057
195.973,1.061
196.003,1.060
196.033,1.063
196.063,1.064
196.093,1.063
196.123,1.055
196.153,1.058
196.183,1.066
196.213,1.061
196.243,1.060
196.273,1.057
196.303,1.055
196.333,1.061
