df_hash,22ZHK4.RZ8R6V
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9180
person_label,v103
date_time_start,2026-03-02_12-31-30.462000_+03
date_time_start_unix,1772440290.462
date_time_end,2026-03-02_12-44-24.912000_+03
length_difference_noticed,no

time,battery
12.674,57
22.577,57
32.588,57
42.589,57
52.649,57
62.643,57
72.588,57
82.588,57
92.575,57
102.815,57
132.618,56
142.672,56
152.654,56
162.550,56
172.550,56
182.633,56
192.581,56
202.672,56
212.720,56
222.562,56
232.556,56
242.559,56
252.543,56
262.537,56
272.531,56
282.528,55
292.615,55
302.561,55
312.605,55
322.548,55
332.542,55
342.536,55
352.626,55
362.745,55
372.526,55
382.559,55
392.553,55
402.598,55
412.548,55
422.562,55
432.528,55
442.523,55
452.516,54
462.558,54
472.504,54
482.545,54
492.540,54
502.533,54
512.527,54
522.571,54
532.515,54
542.540,54
552.508,54
562.497,54
572.490,54
582.548,54
752.508,54
762.505,54
