df_hash,22ZHK4.9B8R50
319.687,34.844
320.630,34.781
321.726,34.781
322.629,34.812
323.604,34.781
324.629,34.781
325.654,34.812
326.627,34.812
327.602,34.844
328.626,34.844
329.604,34.812
330.674,34.906
331.894,34.906
332.623,34.875
333.598,34.875
334.635,34.875
335.597,34.844
336.620,34.844
337.596,34.844
338.620,34.812
339.602,34.812
340.618,34.812
341.593,34.844
342.714,34.844
343.594,34.844
344.616,34.844
345.786,34.875
346.619,34.875
347.638,34.875
348.860,34.875
349.642,34.906
350.612,34.906
351.587,34.906
352.611,34.938
353.610,34.969
354.610,35.000
355.587,35.000
356.903,34.969
357.596,35.000
358.607,35.000
359.874,34.969
360.606,34.969
361.636,35.000
362.610,34.969
363.629,34.906
364.624,34.906
365.584,34.875
366.602,34.875
367.626,34.844
368.910,34.812
369.625,34.812
370.846,34.812
371.624,34.812
372.599,34.812
373.771,34.875
374.640,34.875
375.621,34.875
376.596,34.906
377.620,34.969
378.599,35.000
379.624,35.000
380.599,35.000
381.617,35.031
382.593,35.031
383.617,35.000
384.738,35.000
385.615,34.969
386.639,34.938
387.811,34.938
388.629,34.906
389.612,34.938
390.588,34.938
391.611,34.906
392.637,34.938
393.610,34.969
394.595,34.969
395.609,34.969
396.588,34.969
397.656,35.000
398.583,35.000
399.607,34.969
400.979,34.938
401.609,34.938
402.580,34.938
403.605,34.938
404.579,34.969
405.625,34.969
406.877,34.969
407.605,34.938
408.577,34.969
409.606,34.969
410.578,35.031
411.992,35.031
412.574,35.062
413.598,35.031
414.621,35.031
415.597,35.031
416.621,35.000
417.596,35.031
418.668,35.031
419.618,35.062
420.620,35.062
421.616,35.062
422.619,35.062
423.592,35.094
424.616,35.125
425.591,35.125
426.614,35.156
427.589,35.188
428.617,35.219
429.588,35.188
430.611,35.219
431.593,35.188
432.687,35.156
433.586,35.125
434.610,35.125
435.586,35.125
436.608,35.125
437.587,35.125
438.607,35.125
439.654,35.125
440.605,35.062
441.582,35.062
442.605,35.125
443.607,35.125
444.645,35.125
445.578,35.094
446.603,35.094
447.675,35.062
448.603,35.062
449.673,35.031
450.600,35.031
451.575,35.031
452.619,35.000
453.573,34.969
454.597,34.969
455.572,35.000
456.596,35.031
457.620,35.000
458.595,35.000
459.570,35.000
460.618,35.031
461.621,35.031
462.592,35.062
463.665,35.062
464.591,35.062
465.615,35.031
466.643,35.000
467.614,35.031
468.589,35.094
469.612,35.000
470.588,35.000
471.611,35.031
472.586,35.031
473.610,35.125
474.682,35.156
475.660,35.188
476.584,35.188
477.623,35.219
478.672,35.188
479.606,35.250
480.581,35.250
481.605,35.250
482.580,35.281
483.872,35.156
484.579,35.125
485.602,35.094
486.578,35.094
487.601,35.125
488.725,35.125
489.610,35.156
