df_hash,22ZHK4.YQ10CM
430.618,26
431.496,19
432.400,21
433.593,26
434.563,33
435.395,44
436.567,66
437.443,71
438.612,75
439.539,75
440.574,72
441.342,71
442.512,77
443.392,75
444.319,38
445.488,39
446.412,44
447.294,39
448.505,38
449.387,43
450.264,63
451.531,59
452.360,67
453.241,70
454.407,75
455.334,79
456.211,86
457.480,70
458.454,64
459.480,65
460.355,67
461.281,67
462.450,64
463.622,81
464.255,87
465.132,83
466.302,85
467.520,83
468.106,82
469.276,78
470.211,80
471.080,80
472.298,78
473.176,77
474.150,79
475.274,82
476.149,79
477.027,80
478.245,75
479.317,72
480.001,71
481.220,70
482.097,69
482.976,72
484.194,77
485.070,88
485.947,85
487.167,88
488.044,87
488.921,88
490.141,85
491.115,89
491.896,87
493.131,8
493.991,11
495.012,19
496.091,18
497.007,2
498.183,0
499.074,2
499.987,22
500.835,0
502.036,100
503.204,89
503.839,31
505.010,0
505.886,0
506.814,0
508.028,0
508.861,31
509.786,0
510.957,0
511.839,4
512.760,5
513.930,1
514.809,0
515.734,0
516.903,0
517.830,0
518.711,0
519.878,16
520.755,0
521.679,0
640.784,100
642.100,100
642.848,100
643.803,100
644.929,0
645.884,0
646.780,15
647.902,4
648.925,13
649.709,0
651.030,0
651.806,0
652.727,0
653.850,0
654.776,11
655.656,21
656.880,0
657.750,16
658.629,16
659.848,0
660.728,0
661.602,0
662.820,0
663.703,100
664.583,100
665.795,100
666.720,100
667.550,82
668.777,3
669.691,4
670.573,9
671.742,11
672.620,8
673.545,7
674.766,8
675.593,7
676.521,0
677.692,0
678.661,0
679.494,17
680.663,0
681.733,0
682.533,0
683.683,0
684.564,24
685.442,0
686.706,0
687.583,11
688.533,10
689.728,16
690.530,24
691.391,34
692.702,10
693.536,14
694.367,17
695.599,17
696.460,17
697.387,16
698.568,13
699.433,39
700.359,48
701.624,18
702.452,0
703.433,19
704.503,0
705.381,0
706.309,15
707.496,12
708.550,15
709.313,7
710.454,7
711.474,7
712.261,8
713.584,7
714.352,8
715.274,4
716.399,26
717.325,15
718.306,0
719.469,0
720.301,0
721.181,15
722.590,40
723.418,0
724.204,0
725.369,0
726.246,0
727.173,0
728.438,6
729.220,35
730.246,0
731.317,9
732.194,0
733.124,0
734.339,0
735.170,2
736.100,7
