df_hash,22ZHK4.YQ10CM
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9FSC
person_label,V25
date_time_start,2025-08-05_11-47-51.382000_+03
date_time_start_unix,1754376471.382
date_time_end,2025-08-05_12-00-13.165000_+03
length_difference_noticed,no

time,ppg_quality
57.683,94
60.713,92
61.723,92
62.733,94
64.753,96
66.773,93
67.783,93
68.793,94
71.823,94
73.843,95
75.863,95
77.883,93
78.893,94
79.903,97
80.913,99
82.933,97
84.953,96
86.973,103
88.993,97
90.003,96
91.013,96
94.043,93
95.053,93
96.063,90
98.083,90
100.103,90
102.123,90
103.133,97
104.143,98
105.153,96
107.173,97
109.193,99
110.203,101
111.213,100
112.223,100
113.233,98
115.253,97
116.263,98
118.283,95
120.303,94
122.323,95
124.343,93
125.353,97
126.363,98
127.373,97
128.383,94
129.393,95
131.413,93
133.433,94
134.443,94
135.453,90
137.473,90
138.483,93
139.493,92
140.503,90
142.523,91
144.543,94
145.553,97
146.563,98
148.583,93
149.593,92
151.613,98
153.633,96
155.653,93
156.663,94
158.683,93
159.693,93
160.703,91
162.723,86
164.743,87
166.763,88
168.783,89
169.793,90
170.803,91
171.813,91
172.823,92
173.833,94
174.843,94
175.853,93
177.873,91
179.893,89
180.903,89
181.913,91
182.923,95
184.943,93
185.953,92
186.963,94
187.973,94
188.983,95
191.003,99
193.023,91
196.053,96
198.073,94
200.093,92
202.113,92
203.123,94
204.133,92
205.143,90
207.163,89
209.183,88
211.203,89
213.223,89
215.243,91
217.263,92
218.273,91
219.283,87
220.293,85
222.313,84
223.323,83
224.333,83
226.353,82
227.363,84
229.383,90
231.403,95
233.423,94
235.443,97
236.453,100
237.463,98
238.473,97
240.493,97
242.513,94
244.533,94
246.553,86
247.563,82
248.573,86
249.583,87
251.603,68
252.613,49
253.623,42
255.643,36
257.663,26
259.683,17
261.703,36
262.713,55
263.723,59
264.733,58
266.753,66
268.773,70
270.793,71
271.803,68
273.823,67
275.843,73
277.863,76
279.883,83
280.893,86
281.903,88
282.913,91
284.933,93
286.953,91
288.973,87
290.993,85
293.013,84
295.033,84
296.043,87
298.063,90
300.083,90
302.103,90
304.123,88
306.143,87
307.153,87
309.173,88
310.183,87
311.193,87
313.213,85
315.233,85
317.253,84
320.283,74
322.303,68
324.323,70
326.343,72
327.353,71
328.363,71
331.393,84
333.413,84
335.433,81
337.453,77
338.463,75
339.473,64
340.483,53
342.503,43
344.523,40
346.543,39
347.553,39
348.563,39
350.583,66
351.593,78
352.603,78
353.613,79
355.633,91
356.643,93
357.653,89
358.663,89
359.673,84
360.683,81
361.693,76
362.703,71
364.723,67
366.743,65
368.763,38
370.783,26
371.793,26
372.803,34
373.813,35
374.823,31
375.833,25
377.853,38
379.873,65
381.893,75
383.913,73
384.923,77
385.933,84
386.943,83
388.963,72
389.973,74
390.983,74
391.993,74
394.013,70
395.023,65
396.033,61
398.053,69
400.073,74
402.093,72
403.103,74
405.123,84
406.133,87
407.143,88
409.163,89
411.183,85
413.203,86
415.223,79
417.243,79
418.253,80
420.273,85
421.283,91
422.293,92
424.313,90
426.333,94
428.353,99
431.383,77
433.403,63
434.413,54
435.423,44
436.433,45
437.443,42
438.453,38
439.463,33
442.493,60
444.513,76
446.533,74
448.553,60
450.573,50
451.583,48
453.603,45
455.623,46
457.643,58
459.663,73
461.683,58
462.693,49
464.713,45
465.723,45
466.733,46
468.753,50
470.773,65
472.793,81
475.823,82
477.843,82
479.863,79
481.883,77
482.893,75
483.903,76
484.913,76
486.933,75
488.953,76
490.973,78
492.993,80
494.003,81
495.013,81
496.023,70
497.033,105
498.043,95
500.063,72
502.083,74
504.103,67
506.123,69
508.143,65
509.153,64
510.163,59
512.183,41
514.203,39
516.223,42
517.233,13
519.253,29
520.263,43
521.273,43
522.283,45
523.293,39
524.303,42
526.323,36
528.343,23
530.363,11
531.373,13
532.383,11
534.403,10
535.413,10
536.423,15
538.443,16
539.453,13
540.463,16
541.473,16
542.483,16
543.493,8
544.503,5
545.513,7
546.523,4
548.543,1
549.553,6
551.573,15
552.583,24
553.593,41
555.613,41
557.633,39
559.653,56
561.673,60
563.693,66
565.713,58
566.723,58
567.733,60
568.743,54
569.753,49
570.763,35
571.773,22
572.783,13
573.793,7
574.803,9
575.813,11
577.833,6
578.843,6
581.873,10
582.883,17
583.893,23
584.903,26
585.913,30
586.923,45
587.933,55
589.953,82
590.963,101
591.973,111
592.983,111
593.993,99
595.003,100
596.013,53
598.033,57
599.043,55
600.053,41
601.063,29
603.083,54
604.093,41
605.103,59
607.123,97
609.143,89
611.163,76
613.183,41
615.203,57
616.213,53
619.243,29
621.263,43
622.273,64
624.293,67
626.313,68
627.323,86
628.333,100
629.343,114
630.353,123
632.373,96
634.393,70
635.403,55
636.413,41
637.423,19
640.453,2
642.473,28
644.493,32
646.513,35
647.523,43
648.533,60
650.553,48
651.563,35
653.583,19
654.593,14
656.613,36
658.633,54
659.643,38
660.653,43
662.673,68
663.683,38
665.703,13
666.713,14
670.753,1
676.813,1
681.863,23
682.873,14
683.883,15
685.903,39
686.913,42
687.923,54
688.933,50
689.943,46
690.953,44
691.963,37
703.073,19
704.083,24
705.093,33
707.113,70
708.123,61
709.133,44
711.153,53
712.163,50
713.173,59
715.193,64
717.213,64
718.223,76
719.233,101
721.253,125
723.273,119
725.293,47
727.503,44
729.523,35
731.543,16
733.563,18
734.573,13
735.583,65
737.603,50
739.623,39
