df_hash,22ZHK4.YQ10CM
430.615,75
431.492,75
432.396,75
433.588,75
434.487,79
435.392,83
436.562,82
437.440,83
438.367,82
439.536,82
440.566,82
441.339,82
442.509,82
443.387,82
444.313,82
445.483,82
446.364,82
447.287,82
448.457,82
449.383,82
450.260,82
451.435,82
452.357,83
453.234,83
454.404,83
455.331,83
456.208,83
457.476,83
458.307,83
459.477,83
460.351,83
461.278,83
462.161,83
463.329,83
464.251,83
465.129,82
466.299,82
467.267,82
468.102,82
469.272,82
470.199,83
471.076,84
472.295,84
473.172,84
474.051,84
475.269,84
476.146,84
477.024,84
478.242,83
479.124,83
479.997,83
481.216,83
482.093,83
482.971,83
484.189,82
485.067,82
485.944,81
487.163,81
488.041,80
488.918,80
490.137,80
491.021,80
491.892,80
493.111,80
493.988,80
494.892,80
496.087,80
496.970,80
497.910,80
499.060,80
499.955,80
500.831,80
502.032,80
502.928,80
503.835,80
505.006,80
505.883,80
506.809,80
508.012,80
508.856,80
509.782,80
510.952,80
511.834,80
512.756,80
513.926,80
514.804,80
515.730,80
516.900,80
517.826,80
518.705,80
519.874,80
520.752,53
640.781,74
641.953,46
642.845,43
643.772,40
644.925,45
645.862,44
646.750,43
647.899,43
648.826,43
649.703,43
651.022,43
651.799,43
652.681,43
653.847,43
654.773,43
655.651,44
656.865,43
657.747,43
658.624,43
659.843,43
660.724,43
661.598,43
662.817,43
663.694,44
664.577,41
665.791,39
666.674,38
667.546,38
668.765,38
669.672,38
670.569,38
671.738,38
672.616,38
673.542,38
674.761,38
675.590,38
676.516,38
677.686,38
678.566,38
679.490,38
680.660,38
681.620,38
682.515,38
683.669,38
684.560,46
685.438,43
686.679,42
687.556,42
688.529,42
689.634,42
690.527,47
691.387,50
692.625,47
693.531,46
694.359,46
695.578,46
696.456,46
697.382,46
698.552,46
699.430,49
700.356,51
701.543,49
702.418,48
703.350,48
704.500,48
705.377,48
706.304,48
707.490,48
708.427,48
709.307,48
710.448,48
711.390,48
712.254,48
713.581,48
714.348,48
715.255,48
716.396,47
717.322,47
718.300,47
719.446,47
720.296,47
721.175,47
722.393,51
723.271,49
724.198,48
725.366,48
726.243,48
727.170,48
728.360,48
729.217,50
730.149,49
731.313,48
732.191,48
733.119,48
734.336,48
735.165,48
736.092,48
