df_hash,22ZHK4.YQ10CM
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9FSC
person_label,V25
date_time_start,2025-08-05_11-47-51.382000_+03
date_time_start_unix,1754376471.382
date_time_end,2025-08-05_12-00-13.165000_+03
length_difference_noticed,no

time,spo2
35.901,97
36.728,97
38.531,97
39.360,97
40.189,97
41.891,97
42.723,97
43.504,97
45.066,97
45.937,97
46.815,97
47.598,97
48.670,97
50.036,97
50.864,97
51.743,97
52.616,97
54.082,97
54.911,97
55.886,97
56.033,97
58.579,97
59.395,97
60.380,97
61.883,97
62.784,97
63.588,97
64.368,97
64.462,97
67.829,97
68.752,97
69.532,97
70.462,97
71.194,97
71.291,97
72.997,97
73.679,97
73.776,97
75.337,97
76.313,97
78.118,97
79.041,97
79.922,97
80.748,97
81.580,97
82.405,97
83.282,97
84.157,97
85.915,97
86.744,97
87.574,97
88.401,97
89.230,97
90.104,97
92.301,97
93.180,97
93.859,97
94.495,97
95.323,97
96.347,97
97.030,97
97.712,97
98.693,97
99.516,97
100.349,97
101.173,97
102.065,97
102.838,97
103.660,97
104.539,97
105.367,97
105.658,97
107.175,97
107.852,97
108.685,97
109.656,97
110.530,97
110.777,97
112.045,97
112.874,97
113.702,97
114.385,97
115.258,97
116.188,97
119.846,97
120.770,97
121.605,97
122.428,97
123.308,97
124.134,97
125.108,97
127.158,97
128.133,97
128.961,97
129.057,97
130.523,97
133.007,97
133.835,97
133.929,97
135.349,97
136.224,97
137.059,97
138.027,97
138.857,97
139.686,97
140.513,97
141.344,97
142.179,97
143.001,97
143.097,97
145.824,97
147.584,98
148.413,98
149.389,98
150.361,98
152.459,98
153.290,98
154.166,98
156.650,98
160.402,98
161.135,98
162.597,98
163.426,98
164.990,98
166.689,98
167.517,98
168.984,98
169.666,98
171.228,98
172.102,98
172.883,98
173.566,98
174.251,98
174.586,98
177.175,98
177.856,98
178.587,98
179.464,98
180.245,98
181.073,98
181.170,98
183.584,98
184.388,98
185.119,98
186.776,98
187.461,98
188.290,98
189.126,98
189.948,98
190.819,98
191.795,98
192.525,98
193.309,98
193.991,98
194.674,98
195.408,98
195.649,98
196.917,98
197.891,98
200.280,98
201.111,98
201.986,98
203.449,98
204.132,98
204.815,98
206.374,98
208.714,98
211.199,98
212.077,98
212.805,98
214.125,98
217.740,98
220.657,98
221.340,98
222.074,98
222.901,98
223.728,98
224.413,98
225.290,98
226.751,98
227.488,98
229.968,98
230.800,98
231.774,98
232.601,98
233.432,98
234.260,98
235.087,98
238.841,98
239.714,98
239.772,98
240.446,98
242.203,98
259.706,98
260.285,98
267.212,98
269.406,98
271.937,98
273.308,98
274.672,98
275.501,98
276.232,98
277.596,98
278.428,98
279.157,98
282.627,98
282.809,99
284.569,99
284.860,99
288.031,99
292.905,99
295.390,99
296.072,99
297.487,99
298.168,99
299.142,99
309.576,99
310.258,99
316.110,99
318.399,99
327.223,99
328.196,99
328.730,99
329.173,99
329.269,99
330.684,99
332.054,99
340.390,99
341.067,99
349.353,99
349.989,99
350.691,99
352.474,99
356.911,99
358.616,98
359.344,98
370.560,98
371.973,98
375.386,98
377.917,98
379.286,99
380.014,99
381.427,99
384.166,98
386.013,98
393.081,98
404.980,98
405.858,98
406.585,98
408.927,98
450.411,98
467.664,98
469.077,98
471.400,98
472.539,98
485.705,98
485.799,98
487.216,98
