df_hash,22ZHK4.6M747Q
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.CN3T
person_label,V72
date_time_start,2025-11-03_12-57-37.237000_+03
date_time_start_unix,1762160257.237
date_time_end,2025-11-03_13-06-23.614000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.602,-0.486,0.912,-0.002
4.612,-0.482,0.910,0.002
4.622,-0.488,0.916,0.002
4.632,-0.486,0.916,-0.002
4.642,-0.486,0.916,0.000
4.652,-0.486,0.914,0.000
4.662,-0.484,0.910,0.000
4.672,-0.490,0.908,-0.004
4.681,-0.490,0.908,-0.002
4.691,-0.488,0.908,-0.004
4.701,-0.486,0.906,-0.002
4.711,-0.486,0.908,0.000
4.721,-0.488,0.910,-0.004
4.731,-0.490,0.910,0.000
4.741,-0.490,0.908,-0.002
4.751,-0.492,0.908,-0.002
4.761,-0.488,0.908,-0.002
4.771,-0.488,0.910,-0.004
4.781,-0.488,0.910,-0.004
4.791,-0.490,0.912,-0.004
4.801,-0.488,0.912,-0.004
4.811,-0.488,0.910,-0.004
4.821,-0.488,0.912,-0.006
4.831,-0.488,0.910,-0.006
4.840,-0.486,0.912,-0.004
4.850,-0.484,0.908,0.000
4.860,-0.486,0.906,-0.004
4.870,-0.486,0.912,0.000
4.880,-0.488,0.912,0.004
4.890,-0.488,0.912,0.004
4.900,-0.486,0.910,0.000
4.910,-0.484,0.908,-0.004
4.920,-0.490,0.906,-0.006
4.930,-0.496,0.906,-0.006
4.940,-0.492,0.910,-0.004
4.950,-0.496,0.914,-0.002
4.960,-0.492,0.912,-0.004
4.970,-0.488,0.912,-0.002
4.980,-0.486,0.906,0.000
4.989,-0.486,0.908,0.000
4.999,-0.486,0.906,-0.006
5.009,-0.486,0.908,-0.004
5.019,-0.490,0.910,-0.002
5.029,-0.488,0.914,0.002
5.039,-0.488,0.912,0.004
5.049,-0.486,0.912,0.002
5.059,-0.486,0.908,-0.002
5.069,-0.488,0.908,0.000
5.079,-0.486,0.906,0.000
5.089,-0.490,0.906,-0.002
5.099,-0.492,0.908,-0.004
5.109,-0.494,0.910,-0.002
5.119,-0.494,0.910,-0.002
5.129,-0.492,0.906,-0.002
5.138,-0.488,0.914,0.002
5.148,-0.484,0.912,-0.002
5.158,-0.484,0.912,-0.002
5.168,-0.480,0.908,0.004
5.178,-0.479,0.908,0.002
5.188,-0.480,0.912,-0.004
5.198,-0.486,0.914,0.002
5.208,-0.488,0.916,0.002
5.218,-0.486,0.912,-0.002
5.228,-0.484,0.912,-0.002
5.238,-0.486,0.914,0.002
5.248,-0.486,0.908,0.000
5.258,-0.484,0.908,-0.002
5.268,-0.488,0.906,-0.002
5.278,-0.488,0.908,-0.002
5.288,-0.490,0.910,0.000
5.297,-0.490,0.912,0.000
