df_hash,22ZHK4.QGNKHU
319.164,34.781
320.139,34.812
321.165,34.812
322.137,34.812
323.161,34.812
324.151,34.812
325.159,34.750
326.137,34.750
327.159,34.750
328.133,34.750
329.157,34.750
330.137,34.750
331.158,34.750
332.426,34.781
333.155,34.781
334.152,34.781
335.154,34.781
336.128,34.781
337.396,34.781
338.132,34.812
339.154,34.812
340.126,34.844
341.149,34.844
342.180,34.844
343.169,34.812
344.123,34.812
345.147,34.781
346.173,34.781
347.146,34.781
348.173,34.656
349.144,34.688
350.168,34.688
351.143,34.688
352.172,34.719
353.213,34.750
354.165,34.750
355.140,34.750
356.164,34.750
357.141,34.812
358.166,34.875
359.138,34.875
360.161,34.875
361.137,34.844
362.160,34.812
363.284,34.812
364.162,34.812
365.146,34.812
366.160,34.844
367.133,34.875
368.158,34.875
369.375,34.875
370.155,34.906
371.130,34.938
372.157,34.875
373.169,34.875
374.210,34.844
375.128,34.875
376.251,34.875
377.177,34.875
378.150,34.906
379.125,34.875
380.150,34.875
381.124,34.875
382.147,34.906
383.122,34.938
384.185,34.969
385.144,34.969
386.147,34.969
387.120,34.938
388.156,34.906
389.265,34.938
390.253,34.875
391.121,34.906
392.141,34.906
393.236,34.938
394.190,34.938
395.163,34.969
396.237,34.969
397.162,34.906
398.137,34.938
399.160,34.938
400.160,34.969
401.160,34.969
402.135,34.969
403.167,34.969
404.231,35.000
405.208,34.938
406.332,34.938
407.159,35.062
408.392,35.031
409.155,35.062
410.130,35.062
411.156,35.031
412.128,35.031
413.153,35.000
414.132,35.000
415.150,35.031
416.126,35.062
417.155,35.031
418.125,35.000
419.152,34.969
420.133,35.000
421.147,35.000
422.146,35.031
423.149,35.062
424.159,35.062
425.339,35.125
426.176,35.094
427.191,35.094
428.315,35.094
429.239,35.125
430.120,35.125
431.142,35.156
432.115,35.156
433.139,35.125
434.115,35.125
435.138,35.125
436.161,35.125
437.137,35.156
438.260,35.156
439.209,35.125
440.110,35.156
441.134,35.156
442.304,35.156
443.576,35.125
444.157,35.125
445.228,35.125
446.155,35.125
447.130,35.125
448.159,35.125
449.129,35.156
450.152,35.156
451.128,35.156
452.154,35.156
453.129,35.250
454.150,35.312
455.128,35.312
456.149,35.344
457.124,35.312
458.148,35.312
459.598,35.344
460.195,35.312
461.170,35.344
462.149,35.344
463.464,35.344
464.170,35.281
465.120,35.281
466.243,35.281
467.118,35.312
468.141,35.312
469.165,35.281
470.140,35.250
471.510,35.250
472.139,35.250
473.114,35.219
474.187,35.219
475.259,35.188
476.137,35.188
477.119,35.188
478.135,35.188
479.110,35.219
480.186,35.188
481.113,35.219
482.134,35.219
483.107,35.250
484.131,35.250
485.107,35.250
486.130,35.250
487.203,35.250
488.130,35.250
489.104,35.250
490.127,35.281
491.173,35.281
492.424,35.250
493.150,35.219
494.125,35.219
495.148,35.219
496.124,35.250
497.147,35.250
498.154,35.250
499.146,35.281
500.121,35.250
501.146,35.281
502.120,35.281
503.144,35.375
504.122,35.344
505.142,35.344
506.188,35.375
507.141,35.375
508.116,35.344
509.143,35.344
510.115,35.344
511.152,35.281
512.137,35.312
513.137,35.219
514.182,35.250
515.135,35.250
516.116,35.281
517.139,35.250
518.255,35.219
519.279,35.219
520.108,35.219
521.132,35.219
522.196,35.156
