df_hash,22ZHK4.QGNKHU
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.M000
person_label,V84
date_time_start,2025-11-03_17-16-01.922000_+03
date_time_start_unix,1762175761.922
date_time_end,2025-11-03_17-24-49.400000_+03
length_difference_noticed,no

time,heart_rate
14.736,82
15.660,82
16.830,82
17.708,82
18.584,82
19.803,83
20.680,84
21.607,84
22.776,84
23.656,85
24.600,87
25.753,87
26.676,88
27.556,88
28.724,88
29.695,88
30.527,88
31.774,88
32.672,88
33.503,89
34.720,89
35.597,90
36.500,91
37.693,91
38.570,92
39.496,93
40.666,93
41.595,94
42.471,94
43.640,94
44.572,94
45.443,94
47.003,94
47.540,95
48.712,95
49.636,94
50.513,93
51.397,93
52.609,93
53.539,93
54.364,94
55.583,94
56.466,95
57.587,95
58.574,95
59.455,95
60.361,95
61.530,95
62.411,96
63.333,96
64.848,97
65.381,98
66.698,98
67.481,98
68.403,98
69.284,98
70.451,98
71.613,98
72.256,98
73.717,98
74.364,97
75.229,97
76.446,97
77.324,97
78.206,97
79.421,96
80.299,94
81.175,93
82.394,92
83.271,92
84.148,92
85.367,91
86.317,90
87.171,90
88.414,90
89.230,90
90.193,89
91.658,88
92.240,86
93.118,84
94.291,82
95.215,82
96.095,82
97.261,83
98.191,84
99.072,85
100.293,86
101.173,86
102.039,87
103.274,87
104.187,87
105.158,87
106.241,87
107.162,87
108.034,88
109.256,88
110.082,88
111.012,89
112.230,89
113.223,89
113.982,89
115.185,89
116.081,88
116.955,88
118.174,88
119.053,88
119.971,88
121.207,88
122.025,90
122.903,91
124.124,91
124.999,90
125.925,90
127.104,90
128.056,90
128.951,91
130.166,92
130.946,92
131.901,93
133.046,93
133.969,93
134.848,93
136.074,92
136.956,91
137.819,91
138.989,90
139.915,90
140.793,90
142.012,90
142.889,90
143.766,90
144.985,90
145.863,90
147.084,90
148.007,91
148.836,92
149.763,92
150.991,93
151.810,93
152.736,93
153.906,93
154.832,93
155.712,92
157.175,92
157.807,91
158.683,91
159.895,91
160.779,90
161.728,90
162.876,90
163.753,90
164.639,90
165.849,91
166.727,91
167.604,91
168.823,91
169.700,90
170.627,90
171.925,90
172.674,91
173.844,92
174.770,92
175.807,92
176.598,91
177.751,91
178.965,91
179.548,92
180.717,92
181.644,93
182.521,93
183.744,93
184.668,93
185.509,93
186.713,94
187.593,94
188.542,94
189.689,94
190.595,94
191.491,95
192.710,95
193.833,95
194.468,95
195.673,95
196.577,95
197.442,95
198.631,95
199.534,95
200.412,95
201.828,95
202.512,95
203.413,95
204.555,95
205.481,95
206.359,95
207.578,95
208.504,94
209.365,92
210.551,91
211.527,90
212.326,90
213.772,90
214.404,90
215.575,90
216.501,90
217.672,90
218.303,90
219.472,90
220.398,91
221.277,92
222.455,93
223.372,94
224.255,94
225.419,94
226.351,94
227.226,94
228.442,95
229.319,95
230.343,96
231.416,96
232.588,96
233.174,96
234.389,96
235.267,96
236.194,95
237.367,95
238.245,95
239.169,95
240.472,95
241.214,95
242.189,95
243.359,91
244.237,90
245.114,89
246.284,90
247.222,91
248.088,92
249.404,93
250.187,94
251.061,94
252.329,96
253.210,97
254.035,99
255.254,100
256.131,101
257.057,103
258.241,104
259.105,105
260.031,104
261.205,102
262.371,102
263.005,102
264.178,102
265.107,101
266.173,101
267.151,98
268.172,96
269.001,94
270.171,93
271.048,94
272.023,93
273.198,93
274.058,93
274.950,93
276.118,94
276.995,94
277.873,95
279.092,95
279.975,95
280.895,95
282.114,95
282.991,95
283.869,95
285.039,95
285.938,95
287.065,95
288.013,95
288.988,94
289.830,93
290.986,93
291.915,93
292.792,93
293.960,93
294.886,93
295.764,93
296.958,93
297.860,93
299.032,92
299.956,92
300.980,92
301.711,92
302.936,96
303.809,97
304.685,98
305.903,99
306.783,99
307.707,99
308.877,99
309.755,99
310.681,98
311.876,98
312.777,97
313.654,97
314.824,97
315.751,97
316.634,97
317.798,97
318.724,97
319.602,97
320.821,98
321.698,98
322.624,98
324.041,98
324.673,97
325.549,96
326.768,96
327.645,96
328.574,96
329.744,97
330.648,98
331.545,100
332.720,101
333.636,101
334.521,100
335.689,99
336.615,98
337.493,98
339.104,98
339.589,99
340.468,99
341.685,99
342.563,100
343.440,100
344.659,102
345.547,103
346.417,103
347.633,103
348.510,103
349.436,103
350.606,103
351.484,103
352.410,103
353.580,102
354.457,102
355.407,101
356.554,100
357.480,100
358.357,99
359.527,99
360.454,99
361.331,100
362.550,100
363.427,99
364.305,98
365.527,97
366.401,96
367.278,96
368.497,96
369.378,97
370.324,98
371.471,99
372.372,100
373.275,101
374.489,101
375.373,101
376.262,101
377.476,101
378.345,101
379.222,101
380.441,102
381.318,103
382.196,105
383.493,106
384.292,108
385.169,109
386.388,110
387.266,111
388.192,112
389.362,113
390.261,113
391.166,113
392.374,112
393.239,111
394.139,110
395.344,110
396.240,109
397.150,109
398.332,109
399.209,108
400.094,108
401.305,108
402.183,108
403.071,108
404.282,108
405.303,108
406.034,108
407.253,108
408.134,110
409.008,111
410.227,111
411.104,111
412.031,111
413.200,112
414.123,112
415.004,113
416.174,113
417.055,113
417.978,114
419.199,114
420.074,114
420.951,114
422.149,113
423.048,112
423.931,112
425.144,111
426.025,111
426.899,111
428.118,111
428.995,111
