df_hash,22ZHK4.QGNKHU
429.874,111
431.091,111
432.001,112
432.947,112
434.065,112
434.942,113
435.869,113
437.039,112
437.965,112
438.914,112
440.012,112
440.939,106
441.909,104
442.989,102
443.913,102
444.790,102
446.017,102
446.886,97
447.764,94
448.986,91
449.860,90
450.737,89
451.957,89
452.854,89
453.798,89
454.930,89
455.807,88
456.733,88
457.903,89
458.831,88
459.707,88
460.877,88
461.803,88
462.681,88
464.144,88
464.777,88
465.655,88
466.873,89
467.790,90
468.999,92
469.848,93
470.725,94
471.602,95
472.821,95
473.747,96
474.625,96
475.795,97
476.672,98
477.598,98
479.034,99
479.646,99
480.676,100
481.791,100
482.668,100
483.546,100
484.764,100
485.642,100
486.519,100
487.690,100
488.621,100
489.496,100
490.712,100
491.589,100
492.472,100
493.715,101
494.564,101
495.489,100
496.659,100
497.537,100
498.463,100
499.635,100
500.510,100
501.437,100
502.607,100
503.533,99
504.410,98
505.606,98
506.510,98
507.384,98
508.557,98
509.480,98
510.381,98
511.628,98
512.454,98
513.342,101
514.550,102
515.432,102
516.306,101
517.573,99
518.648,98
519.282,97
520.528,97
521.378,97
