df_hash,22ZHK4.QGNKHU
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.M000
person_label,V84
date_time_start,2025-11-03_17-16-01.922000_+03
date_time_start_unix,1762175761.922
date_time_end,2025-11-03_17-24-49.400000_+03
length_difference_noticed,no

time,acc_mag
147.338,0.991
147.368,0.992
147.398,0.993
147.428,0.999
147.458,0.992
147.488,0.994
147.518,0.987
147.548,0.989
147.578,0.984
147.608,1.001
147.638,0.991
147.668,0.995
147.698,0.988
147.728,0.993
147.758,0.991
147.788,0.998
147.818,0.990
147.848,0.989
147.878,0.991
147.908,0.990
147.938,0.992
147.968,0.992
147.998,0.993
148.028,0.993
148.058,0.992
148.088,0.990
148.118,0.991
148.148,0.988
148.178,0.993
148.208,0.986
148.238,0.995
148.268,0.996
148.298,0.992
148.328,0.991
148.358,0.991
148.388,0.991
148.418,0.994
148.448,0.984
148.478,0.991
148.508,0.990
148.538,0.989
148.568,0.993
148.598,0.992
148.628,0.993
148.658,0.995
148.688,0.991
148.718,0.992
148.748,0.991
148.778,0.992
148.808,0.989
148.838,0.988
148.868,0.991
148.898,0.994
148.928,0.992
148.958,0.991
148.988,0.991
149.018,0.993
149.048,0.993
149.078,0.987
149.108,0.991
149.138,0.991
149.168,0.991
149.198,0.989
149.228,0.990
149.258,0.992
149.288,0.993
149.318,0.991
149.348,0.992
149.378,0.991
149.408,1.002
149.438,0.988
149.468,0.988
149.498,0.986
149.528,0.994
149.558,0.994
149.588,0.993
149.618,0.991
149.648,0.989
149.678,0.986
149.708,0.988
149.738,0.990
149.768,0.993
149.798,0.990
149.828,0.990
149.858,0.988
149.888,0.988
149.918,0.989
149.948,0.992
149.978,0.994
150.008,0.990
150.038,0.993
150.068,0.988
150.098,0.993
150.128,0.993
150.158,0.997
150.188,0.989
150.218,0.990
150.248,0.991
150.278,0.991
150.308,0.991
150.338,0.989
150.368,0.989
150.398,0.991
150.428,0.994
150.458,0.990
150.488,0.991
150.518,0.987
150.548,0.990
150.578,0.994
150.608,0.992
150.638,0.992
150.668,0.993
150.698,0.985
150.728,0.992
150.758,0.982
150.788,0.999
150.818,0.999
150.848,0.989
150.878,0.986
150.908,0.988
150.938,0.991
150.968,0.993
150.998,0.991
151.028,0.994
151.058,0.993
151.088,0.992
151.118,0.991
151.148,0.988
151.178,0.989
151.208,0.991
151.238,0.995
151.268,0.994
151.298,0.993
151.328,0.991
151.358,0.990
151.388,0.991
151.418,0.990
151.448,0.995
151.478,0.996
151.508,0.990
151.538,0.987
151.568,0.990
151.598,0.989
151.628,0.984
151.658,0.989
151.688,0.995
151.718,0.989
151.748,0.993
151.778,0.989
151.808,0.993
151.838,0.993
151.868,0.993
151.898,0.994
151.928,0.994
151.958,0.993
151.988,0.984
152.018,0.985
152.048,0.994
152.078,1.001
152.108,0.993
152.138,0.992
152.168,0.995
152.198,0.988
152.228,0.989
152.258,0.986
152.288,0.989
152.318,0.989
152.348,0.990
152.378,0.991
152.408,0.992
152.438,0.990
152.468,0.990
152.498,0.997
152.528,0.995
152.558,0.990
152.588,0.989
152.618,0.984
152.648,0.991
152.678,0.989
152.708,0.998
152.738,0.992
152.768,0.992
152.798,0.994
152.828,0.989
152.858,0.990
152.888,0.988
152.918,0.982
152.948,0.983
152.978,0.995
153.008,0.993
153.038,0.988
153.068,0.988
153.098,0.990
153.128,0.990
153.158,0.988
153.188,0.987
153.218,0.994
153.248,1.001
153.278,0.991
153.308,0.993
153.338,0.989
153.368,0.993
153.398,0.994
153.428,0.987
153.458,0.996
153.488,0.987
153.518,0.987
153.548,0.986
153.578,0.983
153.608,0.992
153.638,0.991
153.668,0.988
153.698,0.987
153.728,0.993
153.758,0.994
153.788,0.991
153.818,0.990
153.848,0.989
153.878,0.989
153.908,0.990
153.938,0.987
153.968,0.993
153.998,0.985
154.028,0.996
154.058,0.997
154.088,0.988
154.118,0.988
154.148,0.996
154.178,0.995
154.208,0.993
154.238,0.982
154.268,0.983
154.298,0.988
154.328,0.988
154.358,0.987
154.388,0.994
154.418,0.992
154.448,0.990
154.478,0.992
154.508,0.994
154.538,0.992
154.568,0.994
154.598,0.983
154.628,0.990
154.658,0.988
154.688,0.994
154.718,0.992
154.748,0.992
154.778,0.990
154.808,0.988
154.838,0.989
154.868,0.990
154.898,0.993
154.928,0.990
154.958,0.990
154.988,0.990
155.018,0.990
155.048,0.988
155.078,0.991
155.108,0.992
155.138,0.994
155.168,0.988
155.198,0.989
155.228,0.990
155.258,0.983
155.288,0.990
155.318,0.984
155.348,0.996
155.378,0.994
155.408,0.989
155.438,0.991
155.468,0.986
155.498,0.985
155.528,0.990
155.558,0.991
155.588,0.988
155.618,0.988
155.648,0.988
155.678,0.990
155.708,0.993
155.738,0.990
155.768,0.988
155.798,0.995
155.828,0.996
155.858,0.990
155.888,0.989
155.918,0.991
155.948,0.986
155.978,0.988
156.008,0.987
156.038,0.996
156.068,0.992
156.098,0.986
156.128,0.989
156.158,0.988
156.188,0.992
156.218,0.990
156.248,0.990
156.278,0.986
156.308,0.988
156.338,0.990
156.368,0.988
156.398,0.986
156.428,0.984
156.458,0.992
156.488,0.993
156.518,0.990
156.548,0.989
156.578,0.992
156.608,0.986
156.638,0.991
156.668,0.989
156.698,0.995
156.728,0.993
156.758,0.987
156.788,0.986
156.818,0.985
156.848,0.990
156.878,0.987
156.908,0.989
156.938,0.989
156.968,0.993
156.998,0.986
157.028,0.991
157.058,0.990
157.088,0.988
157.118,0.989
157.148,0.995
157.178,0.991
157.208,0.994
157.238,0.991
157.268,0.985
157.298,0.991
157.328,0.985
157.358,1.000
157.388,0.987
157.418,0.990
157.448,0.993
157.478,0.989
157.508,0.990
157.538,0.993
157.568,0.985
157.598,0.989
157.628,0.989
157.658,0.989
157.688,0.986
157.718,0.988
157.748,0.989
157.778,0.988
157.808,0.989
157.838,0.992
157.868,0.990
157.898,0.993
157.928,0.994
157.958,0.987
157.988,0.990
158.018,0.984
158.048,0.998
158.078,0.990
158.108,0.986
158.138,0.985
158.168,0.986
158.198,0.988
158.228,0.992
158.258,0.996
158.288,0.989
158.318,0.988
158.348,0.988
158.378,0.992
158.408,0.989
158.438,0.995
158.468,0.994
158.498,0.994
158.528,0.986
158.558,0.992
158.588,0.994
158.618,0.984
158.648,0.982
158.678,0.985
158.708,0.995
158.738,0.995
158.768,0.995
158.798,0.993
158.828,0.990
158.858,0.990
158.888,0.999
158.918,0.988
158.948,0.986
158.978,0.987
159.008,0.990
159.038,0.991
159.068,0.990
159.098,0.986
159.128,0.992
159.158,0.994
159.188,0.991
159.218,0.985
159.248,0.993
159.278,0.989
159.308,0.990
159.338,0.992
159.368,1.000
159.398,0.994
159.428,0.990
159.458,0.990
159.488,0.989
159.518,0.990
159.548,0.986
159.578,0.991
159.608,0.987
159.638,0.992
159.668,0.987
159.698,0.990
159.728,0.992
159.758,0.990
159.788,0.996
159.818,0.992
159.848,0.993
159.878,0.989
159.908,0.989
159.938,0.986
159.968,0.989
159.998,0.989
160.028,0.995
160.058,0.992
160.088,0.990
160.118,0.989
160.148,0.989
160.178,0.988
160.208,0.987
160.238,0.989
160.268,0.991
160.298,0.988
160.328,0.993
160.358,0.989
160.388,0.990
160.418,0.990
160.448,0.986
160.478,0.994
160.508,0.996
160.538,0.994
160.568,0.987
160.598,0.987
160.628,0.987
160.658,0.981
160.688,0.993
160.718,0.995
160.748,0.997
160.778,0.994
160.808,0.987
160.838,0.989
160.868,0.991
160.898,0.981
160.928,0.986
160.958,0.989
160.988,0.992
161.018,0.995
161.048,0.991
161.078,0.992
161.108,0.988
161.138,0.994
161.168,0.990
161.198,0.986
161.228,0.989
161.258,0.989
161.288,0.991
161.318,0.982
161.348,0.995
161.378,0.995
161.408,0.987
161.438,0.995
161.468,0.995
161.498,0.988
161.528,0.997
161.558,0.983
161.588,0.987
161.618,0.988
161.648,0.986
161.678,0.989
161.708,0.993
161.738,0.989
161.768,0.988
161.798,0.993
161.828,0.997
161.858,0.995
161.888,0.993
161.918,0.985
161.948,0.989
161.978,0.991
162.008,0.994
162.038,0.990
162.068,0.990
162.098,0.987
162.128,0.993
162.158,0.991
162.188,0.995
162.218,0.981
162.248,0.987
162.278,0.992
162.308,0.989
162.338,0.992
162.368,0.993
162.398,0.994
162.428,0.989
162.458,0.996
162.488,0.991
162.518,0.994
162.548,0.991
162.578,0.991
162.608,0.987
162.638,0.988
162.668,0.998
162.698,0.992
162.728,0.990
162.758,0.990
162.788,0.987
162.818,0.990
162.848,0.986
162.878,0.979
162.908,0.992
162.938,0.993
162.968,0.991
162.998,0.992
163.028,0.989
163.058,0.993
163.088,0.993
163.118,0.995
163.148,0.993
163.178,0.990
163.208,0.988
163.238,0.987
163.268,0.991
163.298,0.986
163.328,0.998
163.358,0.994
163.388,0.985
163.418,0.984
163.448,0.987
163.478,0.990
163.508,0.987
163.538,0.986
163.568,0.994
163.598,0.988
163.628,0.987
163.658,0.993
163.688,0.992
163.718,0.993
163.748,0.995
163.778,0.993
163.808,0.988
163.838,0.995
163.868,0.990
163.898,0.989
163.928,0.997
163.958,0.988
163.988,0.996
164.018,0.997
164.048,0.987
164.078,0.981
164.108,0.983
164.138,0.991
164.168,0.992
164.198,0.986
164.228,0.990
164.258,1.000
164.288,0.995
164.318,0.986
164.348,0.993
164.378,0.989
164.408,0.990
164.438,0.991
164.468,0.993
164.498,0.990
164.528,0.980
164.558,0.985
164.588,0.987
164.618,0.998
164.648,0.993
164.678,1.000
164.708,0.991
164.738,0.985
164.768,0.992
164.798,0.987
164.828,0.987
164.858,0.988
164.888,1.004
164.918,0.993
164.948,0.989
164.978,0.994
165.008,0.984
165.038,0.990
165.068,0.988
165.098,0.984
165.128,0.989
165.158,0.984
165.188,0.990
165.218,0.990
165.248,0.996
165.278,0.995
165.308,0.991
165.338,0.991
165.368,0.989
165.398,0.990
165.428,0.986
165.458,0.993
165.488,0.994
165.518,0.984
165.548,0.989
165.578,0.994
165.608,0.996
165.638,0.993
165.668,0.990
165.698,0.993
165.728,0.997
165.758,0.990
165.788,0.984
165.818,0.986
165.848,0.983
165.878,0.996
165.908,0.994
165.938,0.988
165.968,0.987
165.998,0.990
166.028,0.989
166.058,0.993
166.088,0.984
166.118,0.990
166.148,0.987
166.178,0.992
166.208,0.990
166.238,0.993
166.268,0.992
166.298,0.992
166.328,0.992
166.358,0.987
166.388,0.993
166.418,0.991
166.448,0.995
166.478,0.987
166.508,0.989
166.538,0.994
166.568,0.995
166.598,0.997
166.628,0.987
166.658,0.990
166.688,0.990
166.718,0.988
166.748,0.986
166.778,0.990
166.808,0.990
166.838,0.990
166.868,0.990
166.898,0.984
166.928,0.988
166.958,0.991
166.988,0.998
167.018,0.993
167.048,0.991
167.078,0.993
167.108,0.998
167.138,0.990
167.168,0.986
167.198,0.990
167.228,0.998
167.258,0.989
167.288,0.988
167.318,0.995
167.348,0.994
167.378,0.990
167.408,0.989
167.438,0.988
167.468,0.983
167.498,0.986
167.528,0.997
167.558,0.994
167.588,0.997
167.618,0.993
167.648,0.994
167.678,0.988
167.708,0.989
167.738,0.997
167.768,0.992
167.798,0.994
167.828,0.995
167.858,0.997
167.888,0.993
167.918,0.988
167.948,0.992
167.978,0.984
168.008,1.000
168.038,0.996
168.068,0.994
168.098,0.991
168.128,0.993
168.158,0.996
168.188,0.996
168.218,0.989
168.248,0.994
168.278,0.995
168.308,0.991
168.338,0.994
168.368,0.997
168.398,0.991
168.428,0.988
168.458,0.987
168.488,0.995
168.518,0.993
168.548,0.999
168.578,0.989
168.608,0.998
168.638,0.988
168.668,0.994
168.698,1.001
168.728,0.996
168.758,0.994
168.788,0.989
168.818,0.994
168.848,0.992
168.878,0.983
168.908,0.989
168.938,0.992
168.968,0.988
168.998,0.988
169.028,0.995
169.058,0.993
169.088,0.998
169.118,0.995
169.148,0.993
169.178,0.988
169.208,0.992
169.238,0.991
169.268,0.991
169.298,0.991
169.328,1.003
169.358,0.997
169.388,0.992
169.418,0.990
169.448,0.993
169.478,0.991
169.508,0.984
169.538,0.992
169.568,0.994
169.598,0.993
169.628,0.992
169.658,0.990
169.688,0.989
169.718,0.990
169.748,0.990
169.778,0.995
169.808,0.993
169.838,0.992
169.868,0.989
169.898,0.991
169.928,0.991
169.958,0.997
169.988,0.995
170.018,0.988
170.048,0.991
170.078,0.992
170.108,0.989
170.138,0.994
170.168,0.985
170.198,0.985
170.228,0.997
170.258,0.992
170.288,0.995
170.318,0.993
170.348,0.990
170.378,0.992
170.408,0.992
170.438,0.995
170.468,0.990
170.498,0.990
170.528,0.993
170.558,0.990
170.588,0.994
170.618,0.995
170.648,0.994
170.678,0.993
170.708,0.990
170.738,0.987
170.768,0.991
170.798,0.986
170.828,0.987
170.858,0.994
170.888,0.993
170.918,0.987
170.948,0.989
170.978,0.984
171.008,0.990
171.038,0.989
171.068,0.997
171.098,0.996
171.128,0.997
171.158,0.992
171.188,0.992
171.218,0.992
171.248,0.996
171.278,0.990
171.308,0.995
171.338,0.995
171.368,0.990
171.398,0.991
171.428,0.987
171.458,0.990
171.488,0.993
171.518,0.989
171.548,0.990
171.578,0.990
171.608,0.993
171.638,0.987
171.668,0.992
171.698,0.995
171.728,0.992
171.758,0.990
171.788,0.988
171.818,0.990
171.848,0.992
171.878,0.999
171.908,0.993
171.938,0.988
171.968,0.993
171.998,0.993
172.028,0.988
172.058,0.986
172.088,0.991
172.118,0.993
172.148,0.990
172.178,0.991
172.208,0.990
172.238,0.991
172.268,0.990
172.298,0.992
172.328,0.995
172.358,0.992
172.388,0.987
172.418,0.985
172.448,0.993
172.478,0.984
172.508,0.996
172.538,0.993
172.568,0.991
172.598,0.992
172.628,0.989
172.658,0.988
172.688,0.998
172.718,0.987
172.748,0.990
172.778,0.990
172.808,0.990
172.838,0.993
172.868,0.990
172.898,0.991
172.928,0.988
172.958,0.991
172.988,0.995
173.018,0.991
173.048,0.994
173.078,0.986
173.108,0.991
173.138,0.993
173.168,0.994
173.198,0.995
173.228,0.997
173.258,0.991
173.288,0.990
173.318,0.991
173.348,0.982
173.378,0.987
173.408,0.993
173.438,0.991
173.468,0.991
173.498,0.991
173.528,0.992
173.558,0.992
173.588,0.990
173.618,0.993
173.648,0.994
173.678,0.987
173.708,0.994
173.738,0.987
173.768,0.988
173.798,0.992
173.828,0.996
173.858,0.992
173.888,0.995
173.918,0.991
173.948,0.989
173.978,0.989
174.008,0.986
174.038,0.989
174.068,0.994
174.098,0.988
174.128,0.995
174.158,0.993
174.188,0.987
174.218,0.988
174.248,0.993
174.278,0.993
174.308,0.991
174.338,0.993
174.368,0.990
174.398,0.988
174.428,0.986
174.458,0.990
174.488,0.991
174.518,0.997
174.548,0.990
174.578,0.987
174.608,0.989
174.638,0.992
174.668,0.990
174.698,0.990
174.728,0.992
174.758,0.993
174.788,0.986
174.818,0.991
174.848,0.996
174.878,0.990
174.908,0.996
174.938,0.991
174.968,0.988
174.998,0.996
175.028,0.992
175.058,0.994
175.088,0.995
175.118,0.984
175.148,0.988
175.178,0.993
175.208,0.997
175.238,0.992
175.268,0.987
175.298,0.992
175.328,0.986
175.358,0.991
175.388,0.994
175.418,0.988
175.448,0.989
175.478,0.995
175.508,0.990
175.538,0.989
175.568,0.991
175.598,0.991
175.628,0.991
175.658,0.997
175.688,0.996
175.718,0.992
175.748,0.985
175.778,0.992
175.808,0.990
175.838,0.995
175.868,0.990
175.898,0.991
175.928,0.988
175.958,0.991
175.988,0.989
176.018,0.991
176.048,0.987
176.078,0.991
176.108,0.993
176.138,0.989
176.168,0.996
176.198,0.993
176.228,0.990
176.258,0.989
176.288,0.995
176.318,0.996
176.348,0.993
176.378,0.994
176.408,0.993
176.438,0.995
176.468,0.984
176.498,0.995
176.528,0.996
176.558,0.989
176.588,0.992
176.618,0.993
176.648,0.990
176.678,0.988
176.708,0.980
176.738,0.992
176.768,0.994
176.798,0.991
176.828,0.994
176.858,0.991
176.888,0.990
176.918,0.991
176.948,0.994
176.978,0.996
177.008,0.997
177.038,0.993
177.068,0.988
177.098,0.987
177.128,0.985
177.158,0.998
177.188,0.996
177.218,0.994
177.248,0.991
177.278,0.991
177.308,0.991
177.338,0.990
177.368,0.986
177.398,0.990
177.428,0.991
177.458,0.988
177.488,0.994
177.518,0.991
177.548,0.989
177.578,0.991
177.608,0.994
177.638,0.999
177.668,0.993
177.698,0.988
177.728,0.981
177.758,0.988
177.788,0.988
177.818,1.001
177.848,0.996
177.878,0.990
177.908,0.993
177.938,0.986
177.968,0.995
177.998,0.996
178.028,0.993
178.058,0.994
178.088,0.991
178.118,0.989
178.148,0.992
178.178,0.989
178.208,0.991
178.238,0.987
178.268,0.994
178.298,0.994
178.328,0.994
178.358,0.989
178.388,0.991
178.418,0.988
178.448,0.994
178.478,0.994
178.508,0.995
178.538,0.995
178.568,0.991
178.598,0.988
178.628,0.986
178.658,0.991
178.688,0.992
178.718,0.992
178.748,0.993
178.778,0.993
178.808,0.989
178.838,0.992
178.868,0.995
178.898,0.990
178.928,0.991
178.958,0.993
178.988,0.990
179.018,0.986
179.048,0.993
179.078,0.997
179.108,0.992
179.138,0.992
179.168,0.990
179.198,0.985
179.228,0.989
179.258,0.986
179.288,0.991
179.318,0.991
179.348,0.992
179.378,0.993
179.408,0.991
179.438,0.991
179.468,0.990
179.498,0.994
179.528,0.990
179.558,0.992
179.588,0.993
179.618,0.988
179.648,0.989
179.678,0.986
179.708,0.997
179.738,0.997
179.768,0.991
179.798,0.993
179.828,0.990
179.858,0.993
179.888,0.996
179.918,0.984
179.948,0.993
179.978,0.991
180.008,0.990
180.038,0.991
180.068,0.990
180.098,0.997
180.128,0.993
180.158,0.993
180.188,0.992
180.218,0.992
180.248,0.991
180.278,0.987
180.308,0.998
180.338,0.986
180.368,1.000
180.398,0.996
180.428,0.990
180.458,0.990
180.488,0.989
180.518,0.989
180.548,0.990
180.578,0.990
180.608,0.995
180.638,0.990
180.668,0.995
180.698,0.992
180.728,0.985
180.758,0.994
180.788,0.996
180.818,0.992
180.848,0.991
180.878,0.994
180.908,0.986
180.938,0.990
180.968,0.991
180.998,0.998
181.028,0.993
181.058,0.990
181.088,0.996
181.118,0.992
181.148,0.987
181.178,0.985
181.208,0.992
181.238,0.996
181.268,0.995
181.298,0.990
181.328,0.991
181.358,0.990
181.388,0.990
181.418,0.995
181.448,0.991
181.478,0.991
181.508,0.990
181.538,0.985
181.568,0.994
181.598,0.984
181.628,0.995
181.658,0.994
181.688,0.999
181.718,0.996
181.748,0.989
181.778,0.990
181.808,0.994
181.838,0.989
181.868,0.987
181.898,0.992
181.928,0.992
181.958,0.991
181.988,0.993
182.018,0.994
182.048,0.991
182.078,0.990
182.108,0.994
182.138,0.991
182.168,0.993
182.198,0.989
182.228,0.989
182.258,0.985
182.288,1.001
182.318,0.997
182.348,0.992
182.378,0.995
182.408,0.993
182.438,0.989
182.468,0.988
182.498,0.994
182.528,0.992
182.558,0.990
182.588,0.989
182.618,0.993
182.648,0.988
182.678,0.990
182.708,0.997
182.738,0.994
182.768,0.998
182.798,0.995
182.828,0.995
182.858,0.985
182.888,0.993
182.918,0.988
182.948,0.999
182.978,0.992
183.008,0.993
183.038,0.993
183.068,0.990
183.098,0.988
183.128,0.988
183.158,0.994
183.188,0.989
183.218,0.994
183.248,0.985
183.278,0.993
183.308,0.991
183.338,0.990
183.368,0.993
183.398,0.999
183.428,0.999
183.458,0.989
183.488,0.992
183.518,0.988
183.548,0.994
183.578,1.001
183.608,0.989
183.638,0.990
183.668,0.990
183.698,0.987
183.728,0.988
183.758,0.990
183.788,0.987
183.818,0.997
183.848,0.994
183.878,0.991
183.908,0.988
183.938,0.987
183.968,0.990
183.998,0.996
184.028,0.993
184.058,0.991
184.088,0.993
184.118,0.997
184.148,0.988
184.178,0.995
184.208,0.995
184.238,0.992
184.268,0.995
184.298,0.992
184.328,0.995
184.358,1.000
184.388,0.989
184.418,0.990
184.448,0.995
184.478,0.994
184.508,0.989
184.538,0.993
184.568,0.992
184.598,0.993
184.628,0.995
184.658,0.996
184.688,0.987
184.718,0.981
184.748,0.990
184.778,0.989
184.808,1.003
184.838,0.997
184.868,0.989
184.898,0.989
184.928,0.991
184.958,0.992
184.988,0.994
185.018,0.985
185.048,0.992
185.078,0.995
185.108,0.990
185.138,0.992
185.168,0.992
185.198,0.992
185.228,0.993
185.258,0.997
185.288,0.998
185.318,0.988
185.348,0.985
185.378,0.998
185.408,0.988
185.438,0.992
185.468,0.994
185.498,0.992
185.528,0.991
185.558,0.979
185.588,0.985
185.618,1.003
185.648,0.990
185.678,0.996
185.708,0.998
185.738,0.992
185.768,0.993
185.798,0.991
185.828,0.990
185.858,0.988
185.888,0.988
185.918,0.993
185.948,0.993
185.978,0.976
186.008,0.985
186.038,0.995
186.068,1.001
186.098,0.996
186.128,0.998
186.158,0.999
186.188,0.990
186.218,0.987
186.248,0.988
186.278,0.988
186.308,0.991
186.338,0.993
186.368,0.993
186.398,0.990
186.428,0.993
186.458,0.991
186.488,0.997
186.518,0.992
186.548,0.992
186.578,0.999
186.608,0.983
186.638,0.994
186.668,0.989
186.698,0.994
186.728,0.990
186.758,0.991
186.788,0.993
186.818,0.991
186.848,0.993
186.878,0.993
186.908,0.991
186.938,0.990
186.968,0.991
186.998,0.991
187.028,0.992
187.058,0.996
187.088,0.989
187.118,0.986
187.148,0.995
187.178,0.995
187.208,0.990
187.238,0.995
187.268,0.991
187.298,0.993
187.328,0.991
187.358,0.996
187.388,1.000
187.418,0.991
187.448,0.988
187.478,0.987
187.508,0.992
187.538,0.986
187.568,0.991
187.598,0.991
187.628,1.005
187.658,0.990
187.688,0.994
187.718,0.993
187.748,0.989
187.778,0.989
187.808,0.995
187.838,0.995
187.868,0.988
187.898,0.991
187.928,0.997
187.958,0.997
187.988,0.992
188.018,0.992
188.048,0.976
188.078,0.992
188.108,1.003
188.138,0.992
188.168,0.994
188.198,0.984
188.228,0.990
188.258,0.993
188.288,0.990
188.318,0.996
188.348,0.993
188.378,0.992
188.408,0.993
188.438,0.996
188.468,0.992
188.498,0.991
188.528,0.992
188.558,0.993
188.588,0.981
188.618,1.000
188.648,0.993
188.678,0.997
188.708,0.994
188.738,0.992
188.768,0.991
188.798,0.996
188.828,0.984
188.858,0.990
188.888,0.990
188.918,0.995
188.948,0.995
188.978,0.991
189.008,0.992
189.038,0.996
189.068,0.990
189.098,0.988
189.128,0.993
189.158,0.998
189.188,0.990
189.218,0.991
189.248,0.999
189.278,1.000
189.308,0.995
189.338,0.991
189.368,0.992
189.398,0.997
189.428,0.984
189.458,0.992
189.488,0.991
189.518,0.992
189.548,0.992
189.578,0.992
189.608,0.995
189.638,0.991
189.668,0.995
189.698,0.995
189.728,0.995
189.758,0.989
189.788,0.987
189.818,0.993
189.848,1.000
189.878,0.996
189.908,0.989
189.938,0.996
189.968,0.993
189.998,0.992
190.028,0.984
190.058,0.994
190.088,0.995
190.118,0.992
190.148,0.987
190.178,0.994
190.208,0.990
190.238,0.988
190.268,0.995
190.298,0.993
190.328,0.992
190.358,0.990
190.388,0.994
190.418,0.993
190.448,0.994
190.478,0.995
190.508,0.994
190.538,0.990
190.568,0.986
190.598,0.991
190.628,0.999
190.658,0.991
190.688,0.992
190.718,0.991
190.748,0.991
190.778,0.995
190.808,0.993
190.838,0.991
190.868,0.991
190.898,0.999
190.928,1.004
190.958,0.997
190.988,0.992
191.018,0.991
191.048,0.986
191.078,0.989
191.108,0.990
191.138,0.989
191.168,0.991
191.198,0.992
191.228,0.998
191.258,0.999
191.288,0.995
191.318,0.999
191.348,0.995
191.378,0.994
191.408,0.993
191.438,0.990
191.468,0.990
191.498,0.994
191.528,0.996
191.558,0.997
191.588,0.997
191.618,0.990
191.648,0.991
191.678,0.996
191.708,0.999
191.738,0.995
191.768,0.990
191.798,0.989
191.828,0.994
191.858,0.998
191.888,0.985
191.918,0.992
191.948,0.993
191.978,0.994
192.008,0.994
192.038,0.995
192.068,0.991
192.098,0.995
192.128,0.996
192.158,0.997
192.188,0.992
192.218,1.000
192.248,0.996
192.278,0.988
192.308,0.992
192.338,0.999
192.368,0.995
192.398,0.991
192.428,0.992
192.458,0.990
192.488,0.996
192.518,0.988
192.548,0.991
192.578,0.996
192.608,0.994
192.638,0.995
192.668,0.991
192.698,0.997
192.728,0.993
192.758,0.999
192.788,0.997
192.818,0.994
192.848,0.994
192.878,0.989
192.908,0.995
192.938,0.994
192.968,1.001
192.998,0.999
193.028,0.996
193.058,0.992
193.088,0.990
193.118,0.994
193.148,0.982
193.178,0.993
193.208,0.993
193.238,0.990
193.268,0.992
193.298,0.992
193.328,0.993
193.358,0.991
193.388,0.996
193.418,0.995
193.448,0.996
193.478,0.994
193.508,0.988
193.538,0.993
193.568,0.992
193.598,1.002
193.628,0.997
193.658,0.994
193.688,0.992
193.718,0.990
193.748,0.990
193.778,0.992
193.808,0.995
193.838,0.994
193.868,0.993
193.898,0.987
193.928,0.994
193.958,0.996
193.988,0.991
194.018,0.998
194.048,0.998
194.078,0.991
194.108,0.994
194.138,0.994
194.168,0.987
194.198,0.993
194.228,1.001
194.258,0.993
194.288,0.991
194.318,0.994
194.348,0.995
194.378,0.997
194.408,0.986
194.438,0.993
194.468,0.993
194.498,0.993
194.528,0.992
194.558,0.992
194.588,0.993
194.618,0.994
194.648,0.997
194.678,0.995
194.708,0.991
194.738,0.986
194.768,0.997
194.798,0.986
194.828,0.999
194.858,0.995
194.888,0.995
194.918,0.992
194.948,0.988
194.978,0.991
195.008,0.990
195.038,0.994
195.068,0.995
195.098,0.993
195.128,0.989
195.158,0.991
195.188,0.991
195.218,0.992
195.248,0.993
195.278,0.997
195.308,0.992
195.338,0.990
195.368,0.991
195.398,0.995
195.428,0.985
195.458,0.997
195.488,0.999
195.518,0.995
195.548,0.989
195.578,0.993
195.608,0.993
195.638,0.991
195.668,0.992
195.698,0.992
195.728,0.992
195.758,0.991
195.788,0.993
195.818,0.993
195.848,0.993
195.878,0.992
195.908,0.996
195.938,0.993
195.968,0.998
195.998,0.990
196.028,0.992
196.058,0.991
196.088,1.001
196.118,0.992
196.148,0.991
196.178,0.998
196.208,0.995
196.238,0.986
196.268,0.991
196.298,0.993
196.328,0.992
196.358,0.996
196.388,0.995
196.418,0.994
196.448,0.993
196.478,0.990
196.508,0.990
196.538,0.993
196.568,0.997
196.598,0.997
196.628,0.993
196.658,0.990
196.688,0.995
196.718,1.000
196.748,0.994
196.778,0.993
196.808,0.995
196.838,0.995
196.868,0.993
196.898,0.983
196.928,0.993
196.958,0.995
196.988,0.993
197.018,0.996
197.048,0.998
197.078,0.998
197.108,0.994
197.138,0.995
197.168,0.990
197.198,0.994
197.228,0.987
197.258,0.990
197.288,0.988
197.318,0.994
197.348,0.996
197.378,0.993
197.408,0.995
197.438,0.994
197.468,0.994
197.498,0.997
197.528,0.986
197.558,0.987
197.588,0.986
197.618,0.996
197.648,0.992
197.678,0.991
197.708,0.994
197.738,0.994
197.768,0.996
197.798,0.992
197.828,0.997
197.858,0.994
197.888,0.993
197.918,0.994
197.948,0.987
197.978,0.999
198.008,0.997
198.038,0.996
198.068,0.995
198.098,0.992
198.128,0.992
198.158,0.991
198.188,0.995
198.218,0.994
198.248,0.994
198.278,0.994
198.308,0.992
198.338,0.990
198.368,0.989
198.398,0.993
198.428,0.990
198.458,0.996
198.488,0.993
198.518,0.990
198.548,0.996
198.578,0.996
198.608,0.999
198.638,0.995
198.668,0.998
198.698,0.999
198.728,0.996
198.758,0.993
198.788,0.993
198.818,0.983
198.848,0.982
198.878,0.989
198.908,0.992
198.938,0.995
198.968,1.000
198.998,0.998
199.028,0.994
199.058,0.995
199.088,0.997
199.118,0.998
199.148,0.985
199.178,0.996
199.208,0.988
