df_hash,22ZHK4.7HTV1R
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BHA8
person_label,V76
date_time_start,2025-11-03_13-57-52.524000_+03
date_time_start_unix,1762163872.524
date_time_end,2025-11-03_14-06-10.311000_+03
length_difference_noticed,no

time,heart_rate
15.606,77
16.825,76
17.702,76
18.580,75
19.798,75
20.698,75
21.602,75
22.772,75
23.653,75
24.576,75
25.795,75
26.672,81
27.625,82
28.720,82
29.971,82
30.524,81
31.742,81
32.732,80
33.497,80
34.716,80
35.594,80
36.471,79
37.694,79
38.567,79
39.445,79
40.664,78
41.541,78
42.456,78
43.637,77
44.541,77
45.441,78
46.611,77
47.489,77
48.419,77
49.585,77
50.511,77
51.389,77
52.851,78
53.485,78
54.365,79
55.535,79
56.459,78
57.343,78
58.555,78
59.432,77
60.316,76
61.529,76
62.406,76
63.284,76
64.502,78
65.380,79
66.358,79
67.869,78
68.354,77
69.354,77
70.450,77
71.327,77
72.254,77
73.424,77
74.301,77
75.231,77
76.397,77
77.324,77
78.201,77
79.371,77
80.297,78
81.175,77
82.394,77
83.274,76
84.173,75
85.367,74
86.299,74
87.171,74
88.347,75
89.219,76
90.145,76
91.315,75
92.241,75
93.121,75
94.340,76
95.215,76
96.093,77
97.311,77
98.189,76
99.066,76
100.285,76
101.167,76
102.040,77
103.265,78
104.144,80
105.015,79
106.233,80
107.257,79
108.036,79
109.207,79
110.132,80
111.159,80
112.180,80
113.106,80
113.984,80
115.177,80
116.080,80
116.963,80
118.128,80
119.077,79
119.980,79
121.150,78
122.125,78
122.905,77
124.132,77
125.001,76
125.880,76
127.112,75
128.032,75
128.910,75
130.258,76
130.949,76
132.121,76
133.045,76
133.971,77
135.046,78
136.019,79
136.945,79
137.822,79
138.992,79
139.919,79
140.798,79
142.030,78
142.892,78
143.770,77
144.989,77
145.866,77
146.770,78
148.007,78
148.840,77
149.766,77
150.936,77
151.824,77
152.740,77
153.910,81
154.836,81
155.727,82
157.225,82
157.810,82
158.687,82
159.864,82
160.816,82
161.661,82
162.831,82
163.757,82
164.635,82
165.854,82
166.731,82
167.609,82
168.827,82
169.729,82
170.587,81
171.809,80
172.681,79
173.605,78
174.777,77
175.720,77
176.589,76
178.187,76
178.635,76
179.552,75
181.117,75
181.649,75
182.526,76
183.991,76
184.622,76
185.502,76
186.693,75
187.601,74
188.523,74
189.703,74
190.570,75
191.462,77
192.666,77
193.544,77
194.421,77
195.640,77
196.833,76
197.398,76
198.773,76
199.491,76
200.423,76
201.587,76
202.465,75
203.412,75
204.561,75
205.685,76
206.365,79
207.545,82
208.464,83
209.634,85
210.510,87
211.435,88
212.313,89
213.482,89
214.409,89
215.294,89
216.456,89
217.533,89
218.264,89
219.479,89
220.382,89
221.240,89
222.456,89
223.330,89
224.207,89
225.430,89
226.306,89
227.181,89
228.401,89
229.277,89
230.204,89
231.374,89
232.301,89
233.177,89
234.347,89
235.229,89
236.151,89
237.322,91
238.287,92
239.125,91
240.323,93
241.222,91
242.099,91
243.334,91
244.195,91
245.075,91
246.295,91
247.169,91
248.047,91
249.265,91
250.142,91
251.020,91
252.260,91
253.116,91
253.997,91
255.216,91
256.095,93
256.967,93
258.186,93
259.064,92
259.941,93
261.257,92
262.037,92
262.915,92
264.153,92
265.014,92
265.938,94
267.107,95
267.985,94
268.938,94
270.084,94
270.959,94
271.885,94
273.055,94
273.981,94
274.859,94
276.055,94
276.955,94
277.857,100
279.002,100
279.978,99
280.855,99
282.025,96
282.902,97
283.783,96
284.999,96
285.878,98
286.754,96
287.972,96
288.850,96
289.727,96
290.950,96
291.824,89
292.750,87
293.920,89
294.805,88
295.724,88
296.894,88
297.772,88
298.697,88
299.867,88
300.794,93
301.676,90
302.843,94
303.767,95
304.645,98
305.864,99
306.743,97
307.624,97
308.837,97
309.715,97
310.592,97
311.811,97
312.689,97
313.616,97
314.834,97
315.665,97
316.589,97
317.759,97
318.642,97
319.562,97
320.735,97
321.659,97
322.536,97
323.706,97
324.635,97
325.510,99
326.702,100
327.628,101
328.486,101
329.654,99
330.585,97
331.458,98
332.676,97
333.554,97
334.458,97
335.650,97
336.527,97
337.405,97
338.624,97
339.518,97
340.379,97
341.597,97
342.497,97
343.401,97
344.571,97
345.449,97
346.375,97
347.545,97
348.422,97
349.349,97
350.521,97
351.452,97
352.322,97
353.501,97
354.419,97
355.354,97
356.468,97
357.396,97
358.270,97
359.440,97
360.366,103
361.249,105
362.462,107
363.340,108
364.222,111
365.436,108
366.314,109
367.240,109
368.410,110
369.288,110
370.214,111
371.384,111
372.261,110
373.188,110
374.357,110
375.284,110
376.161,110
377.331,110
378.213,110
379.135,112
380.308,112
381.183,113
382.109,112
383.279,112
384.205,111
385.082,110
386.253,110
387.179,110
388.105,110
389.229,110
390.152,110
391.032,110
392.206,110
393.126,110
394.008,110
395.277,110
396.100,111
397.003,112
398.196,112
399.077,111
399.981,111
401.170,111
402.096,111
402.925,111
404.144,111
405.021,111
406.005,111
407.118,111
408.029,107
408.921,107
410.091,107
410.969,106
411.895,106
413.114,106
413.991,106
414.871,106
416.234,106
416.965,106
417.906,106
419.020,106
419.965,106
420.816,106
422.030,106
422.913,108
423.790,109
425.009,108
425.886,107
426.764,106
427.983,106
428.860,106
429.737,106
