df_hash,22ZHK4.3RS3P8
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.CV3S
person_label,v119
date_time_start,2026-03-10_17-43-05.648000_+03
date_time_start_unix,1773150185.648
date_time_end,2026-03-10_17-53-26.485000_+03
length_difference_noticed,no

time,acc_mag
201.864,0.966
201.894,0.972
201.924,0.974
201.954,0.974
201.984,0.971
202.014,0.973
202.044,0.972
202.074,0.974
202.104,0.974
202.134,0.972
202.164,0.973
202.194,0.973
202.224,0.974
202.254,0.979
202.284,0.970
202.314,0.962
202.344,0.971
202.374,0.972
202.404,0.970
202.434,0.972
202.464,0.977
202.494,0.978
202.524,0.979
202.554,0.980
202.584,0.975
202.614,0.972
202.644,0.965
202.674,0.971
202.704,0.974
202.734,0.979
202.764,0.983
202.794,0.979
202.824,0.973
202.854,0.969
202.884,0.975
202.914,0.983
202.944,0.984
202.974,0.981
203.004,0.974
203.034,0.982
203.064,0.985
203.094,0.965
203.124,0.976
203.154,0.980
203.184,0.968
203.214,0.966
203.244,0.952
203.274,0.959
203.304,0.970
203.334,0.979
203.364,0.974
203.394,0.965
203.424,0.958
203.454,0.958
203.484,0.959
203.514,0.962
203.544,0.959
203.574,0.964
203.604,0.966
203.634,0.962
203.664,0.966
203.694,0.958
203.724,0.954
203.754,0.961
203.784,0.957
203.814,0.974
203.844,0.970
203.874,0.956
203.904,0.962
203.934,0.968
203.964,0.962
203.994,0.962
204.024,0.969
204.054,0.965
204.084,0.962
204.114,0.965
204.144,0.971
204.174,0.970
204.204,0.953
204.234,0.959
204.264,0.963
204.294,0.969
204.324,0.965
204.354,0.963
204.384,0.967
204.414,0.967
204.444,0.967
204.474,0.961
204.504,0.961
204.534,0.971
204.564,0.957
204.594,0.976
204.624,0.970
204.654,0.958
204.684,0.961
204.714,0.966
204.744,0.969
204.774,0.965
204.804,0.966
204.834,0.964
204.864,0.958
204.894,0.972
204.924,0.973
204.954,0.972
204.984,0.964
205.014,0.962
205.044,0.959
205.074,0.960
205.104,0.961
205.134,0.963
205.164,0.963
205.194,0.971
205.224,0.967
205.254,0.964
205.284,0.968
205.314,0.960
205.344,0.965
205.374,0.971
205.404,0.963
205.434,0.962
205.464,0.965
205.494,0.971
205.524,0.971
205.554,0.969
205.584,0.969
205.614,0.960
205.644,0.969
205.674,0.966
205.704,0.962
205.734,0.968
205.764,0.966
205.794,0.968
205.824,0.964
205.854,0.962
205.884,0.969
205.914,0.966
205.944,0.964
205.974,0.965
206.004,0.964
206.034,0.961
206.064,0.965
206.094,0.957
206.124,0.977
206.154,0.974
206.184,0.967
206.214,0.967
206.244,0.967
206.274,0.966
206.304,0.961
206.334,0.967
206.364,0.964
206.394,0.958
206.424,0.967
206.454,0.965
206.484,0.968
206.514,0.965
206.544,0.965
206.574,0.962
206.604,0.966
206.634,0.964
206.664,0.966
206.694,0.967
206.724,0.968
206.754,0.971
206.784,0.963
206.814,0.960
206.844,0.965
206.874,0.961
206.904,0.975
206.934,0.968
206.964,0.958
206.994,0.962
207.024,0.962
207.054,0.963
207.084,0.962
207.114,0.967
207.144,0.969
207.174,0.962
207.204,0.971
207.234,0.964
207.264,0.961
207.294,0.960
207.324,0.964
207.354,0.960
207.384,0.960
207.414,0.962
207.444,0.967
207.474,0.967
207.504,0.963
207.534,0.967
207.564,0.970
207.594,0.962
207.624,0.970
207.654,0.963
207.684,0.963
207.714,0.977
207.744,0.963
207.774,0.961
207.804,0.963
207.834,0.967
207.864,0.968
207.894,0.966
207.924,0.964
207.954,0.967
207.984,0.966
208.014,0.965
208.044,0.964
208.074,0.965
208.104,0.966
208.134,0.970
208.164,0.966
208.194,0.962
208.224,0.964
208.254,0.968
208.284,0.968
208.314,0.964
208.344,0.964
208.374,0.966
208.404,0.964
208.434,0.961
208.464,0.967
208.494,0.977
208.524,0.960
208.554,0.965
208.584,0.968
208.614,0.965
208.644,0.963
208.674,0.966
208.704,0.970
208.734,0.966
208.764,0.967
208.794,0.965
208.824,0.965
208.854,0.966
208.884,0.968
208.914,0.965
208.944,0.962
208.974,0.959
209.004,0.966
209.034,0.966
209.064,0.965
209.094,0.962
209.124,0.961
209.154,0.959
209.184,0.967
209.214,0.972
209.244,0.964
209.274,0.959
209.304,0.962
209.334,0.967
209.364,0.966
209.394,0.962
209.424,0.964
209.454,0.961
209.484,0.967
209.514,0.968
209.544,0.963
209.574,0.964
209.604,0.968
209.634,0.967
209.664,0.967
209.694,0.960
209.724,0.962
209.754,0.967
209.784,0.965
209.814,0.965
209.844,0.963
209.874,0.960
209.904,0.959
209.934,0.978
209.964,0.972
209.994,0.963
210.024,0.961
210.054,0.967
210.084,0.968
210.114,0.962
210.144,0.965
210.174,0.965
210.204,0.959
210.234,0.972
210.264,0.968
210.294,0.967
210.324,0.963
210.354,0.967
210.384,0.967
210.414,0.967
210.444,0.963
210.474,0.965
210.504,0.968
210.534,0.966
210.564,0.967
210.594,0.961
210.624,0.963
210.654,0.957
210.684,0.970
210.714,0.978
210.744,0.958
210.774,0.960
210.804,0.966
210.834,0.967
210.864,0.965
210.894,0.966
210.924,0.967
210.954,0.962
210.984,0.971
211.014,0.970
211.044,0.966
211.074,0.959
211.104,0.967
211.134,0.968
211.164,0.954
211.194,0.965
211.224,0.965
211.254,0.968
211.284,0.966
211.314,0.958
211.344,0.963
211.374,0.966
211.404,0.956
211.434,0.967
211.464,0.972
211.494,0.962
211.524,0.966
211.554,0.968
211.584,0.964
211.614,0.964
211.644,0.964
211.674,0.968
211.704,0.958
211.734,0.970
211.764,0.971
211.794,0.965
211.824,0.960
211.854,0.969
211.884,0.967
211.914,0.958
211.944,0.960
211.974,0.966
212.004,0.968
212.034,0.968
212.064,0.963
212.094,0.968
212.124,0.965
212.154,0.963
212.184,0.967
212.214,0.959
212.244,0.976
212.274,0.970
212.304,0.962
212.334,0.963
212.364,0.963
212.394,0.965
212.424,0.963
212.454,0.966
212.484,0.966
212.514,0.959
212.544,0.970
212.574,0.970
212.604,0.964
212.634,0.960
212.664,0.969
212.694,0.966
212.724,0.959
212.754,0.966
212.784,0.966
212.814,0.965
212.844,0.966
212.874,0.964
212.904,0.963
212.934,0.964
212.964,0.967
212.994,0.966
213.024,0.964
213.054,0.962
213.084,0.963
213.114,0.977
213.144,0.968
213.174,0.958
213.204,0.965
213.234,0.969
213.264,0.964
213.294,0.966
213.324,0.963
213.354,0.966
213.384,0.961
213.414,0.969
213.444,0.965
213.474,0.965
213.504,0.964
213.534,0.967
213.564,0.966
213.594,0.965
213.624,0.960
213.654,0.966
213.684,0.966
213.714,0.962
213.744,0.965
213.774,0.966
213.804,0.963
213.834,0.965
213.864,0.963
213.894,0.964
213.924,0.963
213.954,0.966
213.984,0.962
214.014,0.971
214.044,0.970
214.074,0.962
214.104,0.963
214.134,0.962
214.164,0.965
214.194,0.964
214.224,0.961
214.254,0.965
214.284,0.961
214.314,0.964
214.344,0.966
214.374,0.965
214.404,0.963
214.434,0.966
214.464,0.967
214.494,0.966
214.524,0.960
214.554,0.967
214.584,0.967
214.614,0.965
214.644,0.963
214.674,0.965
214.704,0.965
214.734,0.962
214.764,0.967
214.794,0.966
214.824,0.963
214.854,0.965
214.884,0.962
214.914,0.958
214.944,0.976
214.974,0.966
215.004,0.960
215.034,0.964
215.064,0.965
215.094,0.962
215.124,0.963
215.154,0.965
215.184,0.965
215.214,0.963
215.244,0.969
215.274,0.965
215.304,0.961
215.334,0.965
215.364,0.965
215.394,0.964
215.424,0.963
215.454,0.962
215.484,0.968
215.514,0.966
215.544,0.968
215.574,0.964
215.604,0.965
215.634,0.966
215.664,0.962
215.694,0.966
215.724,0.968
215.754,0.965
215.784,0.963
215.814,0.959
215.844,0.971
215.874,0.972
215.904,0.955
215.934,0.959
215.964,0.969
215.994,0.967
216.024,0.961
216.054,0.961
216.084,0.962
216.114,0.955
216.144,0.965
216.174,0.965
216.204,0.967
216.234,0.962
216.264,0.964
216.294,0.963
216.324,0.964
216.354,0.959
216.384,0.964
216.414,0.969
216.444,0.966
216.474,0.966
216.504,0.962
216.534,0.968
216.564,0.961
216.594,0.963
216.624,0.964
216.654,0.963
216.684,0.976
216.714,0.965
216.744,0.964
216.774,0.964
216.804,0.964
216.834,0.966
216.864,0.966
216.894,0.960
216.924,0.964
216.954,0.963
216.984,0.970
217.014,0.968
217.044,0.961
217.074,0.966
217.104,0.962
217.134,0.967
217.164,0.960
217.194,0.964
217.224,0.965
217.254,0.965
217.284,0.962
217.314,0.960
217.344,0.965
217.374,0.969
217.404,0.963
217.434,0.962
217.464,0.962
217.494,0.961
217.524,0.974
217.554,0.961
217.584,0.965
217.614,0.963
217.644,0.967
217.674,0.963
217.704,0.962
217.734,0.967
217.764,0.965
217.794,0.964
217.824,0.970
217.854,0.962
217.884,0.961
217.914,0.966
217.944,0.962
217.974,0.962
218.004,0.963
218.034,0.963
218.064,0.965
218.094,0.967
218.124,0.962
218.154,0.961
218.184,0.966
218.214,0.971
218.244,0.962
218.274,0.971
218.304,0.969
218.334,0.961
218.364,0.963
218.394,0.968
218.424,0.963
218.454,0.962
218.484,0.964
218.514,0.963
218.544,0.963
218.574,0.969
218.604,0.965
218.634,0.961
218.664,0.961
218.694,0.968
218.724,0.962
218.754,0.964
218.784,0.960
218.814,0.964
218.844,0.965
218.874,0.967
218.904,0.963
218.934,0.965
218.964,0.963
218.994,0.970
219.024,0.960
219.054,0.966
219.084,0.968
219.114,0.961
219.144,0.963
219.174,0.964
219.204,0.966
219.234,0.964
219.264,0.966
219.294,0.965
219.324,0.960
219.354,0.964
219.384,0.967
219.414,0.962
219.444,0.963
219.474,0.967
219.504,0.967
219.534,0.963
219.564,0.960
219.594,0.967
219.624,0.966
219.654,0.964
219.684,0.964
219.714,0.964
219.744,0.968
219.774,0.966
219.804,0.966
219.834,0.960
219.864,0.974
219.894,0.962
219.924,0.965
219.954,0.963
219.984,0.967
220.014,0.963
220.044,0.963
220.074,0.964
220.104,0.967
220.134,0.961
220.164,0.972
220.194,0.962
220.224,0.964
220.254,0.962
220.284,0.964
220.314,0.966
220.344,0.962
220.374,0.960
220.404,0.965
220.434,0.964
220.464,0.963
220.494,0.962
220.524,0.967
220.554,0.965
220.584,0.963
220.614,0.966
220.644,0.960
220.674,0.971
220.704,0.970
220.734,0.962
220.764,0.963
220.794,0.965
220.824,0.965
220.854,0.960
220.884,0.963
220.914,0.970
220.944,0.960
220.974,0.963
221.004,0.967
221.034,0.966
221.064,0.963
221.094,0.966
221.124,0.965
221.154,0.965
221.184,0.960
221.214,0.964
221.244,0.967
221.274,0.964
221.304,0.963
221.334,0.962
221.364,0.963
221.394,0.968
221.424,0.963
221.454,0.963
221.484,0.961
221.514,0.975
221.544,0.967
221.574,0.959
221.604,0.960
221.634,0.968
221.664,0.964
221.694,0.963
221.724,0.964
221.754,0.968
221.784,0.960
221.814,0.969
221.844,0.964
221.874,0.963
221.904,0.966
221.934,0.965
221.964,0.963
221.994,0.963
222.024,0.961
222.054,0.969
222.084,0.966
222.114,0.965
222.144,0.963
222.174,0.964
222.204,0.965
222.234,0.964
222.264,0.967
222.294,0.961
222.324,0.962
222.354,0.975
222.384,0.961
222.414,0.964
222.444,0.966
222.474,0.964
222.504,0.966
222.534,0.965
222.564,0.965
222.594,0.961
222.624,0.962
222.654,0.968
222.684,0.960
222.714,0.963
222.744,0.963
222.774,0.964
222.804,0.964
222.834,0.962
222.864,0.962
222.894,0.966
222.924,0.965
222.954,0.964
222.984,0.961
223.014,0.962
223.044,0.970
223.074,0.958
223.104,0.971
223.134,0.970
223.164,0.959
223.194,0.965
223.224,0.965
223.254,0.963
223.284,0.963
223.314,0.964
223.344,0.968
223.374,0.962
223.404,0.969
223.434,0.966
223.464,0.960
223.494,0.966
223.524,0.971
223.554,0.962
223.584,0.963
223.614,0.960
223.644,0.966
223.674,0.969
223.704,0.965
223.734,0.964
223.764,0.965
223.794,0.964
223.824,0.967
223.854,0.958
223.884,0.973
223.914,0.965
223.944,0.962
223.974,0.965
224.004,0.963
224.034,0.967
224.064,0.967
224.094,0.966
224.124,0.966
224.154,0.964
224.184,0.968
224.214,0.968
224.244,0.962
224.274,0.962
224.304,0.967
224.334,0.965
224.364,0.963
224.394,0.961
224.424,0.966
224.454,0.967
224.484,0.963
224.514,0.962
224.544,0.965
224.574,0.967
224.604,0.965
224.634,0.966
224.664,0.962
224.694,0.962
224.724,0.970
224.754,0.960
224.784,0.962
224.814,0.966
224.844,0.966
224.874,0.964
224.904,0.960
224.934,0.966
224.964,0.963
224.994,0.961
225.024,0.967
225.054,0.965
225.084,0.962
225.114,0.963
225.144,0.969
225.174,0.965
225.204,0.962
225.234,0.963
225.264,0.971
225.294,0.963
225.324,0.963
225.354,0.962
225.384,0.966
225.414,0.965
225.444,0.965
225.474,0.966
225.504,0.956
225.534,0.964
225.564,0.973
225.594,0.964
225.624,0.961
225.654,0.964
225.684,0.962
225.714,0.961
225.744,0.959
225.774,0.969
225.804,0.966
225.834,0.963
225.864,0.969
225.894,0.959
225.924,0.966
225.954,0.966
225.984,0.965
226.014,0.961
226.044,0.964
226.074,0.964
226.104,0.968
226.134,0.963
226.164,0.958
226.194,0.965
226.224,0.966
226.254,0.968
226.284,0.964
226.314,0.965
226.344,0.966
226.374,0.962
226.404,0.974
226.434,0.965
226.464,0.963
226.494,0.966
226.524,0.967
226.554,0.966
226.584,0.967
226.614,0.966
226.644,0.967
226.674,0.966
226.704,0.970
226.734,0.965
226.764,0.963
226.794,0.967
226.824,0.965
226.854,0.965
226.884,0.960
226.914,0.961
226.944,0.966
226.974,0.966
227.004,0.963
227.034,0.964
227.064,0.965
227.094,0.965
227.124,0.965
227.154,0.960
227.184,0.961
227.214,0.971
227.244,0.961
227.274,0.959
227.304,0.963
227.334,0.967
227.364,0.965
227.394,0.965
227.424,0.962
227.454,0.962
227.484,0.969
227.514,0.968
227.544,0.967
227.574,0.965
227.604,0.965
227.634,0.968
227.664,0.963
227.694,0.963
227.724,0.963
227.754,0.965
227.784,0.966
227.814,0.963
227.844,0.966
227.874,0.962
227.904,0.966
227.934,0.960
227.964,0.962
227.994,0.976
228.024,0.963
228.054,0.962
228.084,0.965
228.114,0.966
228.144,0.963
228.174,0.967
228.204,0.964
228.234,0.965
228.264,0.960
228.294,0.965
228.324,0.963
228.354,0.965
228.384,0.963
228.414,0.965
228.444,0.964
228.474,0.960
228.504,0.959
228.534,0.967
228.564,0.963
228.594,0.966
228.624,0.963
228.654,0.964
228.684,0.962
228.714,0.966
228.744,0.963
228.774,0.963
228.804,0.972
228.834,0.965
228.864,0.960
228.894,0.961
228.924,0.966
228.954,0.968
228.984,0.962
229.014,0.967
229.044,0.970
229.074,0.966
229.104,0.968
229.134,0.963
229.164,0.960
229.194,0.961
229.224,0.970
229.254,0.966
229.284,0.966
229.314,0.961
229.344,0.965
229.374,0.967
229.404,0.968
229.434,0.959
229.464,0.964
229.494,0.969
229.524,0.965
229.554,0.963
229.584,0.966
229.614,0.957
229.644,0.971
229.674,0.963
229.704,0.959
229.734,0.964
229.764,0.972
229.794,0.964
229.824,0.963
229.854,0.960
229.884,0.966
229.914,0.963
229.944,0.968
229.974,0.965
230.004,0.964
230.034,0.961
230.064,0.968
230.094,0.964
230.124,0.964
230.154,0.961
230.184,0.964
230.214,0.967
230.244,0.965
230.274,0.966
230.304,0.964
230.334,0.961
230.364,0.965
230.394,0.960
230.424,0.963
230.454,0.961
230.484,0.965
230.514,0.975
230.544,0.963
230.574,0.961
230.604,0.964
230.634,0.962
230.664,0.961
230.694,0.961
230.724,0.963
230.754,0.964
230.784,0.965
230.814,0.965
230.844,0.959
230.874,0.964
230.904,0.964
230.934,0.965
230.964,0.968
230.994,0.964
231.024,0.961
231.054,0.965
231.084,0.961
231.114,0.966
231.144,0.968
231.174,0.963
231.204,0.971
231.234,0.973
231.264,0.982
231.294,0.951
231.324,0.964
231.354,0.988
231.384,0.965
231.414,0.956
231.444,0.965
231.474,0.975
231.504,0.960
231.534,0.953
231.564,0.962
231.594,0.975
231.624,0.993
231.654,0.981
231.684,0.958
231.714,0.948
231.744,0.953
231.774,0.949
231.804,0.968
231.834,0.952
231.864,0.958
231.894,0.977
231.924,0.949
231.954,0.955
231.984,0.960
232.014,0.968
232.044,0.952
232.074,0.954
232.104,0.964
232.134,0.956
232.164,0.956
232.194,0.965
232.224,0.964
232.254,0.977
232.284,0.985
232.314,0.974
232.344,0.978
232.374,0.966
232.404,0.959
232.434,0.957
232.464,0.963
232.494,0.972
232.524,0.968
232.554,0.971
232.584,0.964
232.614,0.968
232.644,0.972
232.674,0.973
232.704,0.980
232.734,0.972
232.764,0.966
232.794,0.980
232.824,0.967
232.854,0.975
232.884,0.979
232.914,0.976
232.944,0.971
232.974,0.970
233.004,0.979
233.034,0.976
233.064,0.975
233.094,0.980
233.124,0.971
233.154,0.966
233.184,0.974
233.214,0.981
233.244,0.984
233.274,0.985
233.304,1.000
233.334,0.966
233.364,0.962
233.394,0.972
233.424,0.983
233.454,0.974
233.484,0.958
233.514,0.974
233.544,0.966
233.574,0.965
233.604,0.971
233.634,0.973
233.664,0.980
233.694,0.979
233.724,0.978
233.754,0.968
233.784,0.977
233.814,0.987
233.844,0.987
233.874,0.993
233.904,0.997
233.934,1.009
233.964,0.992
233.994,0.995
234.024,0.984
234.054,0.979
234.084,0.966
234.114,0.972
234.144,0.979
234.174,0.974
234.204,0.980
234.234,0.993
234.264,0.986
234.294,1.004
234.324,0.990
234.354,0.974
234.384,0.975
234.414,1.003
234.444,1.000
234.474,0.995
234.504,1.015
234.534,1.012
234.564,1.003
234.594,0.981
234.624,0.986
234.654,0.997
234.684,0.998
234.714,0.985
234.744,0.979
234.774,0.978
234.804,0.991
234.834,1.000
234.864,0.979
234.894,0.981
234.924,0.999
234.954,1.002
234.984,1.017
235.014,1.028
235.044,1.003
235.074,0.983
235.104,0.986
235.134,0.979
235.164,0.969
235.194,0.973
235.224,0.953
235.254,0.960
235.284,0.983
235.314,1.014
235.344,0.992
235.374,0.984
235.404,0.988
235.434,0.981
235.464,0.955
235.494,0.986
235.524,0.981
235.554,0.987
235.584,0.985
235.614,0.957
235.644,0.972
235.674,0.995
235.704,0.985
235.734,0.998
235.764,0.980
235.794,0.978
235.824,0.968
235.854,0.971
235.884,0.954
235.914,0.963
235.944,0.982
235.974,0.969
236.004,0.986
236.034,0.932
236.064,1.000
236.094,1.005
236.124,1.002
236.154,0.983
236.184,0.924
236.214,0.925
236.244,0.992
236.274,0.969
236.304,0.933
236.334,0.970
236.364,0.972
236.394,1.012
236.424,0.985
236.454,0.995
236.484,1.006
236.514,0.976
236.544,0.984
236.574,0.983
236.604,0.975
236.634,0.934
236.664,0.964
236.694,1.000
236.724,0.994
236.754,1.037
236.784,1.000
236.814,0.974
236.844,0.983
236.874,0.980
236.904,1.012
236.934,0.983
236.964,0.959
236.994,0.995
237.024,0.968
237.054,0.965
237.084,0.972
237.114,0.959
237.144,0.983
237.174,0.975
237.204,0.999
237.234,1.025
237.264,1.032
237.294,1.015
237.324,0.979
237.354,0.977
237.384,0.983
237.414,0.977
237.444,0.974
237.474,0.959
237.504,0.974
237.534,0.966
237.564,0.968
237.594,0.996
237.624,0.989
237.654,0.981
237.684,0.993
237.714,0.984
237.744,0.978
237.774,0.996
237.804,1.000
237.834,0.986
237.864,0.991
237.894,0.999
237.924,1.001
237.954,0.999
237.984,0.979
238.014,0.983
238.044,0.978
238.074,0.972
238.104,0.980
238.134,0.959
238.164,1.000
238.194,1.006
238.224,0.985
238.254,0.989
238.284,0.981
238.314,0.973
238.344,0.999
238.374,1.009
238.404,0.983
238.434,0.972
238.464,0.998
238.494,0.985
238.524,1.012
238.554,0.973
238.584,0.926
238.614,0.964
238.644,1.014
238.674,1.003
238.704,1.012
238.734,1.001
238.764,1.023
238.794,1.039
238.824,0.986
238.854,0.979
238.884,1.004
238.914,0.973
238.944,1.001
238.974,0.971
239.004,0.976
239.034,0.958
239.064,0.960
239.094,0.960
239.124,0.948
239.154,0.946
239.184,0.951
239.214,0.941
239.244,0.969
239.274,0.953
239.304,0.940
239.334,0.960
239.364,0.963
239.394,0.956
239.424,0.959
239.454,0.973
239.484,0.980
239.514,1.009
239.544,1.002
239.574,0.976
239.604,0.996
239.634,1.001
239.664,0.991
239.694,1.013
239.724,0.997
239.754,0.990
239.784,0.992
239.814,0.969
239.844,0.952
239.874,0.947
239.904,0.952
239.934,1.000
239.964,0.982
239.994,0.976
240.024,0.971
240.054,0.954
240.084,0.971
240.114,0.962
240.144,0.946
240.174,0.946
240.204,0.982
240.234,0.979
240.264,0.968
240.294,0.984
240.324,0.967
240.354,0.953
240.384,0.990
240.414,0.983
240.444,0.992
240.474,0.983
240.504,0.968
240.534,0.979
240.564,0.978
240.594,0.956
240.624,0.969
240.654,0.981
240.684,0.968
240.714,0.994
240.744,0.958
240.774,0.963
240.804,0.990
240.834,0.976
240.864,0.965
240.894,0.950
240.924,0.935
240.954,0.953
240.984,0.970
241.014,1.038
241.044,1.048
241.074,0.964
241.104,0.923
241.134,0.933
241.164,0.940
241.194,0.957
241.224,0.980
241.254,0.992
241.284,0.997
241.314,1.009
241.344,1.003
241.374,0.999
241.404,0.988
241.434,0.977
241.464,0.986
241.494,0.982
241.524,0.987
241.554,0.985
241.584,0.965
241.614,0.956
241.644,0.944
241.674,0.951
241.704,0.956
241.734,0.971
241.764,0.983
241.794,0.978
241.824,0.961
241.854,0.959
241.884,0.985
241.914,0.985
241.944,0.968
241.974,0.987
242.004,0.962
242.034,0.979
242.064,0.979
242.094,0.961
242.124,0.961
242.154,0.950
242.184,0.976
242.214,0.966
242.244,0.964
242.274,0.958
242.304,0.975
242.334,0.974
242.364,0.979
242.394,0.975
242.424,0.969
242.454,0.971
242.484,0.966
242.514,0.966
242.544,0.976
242.574,0.975
242.604,0.970
242.634,0.961
242.664,0.970
242.694,0.964
242.724,0.968
242.754,0.971
242.784,0.962
242.814,0.969
242.844,0.961
242.874,0.976
242.904,0.978
242.934,0.973
242.964,0.976
242.994,0.982
243.024,0.980
243.054,0.980
243.084,0.960
243.114,0.945
243.144,0.964
243.174,0.962
243.204,0.969
243.234,0.973
243.264,0.971
243.294,0.967
243.324,0.965
243.354,0.968
243.384,0.970
243.414,0.965
243.444,0.972
243.474,0.975
243.504,0.962
243.534,0.968
243.564,0.980
243.594,0.971
243.624,0.971
243.654,0.965
243.684,0.960
243.714,0.964
243.744,0.997
243.774,0.963
243.804,0.975
243.834,0.972
243.864,0.957
243.894,0.967
243.924,0.963
243.954,0.974
243.984,0.972
244.014,0.967
244.044,0.967
244.074,0.965
244.104,0.968
244.134,0.973
244.164,0.962
244.194,0.977
244.224,0.976
244.254,0.968
244.284,0.965
244.314,0.966
244.344,0.961
244.374,0.973
244.404,0.968
244.434,0.967
244.464,0.978
244.494,0.964
244.524,0.965
244.554,0.973
244.584,0.973
244.614,0.963
244.644,0.964
244.674,0.974
244.704,0.968
244.734,0.967
244.764,0.965
244.794,0.967
244.824,0.963
244.854,0.981
244.884,0.973
244.914,0.970
244.944,0.963
244.974,0.965
245.004,0.974
245.034,0.976
245.064,0.968
245.094,0.965
245.124,0.964
245.154,0.971
245.184,0.970
245.214,0.972
245.244,0.968
245.274,0.965
245.304,0.966
245.334,0.967
245.364,0.966
245.394,0.969
245.424,0.970
245.454,0.958
245.484,0.977
245.514,0.980
245.544,0.967
245.574,0.966
245.604,0.958
245.634,0.969
245.664,0.973
245.694,0.966
245.724,0.969
245.754,0.971
245.784,0.971
245.814,0.967
245.844,0.972
245.874,0.972
245.904,0.968
245.934,0.970
245.964,0.973
245.994,0.963
246.024,0.975
246.054,0.958
246.084,0.964
246.114,0.967
246.144,0.980
246.174,0.970
246.204,0.961
246.234,0.963
246.264,0.968
246.294,0.972
246.324,0.975
246.354,0.971
246.384,0.970
246.414,0.970
246.444,0.967
246.474,0.968
246.504,0.971
246.534,0.972
246.564,0.964
246.594,0.967
246.624,0.962
246.654,0.971
246.684,0.976
246.714,0.974
246.744,0.969
246.774,0.955
246.804,0.978
246.834,0.974
246.864,0.974
246.894,0.967
246.924,0.967
246.954,0.966
246.984,0.976
247.014,0.967
247.044,0.970
247.074,0.965
247.104,0.967
247.134,0.964
247.164,0.969
247.194,0.967
247.224,0.973
247.254,0.967
247.284,0.965
247.314,0.970
247.344,0.975
247.374,0.971
247.404,0.970
247.434,0.962
247.464,0.975
247.494,0.975
247.524,0.962
247.554,0.967
247.584,0.963
247.614,0.966
247.644,0.966
247.674,0.971
247.704,0.969
247.734,0.975
247.764,0.970
247.794,0.972
247.824,0.973
247.854,0.965
247.884,0.962
247.914,0.957
247.944,0.957
247.974,0.967
248.004,0.970
248.034,0.969
248.064,0.976
248.094,0.959
248.124,0.976
248.154,0.977
248.184,0.967
248.214,0.961
248.244,0.959
248.274,0.972
248.304,0.979
248.334,0.957
248.364,0.969
248.394,0.964
248.424,0.971
248.454,0.960
248.484,0.968
248.514,0.972
248.544,0.970
248.574,0.964
248.604,0.965
248.634,0.966
248.664,0.970
248.694,0.969
248.724,0.967
248.754,0.960
248.784,0.971
248.814,0.977
248.844,0.965
248.874,0.964
248.904,0.968
248.934,0.972
248.964,0.980
248.994,0.970
249.024,0.969
249.054,0.967
249.084,0.968
249.114,0.964
249.144,0.967
249.174,0.968
249.204,0.964
249.234,0.976
249.264,0.968
249.294,0.969
249.324,0.968
249.354,0.965
249.384,0.968
249.414,0.960
249.444,0.968
249.474,0.973
249.504,0.964
249.534,0.971
249.564,0.965
249.594,0.968
249.624,0.971
249.654,0.965
249.684,0.960
249.714,0.968
249.744,0.972
249.774,0.975
249.804,0.971
249.834,0.967
249.864,0.970
249.894,0.969
249.924,0.965
249.954,0.965
249.984,0.984
250.014,0.972
250.044,0.964
250.074,0.963
250.104,0.954
250.134,0.967
250.164,0.979
250.194,0.972
250.224,0.960
250.254,0.962
250.284,0.964
250.314,0.976
250.344,0.971
250.374,0.966
250.404,0.967
250.434,0.969
250.464,0.965
250.494,0.967
250.524,0.963
250.554,0.967
250.584,0.966
250.614,0.970
250.644,0.969
250.674,0.970
250.704,0.975
250.734,0.972
250.764,0.967
250.794,0.969
250.824,0.957
250.854,0.966
250.884,0.972
250.914,0.964
250.944,0.970
250.974,0.961
251.004,0.962
251.034,0.973
251.064,0.972
251.094,0.958
251.124,0.974
251.154,0.970
251.184,0.961
251.214,0.966
251.244,0.966
251.274,0.971
251.304,0.973
251.334,0.968
251.364,0.957
251.394,0.963
251.424,0.970
251.454,0.971
251.484,0.970
251.514,0.967
251.544,0.968
251.574,0.965
251.604,0.968
251.634,0.981
251.664,0.967
251.694,0.961
251.724,0.966
251.754,0.968
251.784,0.975
251.814,0.969
251.844,0.979
251.874,0.962
251.904,0.963
251.934,0.968
251.964,0.971
251.994,0.968
252.024,0.964
252.054,0.958
252.084,0.969
252.114,0.972
252.144,0.956
252.174,0.966
252.204,0.973
252.234,0.970
252.264,0.974
252.294,0.968
252.324,0.968
252.354,0.959
252.384,0.968
252.414,0.982
252.444,0.970
252.474,0.963
252.504,0.961
252.534,0.966
252.564,0.974
252.594,0.973
252.624,0.976
252.654,0.968
252.684,0.960
252.714,0.973
252.744,0.968
252.774,0.967
252.804,0.963
252.834,0.974
252.864,0.968
252.894,0.967
252.924,0.970
252.954,0.970
252.984,0.969
253.014,0.968
253.044,0.959
253.074,0.963
253.104,0.970
253.134,0.963
253.164,0.977
253.194,0.980
253.224,0.967
253.254,0.960
253.284,0.963
253.314,0.972
253.344,0.969
253.374,0.983
253.404,0.969
253.434,0.974
253.464,0.971
253.494,0.959
253.524,0.971
253.554,0.968
253.584,0.972
253.614,0.965
253.644,0.966
253.674,0.963
253.704,0.972
253.734,0.974
