df_hash,22ZHK4.3RS3P8
179.509,562
179.534,563
179.559,546
179.584,516
179.609,461
179.634,356
179.659,179
179.684,-54
179.709,-298
179.734,-492
179.759,-600
179.784,-619
179.809,-572
179.834,-498
179.859,-432
179.884,-389
179.909,-350
179.934,-282
179.959,-162
179.984,-5
180.009,146
180.034,267
180.059,368
180.084,480
180.109,619
180.134,760
180.159,857
180.184,877
180.209,814
180.234,679
180.259,488
180.284,264
180.309,46
180.334,-124
180.359,-231
180.384,-289
180.409,-331
180.434,-371
180.459,-393
180.484,-374
180.509,-311
180.534,-223
180.559,-134
180.584,-46
180.609,44
180.634,132
180.659,199
180.684,232
180.709,241
180.734,251
180.759,279
180.784,318
180.809,353
180.834,375
180.859,389
180.884,404
180.909,422
180.934,440
180.959,455
180.984,471
181.009,479
181.034,464
181.059,411
181.084,330
181.109,248
181.134,196
181.159,181
181.184,184
181.209,181
181.234,163
181.259,133
181.284,95
181.309,44
181.334,-26
181.359,-108
181.384,-178
181.409,-212
181.434,-202
181.459,-165
181.484,-127
181.509,-106
181.534,-102
181.559,-102
181.584,-90
181.609,-55
181.634,0
181.659,61
181.684,117
181.709,157
181.734,184
181.759,206
181.784,231
181.809,260
181.834,285
181.859,300
181.884,301
181.909,298
181.934,299
181.959,309
181.984,321
182.009,325
182.034,314
182.059,291
182.084,267
182.109,249
182.134,234
182.159,209
182.184,164
182.209,101
182.234,34
182.259,-25
182.284,-76
182.309,-122
182.334,-157
182.359,-166
182.384,-134
182.409,-67
182.434,10
182.459,72
182.484,109
182.509,136
182.534,166
182.559,204
182.584,238
182.609,262
182.634,281
182.659,303
182.684,332
182.709,358
182.734,369
182.759,366
182.784,355
182.809,342
182.834,323
182.859,290
182.884,242
182.909,188
182.934,142
182.959,111
182.984,95
183.009,86
183.034,75
183.059,60
183.084,45
183.109,43
183.134,66
183.159,115
183.184,180
183.209,241
183.234,289
183.259,330
183.284,372
183.309,409
183.334,424
183.359,394
183.384,321
183.409,225
183.434,139
183.459,80
183.484,48
183.509,33
183.534,28
183.559,31
183.584,36
183.609,34
183.634,16
183.659,-14
183.684,-43
183.709,-56
183.734,-52
183.759,-41
183.784,-38
183.809,-44
183.834,-47
183.859,-31
183.884,11
183.909,74
183.934,137
183.959,183
183.984,208
184.009,221
184.034,237
184.059,264
184.084,294
184.109,311
184.134,301
184.159,268
184.184,227
184.209,195
184.234,180
184.259,177
184.284,175
184.309,168
184.334,157
184.359,148
184.384,141
184.409,130
184.434,112
184.459,89
184.484,68
184.509,53
184.534,40
184.559,17
184.584,-16
184.609,-49
184.634,-61
184.659,-36
184.684,20
184.709,87
184.734,149
184.759,201
184.784,255
184.809,319
184.834,388
184.859,447
184.884,484
184.909,499
184.934,503
184.959,504
184.984,500
185.009,481
185.034,439
185.059,374
185.084,291
185.109,204
185.134,126
185.159,67
185.184,27
185.209,1
185.234,-19
185.259,-42
185.284,-70
185.309,-103
185.334,-143
185.359,-190
185.384,-234
185.409,-258
185.434,-245
185.459,-195
185.484,-123
185.509,-52
185.534,9
185.559,69
185.584,137
185.609,211
185.634,278
185.659,321
185.684,336
185.709,336
185.734,338
185.759,354
185.784,380
185.809,402
185.834,412
185.859,410
185.884,402
185.909,396
185.934,391
185.959,379
185.984,353
186.009,317
186.034,281
186.059,256
186.084,238
186.109,216
186.134,182
186.159,143
186.184,119
186.209,119
186.234,137
186.259,152
186.284,147
186.309,125
186.334,98
186.359,74
186.384,49
186.409,11
186.434,-47
186.459,-123
186.484,-200
186.509,-266
186.534,-313
186.559,-342
186.584,-357
186.609,-359
186.634,-344
186.659,-304
186.684,-236
186.709,-146
186.734,-52
186.759,26
186.784,80
186.809,113
186.834,131
186.859,134
186.884,122
186.909,101
186.934,92
186.959,117
186.984,186
187.009,279
187.034,363
187.059,412
187.084,424
187.109,418
187.134,411
187.159,405
187.184,392
187.209,368
187.234,342
187.259,328
187.284,332
187.309,345
187.334,353
187.359,347
187.384,327
187.409,296
187.434,257
187.459,218
187.484,194
187.509,197
187.534,223
187.559,257
187.584,282
187.609,298
187.634,317
187.659,343
187.684,363
187.709,362
187.734,346
187.759,345
187.784,384
187.809,457
187.834,527
187.859,564
187.884,573
187.909,582
187.934,607
187.959,637
187.984,647
188.009,631
188.034,605
188.059,586
188.084,571
188.109,544
188.134,486
188.159,392
188.184,262
188.209,89
188.234,-121
188.259,-346
188.284,-540
188.309,-673
188.334,-745
188.359,-782
188.384,-805
188.409,-814
188.434,-801
188.459,-776
188.484,-758
188.509,-753
188.534,-736
188.559,-672
188.584,-547
188.609,-388
188.634,-236
188.659,-114
188.684,-12
188.709,84
188.734,181
188.759,262
188.784,312
188.809,335
188.834,347
188.859,365
188.884,390
188.909,416
188.934,432
188.959,430
188.984,413
189.009,390
189.034,374
189.059,373
189.084,384
189.109,393
189.134,392
189.159,381
189.184,366
189.209,345
189.234,310
189.259,258
189.284,202
189.309,166
189.334,173
189.359,219
189.384,283
189.409,338
189.434,373
189.459,389
189.484,398
189.509,403
189.534,400
189.559,385
189.584,359
189.609,332
189.634,311
189.659,300
189.684,296
189.709,289
189.734,276
189.759,258
189.784,237
189.809,216
189.834,190
189.859,156
189.884,116
189.909,70
189.934,17
189.959,-45
189.984,-118
190.009,-185
190.034,-223
190.059,-216
190.084,-171
190.109,-112
190.134,-64
190.159,-33
190.184,-9
190.209,25
190.234,72
190.259,123
190.284,161
190.309,184
190.334,196
190.359,208
190.384,227
190.409,249
190.434,267
190.459,277
190.484,277
190.509,269
190.534,256
190.559,238
190.584,217
190.609,195
190.634,179
190.659,168
190.684,157
190.709,134
190.734,100
190.759,68
190.784,61
190.809,92
190.834,151
190.859,218
190.884,272
190.909,307
190.934,330
190.959,347
190.984,358
191.009,358
191.034,345
191.059,321
191.084,291
191.109,260
191.134,235
191.159,219
191.184,214
191.209,216
191.234,215
191.259,207
191.284,193
191.309,177
191.334,160
191.359,137
191.384,106
191.409,71
191.434,34
191.459,-4
191.484,-48
191.509,-97
191.534,-138
191.559,-154
191.584,-138
191.609,-102
191.634,-65
191.659,-44
191.684,-39
191.709,-41
191.734,-42
191.759,-39
191.784,-33
191.809,-28
191.834,-27
191.859,-30
191.884,-32
191.909,-24
191.934,3
191.959,51
191.984,107
192.009,157
192.034,196
192.059,226
192.084,251
192.109,271
192.134,285
192.159,298
192.184,313
192.209,327
192.234,326
192.259,301
192.284,261
192.309,231
192.334,234
192.359,270
192.384,314
192.409,342
192.434,350
192.459,352
192.484,363
192.509,381
192.534,389
192.559,378
192.584,352
192.609,327
192.634,311
192.659,304
192.684,295
192.709,280
192.734,258
192.759,231
192.784,200
192.809,164
192.834,125
192.859,89
192.884,58
192.909,29
192.934,-2
192.959,-41
192.984,-78
193.009,-98
193.034,-89
193.059,-54
193.084,-10
193.109,25
193.134,45
193.159,56
193.184,71
193.209,90
193.234,104
193.259,103
193.284,88
193.309,74
193.334,77
193.359,103
193.384,140
193.409,171
193.434,185
193.459,182
193.484,168
193.509,148
193.534,128
193.559,112
193.584,99
193.609,85
193.634,64
193.659,41
193.684,26
193.709,35
193.734,74
193.759,129
193.784,182
193.809,222
193.834,251
193.859,278
193.884,307
193.909,329
193.934,337
193.959,330
193.984,317
194.009,308
194.034,305
194.059,302
194.084,294
194.109,278
194.134,257
194.159,232
194.184,203
194.209,170
194.234,135
194.259,101
194.284,74
194.309,51
194.334,24
194.359,-11
194.384,-54
194.409,-90
194.434,-101
194.459,-78
194.484,-31
194.509,18
194.534,53
194.559,74
194.584,95
194.609,127
194.634,168
194.659,203
194.684,224
194.709,232
194.734,239
194.759,251
194.784,265
194.809,271
194.834,267
194.859,256
194.884,243
194.909,229
194.934,211
194.959,190
194.984,171
195.009,159
195.034,150
195.059,138
195.084,119
195.109,99
195.134,81
195.159,62
195.184,33
195.209,-3
195.234,-34
195.259,-38
195.284,-7
195.309,47
195.334,102
195.359,140
195.384,165
195.409,191
195.434,225
195.459,260
195.484,286
195.509,296
195.534,296
195.559,294
195.584,295
195.609,295
195.634,292
195.659,287
195.684,282
195.709,273
195.734,258
195.759,233
195.784,204
195.809,178
195.834,155
195.859,132
195.884,105
195.909,77
195.934,52
195.959,30
195.984,5
196.009,-29
196.034,-70
196.059,-101
196.084,-104
196.109,-72
196.134,-18
196.159,35
196.184,77
196.209,108
196.234,138
196.259,174
196.284,209
196.309,231
196.334,236
196.359,227
196.384,218
196.409,217
196.434,226
196.459,239
196.484,246
196.509,245
196.534,238
196.559,228
196.584,219
196.609,211
196.634,203
196.659,192
196.684,174
196.709,150
196.734,123
196.759,101
196.784,86
196.809,76
196.834,63
196.859,43
196.884,22
196.909,16
196.934,33
196.959,69
196.984,107
197.009,136
197.034,155
197.059,171
197.084,194
197.109,218
197.134,237
197.159,243
197.184,237
197.209,227
197.234,220
197.259,218
197.284,221
197.309,226
197.334,229
197.359,226
197.384,215
197.409,201
197.434,191
197.459,184
197.484,174
197.509,156
197.534,131
197.559,108
197.584,88
197.609,67
197.634,38
197.659,7
197.684,-4
197.709,17
197.734,70
197.759,133
197.784,184
197.809,217
197.834,246
197.859,279
197.884,315
197.909,339
197.934,343
197.959,333
197.984,321
198.009,314
198.034,311
198.059,307
198.084,298
198.109,282
198.134,257
198.159,223
198.184,183
198.209,144
198.234,104
198.259,61
198.284,10
198.309,-40
198.334,-79
198.359,-103
198.384,-122
198.409,-156
198.434,-205
198.459,-250
198.484,-260
198.509,-224
198.534,-160
198.559,-97
198.584,-53
198.609,-25
198.634,-1
198.659,24
198.684,48
198.709,63
198.734,65
198.759,56
198.784,42
198.809,34
198.834,54
198.859,117
198.884,224
198.909,347
198.934,449
198.959,501
198.984,502
199.009,467
199.034,412
199.059,343
199.084,261
199.109,176
199.134,108
199.159,69
199.184,52
199.209,39
199.234,20
199.259,2
199.284,9
199.309,59
199.334,150
199.359,257
199.384,348
199.409,406
199.434,430
199.459,437
199.484,442
199.509,450
199.534,461
199.559,472
199.584,487
199.609,509
199.634,533
199.659,552
199.684,562
199.709,564
199.734,561
199.759,550
199.784,521
199.809,465
199.834,386
199.859,299
199.884,216
199.909,140
199.934,67
199.959,0
199.984,-54
200.009,-89
200.034,-115
200.059,-156
200.084,-225
200.109,-313
200.134,-390
200.159,-429
200.184,-424
200.209,-392
200.234,-355
200.259,-324
200.284,-293
200.309,-252
200.334,-196
200.359,-131
200.384,-68
200.409,-16
200.434,17
200.459,37
200.484,50
200.509,66
200.534,92
200.559,128
200.584,171
200.609,219
200.634,274
200.659,337
200.684,407
200.709,474
200.734,523
200.759,542
200.784,527
200.809,483
200.834,411
200.859,313
200.884,201
200.909,95
200.934,24
200.959,4
200.984,29
201.009,72
201.034,111
201.059,137
201.084,157
201.109,180
201.134,207
201.159,229
201.184,239
201.209,238
201.234,229
201.259,218
201.284,210
201.309,204
201.334,200
201.359,192
201.384,175
201.409,146
201.434,110
201.459,75
201.484,42
201.509,9
201.534,-25
201.559,-60
201.584,-91
201.609,-118
201.634,-148
201.659,-178
201.684,-195
201.709,-179
201.734,-124
201.759,-46
201.784,30
201.809,98
201.834,167
201.859,250
201.884,344
201.909,432
201.934,502
201.959,558
201.984,616
202.009,681
202.034,744
202.059,785
202.084,795
202.109,776
202.134,729
202.159,653
202.184,551
202.209,440
202.234,349
202.259,297
202.284,277
202.309,262
202.334,222
202.359,146
202.384,44
202.409,-60
202.434,-142
202.459,-181
202.484,-172
202.509,-135
202.534,-99
202.559,-88
202.584,-103
202.609,-121
202.634,-120
202.659,-99
202.684,-75
202.709,-66
202.734,-77
202.759,-94
202.784,-105
202.809,-107
202.834,-106
202.859,-105
202.884,-107
202.909,-114
202.934,-130
202.959,-154
202.984,-179
203.009,-186
203.034,-156
203.059,-84
203.084,19
203.109,133
203.134,230
203.159,288
203.184,300
203.209,274
203.234,236
203.259,216
203.284,227
203.309,262
203.334,301
203.359,326
203.384,337
203.409,348
203.434,366
203.459,387
203.484,402
203.509,403
203.534,393
203.559,379
203.584,368
203.609,360
203.634,356
203.659,355
203.684,357
203.709,356
203.734,346
203.759,323
203.784,294
203.809,265
203.834,239
203.859,213
203.884,179
203.909,142
203.934,107
203.959,78
203.984,49
204.009,13
204.034,-26
204.059,-51
204.084,-42
204.109,3
204.134,66
204.159,123
204.184,158
204.209,179
204.234,199
204.259,222
204.284,241
204.309,246
204.334,236
204.359,220
204.384,209
204.409,203
204.434,197
204.459,185
204.484,167
204.509,148
204.534,130
204.559,109
204.584,80
204.609,39
204.634,-5
204.659,-45
204.684,-78
204.709,-109
204.734,-145
204.759,-187
204.784,-222
204.809,-227
204.834,-190
204.859,-113
204.884,-22
204.909,54
204.934,100
204.959,120
204.984,130
205.009,141
205.034,150
205.059,142
205.084,112
205.109,71
205.134,44
205.159,52
205.184,103
205.209,188
205.234,283
205.259,361
205.284,400
205.309,386
205.334,326
205.359,244
205.384,174
205.409,142
205.434,156
205.459,202
205.484,253
205.509,284
205.534,285
205.559,262
205.584,244
205.609,260
205.634,321
205.659,409
205.684,486
205.709,520
205.734,513
205.759,489
205.784,472
205.809,466
205.834,460
205.859,450
205.884,443
205.909,443
205.934,428
205.959,367
205.984,247
206.009,99
206.034,-20
206.059,-72
206.084,-55
206.109,-8
206.134,28
206.159,33
206.184,8
206.209,-38
206.234,-97
206.259,-162
206.284,-226
206.309,-282
206.334,-317
206.359,-317
206.384,-275
206.409,-199
206.434,-115
206.459,-53
206.484,-22
206.509,-5
206.534,28
206.559,94
206.584,180
206.609,258
206.634,312
206.659,338
206.684,343
206.709,331
206.734,306
206.759,281
206.784,267
206.809,263
206.834,256
206.859,233
206.884,199
206.909,165
206.934,140
206.959,115
206.984,81
207.009,43
207.034,14
207.059,1
207.084,-5
207.109,-21
207.134,-39
207.159,-38
207.184,-2
207.209,62
207.234,132
207.259,188
207.284,233
207.309,276
207.334,318
207.359,352
207.384,377
207.409,403
207.434,433
207.459,452
207.484,442
207.509,399
207.534,345
207.559,304
207.584,274
207.609,235
207.634,173
207.659,105
207.684,57
207.709,39
207.734,36
207.759,21
207.784,-9
207.809,-44
207.834,-76
207.859,-108
207.884,-144
207.909,-170
207.934,-158
207.959,-99
207.984,-15
208.009,60
208.034,108
208.059,138
208.084,167
208.109,198
208.134,219
208.159,231
208.184,252
208.209,307
208.234,402
208.259,511
208.284,591
208.309,615
208.334,579
208.359,503
208.384,417
208.409,342
208.434,288
208.459,249
208.484,216
208.509,183
208.534,152
208.559,120
208.584,77
208.609,14
208.634,-57
208.659,-110
208.684,-113
208.709,-63
208.734,9
208.759,68
208.784,100
208.809,117
208.834,136
208.859,158
208.884,170
208.909,166
208.934,158
208.959,157
208.984,160
209.009,151
209.034,123
209.059,88
209.084,67
209.109,62
209.134,57
209.159,38
209.184,8
209.209,-16
209.234,-27
209.259,-32
209.284,-43
209.309,-62
209.334,-78
209.359,-88
209.384,-102
209.409,-128
209.434,-157
209.459,-161
209.484,-115
209.509,-21
209.534,92
209.559,198
209.584,289
209.609,374
209.634,459
209.659,530
209.684,563
209.709,551
209.734,511
209.759,471
209.784,447
209.809,435
209.834,419
209.859,390
209.884,350
209.909,312
209.934,284
209.959,266
209.984,249
210.009,224
210.034,189
210.059,148
210.084,112
210.109,86
210.134,70
210.159,53
210.184,24
210.209,-16
210.234,-54
210.259,-65
210.284,-40
210.309,11
210.334,63
210.359,98
210.384,117
210.409,136
210.434,161
210.459,191
210.484,213
210.509,225
210.534,231
210.559,238
210.584,246
210.609,252
210.634,251
210.659,246
210.684,237
210.709,222
210.734,199
210.759,171
210.784,143
210.809,119
210.834,97
210.859,72
210.884,43
210.909,17
210.934,-4
210.959,-28
210.984,-61
211.009,-95
211.034,-110
211.059,-86
211.084,-27
211.109,42
211.134,100
211.159,138
211.184,170
211.209,209
211.234,256
211.259,294
211.284,308
211.309,297
211.334,278
211.359,265
211.384,265
211.409,268
211.434,263
211.459,245
211.484,219
211.509,194
211.534,173
211.559,153
211.584,127
211.609,96
211.634,68
211.659,48
211.684,32
211.709,11
211.734,-16
211.759,-38
211.784,-35
211.809,2
211.834,60
211.859,117
211.884,157
211.909,182
211.934,204
211.959,229
211.984,252
212.009,264
212.034,264
212.059,261
212.084,263
212.109,272
212.134,283
212.159,290
212.184,288
212.209,277
212.234,256
212.259,229
212.284,198
212.309,167
212.334,137
212.359,109
212.384,81
212.409,54
212.434,31
212.459,16
212.484,13
212.509,30
212.534,67
212.559,120
212.584,175
212.609,219
212.634,244
212.659,252
212.684,250
212.709,247
212.734,245
212.759,246
212.784,246
212.809,247
212.834,250
212.859,253
212.884,253
212.909,245
212.934,230
212.959,212
212.984,195
213.009,179
213.034,160
213.059,135
213.084,101
213.109,63
213.134,21
213.159,-28
213.184,-88
213.209,-148
213.234,-188
213.259,-190
213.284,-150
213.309,-86
213.334,-23
213.359,22
213.384,53
213.409,82
213.434,116
213.459,153
213.484,184
213.509,207
213.534,223
213.559,238
213.584,253
213.609,263
213.634,266
213.659,259
213.684,243
213.709,222
213.734,200
213.759,179
213.784,163
213.809,152
213.834,145
213.859,142
213.884,138
213.909,125
213.934,98
213.959,64
213.984,37
214.009,35
214.034,65
214.059,117
214.084,173
214.109,222
214.134,267
214.159,315
214.184,361
214.209,394
214.234,404
214.259,395
214.284,381
214.309,374
214.334,376
214.359,380
214.384,381
214.409,377
214.434,365
214.459,338
214.484,288
214.509,217
214.534,136
214.559,58
214.584,-5
214.609,-54
214.634,-90
214.659,-113
214.684,-125
214.709,-133
214.734,-141
214.759,-150
214.784,-148
214.809,-127
214.834,-85
214.859,-36
214.884,3
214.909,28
214.934,46
214.959,69
214.984,101
215.009,141
215.034,181
215.059,218
215.084,253
215.109,283
215.134,307
215.159,318
215.184,316
215.209,302
215.234,284
215.259,272
215.284,269
215.309,270
215.334,265
215.359,243
215.384,205
215.409,159
215.434,116
215.459,83
215.484,57
215.509,37
215.534,20
215.559,3
215.584,-16
215.609,-40
215.634,-60
215.659,-61
215.684,-33
215.709,21
215.734,85
215.759,141
215.784,185
215.809,225
215.834,267
215.859,311
215.884,347
215.909,373
215.934,391
215.959,407
215.984,421
216.009,427
216.034,425
216.059,421
216.084,423
216.109,431
216.134,436
216.159,424
216.184,391
216.209,338
216.234,275
216.259,210
216.284,150
216.309,94
216.334,35
216.359,-31
216.384,-102
216.409,-164
216.434,-201
216.459,-211
216.484,-214
216.509,-231
216.534,-265
216.559,-294
216.584,-292
216.609,-255
216.634,-198
216.659,-144
216.684,-92
216.709,-30
216.734,50
216.759,140
216.784,210
216.809,245
216.834,257
216.859,269
216.884,301
216.909,350
216.934,399
216.959,432
216.984,444
217.009,438
217.034,420
217.059,395
217.084,368
217.109,344
217.134,322
217.159,301
217.184,277
217.209,249
217.234,220
217.259,189
217.284,156
217.309,120
217.334,85
217.359,57
217.384,34
217.409,6
217.434,-34
217.459,-82
217.484,-116
217.509,-113
217.534,-71
217.559,-6
217.584,54
217.609,99
217.634,134
217.659,172
217.684,216
217.709,260
217.734,292
217.759,308
217.784,313
217.809,313
217.834,312
217.859,313
217.884,315
217.909,320
217.934,323
217.959,321
217.984,311
218.009,293
218.034,273
218.059,253
218.084,232
218.109,210
218.134,185
218.159,161
218.184,138
218.209,111
218.234,78
218.259,45
218.284,18
218.309,2
218.334,-12
218.359,-36
218.384,-68
218.409,-91
218.434,-82
218.459,-35
218.484,33
218.509,96
218.534,135
218.559,159
218.584,182
218.609,212
218.634,236
218.659,238
218.684,218
218.709,189
218.734,171
218.759,172
218.784,184
218.809,192
218.834,193
218.859,192
218.884,194
218.909,195
218.934,190
218.959,174
218.984,151
219.009,127
219.034,104
219.059,81
219.084,58
219.109,37
219.134,17
219.159,-7
219.184,-41
219.209,-77
219.234,-97
219.259,-82
219.284,-33
219.309,34
219.334,96
219.359,146
219.384,191
219.409,244
219.434,303
219.459,355
219.484,385
219.509,390
219.534,381
219.559,369
219.584,362
219.609,359
219.634,356
219.659,352
219.684,346
219.709,333
219.734,309
219.759,275
219.784,236
219.809,201
219.834,169
219.859,135
219.884,94
219.909,51
219.934,16
219.959,-7
219.984,-27
220.009,-56
220.034,-99
220.059,-135
220.084,-137
220.109,-92
220.134,-14
220.159,68
220.184,131
220.209,177
220.234,222
220.259,272
220.284,320
220.309,347
220.334,344
220.359,320
220.384,295
220.409,277
220.434,265
220.459,246
220.484,216
220.509,176
220.534,133
220.559,96
220.584,67
220.609,47
220.634,32
220.659,19
220.684,8
220.709,-1
220.734,-12
220.759,-33
220.784,-67
220.809,-105
220.834,-120
220.859,-91
220.884,-21
220.909,67
220.934,143
220.959,198
220.984,242
221.009,290
221.034,339
221.059,373
221.084,379
221.109,366
221.134,350
221.159,347
221.184,353
221.209,357
221.234,350
221.259,335
221.284,315
221.309,292
221.334,266
221.359,236
221.384,202
221.409,161
221.434,110
221.459,51
221.484,-8
221.509,-63
221.534,-112
221.559,-160
221.584,-202
221.609,-221
221.634,-200
221.659,-136
221.684,-53
221.709,18
221.734,64
221.759,96
221.784,134
221.809,186
221.834,241
221.859,280
221.884,295
221.909,292
221.934,286
221.959,290
221.984,307
222.009,334
222.034,361
222.059,376
222.084,372
222.109,351
222.134,323
222.159,295
222.184,268
222.209,240
222.234,210
222.259,181
222.284,157
222.309,131
222.334,93
222.359,40
222.384,-15
222.409,-54
222.434,-60
222.459,-38
222.484,-4
222.509,30
222.534,63
222.559,104
222.584,155
222.609,209
222.634,255
222.659,284
222.684,295
222.709,292
222.734,279
222.759,260
222.784,243
222.809,234
222.834,234
222.859,239
222.884,238
222.909,229
222.934,211
222.959,190
222.984,169
223.009,145
223.034,119
223.059,90
223.084,60
223.109,31
223.134,0
223.159,-36
223.184,-77
223.209,-110
223.234,-119
223.259,-93
223.284,-38
223.309,24
223.334,75
223.359,107
223.384,129
223.409,155
223.434,187
223.459,214
223.484,223
223.509,215
223.534,202
223.559,201
223.584,212
223.609,227
223.634,234
223.659,231
223.684,224
223.709,218
223.734,211
223.759,196
223.784,171
223.809,141
223.834,116
223.859,102
223.884,99
223.909,100
223.934,98
223.959,83
223.984,53
224.009,11
224.034,-26
224.059,-42
224.084,-22
224.109,28
224.134,94
224.159,157
224.184,208
224.209,247
224.234,284
224.259,320
224.284,349
224.309,365
224.334,370
224.359,369
224.384,369
224.409,371
224.434,367
224.459,353
224.484,330
224.509,305
224.534,282
224.559,259
224.584,233
224.609,202
224.634,169
224.659,135
224.684,99
224.709,62
224.734,27
224.759,1
224.784,-15
224.809,-29
224.834,-52
224.859,-85
224.884,-110
224.909,-106
224.934,-63
224.959,0
224.984,61
225.009,101
225.034,127
225.059,155
225.084,192
225.109,228
225.134,248
225.159,249
225.184,240
225.209,231
225.234,225
225.259,219
225.284,208
225.309,192
225.334,173
225.359,151
225.384,125
225.409,97
225.434,72
225.459,55
225.484,45
225.509,39
225.534,32
225.559,20
225.584,-2
225.609,-38
225.634,-78
225.659,-96
225.684,-67
225.709,11
225.734,116
225.759,208
225.784,267
225.809,298
225.834,325
225.859,362
225.884,402
225.909,430
225.934,438
225.959,431
225.984,418
226.009,403
226.034,383
226.059,354
226.084,319
226.109,280
226.134,239
226.159,195
226.184,155
226.209,123
226.234,101
226.259,83
226.284,62
226.309,35
226.334,5
226.359,-26
226.384,-60
226.409,-92
226.434,-110
226.459,-99
226.484,-54
226.509,12
226.534,74
226.559,117
226.584,145
226.609,174
226.634,214
226.659,258
226.684,289
226.709,298
226.734,291
226.759,282
226.784,276
226.809,271
226.834,262
226.859,247
226.884,233
226.909,222
226.934,210
226.959,193
226.984,172
227.009,148
227.034,125
227.059,101
227.084,74
227.109,46
227.134,21
227.159,-2
227.184,-29
227.209,-62
227.234,-92
227.259,-104
227.284,-82
227.309,-28
227.334,40
227.359,103
227.384,149
227.409,183
227.434,216
227.459,252
227.484,289
227.509,316
227.534,329
227.559,330
227.584,323
227.609,316
227.634,309
227.659,302
227.684,293
227.709,280
227.734,264
227.759,244
227.784,222
227.809,198
227.834,173
227.859,145
227.884,115
227.909,84
227.934,56
227.959,30
227.984,3
228.009,-28
228.034,-66
228.059,-103
228.084,-129
228.109,-129
228.134,-96
228.159,-36
228.184,33
228.209,93
228.234,135
228.259,163
228.284,192
228.309,226
228.334,259
228.359,278
228.384,277
228.409,266
228.434,261
228.459,268
228.484,277
228.509,276
228.534,261
228.559,243
228.584,231
228.609,225
228.634,216
228.659,200
228.684,181
228.709,168
228.734,161
228.759,151
228.784,131
228.809,102
228.834,76
228.859,55
228.884,33
228.909,5
228.934,-19
228.959,-19
228.984,19
229.009,89
229.034,162
229.059,215
229.084,251
229.109,287
229.134,334
229.159,385
229.184,417
229.209,413
229.234,374
229.259,317
229.284,260
229.309,216
229.334,188
229.359,172
229.384,160
229.409,141
229.434,114
229.459,85
229.484,63
229.509,47
229.534,29
229.559,-3
229.584,-49
229.609,-95
229.634,-122
229.659,-126
229.684,-121
229.709,-119
229.734,-115
229.759,-91
229.784,-31
229.809,60
229.834,158
229.859,236
229.884,290
229.909,331
229.934,370
229.959,405
229.984,424
230.009,416
230.034,392
230.059,369
230.084,356
230.109,344
230.134,316
230.159,263
230.184,198
230.209,140
230.234,106
230.259,95
230.284,95
230.309,95
230.334,88
230.359,75
230.384,60
230.409,44
230.434,27
230.459,3
230.484,-25
230.509,-52
230.534,-63
230.559,-46
230.584,0
230.609,59
230.634,113
230.659,150
230.684,176
230.709,201
230.734,227
230.759,248
230.784,255
230.809,251
230.834,248
230.859,257
230.884,272
230.909,282
230.934,279
230.959,267
230.984,255
231.009,244
231.034,230
231.059,207
231.084,182
231.109,160
231.134,143
231.159,123
231.184,94
231.209,63
231.234,37
231.259,20
231.284,0
231.309,-31
231.334,-65
231.359,-78
231.384,-52
231.409,5
231.434,69
231.459,116
231.484,147
231.509,173
231.534,204
231.559,232
231.584,248
231.609,251
231.634,255
231.659,270
231.684,291
231.709,302
231.734,294
231.759,277
231.784,269
231.809,278
231.834,295
231.859,300
231.884,285
231.909,257
231.934,228
231.959,203
231.984,178
232.009,147
232.034,109
232.059,70
232.084,33
232.109,-3
232.134,-46
232.159,-91
232.184,-123
232.209,-124
232.234,-87
232.259,-22
232.284,46
232.309,100
232.334,132
232.359,154
232.384,181
232.409,215
232.434,248
232.459,269
232.484,275
232.509,271
232.534,269
232.559,271
232.584,274
232.609,273
232.634,267
232.659,259
232.684,250
232.709,238
232.734,220
232.759,198
232.784,176
232.809,153
232.834,121
232.859,80
232.884,34
232.909,-4
232.934,-32
232.959,-54
232.984,-82
233.009,-116
233.034,-141
233.059,-140
233.084,-107
233.109,-51
233.134,11
233.159,66
233.184,110
233.209,146
233.234,182
233.259,219
233.284,257
233.309,284
233.334,286
233.359,251
233.384,183
233.409,105
233.434,39
233.459,-2
233.484,-19
233.509,-20
233.534,-6
233.559,20
233.584,57
233.609,98
233.634,140
233.659,180
233.684,216
233.709,243
233.734,256
233.759,259
233.784,259
233.809,260
233.834,256
233.859,246
233.884,246
233.909,283
233.934,374
233.959,503
233.984,628
234.009,716
234.034,762
234.059,786
234.084,809
234.109,830
234.134,828
234.159,785
234.184,695
234.209,568
234.234,425
234.259,296
234.284,206
234.309,159
234.334,130
234.359,89
234.384,23
234.409,-48
234.434,-96
234.459,-109
234.484,-111
234.509,-129
234.534,-174
234.559,-234
234.584,-295
234.609,-357
234.634,-420
234.659,-470
234.684,-482
234.709,-447
234.734,-387
234.759,-335
234.784,-306
234.809,-284
234.834,-239
234.859,-168
234.884,-92
234.909,-34
234.934,7
234.959,51
234.984,111
235.009,180
235.034,237
235.059,274
235.084,296
235.109,316
235.134,334
235.159,345
235.184,344
235.209,334
235.234,324
235.259,317
235.284,310
235.309,291
235.334,251
235.359,192
235.384,129
235.409,87
235.434,83
235.459,117
235.484,167
235.509,206
235.534,223
235.559,225
235.584,231
235.609,248
235.634,271
235.659,288
235.684,292
