df_hash,22ZHK4.7H06EP
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.REJ0
person_label,V156
date_time_start,2026-06-08_19-48-47.051000_+03
date_time_start_unix,1780930127.051
date_time_end,2026-06-08_19-59-06.457000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
4.991,257049,176,259096
4.996,257028,175,259106
5.001,257036,173,259111
5.006,257029,171,259075
5.011,257017,170,259087
5.016,257031,176,259080
5.021,256995,169,259075
5.026,256992,175,259063
5.031,256985,174,259057
5.036,256989,172,259071
5.041,256963,171,259052
5.046,256969,169,259057
5.051,256962,174,259035
5.056,256934,173,259011
5.061,256964,171,259019
5.066,256953,174,258997
5.071,256939,171,258989
5.076,256932,170,258969
5.081,256899,174,258959
5.086,256904,171,258974
5.091,256922,170,258976
5.096,256896,175,258937
5.100,256890,172,258975
5.105,256899,170,258977
5.110,256889,175,258947
5.115,256872,171,258938
5.120,256866,175,258935
5.125,256870,173,258944
5.130,256889,172,258954
5.135,256899,170,258963
5.140,256897,176,258984
5.145,256911,174,259011
5.150,256927,172,259014
5.155,256905,170,258980
5.160,256879,176,258960
5.165,256873,170,258942
5.170,256844,175,258937
5.175,256847,174,258925
5.180,256836,171,258901
5.185,256834,169,258866
5.190,256834,172,258888
5.195,256866,172,258860
5.200,256821,170,258881
5.205,256842,175,258876
5.210,256829,173,258864
5.215,256828,171,258882
5.220,256842,170,258880
5.225,256841,176,258887
5.230,256837,174,258882
5.234,256838,172,258899
5.239,256848,170,258908
5.244,256852,176,258896
5.249,256875,174,258914
5.254,256839,172,258896
5.259,256847,170,258901
5.264,256847,171,258893
5.269,256848,169,258902
5.274,256853,174,258878
5.279,256860,172,258882
5.284,256854,169,258884
5.289,256846,174,258875
5.294,256840,172,258856
5.299,256826,170,258851
5.304,256847,175,258857
5.309,256840,174,258873
5.314,256799,172,258813
5.319,256835,171,258826
5.324,256849,176,258806
5.329,256821,174,258834
5.334,256844,172,258820
5.339,256825,169,258811
5.344,256853,169,258832
5.349,256845,174,258830
5.354,256856,172,258819
5.359,256851,171,258822
5.363,256889,171,258831
5.368,256885,170,258809
5.373,256874,176,258827
5.378,256879,173,258844
5.383,256908,171,258846
5.388,256906,170,258852
5.393,256916,175,258844
5.398,256918,173,258840
5.403,256917,171,258877
5.408,256924,172,258855
5.413,256932,171,258848
5.418,256917,170,258851
5.423,256941,175,258844
5.428,256942,172,258862
5.433,256956,171,258860
5.438,256975,177,258851
5.443,256974,174,258870
5.448,256955,172,258852
5.453,256968,170,258871
5.458,256971,172,258867
5.463,256989,170,258873
5.468,257189,172,259029
5.473,257216,170,259001
5.478,257193,176,258969
5.483,257157,174,258947
5.488,257129,172,258857
5.493,257089,173,258851
5.497,257010,171,258885
5.502,257018,170,258882
5.507,257045,171,258915
5.512,257058,170,258911
5.517,257072,174,258925
5.522,257055,172,258921
5.527,257089,170,258937
5.532,257081,176,258944
5.537,257105,173,258973
5.542,257100,171,258983
5.547,257123,169,258963
5.552,257146,175,258951
5.557,257145,173,258951
5.562,257111,171,258989
5.567,257158,169,258992
5.572,257173,174,258991
5.577,257178,172,259003
5.582,257178,170,259034
5.587,257192,176,259042
5.592,257215,174,259046
5.597,257199,172,259058
5.602,257211,171,259071
5.607,257189,172,259029
5.612,257216,170,259001
5.617,257193,176,258969
5.622,257157,174,258947
5.626,257129,172,258935
5.631,257089,171,258866
5.636,257071,170,258851
5.641,257035,174,258796
5.646,257019,172,258778
5.651,257017,173,258727
5.656,256943,172,258710
5.661,256923,171,258695
5.666,256892,176,258686
5.671,256893,173,258672
5.676,256878,172,258671
5.681,256861,170,258679
5.686,256836,175,258670
5.691,256823,173,258687
5.696,256817,172,258691
5.701,256814,173,258682
