df_hash,22ZHK4.7H06EP
318.968,37.531
320.087,37.531
321.072,37.531
322.035,37.531
323.013,37.562
324.220,37.594
324.976,37.594
326.082,37.562
327.056,37.562
328.031,37.594
329.105,37.594
330.225,37.594
331.056,37.594
332.032,37.594
333.004,37.594
334.002,37.562
335.246,37.562
336.077,37.594
337.050,37.625
338.053,37.594
339.000,37.562
339.975,37.562
341.048,37.562
342.022,37.594
342.949,37.625
344.166,37.625
344.948,37.625
346.076,37.625
347.044,37.625
347.970,37.625
349.193,37.656
349.969,37.656
351.194,37.625
352.016,37.625
352.995,37.594
354.265,37.594
354.946,37.594
356.208,37.625
357.046,37.625
358.066,37.625
359.044,37.625
360.206,37.625
361.084,37.625
362.059,37.656
363.034,37.594
364.109,37.594
364.935,37.594
366.056,37.562
367.031,37.531
368.033,37.500
368.994,37.500
369.956,37.469
370.931,37.469
372.052,37.469
373.027,37.500
374.008,37.469
374.981,37.500
376.101,37.500
377.025,37.500
378.042,37.531
379.267,37.531
379.954,37.562
381.071,37.562
382.046,37.531
383.077,37.531
383.947,37.531
385.221,37.531
386.092,37.531
387.068,37.469
388.050,37.438
388.997,37.469
389.947,37.469
391.068,37.469
392.039,37.469
393.021,37.500
394.038,37.531
395.013,37.562
396.086,37.594
397.304,37.625
398.287,37.625
399.031,37.562
399.937,37.531
401.062,37.562
402.034,37.562
403.008,37.531
403.983,37.531
404.958,37.500
405.933,37.469
407.054,37.469
408.031,37.500
409.003,37.594
409.979,37.594
410.954,37.656
412.051,37.656
413.001,37.656
414.268,37.688
414.952,37.688
415.926,37.719
417.053,37.719
418.071,37.719
419.151,37.688
419.972,37.656
420.901,37.594
421.931,37.562
422.995,37.594
424.019,37.562
424.994,37.531
425.921,37.562
427.041,37.562
428.016,37.562
429.286,37.562
429.966,37.594
430.946,37.594
432.062,37.594
433.044,37.562
434.012,37.594
434.987,37.594
435.962,37.594
437.183,37.562
438.009,37.594
438.989,37.594
439.982,37.594
440.934,37.594
441.909,37.594
442.933,37.594
444.014,37.562
444.980,37.562
445.908,37.562
446.930,37.562
448.002,37.594
449.000,37.562
449.961,37.562
450.928,37.625
452.049,37.594
453.024,37.594
454.002,37.594
454.978,37.625
455.949,37.625
457.070,37.750
458.045,37.750
459.117,37.781
460.092,37.781
460.921,37.812
462.208,37.781
463.017,37.812
463.992,37.844
464.968,37.875
465.948,37.844
467.064,37.719
468.038,37.688
469.013,37.656
469.988,37.625
470.917,37.625
471.938,37.625
473.010,37.594
473.993,37.562
474.995,37.562
476.084,37.562
477.105,37.562
478.031,37.594
478.981,37.625
479.981,37.594
480.958,37.625
481.931,37.625
483.064,37.625
484.071,37.656
485.002,37.656
486.031,37.781
487.049,37.656
488.025,37.656
489.000,37.625
489.974,37.656
490.954,37.656
491.948,37.594
492.902,37.594
494.027,37.562
495.005,37.562
495.922,37.438
496.945,37.562
498.040,37.562
499.436,37.594
499.968,37.625
501.002,37.625
502.168,37.719
503.045,37.688
504.018,37.719
504.994,37.719
505.964,37.719
506.957,37.719
508.063,37.688
509.057,37.656
510.010,37.594
511.137,37.594
512.060,37.594
512.890,37.594
514.007,37.594
514.985,37.594
515.958,37.594
516.941,37.625
518.199,37.625
519.033,37.625
520.024,37.781
521.367,37.781
521.976,37.688
522.885,37.688
524.007,37.719
524.975,37.719
525.950,37.719
526.980,37.688
528.051,37.750
529.021,37.781
530.000,37.656
530.971,37.625
531.946,37.719
532.938,37.750
533.994,37.719
534.984,37.719
536.090,37.750
536.921,37.750
538.056,37.688
539.014,37.656
539.989,37.688
540.964,37.688
541.939,37.688
542.917,37.656
544.035,37.625
545.058,37.625
546.229,37.656
546.912,37.656
548.325,37.688
549.008,37.719
549.983,37.688
550.958,37.688
551.933,37.688
552.913,37.688
554.121,37.688
555.025,37.656
555.979,37.625
557.025,37.625
557.932,37.594
559.056,37.531
559.984,37.531
561.248,37.531
561.926,37.531
562.901,37.531
564.022,37.562
565.001,37.594
565.972,37.594
566.947,37.625
567.927,37.656
569.068,37.719
570.019,37.750
570.995,37.781
571.968,37.781
572.943,37.750
574.161,37.781
574.990,37.750
576.113,37.750
577.232,37.719
577.915,37.688
579.040,37.688
580.011,37.688
580.986,37.656
581.960,37.656
582.936,37.688
583.916,37.656
585.041,37.750
586.155,37.656
587.094,37.625
587.922,37.656
588.883,37.656
590.003,37.594
590.979,37.500
591.957,37.406
592.929,37.312
593.855,37.156
594.879,36.969
595.951,36.938
596.979,36.781
597.950,36.562
598.924,36.375
600.023,36.312
601.031,36.156
602.190,36.094
602.922,35.969
603.897,35.844
605.167,35.719
606.025,35.625
606.971,35.531
607.943,35.500
608.937,35.469
610.039,35.344
611.404,35.250
612.038,35.125
613.025,35.031
614.087,34.969
