df_hash,22ZHK4.8GUL1J
318.579,34.719
319.555,34.656
320.530,34.625
321.554,34.656
322.528,34.656
323.576,34.812
324.604,34.781
325.551,34.781
326.526,34.750
327.550,34.750
328.602,34.750
329.550,34.812
330.524,34.812
331.597,34.812
332.571,34.812
333.595,34.688
334.522,34.688
335.622,34.688
336.520,34.719
337.544,34.750
338.592,34.750
339.765,34.750
340.546,34.719
341.593,34.719
342.517,34.750
343.568,34.781
344.856,34.750
345.539,34.781
346.515,34.781
347.548,34.750
348.513,34.781
349.589,34.781
350.755,34.781
351.536,34.781
352.656,34.781
353.534,34.750
354.509,34.750
355.590,34.750
356.606,34.719
357.532,34.781
358.610,34.812
359.531,34.812
360.603,34.844
361.530,34.844
362.553,34.875
363.528,34.875
364.649,34.906
365.527,34.906
366.551,34.906
367.723,34.938
368.550,34.906
369.673,34.875
370.548,34.875
371.637,34.875
372.547,34.906
373.527,34.906
374.546,34.906
375.521,34.938
376.548,34.938
377.520,34.906
378.544,34.875
379.568,34.906
380.543,34.938
381.574,34.969
382.610,34.969
383.537,34.969
384.540,35.000
385.515,35.000
386.890,34.969
387.711,35.000
388.538,35.000
389.524,35.000
390.538,35.000
391.512,35.031
392.547,35.000
393.519,35.000
394.534,35.031
395.509,35.062
396.532,35.094
397.608,35.062
398.532,35.062
399.507,35.062
400.579,35.062
401.560,35.062
402.583,35.031
403.791,35.062
404.534,35.031
405.528,35.062
406.527,35.062
407.528,35.062
408.526,35.062
409.505,35.094
410.572,35.062
411.569,35.062
412.650,35.031
413.552,35.031
414.552,35.000
415.546,34.875
416.521,34.875
417.545,34.875
418.520,34.875
419.543,34.938
420.518,34.938
421.542,34.938
422.550,35.000
423.541,35.031
424.516,35.062
425.540,35.125
426.515,35.125
427.540,35.156
428.808,35.156
429.537,35.094
430.512,35.094
431.562,35.094
432.514,35.094
433.535,35.062
434.510,35.094
435.534,35.094
436.512,35.094
437.533,35.094
438.507,35.094
439.531,35.094
440.506,35.094
441.530,35.062
442.505,35.062
443.531,35.062
444.611,35.031
445.528,35.031
446.503,35.031
447.526,35.031
448.501,35.031
449.525,35.062
450.890,35.062
451.524,35.125
452.499,35.125
453.525,35.156
454.744,35.156
455.534,35.156
456.497,35.156
457.520,35.156
458.544,35.156
459.519,35.156
460.545,35.156
461.518,35.188
462.542,35.188
463.517,35.219
464.541,35.219
465.661,35.281
466.539,35.312
467.514,35.344
468.538,35.375
469.513,35.375
470.537,35.375
471.569,35.344
472.536,35.375
473.512,35.344
474.534,35.344
475.509,35.312
476.533,35.344
477.509,35.344
478.532,35.344
479.556,35.344
480.537,35.344
481.506,35.344
482.530,35.312
483.515,35.281
484.534,35.281
485.524,35.281
486.530,35.250
487.553,35.250
488.526,35.250
489.501,35.250
490.553,35.250
491.695,35.219
492.527,35.219
493.746,35.250
