df_hash,22ZHK4.8GUL1J
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.KJ8S
person_label,V80
date_time_start,2025-11-03_15-40-52.460000_+03
date_time_start_unix,1762170052.46
date_time_end,2025-11-03_15-49-11.895000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.689,-0.422,0.904,0.037
4.699,-0.422,0.906,0.033
4.709,-0.422,0.904,0.037
4.719,-0.420,0.902,0.037
4.729,-0.424,0.904,0.035
4.739,-0.422,0.904,0.037
4.749,-0.424,0.904,0.033
4.758,-0.422,0.902,0.035
4.768,-0.422,0.904,0.033
4.778,-0.422,0.906,0.035
4.788,-0.420,0.906,0.035
4.798,-0.420,0.902,0.033
4.808,-0.422,0.904,0.033
4.818,-0.422,0.906,0.035
4.828,-0.422,0.902,0.031
4.838,-0.420,0.906,0.033
4.848,-0.422,0.906,0.035
4.858,-0.422,0.904,0.033
4.868,-0.424,0.906,0.033
4.878,-0.420,0.904,0.033
4.888,-0.424,0.904,0.033
4.898,-0.422,0.904,0.031
4.907,-0.422,0.904,0.037
4.917,-0.422,0.904,0.035
4.927,-0.422,0.904,0.039
4.937,-0.424,0.904,0.039
4.947,-0.422,0.904,0.035
4.957,-0.424,0.904,0.033
4.967,-0.424,0.900,0.037
4.977,-0.424,0.900,0.037
4.987,-0.422,0.900,0.037
4.997,-0.424,0.904,0.033
5.007,-0.428,0.902,0.033
5.017,-0.428,0.904,0.039
5.027,-0.426,0.898,0.037
5.037,-0.426,0.902,0.035
5.047,-0.426,0.904,0.033
5.056,-0.422,0.904,0.035
5.066,-0.422,0.904,0.039
5.076,-0.420,0.902,0.037
5.086,-0.420,0.904,0.039
5.096,-0.420,0.904,0.035
5.106,-0.422,0.902,0.035
5.116,-0.420,0.904,0.041
5.126,-0.422,0.904,0.037
5.136,-0.424,0.902,0.037
5.146,-0.424,0.902,0.033
5.156,-0.426,0.900,0.035
5.166,-0.428,0.906,0.037
5.176,-0.426,0.904,0.035
5.186,-0.424,0.906,0.035
5.196,-0.424,0.906,0.037
5.205,-0.424,0.902,0.037
5.215,-0.424,0.900,0.039
5.225,-0.424,0.900,0.037
5.235,-0.422,0.898,0.037
5.245,-0.420,0.896,0.037
5.255,-0.420,0.902,0.035
5.265,-0.422,0.900,0.035
5.275,-0.420,0.902,0.039
5.285,-0.422,0.902,0.037
5.295,-0.424,0.902,0.039
5.305,-0.424,0.900,0.037
5.315,-0.422,0.904,0.033
5.325,-0.426,0.906,0.035
5.335,-0.424,0.908,0.033
5.345,-0.422,0.908,0.035
5.354,-0.426,0.908,0.037
5.364,-0.426,0.910,0.039
5.374,-0.424,0.906,0.033
5.384,-0.424,0.904,0.039
5.394,-0.420,0.902,0.037
5.404,-0.418,0.902,0.041
5.414,-0.416,0.900,0.037
