df_hash,22ZHK4.JN5XDQ
429.761,87
430.964,87
431.829,87
432.787,87
433.961,86
434.802,86
435.758,85
436.879,86
437.842,86
438.683,86
440.202,86
440.828,87
441.857,87
442.878,87
443.764,87
444.631,87
445.801,87
446.852,87
447.604,87
448.823,87
449.802,88
450.578,89
451.797,90
452.675,91
453.601,92
454.771,92
455.649,91
456.575,90
457.745,88
458.622,87
459.500,86
460.719,86
461.694,86
462.474,87
463.867,86
464.619,88
465.599,87
466.666,88
467.544,88
468.470,88
469.640,88
470.517,88
471.443,88
472.662,88
473.540,87
474.442,86
475.587,86
476.660,85
477.390,86
478.560,86
479.486,87
480.367,87
481.534,88
482.469,88
483.349,88
484.530,88
485.437,88
486.314,89
487.529,89
488.407,91
489.295,93
490.650,91
491.380,91
492.258,91
493.476,89
494.357,89
495.527,89
496.450,91
497.330,92
498.205,93
499.472,93
500.327,93
501.227,92
502.400,92
503.570,91
504.201,91
505.370,90
506.256,90
507.174,89
508.344,89
509.270,88
510.196,88
511.415,89
512.243,90
513.122,91
514.340,92
515.232,91
516.094,91
517.318,91
518.191,91
519.073,91
520.287,91
521.172,91
522.041,91
523.260,91
524.137,84
525.063,83
526.626,79
527.111,77
527.988,78
529.207,78
530.233,78
530.962,77
532.204,77
533.058,77
533.935,77
535.203,77
536.031,77
536.997,77
538.133,77
539.008,77
539.980,77
541.115,82
541.978,84
542.905,82
544.074,86
545.052,87
545.878,89
547.048,90
547.976,89
548.900,89
550.070,89
550.951,89
551.825,89
553.081,89
553.921,89
554.799,89
556.017,89
556.911,89
558.019,89
558.991,89
559.868,89
560.807,89
561.964,89
562.842,84
563.768,86
564.938,85
565.820,85
566.741,85
567.937,91
568.789,93
569.715,90
570.885,93
571.811,91
572.688,91
573.858,91
574.796,91
575.667,91
576.836,91
577.759,91
578.635,91
579.854,91
580.732,91
581.609,91
582.831,91
583.712,95
584.582,95
585.801,94
586.679,94
587.557,94
588.785,94
589.656,94
590.591,94
591.748,94
592.674,94
593.552,94
594.722,94
595.601,94
596.574,94
597.695,94
598.573,94
599.499,93
600.673,92
601.573,91
602.474,90
603.646,90
604.569,90
605.451,90
606.616,90
607.542,90
608.419,90
609.785,90
610.516,90
611.393,91
612.564,90
613.494,90
614.367,90
615.612,90
616.463,90
617.344,90
618.559,90
619.446,90
620.314,90
621.543,93
622.410,94
623.289,95
624.506,96
625.383,96
626.261,96
627.479,95
628.603,95
629.260,95
630.488,95
631.334,95
632.404,95
633.427,96
634.353,95
635.230,95
636.539,95
637.280,95
638.204,95
639.374,96
640.251,95
641.178,94
642.347,93
643.228,93
644.151,92
645.321,93
646.253,93
647.146,93
648.294,93
649.220,93
650.140,93
651.268,93
652.207,93
653.071,93
654.241,93
655.215,93
656.096,93
657.291,93
658.143,93
659.020,93
660.237,93
661.115,89
661.992,92
663.216,92
664.088,92
664.966,92
666.184,92
667.159,92
667.939,93
669.158,92
670.079,92
670.913,92
672.132,92
673.009,92
673.977,92
675.117,92
676.037,92
676.860,92
678.127,92
678.956,92
679.882,92
681.052,92
681.930,96
682.864,97
684.026,98
685.198,99
685.836,98
686.999,98
688.270,98
688.803,98
689.973,98
690.899,98
691.776,98
692.974,98
693.906,95
695.046,93
696.062,91
696.846,90
697.724,90
698.965,90
699.820,91
700.697,92
701.916,93
702.946,92
703.720,92
704.999,92
705.767,92
706.703,92
707.885,92
708.741,84
709.695,88
710.885,79
711.763,79
712.592,80
713.835,80
714.743,79
715.637,73
716.784,76
717.685,75
718.595,75
719.801,74
720.688,74
721.561,65
722.731,61
723.657,58
724.535,58
725.705,59
726.635,59
727.508,58
728.770,58
729.604,58
730.516,58
731.801,58
732.588,64
733.456,66
734.629,68
735.552,66
736.478,66
737.599,74
738.623,71
739.403,70
740.670,80
741.499,76
742.385,81
743.621,84
744.525,84
745.350,85
746.569,85
747.446,85
748.324,85
749.640,84
750.664,84
751.302,84
752.516,85
753.393,85
754.319,85
755.539,84
756.367,83
757.560,82
758.469,81
759.389,81
760.310,81
761.437,82
762.363,82
763.240,82
764.411,82
765.336,82
766.219,82
767.432,82
768.310,83
769.194,84
770.406,85
771.284,84
772.161,84
773.380,84
774.257,84
775.149,84
776.454,84
777.231,84
778.174,84
779.327,84
780.253,84
781.131,84
782.596,84
783.227,84
784.105,84
785.277,84
786.207,74
787.082,79
788.248,77
789.175,78
790.053,77
791.221,77
792.148,77
793.076,77
794.244,77
795.122,77
795.999,77
797.376,77
798.095,77
799.011,77
800.191,51
1178.952,103
1180.126,102
1181.023,99
1181.975,97
1183.096,97
1184.073,97
1184.928,97
1186.070,98
