df_hash,22ZHK4.JN5XDQ
318.860,36.906
319.844,36.938
320.754,36.906
321.926,36.906
322.703,36.906
323.729,36.875
324.702,36.844
325.677,36.844
327.045,36.781
327.690,36.781
328.701,36.812
329.728,36.812
330.709,36.844
331.675,36.812
332.698,36.844
333.673,36.875
334.748,36.844
335.671,36.844
336.729,36.875
337.670,36.875
338.742,36.844
339.731,36.875
340.721,36.844
342.060,36.844
342.740,36.875
343.717,36.781
344.697,36.812
345.845,36.844
346.689,36.844
347.912,36.812
348.688,36.844
349.711,36.812
350.740,36.812
351.710,36.750
352.686,36.719
353.710,36.844
354.684,36.812
355.954,36.812
356.683,36.812
357.707,36.906
358.685,36.969
359.754,36.969
360.684,36.906
361.708,37.000
362.682,37.000
363.755,36.969
364.679,37.000
365.702,37.031
367.119,37.031
367.701,36.906
368.725,36.875
369.797,36.875
370.674,36.938
371.699,36.938
372.674,36.969
373.698,36.969
374.770,37.000
375.696,37.000
376.672,36.969
377.841,37.000
378.670,37.000
379.697,37.031
380.669,37.031
381.927,36.969
382.668,36.938
383.789,36.938
384.694,36.875
385.690,36.875
386.714,36.875
388.032,36.844
388.721,36.844
389.736,36.844
390.712,36.844
391.735,36.906
392.810,36.938
393.755,36.938
394.661,36.969
395.685,37.000
396.680,37.031
397.732,37.031
398.712,37.031
399.682,36.969
400.709,37.000
401.681,37.000
402.754,36.875
403.729,36.875
404.704,36.875
405.727,36.875
406.751,36.875
407.768,36.844
408.701,36.844
409.826,36.844
410.748,36.875
411.675,36.844
412.699,36.906
413.970,36.906
414.698,36.906
415.770,36.906
416.843,36.906
417.866,36.906
418.695,36.906
419.989,36.875
420.694,36.844
421.717,36.906
422.720,36.875
423.836,36.844
424.789,36.844
425.667,36.875
426.739,36.875
427.980,36.875
428.700,36.906
429.664,36.906
430.740,36.938
431.717,36.906
432.784,36.938
433.957,36.969
434.798,36.969
435.661,36.938
436.782,36.938
437.660,36.938
438.979,36.938
439.659,36.938
440.731,36.938
441.906,36.969
442.707,37.000
443.656,37.000
444.680,36.969
445.655,37.000
446.679,37.000
447.703,36.969
448.699,37.000
449.799,36.906
450.686,36.906
451.700,36.875
452.834,36.875
453.896,36.875
454.680,36.875
455.698,36.906
456.706,36.906
457.696,36.938
458.820,36.938
459.844,37.000
460.675,37.031
461.795,37.062
462.669,37.062
463.862,37.094
464.673,37.094
465.713,37.062
466.918,37.031
467.690,37.031
468.668,37.031
469.689,37.062
470.773,37.031
471.688,37.031
472.858,37.031
473.686,37.000
474.905,36.969
475.688,37.000
476.673,37.031
477.683,37.031
478.722,36.969
479.682,36.969
480.903,36.938
481.680,36.969
482.661,36.938
483.679,36.969
484.654,36.969
485.688,36.906
486.684,36.875
487.676,36.875
488.651,36.938
489.918,36.938
490.657,36.969
491.697,36.938
492.697,36.938
493.682,36.906
494.696,36.906
495.670,36.906
496.700,36.938
497.755,36.969
498.693,36.938
499.814,36.938
500.691,36.969
501.666,36.969
502.690,36.969
503.665,37.000
504.688,37.062
505.683,37.094
506.821,37.125
507.662,37.125
508.685,37.125
509.662,37.125
510.733,37.094
511.659,37.125
512.683,37.125
513.658,37.094
514.684,37.031
515.902,37.000
516.680,36.906
517.703,36.906
518.678,36.906
519.653,36.938
520.683,36.938
521.666,36.906
522.676,36.906
523.650,36.875
524.680,36.938
525.652,36.969
526.759,36.969
527.647,36.969
528.671,36.969
529.647,36.969
530.696,36.969
531.645,37.000
532.668,37.031
533.643,37.062
534.667,37.031
535.646,37.031
536.665,37.031
537.663,37.062
538.664,37.094
539.644,37.062
540.663,37.062
541.689,37.062
542.710,37.062
543.734,37.031
544.664,37.031
545.695,37.125
546.658,37.094
547.779,37.062
548.657,37.062
549.680,37.125
550.680,37.094
551.682,37.125
552.658,37.125
553.680,37.250
554.698,37.250
555.676,37.156
556.897,37.156
557.679,37.219
558.650,37.219
559.673,37.156
560.678,37.188
561.672,37.125
562.647,37.125
563.674,37.031
564.720,37.031
565.669,37.031
566.644,37.031
567.717,37.031
568.643,37.062
569.667,37.062
570.644,37.094
571.690,37.094
572.642,37.094
573.676,37.094
574.641,37.094
575.662,37.094
576.832,37.062
577.661,37.062
578.931,37.062
579.661,37.062
580.639,36.969
581.658,36.938
582.828,36.969
583.658,37.000
584.691,37.000
585.655,36.969
586.631,37.000
587.900,36.938
588.629,36.906
589.652,36.906
590.682,36.938
591.651,36.969
592.775,36.938
593.654,36.875
594.674,36.875
595.653,36.844
596.675,36.875
597.656,36.906
598.671,36.906
599.695,36.906
600.669,36.906
601.665,36.906
602.707,37.000
603.643,37.062
604.677,37.062
605.641,37.094
606.665,37.062
607.788,37.031
608.664,37.062
609.793,37.094
610.663,37.125
611.641,37.125
612.758,37.031
613.784,37.031
614.659,37.000
615.648,37.000
616.658,37.000
617.779,37.000
618.657,37.000
619.753,36.969
620.704,36.938
621.683,36.906
622.657,36.906
623.953,36.938
624.653,36.969
625.628,37.000
626.946,37.000
627.626,37.062
628.649,37.062
629.625,37.031
630.663,37.062
631.652,37.062
632.670,37.125
633.622,37.094
634.889,37.062
635.621,37.062
636.644,37.062
637.624,37.000
638.764,37.031
639.618,37.031
640.659,37.031
641.665,37.031
642.640,37.031
643.664,37.031
644.639,37.062
645.668,37.062
646.637,37.062
647.661,37.094
648.636,37.125
649.660,37.188
650.638,37.188
651.658,37.188
652.633,37.125
653.657,37.156
654.636,37.156
655.657,37.125
656.633,37.156
657.654,37.156
658.629,37.156
659.661,37.094
660.628,37.062
661.654,37.094
662.627,37.125
663.801,37.094
664.628,37.094
665.651,37.094
666.647,37.094
667.647,37.094
668.622,37.094
669.656,37.094
670.621,37.094
671.644,37.094
672.625,37.125
673.894,37.094
674.913,37.062
675.642,37.062
676.622,37.062
677.640,37.031
678.666,37.000
679.645,36.969
680.618,37.000
681.637,37.000
682.613,36.969
683.636,36.969
684.912,36.969
685.645,36.938
686.610,36.938
687.633,36.969
688.660,36.969
689.683,36.969
690.632,36.969
691.655,36.906
692.654,36.969
693.696,36.969
694.653,36.938
695.628,36.969
696.652,37.000
697.634,36.969
698.651,37.062
699.647,37.062
700.649,37.031
701.657,37.062
702.942,37.031
703.622,37.062
704.651,37.062
705.621,37.094
706.661,37.031
707.669,37.031
708.653,37.000
709.691,37.000
710.662,37.000
711.617,37.031
712.641,37.000
713.616,37.000
714.737,37.000
715.766,36.969
716.638,36.969
717.615,36.969
718.641,37.000
719.660,37.000
720.684,37.000
721.615,37.031
722.634,37.031
723.609,37.031
724.830,37.031
725.608,37.062
726.685,37.062
727.607,37.031
728.635,37.031
729.703,36.969
730.683,37.000
731.798,36.969
732.631,37.000
733.602,37.031
734.625,36.969
735.894,36.938
736.625,36.938
737.653,36.938
738.646,36.969
739.816,36.969
740.727,36.969
741.672,36.938
742.621,36.938
743.650,37.000
744.646,37.031
745.642,37.031
746.739,37.000
747.642,37.000
748.679,37.000
749.650,37.031
750.738,37.062
751.696,37.031
752.614,37.031
753.637,36.969
754.685,37.000
755.689,37.031
756.737,37.062
757.686,37.094
758.620,37.094
759.636,37.094
760.900,37.062
761.632,37.062
762.607,37.062
763.636,37.062
764.610,37.031
765.650,37.031
766.847,37.000
767.628,37.000
768.700,37.000
769.626,37.000
770.602,37.000
771.905,37.000
772.600,37.031
773.624,37.062
774.605,37.094
775.622,37.062
776.597,37.031
777.621,37.031
778.601,36.875
779.626,36.625
780.620,36.312
781.914,36.000
782.893,35.719
783.619,35.406
784.592,35.125
785.616,34.844
786.610,34.594
787.958,34.312
788.644,34.125
789.613,34.062
790.640,34.062
791.615,34.062
792.639,33.969
793.611,33.906
794.655,33.781
795.609,33.719
796.632,33.688
797.756,33.625
798.677,33.656
799.609,33.625
800.630,33.562
801.901,33.500
802.629,33.438
803.607,33.375
804.627,33.375
805.608,33.312
806.629,33.188
807.628,33.125
808.668,32.969
809.605,32.969
810.640,32.875
811.631,32.812
812.920,32.719
813.705,32.719
814.621,32.625
815.616,32.594
816.619,32.562
817.610,32.500
818.618,32.469
819.593,32.375
820.617,32.312
821.657,32.281
822.615,32.250
823.610,32.188
824.614,32.125
825.589,32.062
826.613,32.031
827.634,31.984
828.788,31.938
829.619,31.938
830.612,31.922
831.633,31.875
832.664,31.812
833.584,31.766
834.705,31.734
835.586,31.688
836.606,31.609
837.674,31.547
838.997,31.484
839.628,31.375
840.649,31.312
841.627,31.188
842.610,31.156
843.875,31.156
844.649,31.062
845.628,31.047
846.600,31.047
847.623,31.016
848.747,30.969
849.621,30.938
850.598,30.875
851.626,30.922
852.676,30.875
853.668,30.812
854.986,30.781
855.696,30.688
856.599,30.656
857.616,30.625
858.740,30.609
859.643,30.594
860.591,30.594
861.619,30.562
862.589,30.547
863.696,30.516
864.588,30.484
865.616,30.484
866.688,30.438
867.610,30.375
868.585,30.375
869.609,30.344
870.976,30.297
871.629,30.266
872.598,30.219
873.627,30.203
874.737,30.203
875.605,30.188
876.588,30.203
877.625,30.188
878.578,30.125
879.602,30.062
880.871,30.016
881.667,30.016
882.607,29.984
883.665,29.938
884.721,29.938
885.598,29.938
886.629,29.875
887.598,29.859
888.620,29.844
889.742,29.844
890.619,29.812
891.599,29.797
892.618,29.797
893.593,29.797
894.864,29.703
895.688,29.656
896.615,29.656
897.594,29.641
898.616,29.641
899.594,29.625
900.612,29.594
901.618,29.594
902.615,29.531
903.601,29.484
904.639,29.516
1162.573,25.953
1163.580,25.953
1164.574,25.938
1165.696,25.953
1166.571,25.984
1167.546,26.125
1168.570,26.406
1169.544,26.734
1170.568,27.047
1171.546,27.344
1172.716,27.672
1173.541,28.016
1174.566,28.375
1175.590,28.719
1176.957,29.031
1177.539,29.266
1178.588,29.406
1179.608,29.500
1180.563,29.594
1181.585,29.703
1182.658,29.812
1183.535,29.938
1184.559,30.047
1185.585,30.156
1186.585,30.266
