df_hash,22ZHK4.JN5XDQ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.Z542
person_label,V150
date_time_start,2026-06-08_18-01-19.110000_+03
date_time_start_unix,1780923679.11
date_time_end,2026-06-08_18-21-11.009000_+03
length_difference_noticed,no

time,temperature
4.747,35.312
5.770,35.344
6.745,35.312
7.730,35.406
8.753,35.375
9.767,35.375
10.791,35.312
11.741,35.344
12.741,35.375
13.716,35.438
14.740,35.500
15.768,35.500
16.740,35.562
17.714,35.562
18.737,35.625
19.713,35.625
20.742,35.781
21.736,35.781
22.735,35.781
23.754,35.812
24.734,35.750
25.714,35.781
26.733,35.781
27.951,35.781
28.740,35.781
29.711,35.781
30.731,35.750
31.855,35.750
32.789,35.781
33.763,35.781
34.750,35.812
35.706,35.844
36.924,35.875
37.702,35.844
38.726,35.844
39.721,35.875
40.724,35.906
41.867,35.906
42.740,35.875
43.701,35.875
44.722,35.875
45.697,35.906
46.721,35.938
47.696,36.000
48.790,36.031
49.697,36.094
50.719,36.094
51.707,36.125
52.961,36.188
53.692,36.188
54.716,36.250
55.818,36.219
56.716,36.188
57.738,36.156
58.775,36.156
59.738,36.125
60.713,36.156
61.745,36.156
62.712,36.125
63.735,36.219
64.715,36.188
65.794,36.250
67.055,36.312
67.786,36.281
68.708,36.312
69.808,36.312
70.714,36.250
71.730,36.281
72.706,36.281
74.024,36.188
74.711,36.188
75.784,36.188
76.703,36.219
77.727,36.250
78.702,36.281
79.774,36.250
80.898,36.281
81.734,36.281
82.705,36.344
83.870,36.375
84.699,36.406
85.722,36.438
86.705,36.438
87.796,36.406
89.037,36.406
89.720,36.438
90.724,36.469
91.722,36.500
92.694,36.469
93.722,36.469
94.693,36.438
96.109,36.438
96.740,36.406
97.720,36.438
98.719,36.438
99.714,36.469
100.690,36.469
101.716,36.500
102.736,36.469
103.816,36.438
104.784,36.406
105.714,36.375
106.734,36.406
107.749,36.438
108.733,36.438
109.805,36.406
110.737,36.469
111.755,36.406
112.766,36.469
113.729,36.438
114.729,36.500
115.758,36.531
116.923,36.562
117.711,36.562
118.727,36.531
119.758,36.531
120.726,36.562
121.701,36.562
122.725,36.594
123.700,36.625
124.724,36.625
125.699,36.656
126.722,36.625
127.712,36.625
128.721,36.625
129.696,36.625
130.724,36.625
131.744,36.625
132.719,36.562
133.842,36.594
134.718,36.562
135.693,36.594
136.716,36.594
137.695,36.594
138.715,36.594
139.982,36.594
140.714,36.562
141.709,36.594
142.718,36.625
143.693,36.625
144.711,36.625
145.941,36.594
146.711,36.594
147.734,36.562
148.711,36.594
149.781,36.594
150.708,36.594
151.686,36.594
152.707,36.594
153.745,36.625
154.709,36.625
155.729,36.625
156.724,36.625
157.729,36.656
158.704,36.656
159.736,36.656
160.725,36.625
161.726,36.656
162.701,36.656
163.725,36.625
164.840,36.562
165.723,36.562
166.747,36.562
167.727,36.562
168.698,36.594
169.724,36.594
170.948,36.562
171.946,36.500
172.695,36.531
173.719,36.531
174.704,36.594
175.961,36.594
176.696,36.594
177.716,36.594
178.740,36.594
179.718,36.594
180.692,36.656
182.005,36.688
182.694,36.719
183.712,36.750
184.692,36.750
185.812,36.781
186.686,36.750
187.716,36.750
188.686,36.750
190.004,36.750
190.733,36.719
191.763,36.719
192.934,36.688
193.713,36.688
194.695,36.688
196.001,36.719
196.834,36.719
197.715,36.719
198.895,36.750
199.704,36.781
201.120,36.656
201.705,36.656
202.726,36.688
203.702,36.688
204.724,36.656
205.700,36.594
206.724,36.531
208.141,36.531
208.722,36.531
209.698,36.562
210.721,36.656
211.719,36.656
212.720,36.625
213.695,36.625
214.889,36.656
215.742,36.688
216.718,36.781
217.939,36.781
218.717,36.781
219.691,36.750
220.730,36.719
222.033,36.688
222.719,36.688
223.691,36.656
224.716,36.656
225.695,36.656
226.712,36.625
227.687,36.625
228.766,36.625
229.734,36.688
230.752,36.688
231.716,36.750
232.716,36.812
233.686,36.844
234.707,36.844
235.682,36.844
236.705,36.875
237.976,36.875
238.705,36.938
239.680,36.938
240.703,36.938
241.714,36.938
242.702,36.938
243.876,36.938
244.701,36.938
245.676,36.969
246.700,37.031
248.015,36.969
248.699,36.938
249.675,36.969
250.700,36.938
251.721,36.906
252.696,36.906
253.730,36.844
254.745,36.875
255.719,36.875
256.694,36.812
257.718,36.875
258.742,36.906
259.717,36.906
260.707,36.906
261.733,36.938
262.695,36.938
263.714,36.969
264.689,36.969
265.719,36.969
266.688,36.969
267.711,36.969
268.687,36.969
269.753,36.906
270.685,36.906
271.709,36.906
272.684,36.906
274.022,36.938
274.683,36.938
275.707,36.938
276.733,36.969
277.716,36.938
278.681,36.906
279.951,36.938
280.958,36.969
281.703,36.938
282.679,36.938
283.850,36.938
284.677,36.938
285.801,36.906
286.730,36.938
287.757,36.938
288.724,36.906
289.699,36.875
290.966,36.844
291.750,36.875
292.770,36.875
293.940,36.875
294.817,36.875
295.695,36.906
296.670,36.875
297.696,36.844
298.700,36.906
299.693,36.938
300.717,36.938
301.891,36.938
302.715,36.906
303.690,36.906
304.860,36.812
305.835,36.781
306.713,36.781
307.716,36.812
308.826,36.875
309.784,36.844
310.727,36.844
311.831,36.844
312.709,36.875
313.822,36.906
314.710,37.000
315.935,37.000
316.777,37.000
317.705,37.000
