df_hash,22ZHK4.KA6GFR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.L5GC
person_label,V154
date_time_start,2026-06-08_19-14-06.709000_+03
date_time_start_unix,1780928046.709
date_time_end,2026-06-08_19-27-56.057000_+03
length_difference_noticed,no

time,perfusion_ir
58.972,0.210
60.187,0.210
61.494,0.210
62.923,0.210
63.454,0.210
64.044,0.210
64.822,0.210
65.489,0.210
66.098,0.210
66.652,0.210
67.941,0.210
68.529,0.210
69.111,0.210
69.994,0.210
70.474,0.210
71.238,0.210
71.793,0.200
73.647,0.200
74.813,0.200
75.985,0.200
76.765,0.200
77.349,0.200
78.072,0.200
79.260,0.200
79.885,0.200
80.238,0.200
84.198,0.200
84.958,0.200
85.372,0.200
85.927,0.200
86.428,0.200
87.197,0.200
88.560,0.200
90.318,0.200
90.905,0.190
93.461,0.200
94.710,0.190
95.341,0.190
96.804,0.190
97.241,0.190
98.558,0.190
99.288,0.200
99.878,0.200
100.411,0.200
101.253,0.200
101.871,0.200
102.457,0.200
103.040,0.200
103.720,0.200
104.312,0.200
104.897,0.200
106.259,0.200
109.823,0.200
112.352,0.200
113.770,0.200
114.496,0.200
115.033,0.200
116.211,0.200
116.794,0.200
117.324,0.200
119.138,0.200
120.545,0.200
121.855,0.200
124.493,0.200
129.575,0.200
132.631,0.190
134.630,0.190
135.151,0.180
136.436,0.180
136.727,0.180
137.998,0.180
139.066,0.170
139.261,0.170
144.331,0.180
144.526,0.170
146.061,0.170
146.623,0.170
150.820,0.170
151.055,0.170
156.375,0.170
157.425,0.170
158.813,0.170
159.934,0.170
160.464,0.170
161.195,0.170
161.752,0.170
163.443,0.170
164.175,0.170
164.806,0.170
165.346,0.170
165.932,0.170
166.269,0.170
173.386,0.170
174.280,0.170
175.210,0.160
175.482,0.160
177.876,0.160
179.970,0.160
180.308,0.160
181.787,0.160
182.940,0.160
183.435,0.150
184.700,0.150
186.060,0.150
186.496,0.150
187.524,0.150
187.987,0.150
188.644,0.150
189.375,0.150
190.058,0.150
190.447,0.150
191.573,0.150
193.325,0.150
196.982,0.150
197.716,0.140
198.329,0.140
202.054,0.140
202.500,0.140
203.188,0.140
204.393,0.140
206.063,0.140
206.788,0.140
207.765,0.140
208.883,0.140
209.348,0.140
210.104,0.140
211.320,0.140
212.149,0.140
213.908,0.140
214.539,0.140
215.132,0.140
215.759,0.140
216.383,0.140
220.152,0.140
221.370,0.140
223.468,0.140
224.054,0.140
225.273,0.140
225.920,0.140
229.569,0.140
230.302,0.140
232.735,0.140
233.331,0.140
233.905,0.140
234.590,0.140
236.301,0.140
237.159,0.140
237.866,0.140
238.360,0.150
239.762,0.150
240.245,0.150
240.788,0.150
241.391,0.150
241.660,0.150
245.174,0.150
246.783,0.150
252.687,0.150
253.317,0.150
255.710,0.150
257.516,0.150
258.293,0.150
258.829,0.150
259.515,0.150
260.052,0.150
261.615,0.150
262.842,0.160
263.368,0.160
264.646,0.150
265.222,0.150
266.050,0.160
266.536,0.160
267.173,0.160
268.275,0.160
269.075,0.160
270.302,0.160
271.560,0.160
272.098,0.160
273.418,0.160
274.202,0.160
274.782,0.160
275.424,0.160
275.949,0.160
276.537,0.160
277.322,0.160
278.554,0.160
279.774,0.160
280.396,0.160
281.024,0.160
281.904,0.160
282.260,0.160
283.026,0.160
283.853,0.160
285.861,0.160
286.392,0.160
286.929,0.160
287.558,0.160
288.760,0.160
289.462,0.160
290.246,0.160
290.828,0.170
292.337,0.170
295.949,0.170
296.534,0.170
297.119,0.170
297.718,0.170
298.505,0.170
300.387,0.160
300.984,0.170
302.436,0.170
303.391,0.170
304.156,0.170
304.974,0.170
306.240,0.170
306.710,0.160
307.264,0.160
307.830,0.160
309.665,0.160
310.434,0.160
312.387,0.160
316.433,0.160
317.439,0.160
318.340,0.160
318.826,0.160
319.460,0.160
321.892,0.160
322.361,0.160
323.048,0.160
324.237,0.160
333.702,0.160
336.383,0.160
337.019,0.160
338.282,0.160
338.824,0.150
339.306,0.150
344.137,0.160
344.867,0.160
345.371,0.160
345.942,0.160
346.527,0.160
347.792,0.160
348.967,0.160
350.201,0.160
350.815,0.160
351.485,0.160
351.697,0.160
353.153,0.160
354.377,0.160
356.375,0.160
357.009,0.160
358.962,0.160
359.158,0.160
360.479,0.160
361.177,0.160
365.424,0.160
366.650,0.160
367.201,0.160
367.466,0.160
370.373,0.160
371.589,0.160
372.225,0.160
373.005,0.160
376.369,0.160
377.019,0.160
377.638,0.160
378.192,0.160
379.057,0.160
379.494,0.160
380.274,0.160
380.856,0.160
382.078,0.160
382.711,0.160
383.392,0.160
384.029,0.160
384.267,0.160
385.298,0.160
387.345,0.160
388.022,0.160
388.610,0.160
389.247,0.160
392.801,0.170
395.240,0.170
395.715,0.170
396.995,0.170
399.686,0.170
404.561,0.170
410.552,0.170
412.405,0.170
414.209,0.170
417.818,0.170
419.074,0.170
419.576,0.170
421.722,0.170
422.938,0.170
427.278,0.170
428.107,0.170
429.375,0.170
431.182,0.170
431.869,0.160
434.258,0.160
436.062,0.160
441.520,0.160
443.809,0.160
447.613,0.160
448.351,0.160
450.248,0.160
456.298,0.160
456.880,0.160
457.387,0.160
458.590,0.160
459.230,0.160
459.806,0.160
461.096,0.160
461.347,0.160
