df_hash,22ZHK4.KA6GFR
462.196,0.160
463.466,0.160
463.963,0.160
464.685,0.160
470.582,0.160
471.217,0.160
472.364,0.160
472.972,0.160
474.440,0.160
483.066,0.160
483.320,0.160
484.924,0.160
488.390,0.160
491.118,0.160
491.838,0.160
492.403,0.160
493.596,0.160
494.428,0.160
495.362,0.160
496.235,0.160
496.766,0.160
496.870,0.160
507.154,0.160
507.593,0.160
508.178,0.160
508.764,0.170
509.933,0.170
510.566,0.170
511.744,0.160
512.274,0.160
513.495,0.160
515.300,0.160
517.391,0.160
525.571,0.170
527.439,0.170
528.134,0.170
528.662,0.170
529.248,0.170
530.755,0.170
533.197,0.170
535.387,0.170
536.415,0.170
537.005,0.170
537.532,0.170
548.110,0.170
548.403,0.170
549.917,0.170
550.597,0.170
551.385,0.170
553.718,0.180
555.429,0.180
556.595,0.180
557.186,0.180
557.412,0.180
559.134,0.180
560.889,0.180
562.553,0.180
569.387,0.190
569.711,0.190
575.419,0.190
575.788,0.190
577.276,0.200
578.100,0.200
581.172,0.200
581.948,0.200
585.363,0.210
587.440,0.200
589.802,0.200
591.607,0.200
591.910,0.210
594.258,0.210
597.900,0.210
599.359,0.220
599.899,0.220
600.822,0.220
607.404,0.220
607.846,0.220
609.306,0.220
610.330,0.220
610.971,0.210
611.554,0.220
614.228,0.220
615.732,0.220
616.235,0.210
618.327,0.210
619.591,0.210
620.813,0.210
623.397,0.220
627.445,0.210
635.389,0.210
636.274,0.210
636.576,0.210
640.857,0.210
646.457,0.210
647.243,0.210
658.259,0.210
663.376,0.220
671.600,0.270
672.160,0.270
672.844,0.270
673.962,0.270
674.499,0.280
676.348,0.290
676.835,0.300
677.567,0.310
678.298,0.310
678.883,0.310
681.883,0.310
682.202,0.310
689.951,0.310
691.170,0.310
691.707,0.300
696.991,0.300
697.362,0.300
697.993,0.300
698.579,0.300
699.174,0.290
699.999,0.290
702.092,0.290
703.314,0.290
705.116,0.290
713.160,0.290
718.114,0.290
719.741,0.290
722.581,0.280
730.371,0.280
739.995,0.280
742.169,0.280
743.971,0.270
761.990,0.270
762.306,0.270
764.212,0.270
768.446,0.270
772.444,0.260
773.423,0.250
776.444,0.250
779.419,0.250
779.861,0.250
780.416,0.250
812.380,0.240
813.842,0.230
