df_hash,22ZHK4.KA6GFR
228.987,610
229.514,620
230.246,635
230.832,655
231.387,615
232.053,625
232.685,620
233.276,630
233.881,630
234.538,620
235.075,610
235.807,620
236.251,640
237.075,640
237.773,650
238.294,625
238.938,630
239.514,640
240.148,640
240.739,625
241.322,615
241.611,610
241.690,215
241.809,10
242.099,15
242.541,370
243.341,620
243.461,630
243.519,185
243.532,10
243.904,10
244.444,410
245.123,630
245.420,640
245.810,265
246.392,405
246.733,685
246.796,175
246.840,10
246.941,20
247.075,15
247.806,395
248.300,630
248.792,600
249.562,610
250.147,605
250.593,600
251.322,605
251.952,615
252.634,625
253.220,670
253.863,610
254.440,645
255.024,620
255.610,635
256.329,615
256.829,610
257.415,600
258.226,605
258.812,605
259.414,635
260.000,655
260.004,635
260.683,10
261.365,650
262.097,670
262.781,685
263.319,690
264.000,665
264.595,655
265.170,615
265.999,640
266.438,635
267.121,630
267.812,615
268.267,620
269.023,595
269.608,645
270.265,630
270.828,655
271.413,620
272.047,625
272.831,650
273.368,665
274.052,670
274.729,620
275.340,625
275.900,620
276.485,630
277.268,615
277.705,625
278.490,625
279.070,630
279.755,640
280.389,670
280.972,680
281.751,640
282.148,635
282.972,630
283.660,655
283.802,710
283.999,230
285.070,460
285.763,675
286.338,645
286.874,625
287.508,625
288.341,655
288.730,655
289.410,635
290.143,620
290.776,600
291.312,630
291.898,640
292.288,715
292.584,220
293.312,460
294.044,650
294.535,635
295.265,680
295.897,640
296.501,625
297.067,615
297.656,625
298.433,595
299.122,635
299.652,660
300.335,665
300.943,655
301.563,635
302.335,660
303.071,655
303.520,655
304.142,620
304.877,600
305.310,625
305.944,615
306.631,600
307.212,635
307.754,585
308.334,630
309.026,625
309.657,600
310.187,615
310.775,605
311.407,600
312.003,595
312.284,610
312.577,225
313.162,370
313.834,600
314.333,630
314.691,605
314.723,200
314.726,25
315.118,10
315.701,380
316.332,625
316.923,610
317.406,620
318.055,610
318.781,615
319.346,600
320.039,590
320.552,645
321.220,605
321.843,630
322.332,600
323.015,585
323.648,620
324.185,625
324.819,575
325.403,615
325.989,595
326.239,610
326.579,230
327.215,390
328.086,640
328.089,895
328.138,105
328.141,15
328.330,10
328.333,10
328.378,10
328.381,10
328.385,10
328.427,10
328.430,10
329.550,10
329.890,1260
329.895,250
329.942,10
329.947,40
330.144,260
330.332,225
330.524,40
330.530,15
331.161,280
331.841,565
331.988,575
331.992,275
332.310,10
332.875,290
333.674,580
334.036,580
334.722,585
335.257,595
335.841,570
336.333,560
337.012,575
337.672,620
338.230,620
338.797,580
339.284,590
339.694,560
339.986,350
340.531,270
341.156,605
341.352,595
341.790,265
342.328,330
342.961,590
343.506,575
344.104,580
344.765,585
345.302,615
345.894,610
346.380,595
347.106,595
347.691,620
348.347,640
348.910,645
349.548,595
350.146,630
350.764,590
351.446,595
351.647,595
351.981,285
352.485,305
353.104,600
353.741,575
354.324,630
355.204,655
355.739,660
356.323,640
356.860,610
357.494,620
358.129,605
358.668,615
359.103,590
359.932,560
360.420,600
361.012,580
361.157,600
361.201,265
361.205,10
362.078,310
362.810,585
363.399,595
364.078,610
364.662,645
365.391,640
365.888,630
366.521,625
367.150,645
367.366,645
367.770,180
368.320,465
369.101,630
369.588,620
370.320,605
370.777,605
371.347,620
372.173,620
372.807,655
373.343,650
373.977,645
374.814,665
375.050,705
375.636,230
376.318,535
376.952,740
377.596,685
378.172,650
378.951,660
379.439,640
380.222,625
380.756,675
381.341,630
382.024,640
382.641,610
383.340,650
383.979,655
384.120,675
384.657,175
385.291,490
386.071,660
386.513,640
387.327,660
387.973,655
388.510,645
389.196,635
389.778,695
390.470,615
390.671,645
391.020,250
391.844,410
392.375,660
392.752,665
392.806,235
393.106,10
393.825,430
394.362,645
395.093,625
395.679,650
396.313,655
396.946,660
397.239,670
397.242,255
397.564,10
398.311,360
398.994,620
399.628,660
400.799,690
401.094,1235
401.100,285
401.438,10
402.022,320
402.554,620
403.242,605
403.969,660
404.456,620
404.992,600
405.285,620
405.288,190
405.827,15
406.359,435
406.943,590
407.629,600
408.163,620
408.845,625
409.138,685
409.431,245
410.162,435
410.503,665
410.945,270
411.098,395
411.237,220
411.241,10
412.152,415
412.356,675
412.410,150
412.757,75
413.429,385
414.160,640
414.214,675
414.312,175
414.697,15
415.331,435
415.575,695
415.721,290
416.019,325
416.501,265
416.624,10
417.189,360
417.802,600
418.354,590
418.998,595
419.534,570
419.866,625
420.168,255
420.851,445
421.670,670
422.207,665
422.841,590
423.382,650
423.767,635
423.772,175
423.820,20
423.823,10
424.060,10
424.353,455
424.840,260
425.377,365
425.732,655
426.108,295
426.693,320
427.230,605
427.912,595
428.351,640
429.152,630
429.352,660
429.863,250
430.646,395
431.130,645
431.691,620
431.967,635
432.255,275
432.935,300
433.374,630
434.202,620
434.753,670
435.373,630
435.972,610
437.217,610
437.470,1250
437.763,240
438.065,350
438.204,195
438.363,15
439.037,385
439.566,605
440.157,575
440.737,590
441.322,595
441.859,615
442.493,595
443.127,610
443.711,630
444.351,595
444.936,625
445.716,625
446.296,630
446.742,595
447.515,625
448.100,610
448.783,620
449.325,620
449.856,610
450.197,590
451.173,300
452.836,1025
453.221,1570
453.882,430
454.342,700
454.738,570
455.101,250
455.566,310
456.246,590
456.829,600
457.367,600
457.951,595
458.539,570
459.076,565
459.755,585
460.243,610
460.883,605
461.340,590
462.144,565
462.693,620
463.412,615
463.950,640
464.582,630
465.168,655
465.753,615
466.343,605
467.012,615
467.708,600
468.153,610
468.776,630
469.467,565
469.946,620
470.532,610
471.165,595
471.755,610
472.337,630
472.872,605
473.119,315
473.623,320
474.384,635
475.017,635
475.265,655
475.608,240
476.823,350
477.017,1230
477.020,190
477.117,15
477.358,10
478.041,385
478.529,600
479.211,600
479.797,635
480.381,590
480.625,600
480.628,255
480.971,10
481.550,360
482.219,630
483.014,640
483.310,640
483.556,195
484.041,420
484.872,585
485.366,610
485.940,600
486.379,590
486.965,580
487.744,605
488.286,585
488.746,585
489.353,600
490.159,585
490.529,625
491.110,600
491.753,585
492.387,575
492.919,615
493.532,600
494.327,625
494.718,615
495.328,595
496.135,605
496.668,610
496.860,615
497.061,245
497.353,10
497.643,350
497.894,280
498.380,315
499.167,535
499.448,645
499.796,510
500.107,325
500.671,235
501.792,625
502.470,1145
503.056,625
503.495,610
503.641,580
504.228,10
504.818,615
505.348,565
506.003,575
506.476,555
507.054,560
507.541,570
508.127,565
508.712,550
509.297,570
509.882,565
510.321,580
511.101,565
511.686,585
512.223,600
512.761,580
513.418,610
514.032,595
514.475,580
515.191,580
515.837,580
516.378,645
517.050,680
517.345,695
517.422,190
517.668,20
518.367,430
519.050,680
519.740,605
520.610,715
520.854,975
521.243,290
521.268,260
521.488,20
522.706,285
522.962,1200
523.292,190
523.925,355
524.529,575
524.998,565
525.496,565
526.211,595
526.803,640
527.387,575
528.070,595
528.606,650
529.191,600
529.877,610
530.366,610
530.707,615
530.760,240
531.251,10
531.825,410
532.263,655
532.849,595
533.146,625
533.206,275
533.391,10
534.028,275
534.555,580
535.287,560
535.827,585
536.364,565
536.957,575
537.481,570
538.067,595
538.798,575
538.803,660
538.900,10
539.041,250
539.870,270
540.599,645
540.612,620
540.623,200
541.138,10
541.675,335
542.271,575
542.357,610
542.360,185
542.503,60
542.508,10
543.868,250
544.405,1110
544.746,565
545.039,575
546.168,580
546.702,565
547.398,625
548.062,660
548.354,690
548.412,235
548.647,10
549.232,365
549.768,655
550.500,590
551.182,630
551.329,655
551.869,240
552.502,365
552.987,600
553.669,580
554.213,600
554.791,590
555.376,635
555.379,605
556.010,10
556.497,590
557.145,600
557.385,605
557.814,275
558.354,360
559.081,610
559.667,675
560.203,565
560.837,615
561.522,635
562.106,610
562.404,615
562.647,255
563.372,345
563.812,630
564.543,590
564.738,650
565.226,230
565.528,385
565.762,370
566.347,260
567.030,575
567.273,660
567.566,280
568.156,270
568.834,615
569.371,595
569.662,580
569.716,245
569.956,10
570.394,350
571.770,580
572.010,1200
572.344,325
572.490,310
572.497,205
572.588,15
572.989,10
573.668,395
574.246,635
574.782,630
575.367,610
575.758,625
575.807,230
575.977,10
576.738,350
577.224,620
578.000,685
578.683,640
579.268,685
579.906,590
580.395,670
581.121,645
581.902,635
582.587,675
583.122,875
583.206,430
583.209,150
583.364,160
583.367,10
583.709,215
585.265,670
585.368,1160
586.635,695
587.367,605
587.947,555
588.240,655
588.244,260
588.536,10
589.176,320
589.751,610
590.044,645
590.337,240
590.978,350
591.555,605
591.858,630
591.917,200
592.336,20
592.872,405
593.505,665
594.238,670
595.022,680
595.516,665
595.701,625
596.005,235
596.779,350
597.216,590
597.846,580
598.491,600
599.259,675
599.876,675
600.673,715
601.356,710
602.379,715
602.477,1065
603.745,155
604.379,1310
604.965,530
605.504,595
606.085,595
606.720,565
607.353,585
607.796,595
608.523,610
609.108,620
609.693,610
610.278,585
610.936,565
611.497,620
612.139,650
612.722,650
613.009,625
613.012,255
613.015,10
613.516,10
613.895,310
614.179,625
614.233,245
614.280,10
614.283,10
614.286,60
614.472,235
615.692,580
616.229,570
616.909,540
617.353,610
618.080,640
618.909,685
619.543,750
620.761,715
622.224,1250
622.775,1345
623.346,560
623.882,640
624.372,530
625.168,590
625.690,600
626.954,600
627.393,1240
627.396,620
628.221,10
628.807,700
629.490,690
630.854,650
631.104,1260
631.402,310
632.074,275
632.610,615
633.195,585
633.785,550
634.368,570
634.855,565
635.340,575
635.928,580
636.565,515
637.096,615
638.317,615
638.608,1180
638.900,330
639.485,360
640.118,630
640.850,515
641.289,640
641.292,520
641.484,195
643.093,1005
644.166,580
644.744,1085
645.190,580
645.776,565
646.359,565
646.950,555
648.067,575
648.553,1100
649.629,590
650.260,1155
650.846,555
651.391,510
651.967,595
652.503,500
652.723,585
652.726,275
653.088,10
653.381,250
653.632,560
655.331,1145
655.874,560
656.363,535
656.989,605
657.476,575
658.208,545
658.606,670
659.768,285
660.214,1450
660.500,235
660.987,365
661.719,545
662.108,605
662.742,500
663.327,605
663.913,600
664.556,570
665.036,570
665.522,605
666.079,565
666.838,560
667.374,595
667.960,565
668.398,550
669.081,595
669.619,575
670.202,600
670.836,625
671.518,655
672.152,630
672.838,600
673.371,620
673.956,595
674.492,605
675.176,570
675.761,590
676.296,575
676.784,595
677.515,630
678.247,655
678.832,675
679.471,650
680.103,565
680.609,640
680.613,565
681.857,560
682.155,645
682.460,245
683.269,335
683.464,815
684.684,275
684.829,1210
685.123,240
686.389,315
686.877,1175
687.511,565
688.105,625
688.828,580
689.266,580
689.900,590
690.631,575
691.070,595
691.655,600
691.899,645
691.904,110
692.045,20
692.294,10
692.596,430
692.897,545
694.244,1175
694.561,225
695.225,265
695.800,675
696.336,565
696.932,555
697.311,580
697.945,580
698.530,560
699.118,575
699.700,570
699.898,585
700.336,270
700.921,320
701.447,595
702.040,585
702.482,565
703.172,565
703.394,600
703.657,295
704.186,280
705.063,550
705.272,780
706.575,345
706.868,1210
707.166,580
708.574,555
708.964,615
709.507,570
710.134,650
710.719,570
711.356,615
712.084,670
712.523,585
713.108,645
713.916,540
714.034,860
714.279,245
715.895,1210
716.134,490
716.668,40
717.203,635
717.887,575
718.041,645
718.150,185
718.374,10
719.008,360
719.690,600
720.285,705
720.813,535
721.105,565
722.568,440
722.908,1360
723.201,255
723.696,310
724.274,635
724.797,525
725.493,560
726.126,660
726.520,550
727.150,595
727.735,575
728.369,575
728.906,615
729.738,625
730.270,650
730.516,670
730.953,275
731.491,315
732.130,605
732.367,580
732.610,615
733.886,530
734.317,620
734.561,580
734.564,175
734.658,15
734.863,10
735.490,330
736.095,665
736.804,530
738.072,660
738.364,1295
738.559,340
739.348,265
739.887,655
740.363,560
741.144,595
741.728,630
742.118,580
742.954,595
743.922,600
745.053,1010
745.164,1035
745.677,285
746.798,565
747.096,1140
747.240,190
747.384,20
748.603,340
749.045,1200
749.240,605
750.602,1115
750.846,500
752.113,1200
752.162,165
752.454,15
753.040,375
753.625,540
754.954,590
755.721,1150
755.726,1100
757.678,1145
758.047,650
759.183,395
759.381,1140
759.430,285
759.775,10
759.983,260
760.306,555
761.491,555
761.962,565
762.254,545
762.498,285
763.083,265
763.230,580
763.677,305
763.913,255
764.195,555
765.278,595
765.570,560
765.862,230
766.447,340
767.033,595
767.666,595
768.251,575
768.374,610
768.592,190
768.595,35
768.837,15
769.519,400
770.203,655
770.641,625
771.372,595
772.006,615
772.420,595
773.371,575
773.615,825
773.812,355
774.358,250
774.784,385
775.370,575
776.150,600
776.393,630
776.513,235
776.588,15
776.593,15
776.735,10
777.174,320
777.954,605
778.490,605
779.075,640
779.775,640
780.393,625
781.026,605
781.610,605
782.245,605
783.122,635
783.474,885
784.633,330
785.268,1205
785.364,635
785.368,200
785.853,15
786.535,380
787.851,730
788.388,1220
788.685,565
788.973,290
789.562,260
790.191,660
790.299,595
790.777,220
791.215,350
791.804,605
792.511,595
792.680,595
793.117,195
793.705,375
793.849,630
794.384,215
794.922,410
795.359,690
795.607,295
795.655,330
795.911,235
795.996,10
798.007,980
798.632,1200
799.212,590
799.797,625
800.288,550
800.547,590
800.918,225
801.698,350
801.701,810
802.137,15
803.258,310
803.516,1165
803.698,350
803.989,185
803.993,290
804.302,280
806.622,1200
807.159,1110
808.087,580
808.134,795
808.963,320
809.265,660
809.499,545
810.137,265
810.571,275
811.231,585
811.741,565
812.326,580
812.912,585
813.764,660
813.847,640
814.374,190
814.377,515
815.019,10
815.252,750
815.788,195
816.379,495
817.058,745
817.707,530
818.372,715
818.908,620
819.688,655
819.845,605
819.935,195
820.230,60
821.008,350
821.403,575
822.078,645
822.771,590
823.201,920
823.833,320
