df_hash,22ZHK4.KA6GFR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.L5GC
person_label,V154
date_time_start,2026-06-08_19-14-06.709000_+03
date_time_start_unix,1780928046.709
date_time_end,2026-06-08_19-27-56.057000_+03
length_difference_noticed,no

time,temperature
4.616,33.031
5.540,33.031
6.515,33.094
7.490,33.156
8.465,33.219
9.588,33.188
10.561,33.188
11.488,33.250
12.623,33.344
13.464,33.406
14.565,33.469
15.585,33.500
16.511,33.562
17.487,33.625
18.410,33.594
19.490,33.688
20.514,33.719
21.530,33.781
22.557,33.812
23.480,33.844
24.601,33.875
25.576,33.938
26.700,34.000
27.698,34.031
28.550,34.125
29.434,34.125
30.549,34.219
31.523,34.250
32.515,34.312
33.529,34.344
34.448,34.375
35.570,34.375
36.568,34.406
37.554,34.375
38.543,34.406
39.521,34.406
40.615,34.438
41.574,34.469
42.540,34.406
43.476,34.469
44.596,34.469
45.563,34.469
46.543,34.500
47.514,34.562
48.507,34.594
49.522,34.625
50.445,34.656
51.575,34.656
52.543,34.781
53.510,34.750
54.489,34.781
55.488,34.812
56.827,34.906
57.653,34.875
58.530,34.875
59.605,34.938
60.724,34.938
61.579,34.969
62.527,35.000
63.461,35.062
64.510,35.031
65.501,35.094
67.058,35.062
67.553,35.125
68.534,35.156
69.502,35.156
70.479,35.188
71.449,35.156
72.619,35.156
73.593,35.219
74.532,35.344
75.743,35.312
76.477,35.312
77.740,35.344
78.518,35.344
79.502,35.375
80.739,35.375
81.449,35.344
82.612,35.375
83.608,35.344
84.514,35.250
85.489,35.281
86.588,35.281
87.445,35.250
88.564,35.281
89.535,35.312
90.554,35.312
91.632,35.344
92.608,35.375
93.730,35.406
94.508,35.438
95.487,35.438
96.505,35.438
97.432,35.469
98.570,35.469
99.528,35.469
100.503,35.469
101.478,35.531
102.505,35.531
103.432,35.531
104.583,35.531
105.524,35.531
106.502,35.562
107.475,35.562
108.547,35.562
109.522,35.562
110.498,35.594
111.521,35.625
112.454,35.625
113.714,35.625
114.555,35.625
115.523,35.656
116.444,35.656
117.468,35.688
118.443,35.719
119.564,35.719
120.556,35.688
121.535,35.688
123.030,35.719
123.464,35.750
124.731,35.750
125.512,35.750
126.486,35.781
127.610,35.781
128.444,35.812
129.584,35.844
130.535,35.844
131.508,35.875
132.484,35.875
133.555,35.875
134.432,35.875
135.553,35.875
136.531,35.844
137.504,35.844
138.479,35.875
139.405,35.844
140.429,35.875
141.583,35.844
142.677,35.844
143.500,35.875
144.474,35.875
145.450,35.812
146.570,35.844
147.501,35.875
148.700,35.844
149.550,35.875
150.422,35.844
151.544,35.875
152.518,35.875
153.396,35.906
154.603,35.938
155.492,36.031
156.574,36.031
157.540,36.000
158.514,36.031
159.687,36.125
160.469,36.188
161.699,36.156
162.517,36.156
163.510,36.156
164.461,36.156
165.442,36.156
166.558,36.156
167.582,36.188
168.508,36.188
169.483,36.125
170.511,36.125
171.433,36.125
172.652,36.094
173.531,36.094
174.526,36.094
175.602,36.094
176.458,36.094
177.673,36.094
178.655,36.094
179.479,36.062
180.597,36.062
181.466,36.031
182.548,36.062
183.523,36.062
184.527,36.062
185.481,36.062
186.501,36.125
187.572,36.125
188.544,36.125
189.475,36.156
190.508,36.188
191.469,36.188
192.446,36.188
193.423,36.156
194.643,36.188
195.476,36.156
196.447,36.125
197.418,36.156
198.540,36.188
199.515,36.188
200.496,36.188
201.515,36.219
202.490,36.219
203.418,36.250
204.544,36.250
205.520,36.312
206.467,36.344
207.471,36.312
208.591,36.281
209.530,36.250
210.491,36.281
211.615,36.219
212.446,36.219
213.666,36.219
214.545,36.188
215.550,36.188
216.531,36.188
217.473,36.219
218.545,36.219
219.567,36.219
220.539,36.125
221.615,36.094
222.476,36.125
223.566,36.125
224.541,36.125
225.807,36.094
226.513,36.125
227.466,36.125
228.443,36.125
230.054,36.125
230.539,36.219
231.466,36.281
232.509,36.281
233.515,36.281
234.836,36.250
235.666,36.281
236.513,36.312
237.758,36.250
238.590,36.281
239.417,36.312
240.539,36.312
241.516,36.312
242.538,36.312
243.536,36.344
244.440,36.375
245.568,36.375
246.538,36.406
247.514,36.438
248.489,36.406
249.465,36.375
250.586,36.344
251.513,36.375
252.489,36.344
253.467,36.344
254.736,36.375
255.562,36.375
256.537,36.344
257.523,36.344
258.488,36.375
259.807,36.375
260.590,36.438
261.633,36.406
262.498,36.406
263.544,36.406
264.488,36.406
265.560,36.406
266.541,36.406
267.661,36.438
268.487,36.438
269.462,36.438
270.638,36.406
271.564,36.438
272.535,36.438
273.510,36.438
274.492,36.469
275.462,36.469
276.625,36.438
277.571,36.438
278.562,36.406
279.463,36.406
280.514,36.438
281.710,36.469
282.682,36.469
283.558,36.500
284.633,36.469
285.500,36.500
286.493,36.500
287.592,36.531
288.533,36.531
289.508,36.531
290.484,36.500
291.705,36.469
292.580,36.438
293.508,36.438
294.532,36.406
295.507,36.438
296.485,36.469
297.653,36.469
298.584,36.625
299.564,36.594
300.556,36.531
301.557,36.531
302.629,36.531
303.593,36.500
304.530,36.531
305.562,36.531
306.627,36.500
307.510,36.469
308.578,36.375
309.644,36.406
310.480,36.438
311.570,36.438
312.480,36.438
313.603,36.500
314.631,36.531
315.562,36.531
316.533,36.531
317.553,36.531
