df_hash,22ZHK4.KA6GFR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.L5GC
person_label,V154
date_time_start,2026-06-08_19-14-06.709000_+03
date_time_start_unix,1780928046.709
date_time_end,2026-06-08_19-27-56.057000_+03
length_difference_noticed,no

time,omega
58.976,0.609
60.240,0.604
61.553,0.609
62.926,0.613
63.458,0.609
64.047,0.613
64.829,0.612
65.500,0.611
66.135,0.608
66.655,0.604
67.948,0.608
68.532,0.608
69.206,0.609
70.020,0.606
70.477,0.606
71.251,0.606
71.888,0.606
73.651,0.608
74.822,0.608
75.988,0.608
76.768,0.608
77.361,0.610
78.075,0.608
79.276,0.604
79.888,0.604
80.243,0.601
84.275,0.600
84.962,0.600
85.377,0.600
85.932,0.600
86.460,0.600
87.201,0.596
88.563,0.593
90.322,0.593
90.914,0.591
93.465,0.590
94.714,0.590
95.345,0.590
96.807,0.590
97.245,0.588
98.562,0.590
99.292,0.590
100.080,0.591
100.414,0.596
101.263,0.591
101.874,0.591
102.503,0.590
103.058,0.590
103.723,0.592
104.322,0.598
104.928,0.598
106.283,0.598
109.830,0.604
112.355,0.604
113.773,0.609
114.500,0.616
115.042,0.620
116.217,0.616
116.802,0.609
117.377,0.609
119.143,0.607
120.553,0.600
121.860,0.595
124.496,0.592
129.581,0.592
132.635,0.592
134.634,0.595
135.155,0.592
136.439,0.593
136.869,0.593
138.002,0.593
139.071,0.603
139.274,0.603
144.335,0.611
144.530,0.611
146.070,0.603
146.717,0.601
150.831,0.608
151.059,0.611
156.378,0.615
157.457,0.615
158.816,0.617
159.938,0.626
160.468,0.626
161.200,0.626
161.762,0.617
163.458,0.617
164.178,0.618
164.809,0.619
165.360,0.619
165.941,0.625
166.275,0.619
173.390,0.618
174.290,0.617
175.213,0.617
175.486,0.617
177.879,0.619
179.983,0.619
180.311,0.617
181.815,0.617
182.944,0.619
183.440,0.623
184.710,0.619
186.064,0.619
186.499,0.619
187.528,0.619
188.008,0.615
188.651,0.607
189.378,0.607
190.062,0.607
190.453,0.607
191.617,0.610
193.329,0.615
196.986,0.620
197.720,0.615
198.341,0.615
202.059,0.610
202.737,0.610
203.191,0.611
204.397,0.611
206.074,0.611
206.796,0.611
207.772,0.612
208.887,0.616
209.469,0.616
210.201,0.616
211.323,0.620
212.152,0.622
213.935,0.623
214.544,0.628
215.138,0.634
215.764,0.634
216.445,0.628
220.157,0.628
221.566,0.628
223.474,0.634
224.057,0.639
225.277,0.639
225.923,0.639
229.589,0.634
230.352,0.634
232.758,0.634
233.338,0.638
233.908,0.641
234.593,0.642
236.305,0.642
237.370,0.641
237.870,0.638
238.443,0.638
239.766,0.638
240.249,0.632
240.791,0.637
241.402,0.637
241.681,0.632
245.178,0.637
246.792,0.637
252.691,0.632
253.321,0.632
255.714,0.635
257.522,0.635
258.308,0.637
258.833,0.635
259.521,0.631
260.056,0.631
261.631,0.631
262.866,0.635
263.372,0.636
264.651,0.638
265.225,0.641
266.054,0.638
266.540,0.638
267.191,0.641
268.340,0.644
269.078,0.644
270.308,0.644
271.563,0.639
272.104,0.639
273.421,0.632
274.212,0.636
274.786,0.644
275.427,0.644
275.953,0.644
276.543,0.646
277.333,0.644
278.561,0.641
279.782,0.634
280.404,0.630
281.028,0.630
281.944,0.630
282.279,0.634
283.055,0.641
283.857,0.641
285.869,0.634
286.402,0.635
286.950,0.641
287.590,0.641
288.770,0.645
289.467,0.645
290.250,0.641
290.922,0.635
292.340,0.635
295.954,0.641
296.677,0.637
297.123,0.635
297.737,0.635
298.509,0.635
300.392,0.635
300.993,0.635
302.439,0.633
303.409,0.633
304.160,0.632
304.977,0.630
306.243,0.630
306.733,0.630
307.267,0.630
307.836,0.630
309.669,0.628
310.436,0.628
312.396,0.627
316.478,0.628
317.505,0.627
318.343,0.627
318.829,0.627
319.463,0.622
321.897,0.622
322.383,0.622
323.055,0.622
324.251,0.622
333.708,0.622
336.386,0.616
337.357,0.613
338.287,0.611
338.828,0.611
339.309,0.611
344.140,0.605
344.871,0.605
345.374,0.603
345.946,0.609
346.530,0.609
347.795,0.609
348.997,0.612
350.215,0.612
350.818,0.612
351.501,0.609
351.700,0.609
353.157,0.609
354.447,0.609
356.378,0.609
357.012,0.609
358.967,0.613
359.164,0.618
360.492,0.627
361.200,0.627
365.430,0.623
366.672,0.637
367.205,0.637
367.469,0.638
370.420,0.633
371.601,0.633
372.229,0.631
373.008,0.638
376.375,0.631
377.026,0.624
377.641,0.628
378.268,0.624
379.071,0.624
379.517,0.624
380.277,0.628
380.859,0.624
382.084,0.624
382.760,0.624
383.397,0.624
384.033,0.627
384.270,0.627
385.301,0.627
387.350,0.627
388.025,0.624
388.613,0.627
389.251,0.624
392.805,0.624
395.260,0.624
395.730,0.624
396.998,0.627
399.694,0.624
404.572,0.629
410.556,0.624
412.409,0.624
414.212,0.620
417.841,0.619
419.080,0.619
419.580,0.618
421.725,0.617
422.941,0.617
427.286,0.617
428.113,0.617
429.379,0.618
431.185,0.618
431.873,0.617
434.281,0.617
436.066,0.617
441.525,0.617
443.813,0.621
447.616,0.621
448.366,0.621
450.253,0.621
456.302,0.633
456.884,0.633
457.407,0.633
458.594,0.633
459.242,0.627
459.810,0.627
461.102,0.627
461.364,0.621
462.200,0.621
