df_hash,22ZHK4.KA6GFR
463.469,0.621
463.967,0.620
464.701,0.625
470.604,0.627
471.220,0.631
472.373,0.630
472.978,0.630
474.443,0.630
483.108,0.630
483.330,0.634
484.930,0.634
488.400,0.634
491.210,0.636
491.888,0.636
492.407,0.636
493.630,0.636
494.431,0.638
495.369,0.638
496.239,0.641
496.769,0.638
497.060,0.636
507.160,0.636
507.597,0.635
508.181,0.632
508.910,0.618
509.947,0.604
510.574,0.604
511.754,0.604
512.277,0.600
513.501,0.595
515.303,0.590
517.414,0.590
525.577,0.585
527.442,0.590
528.142,0.595
528.809,0.590
529.265,0.590
530.758,0.590
533.203,0.590
535.391,0.590
536.419,0.590
537.043,0.590
537.536,0.600
548.117,0.608
548.409,0.608
549.921,0.623
550.601,0.638
551.390,0.643
553.726,0.647
555.433,0.647
556.601,0.647
557.189,0.644
557.415,0.644
559.138,0.638
560.935,0.632
562.558,0.632
569.398,0.633
569.715,0.633
575.422,0.624
575.806,0.624
577.282,0.633
578.106,0.635
581.176,0.635
582.001,0.624
585.367,0.635
587.466,0.635
589.814,0.624
591.610,0.624
591.915,0.622
594.262,0.624
597.942,0.622
599.363,0.633
599.903,0.644
600.828,0.650
607.407,0.650
607.848,0.650
609.309,0.644
610.332,0.641
610.974,0.641
611.578,0.639
614.232,0.639
615.755,0.639
616.240,0.642
618.330,0.642
619.595,0.642
620.817,0.642
623.402,0.650
627.449,0.642
635.394,0.642
636.280,0.642
636.579,0.669
640.866,0.696
646.460,0.667
647.247,0.667
658.308,0.667
663.381,0.696
671.612,0.705
672.164,0.706
672.847,0.702
673.966,0.701
674.503,0.692
676.352,0.693
676.839,0.693
677.571,0.687
678.302,0.687
678.887,0.684
681.887,0.687
682.206,0.684
689.955,0.684
691.174,0.682
691.728,0.682
697.030,0.682
697.367,0.679
697.999,0.679
698.582,0.679
699.178,0.675
700.002,0.667
702.098,0.661
703.317,0.657
705.135,0.661
713.169,0.661
718.147,0.661
719.745,0.657
722.616,0.657
730.375,0.654
740.001,0.654
742.173,0.654
743.975,0.652
762.116,0.652
762.310,0.652
764.215,0.652
768.450,0.651
772.448,0.647
773.426,0.651
776.499,0.651
779.423,0.652
779.864,0.652
780.433,0.651
812.424,0.623
813.845,0.596
