df_hash,22ZHK4.KA6GFR
422.942,94
423.913,94
424.986,93
425.961,94
426.790,94
428.117,95
428.895,95
429.716,95
430.984,95
431.960,95
432.788,95
433.937,95
434.887,95
435.714,95
436.982,95
437.864,95
438.786,95
439.908,96
440.887,95
441.716,97
442.931,98
443.814,98
444.757,99
445.857,98
446.832,98
447.701,98
448.929,98
449.782,98
450.687,98
451.858,98
452.708,98
453.662,98
454.781,98
455.757,98
456.634,98
457.804,99
458.685,100
459.615,101
460.757,101
461.713,101
462.534,101
463.851,101
464.878,100
465.557,99
466.980,98
467.716,98
468.587,98
469.800,98
470.608,98
471.458,99
472.725,98
473.559,98
474.518,98
475.652,97
476.580,97
477.456,97
478.724,97
479.552,97
480.479,98
481.604,98
482.587,98
483.456,97
484.672,97
485.501,97
486.382,97
487.559,98
488.525,99
489.357,99
490.719,100
491.452,100
492.373,100
493.650,100
494.432,100
495.547,100
496.521,100
497.497,99
498.334,100
499.553,100
500.432,99
501.349,99
502.474,99
503.371,99
504.275,99
505.981,99
506.417,100
507.347,100
508.468,101
509.346,102
510.272,103
511.491,104
512.369,104
513.349,104
514.466,103
515.547,103
516.287,102
517.495,101
518.318,101
519.244,101
520.366,97
521.312,99
522.219,98
523.346,98
524.367,98
525.144,99
526.363,100
527.241,101
528.216,101
529.338,101
530.313,100
531.266,99
532.386,98
533.249,98
534.067,97
535.579,98
536.115,97
537.091,99
538.241,100
539.205,101
540.069,101
541.289,101
542.118,100
543.088,100
544.210,100
545.185,102
546.090,103
547.268,104
548.119,103
549.087,103
550.207,100
551.036,99
552.032,98
553.133,98
554.063,98
554.937,98
556.156,98
556.990,99
557.960,99
559.140,99
560.057,98
560.936,98
562.153,98
562.982,98
563.958,98
565.128,98
566.056,98
566.888,98
568.060,98
568.980,98
569.848,98
571.027,98
571.910,99
572.835,99
574.069,99
574.929,98
575.855,98
577.025,98
577.854,97
578.829,97
579.950,96
580.926,96
581.754,95
583.071,95
583.861,94
584.831,94
585.925,94
586.875,94
587.752,94
588.976,94
589.954,95
590.970,96
592.143,96
592.726,96
593.700,96
594.826,96
595.824,95
596.629,95
598.292,95
598.723,95
599.705,96
601.066,95
601.794,95
602.623,95
603.891,95
604.720,95
605.745,95
607.214,95
607.746,95
608.572,97
609.840,98
610.717,99
611.605,99
612.767,99
613.887,99
614.524,98
615.986,98
616.668,99
617.495,100
618.762,100
619.740,99
620.519,99
621.690,99
622.636,99
623.542,99
624.713,99
625.540,99
626.515,98
627.653,99
628.565,98
629.440,97
630.708,96
631.544,95
632.366,95
633.636,95
634.462,97
635.538,98
636.906,97
637.486,97
638.363,97
639.582,97
640.513,97
641.387,97
642.524,97
643.483,97
644.312,99
645.531,100
646.462,102
647.383,103
648.505,104
649.382,105
650.309,105
651.550,106
652.357,106
653.271,107
654.502,107
655.334,107
656.311,107
657.379,107
658.365,106
659.232,106
660.402,105
661.279,104
662.303,104
663.384,104
664.358,104
665.180,104
666.409,104
667.277,104
668.251,104
669.444,104
670.357,104
671.177,103
672.396,102
673.298,101
674.151,100
675.321,100
676.199,100
677.177,100
678.500,100
679.264,99
680.346,98
681.319,97
682.443,97
683.122,98
684.244,97
685.219,97
686.049,97
687.316,97
688.144,99
689.120,100
690.248,100
691.216,101
692.049,101
693.264,101
694.147,101
694.970,101
696.189,102
697.067,102
698.002,103
699.183,103
700.090,104
701.219,104
702.186,104
703.020,104
703.990,104
705.259,104
706.087,104
706.943,104
708.184,104
709.012,104
709.988,104
711.109,103
712.089,103
712.913,103
714.204,101
714.965,102
715.887,101
717.057,102
718.032,102
718.861,103
720.011,102
720.958,102
722.082,102
723.054,102
723.883,102
724.858,102
725.980,102
726.957,102
727.794,102
729.051,102
729.910,102
730.855,101
731.938,100
732.903,99
733.783,99
735.001,100
735.830,100
736.657,101
737.925,100
738.758,100
739.734,99
740.850,99
741.826,98
742.663,98
744.076,99
744.761,98
745.726,98
746.854,98
747.822,98
748.628,98
749.870,98
750.722,101
751.674,101
752.802,102
753.771,102
754.551,102
755.887,102
756.703,102
757.531,104
758.793,102
759.627,102
760.557,102
761.767,102
762.708,104
763.478,105
765.182,106
765.668,106
766.545,106
767.697,105
768.599,105
769.470,104
770.738,103
771.569,101
772.493,100
773.663,99
774.589,99
775.467,100
776.738,100
777.515,100
778.446,100
779.641,99
780.489,99
781.367,98
782.686,98
783.512,97
784.341,97
785.563,97
786.437,97
787.364,97
788.537,97
789.509,97
790.340,97
791.563,97
792.441,98
793.371,99
794.530,99
795.383,99
796.334,98
797.553,98
798.382,98
799.284,98
800.500,98
801.600,99
802.289,98
803.407,100
804.380,98
805.213,98
806.476,98
807.305,98
808.280,98
809.401,99
810.474,100
811.403,101
812.463,102
813.301,102
814.228,102
815.349,100
816.359,101
817.153,97
818.376,95
819.266,94
820.078,93
821.346,93
822.249,93
823.245,94
