df_hash,22ZHK4.Z7HMM1
250.742,745
251.470,755
252.153,785
252.835,645
253.436,690
254.103,595
254.785,655
255.225,790
255.907,410
256.589,660
256.881,710
256.884,235
257.275,10
258.149,410
259.514,845
259.806,1420
260.349,220
261.025,575
261.318,710
261.659,315
262.292,335
262.320,315
263.121,340
263.707,825
264.389,535
265.072,685
266.339,670
267.216,1320
267.997,795
268.543,930
269.118,485
270.102,655
271.068,940
272.194,1010
272.872,1105
274.091,650
274.821,1310
275.358,635
276.041,650
276.479,600
276.772,745
278.138,690
278.819,655
279.112,750
279.551,340
280.379,425
281.065,795
281.354,705
282.037,295
282.573,600
283.012,650
284.281,420
284.962,1275
285.650,660
286.473,655
286.912,860
288.141,390
289.157,1275
290.376,990
290.919,1245
291.495,625
292.032,520
292.585,575
293.396,610
293.981,765
294.273,525
295.102,275
295.346,880
296.175,270
296.467,815
296.472,335
296.760,10
297.296,280
298.125,620
298.417,725
298.564,400
298.856,10
299.687,310
300.660,890
301.489,930
302.707,810
303.438,1300
303.974,710
304.950,640
305.925,940
307.290,990
307.582,1375
307.585,290
308.202,10
309.094,515
310.361,960
311.873,1335
312.165,1465
312.750,305
313.286,575
314.017,555
315.090,690
315.382,1190
316.406,270
316.675,910
316.893,250
317.430,300
317.434,600
317.723,255
319.152,680
319.819,670
320.211,705
320.501,280
321.330,465
322.159,815
322.900,815
323.573,790
324.402,735
324.694,765
325.084,250
325.917,475
326.887,805
327.624,1025
328.838,720
329.131,1445
330.645,360
331.324,1215
331.910,710
332.299,605
332.591,655
334.109,700
334.834,815
335.516,765
336.408,730
337.028,755
337.769,730
338.441,730
339.124,720
339.856,665
340.246,665
340.392,380
341.221,260
341.611,710
342.196,550
342.445,475
343.560,320
343.567,790
343.853,350
344.390,255
344.828,575
344.974,570
346.339,750
346.637,585
347.219,315
347.606,345
348.292,610
348.586,685
348.826,250
349.949,335
350.093,1305
351.068,745
351.074,215
351.214,10
351.217,10
351.220,15
351.263,20
351.266,25
351.270,25
351.273,15
351.412,125
352.335,315
352.482,610
352.922,220
353.018,400
353.557,215
354.143,485
354.824,635
355.358,655
356.192,550
356.772,795
357.162,635
357.897,370
358.137,650
359.555,300
360.233,1465
360.916,675
361.890,675
362.086,1190
363.451,775
363.841,525
364.159,485
365.401,285
365.791,1260
366.474,390
367.058,645
367.742,630
368.618,705
369.303,825
369.983,710
370.523,695
370.666,755
372.129,645
372.643,655
372.916,620
373.347,325
373.933,350
374.566,605
375.395,735
376.126,755
376.760,700
377.345,655
378.265,685
379.148,810
379.539,885
379.685,475
380.568,170
381.098,795
382.464,625
383.731,1300
384.023,1255
384.853,375
385.243,875
386.225,355
387.106,935
387.116,935
387.636,10
388.314,470
389.045,750
390.410,720
390.949,1320
391.697,625
391.775,615
392.365,250
392.897,480
393.482,550
395.191,615
395.822,1635
396.407,695
396.504,770
398.064,670
398.600,835
399.867,540
400.592,1310
401.086,700
402.062,460
402.359,1080
402.656,280
402.844,290
403.134,180
404.159,975
404.304,295
404.311,165
406.254,1545
407.766,455
407.963,1490
407.971,220
408.399,10
409.032,385
409.572,635
410.008,645
410.154,310
410.544,270
410.988,315
411.521,450
412.641,525
412.789,1020
413.769,235
414.006,990
415.324,320
416.063,1135
416.399,1105
417.515,500
417.667,695
418.104,230
418.636,375
419.368,615
420.002,685
421.367,620
422.098,1415
422.391,810
422.927,280
423.755,545
424.487,780
425.121,725
425.852,645
426.583,760
427.368,740
428.046,720
428.975,705
429.460,705
430.483,785
431.282,910
431.946,825
432.724,760
446.306,610
446.507,670
446.748,265
447.130,575
449.284,1610
450.811,695
451.331,1380
452.063,725
452.306,755
452.309,175
452.313,15
452.842,10
453.110,425
453.574,320
454.257,500
454.548,760
455.085,240
455.890,545
456.499,670
457.181,760
457.474,730
457.919,285
459.377,380
459.966,1485
460.796,635
461.568,840
461.767,700
462.202,250
462.595,450
462.891,260
463.719,475
464.689,725
464.937,1045
465.663,285
466.349,695
466.934,660
467.883,410
468.004,1215
468.150,280
471.272,2195
472.050,855
472.939,810
473.195,800
473.561,265
474.975,515
476.877,1325
478.436,1965
478.440,1580
478.680,10
479.697,225
480.387,1010
480.923,665
481.413,660
481.754,235
482.337,435
483.168,740
483.848,735
484.677,745
485.359,775
486.188,825
487.017,760
487.358,840
487.361,255
487.752,10
488.290,500
489.113,475
490.527,850
