df_hash,22ZHK4.SWSTG1
318.830,36.031
319.509,36.000
320.436,36.000
321.411,36.062
322.486,36.062
323.524,36.031
324.433,36.094
325.409,36.094
326.432,36.094
327.407,36.156
328.431,36.156
329.455,36.188
330.430,36.219
331.501,36.219
332.480,36.250
333.404,36.281
334.479,36.281
335.505,36.281
336.426,36.312
337.501,36.250
338.817,36.250
339.402,36.281
340.423,36.250
341.888,36.219
342.437,36.219
343.467,36.219
344.421,36.188
345.445,36.156
346.544,36.125
347.592,36.188
348.419,36.156
349.686,36.125
350.472,36.156
351.441,36.156
352.439,36.125
353.444,36.125
354.418,36.094
355.501,36.094
356.463,36.125
357.437,36.094
358.461,36.125
359.436,36.125
360.438,36.125
361.527,36.125
362.410,36.156
363.485,36.156
364.409,36.188
365.481,36.219
366.654,36.188
367.431,36.188
368.438,36.188
369.430,36.219
370.427,36.219
371.429,36.219
372.404,36.219
373.449,36.219
374.700,36.219
375.426,36.219
376.432,36.250
377.474,36.219
378.400,36.219
379.434,36.219
380.399,36.188
381.574,36.188
382.398,36.188
383.421,36.188
384.396,36.156
385.517,36.125
386.422,36.125
387.419,36.125
388.591,36.125
389.418,36.156
390.639,36.156
391.421,36.125
392.443,36.125
393.415,36.125
394.438,36.125
395.414,36.156
396.437,36.219
397.844,36.219
398.436,36.250
399.411,36.250
400.436,36.250
401.412,36.312
402.436,36.375
403.603,36.375
404.432,36.406
405.435,36.375
406.432,36.312
407.455,36.281
408.528,36.250
409.502,36.250
410.435,36.219
411.442,36.219
412.428,36.125
413.476,36.125
414.458,36.094
415.450,36.094
416.484,36.094
417.400,36.094
418.473,36.125
419.466,36.125
420.572,36.156
421.458,36.156
422.762,36.156
423.397,36.156
424.420,36.156
425.405,36.188
426.419,36.250
427.399,36.250
428.467,36.250
429.445,36.219
430.416,36.281
431.393,36.281
432.512,36.312
433.391,36.281
434.444,36.312
435.405,36.312
436.413,36.281
437.826,36.250
438.417,36.250
439.441,36.250
440.434,36.188
441.439,36.125
442.413,36.125
443.482,36.125
444.408,36.125
445.431,36.125
446.408,36.125
447.480,36.250
448.454,36.219
449.439,36.219
450.415,36.250
451.525,36.375
452.796,36.375
453.427,36.375
454.453,36.375
455.523,36.344
456.450,36.375
457.424,36.344
458.545,36.344
459.466,36.344
460.410,36.344
461.814,36.281
