df_hash,22ZHK4.SWSTG1
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.3DZJ
person_label,V43
date_time_start,2025-10-27_14-26-26.785000_+03
date_time_start_unix,1761560786.785
date_time_end,2025-10-27_14-34-14.077000_+03
length_difference_noticed,no

time,temperature
5.538,34.656
6.582,34.688
7.508,34.688
8.580,34.625
9.458,34.656
10.481,34.750
11.541,34.750
12.875,34.781
13.483,34.781
14.771,34.812
15.750,34.812
16.721,34.844
17.493,34.781
18.476,34.812
19.451,34.812
20.573,34.812
21.587,34.844
22.474,34.844
23.790,34.844
24.551,34.875
25.514,34.906
26.471,34.906
27.690,35.000
28.470,35.031
29.498,35.062
30.594,35.031
31.639,35.000
32.468,35.031
33.467,35.031
34.563,35.031
35.441,35.000
36.465,35.031
37.538,35.000
38.551,35.000
39.585,35.031
40.463,35.031
41.732,35.062
42.462,35.062
43.437,35.094
44.460,35.094
45.438,35.125
46.459,35.094
47.532,35.094
48.753,35.094
49.530,35.094
50.457,35.094
51.480,35.125
52.894,35.125
53.530,35.125
54.456,35.156
55.509,35.219
56.477,35.219
57.481,35.250
58.452,35.281
59.524,35.438
60.452,35.438
61.523,35.469
62.449,35.500
63.473,35.469
64.539,35.469
65.471,35.438
66.447,35.438
67.912,35.438
68.445,35.438
69.469,35.375
70.639,35.344
71.469,35.344
72.493,35.344
73.467,35.375
74.442,35.375
75.466,35.375
76.489,35.406
77.464,35.375
78.731,35.375
79.463,35.375
80.486,35.375
81.462,35.375
82.878,35.344
83.558,35.344
84.582,35.344
85.508,35.375
86.434,35.375
87.604,35.344
88.628,35.375
89.509,35.375
90.433,35.406
91.459,35.406
92.625,35.406
93.554,35.406
94.432,35.406
95.453,35.438
96.476,35.438
97.452,35.500
98.678,35.438
99.499,35.469
100.474,35.438
101.449,35.438
102.473,35.500
103.546,35.469
104.472,35.469
105.447,35.469
106.471,35.469
107.445,35.469
108.469,35.500
109.444,35.500
110.565,35.531
111.488,35.531
112.467,35.531
113.473,35.562
114.465,35.562
115.441,35.594
116.465,35.562
117.586,35.562
118.609,35.594
119.439,35.594
120.462,35.625
121.437,35.625
122.460,35.594
123.441,35.562
124.508,35.562
125.485,35.562
126.463,35.562
127.433,35.562
128.703,35.562
129.455,35.531
130.553,35.500
131.628,35.500
132.454,35.531
133.575,35.562
134.469,35.531
135.549,35.562
136.452,35.594
137.433,35.594
138.602,35.562
139.501,35.562
140.618,35.594
141.425,35.594
142.631,35.562
143.816,35.594
144.447,35.594
145.669,35.625
146.446,35.594
147.469,35.594
148.567,35.625
149.472,35.625
150.446,35.625
151.545,35.656
152.515,35.656
153.515,35.688
154.636,35.719
155.515,35.719
156.540,35.719
157.485,35.719
158.464,35.750
159.462,35.781
160.437,35.781
161.510,35.750
162.444,35.781
163.459,35.750
164.435,35.750
165.507,35.750
166.434,35.781
167.478,35.812
168.432,35.812
169.481,35.781
170.441,35.750
171.455,35.812
172.430,35.781
173.453,35.781
174.429,35.781
175.476,35.750
176.525,35.750
177.451,35.750
178.426,35.750
179.548,35.719
180.448,35.719
181.497,35.688
182.816,35.719
183.448,35.688
184.715,35.688
185.446,35.688
186.518,35.719
187.510,35.750
188.420,35.750
189.444,35.750
190.663,35.750
191.443,35.781
192.518,35.781
193.444,35.812
194.465,35.844
195.540,35.844
196.464,35.781
197.461,35.781
198.560,35.750
199.438,35.719
200.463,35.719
201.436,35.750
202.557,35.750
203.435,35.719
204.754,35.781
205.531,35.750
206.457,35.781
207.433,35.781
208.456,35.812
209.521,35.875
210.553,35.875
211.479,35.875
212.746,35.844
213.477,35.844
214.477,35.812
215.477,35.844
216.451,35.844
217.437,35.844
218.499,35.844
219.533,35.812
220.792,35.812
221.449,35.812
222.535,35.844
223.607,35.844
224.498,35.875
225.495,35.875
226.809,35.875
227.615,35.875
228.444,35.875
229.422,35.844
230.442,35.875
231.418,35.875
232.442,35.906
233.660,35.938
234.468,35.875
235.464,35.875
236.579,35.875
237.660,35.875
238.438,35.875
239.462,35.875
240.777,35.906
241.658,35.875
242.828,35.875
243.410,35.875
244.434,35.875
245.614,35.906
246.433,35.906
247.459,35.906
248.554,35.875
249.562,35.875
250.479,35.906
251.457,35.906
252.624,35.938
253.453,35.906
254.476,35.938
255.452,35.938
256.476,35.938
257.451,35.906
258.426,35.969
259.498,35.938
260.578,35.938
261.448,35.906
262.668,35.938
263.538,35.969
264.479,35.969
265.596,36.000
266.518,35.969
267.541,36.031
268.608,36.000
269.443,36.031
270.471,36.031
271.591,36.031
272.537,36.000
273.463,35.969
274.816,35.969
275.476,35.938
276.490,35.938
277.531,35.906
278.418,35.938
279.437,35.938
280.707,35.906
281.734,35.906
282.448,35.938
283.434,35.969
284.410,35.969
285.456,36.000
286.411,36.000
287.433,36.031
288.436,36.000
289.479,36.000
290.462,36.031
291.822,36.031
292.700,36.031
293.451,36.031
294.501,35.969
295.795,35.969
296.452,35.938
297.572,35.938
298.498,35.969
299.671,35.969
300.477,35.969
301.423,35.969
302.447,35.969
303.666,35.969
304.446,36.062
305.421,36.031
306.493,36.062
307.566,36.062
308.446,36.062
309.418,36.094
310.442,36.094
311.417,36.062
312.441,36.094
313.419,36.094
314.489,36.062
315.416,36.094
316.439,36.062
317.548,36.062
