df_hash,22ZHK4.CSFR2S
449.448,87
450.079,87
451.259,88
452.130,87
453.056,90
454.223,88
455.100,88
456.027,88
457.197,88
458.074,88
459.000,88
460.174,88
461.051,88
461.974,88
463.291,88
464.025,88
465.046,88
466.119,87
467.044,87
467.922,87
469.099,87
469.969,90
470.896,91
472.066,91
472.943,91
473.913,90
475.045,90
475.966,90
476.843,90
478.015,90
478.945,90
479.817,90
480.987,91
481.870,91
482.791,92
484.002,92
484.838,92
485.764,91
486.934,91
487.861,91
488.739,91
489.931,91
490.787,91
491.712,90
